chr	start	end	id	score	size	phits	ghits	ohits	type	near_region	near_distance
1	88736708	88736954	MACS_peak_519	485.56	246	0	1	0	gene	ENSG00000065243	0
1	91001012	91001361	MACS_peak_525	57.54	349	0	1	0	gene	ENSG00000122482	0
1	91002416	91002765	MACS_peak_526	125.87	349	0	1	0	gene	ENSG00000122482	0
1	108746332	108746612	MACS_peak_690	454.58	280	1	0	0	promoter	ENSG00000116266	0
1	109027860	109028091	MACS_peak_693	678.9	231	0	1	0	gene	ENSG00000085433	0
1	109263610	109263986	MACS_peak_695	760.2	376	0	1	0	gene	ENSG00000143126	0
1	113949258	113949470	MACS_peak_747	856.48	212	0	1	0	gene	ENSG00000163349	0
1	114428154	114428526	MACS_peak_756	1656.19	372	0	1	0	gene	ENSG00000197323	0
1	114431606	114431846	MACS_peak_757	589.16	240	0	1	0	gene	ENSG00000197323	0
1	114468513	114468879	MACS_peak_758	369.28	366	0	1	1	gene	ENSG00000197323	0
1	114471441	114471645	MACS_peak_759	552.85	204	0	1	0	gene	ENSG00000197323	0
1	114489037	114489430	MACS_peak_760	655.79	393	0	1	0	gene	ENSG00000197323	0
1	114570367	114570602	MACS_peak_763	366.7	235	0	1	0	gene	ENSG00000116752	0
1	114758093	114758320	MACS_peak_768	665.93	227	0	1	0	gene	ENSG00000009307	0
1	116531261	116531590	MACS_peak_796	801.89	329	0	1	0	gene	ENSG00000116815	0
1	116570337	116570571	MACS_peak_797	814.37	234	0	1	0	gene	ENSG00000116815	0
1	116581209	116581341	MACS_peak_799	1116.4	132	0	1	0	gene	ENSG00000143061	0
1	117402383	117402597	MACS_peak_808	1098.16	214	0	1	0	gene	ENSG00000198162	0
1	117512765	117513012	MACS_peak_809	629.38	247	0	1	0	gene	ENSG00000198162	0
1	144969519	144969868	MACS_peak_905	55.54	349	0	1	0	gene	ENSG00000196369	0
1	144966973	144967271	MACS_peak_906	53.71	298	0	1	0	gene	ENSG00000196369	0
1	146138077	146138542	MACS_peak_942	1241.95	465	0	1	0	gene	ENSG00000271425	0
1	145661079	145661321	MACS_peak_949	111.29	242	0	1	0	gene	ENSG00000117262	0
1	145617453	145617688	MACS_peak_950	421.83	235	0	1	0	gene	ENSG00000117262	0
1	148120454	148120925	MACS_peak_953	702.27	471	0	1	0	gene	ENSG00000263956	0
1	146966420	146966794	MACS_peak_957	1254.58	374	0	1	0	gene	ENSG00000268043	0
1	146960077	146960449	MACS_peak_961	439.14	372	0	1	0	gene	ENSG00000268043	0
1	146972611	146973030	MACS_peak_963	857.26	419	0	1	0	gene	ENSG00000268043	0
1	146990071	146990264	MACS_peak_964	108.52	193	0	1	0	gene	ENSG00000268043	0
1	147930027	147930459	MACS_peak_981	388.99	432	0	1	0	gene	ENSG00000188092	0
1	147937862	147938082	MACS_peak_982	566.9	220	0	1	0	gene	ENSG00000188092	0
1	147983453	147983811	MACS_peak_984	61.23	358	0	1	0	gene	ENSG00000188092	0
1	148126714	148127069	MACS_peak_987	187.57	355	0	1	0	gene	ENSG00000263956	0
1	150068289	150068520	MACS_peak_1030	744.89	231	0	1	0	gene	ENSG00000136631	0
1	150072958	150073235	MACS_peak_1031	566.95	277	0	1	0	gene	ENSG00000136631	0
1	150092629	150092854	MACS_peak_1032	615.31	225	0	1	0	gene	ENSG00000136631	0
1	150114982	150115293	MACS_peak_1033	627.75	311	0	1	0	gene	ENSG00000136631	0
1	150452559	150452915	MACS_peak_1038	343.22	356	0	1	0	gene	ENSG00000163125	0
1	150501201	150501421	MACS_peak_1039	360.97	220	0	1	0	gene	ENSG00000143374	0
1	150621444	150621908	MACS_peak_1042	554.79	464	0	1	0	gene	ENSG00000143420	0
1	151155925	151156288	MACS_peak_1050	1180.37	363	1	0	0	promoter	ENSG00000163156	0
1	153797347	153797624	MACS_peak_1089	456.44	277	0	1	1	gene	ENSG00000143614	0
1	153847650	153847851	MACS_peak_1090	554.96	201	0	1	0	gene	ENSG00000143614	0
1	153904050	153904318	MACS_peak_1091	547.83	268	0	1	0	gene	ENSG00000143614	0
1	154479894	154480078	MACS_peak_1095	918.92	184	0	1	0	gene	ENSG00000169291	0
1	154534278	154534628	MACS_peak_1096	403.01	350	0	1	0	gene	ENSG00000163239	0
1	155086122	155086335	MACS_peak_1100	596.79	213	0	1	0	gene	ENSG00000143590	0
1	155250744	155251024	MACS_peak_1103	454.58	280	0	1	0	gene	ENSG00000160767	0
1	155277250	155277512	MACS_peak_1104	656.83	262	0	1	0	gene	ENSG00000176444	0
1	155494335	155494575	MACS_peak_1105	770.24	240	0	1	0	gene	ENSG00000116539	0
1	155837509	155837675	MACS_peak_1108	795.29	166	0	1	0	gene	ENSG00000116580	0
1	156317526	156317853	MACS_peak_1114	637.34	327	0	1	0	gene	ENSG00000163468	0
1	156319683	156319956	MACS_peak_1115	446.99	273	0	1	0	gene	ENSG00000163468	0
1	162230228	162230484	MACS_peak_1173	470.06	256	0	1	0	gene	ENSG00000198929	0
1	193183105	193183424	MACS_peak_1469	811.38	319	0	1	0	gene	ENSG00000134371	0
1	197526815	197527134	MACS_peak_1508	880.59	319	0	1	0	gene	ENSG00000213047	0
1	197615148	197615422	MACS_peak_1509	488.85	274	0	1	0	gene	ENSG00000213047	0
1	197619104	197619365	MACS_peak_1510	860.98	261	0	1	0	gene	ENSG00000213047	0
1	197709846	197710272	MACS_peak_1512	60.03	426	0	1	0	gene	ENSG00000213047	0
1	197713679	197713993	MACS_peak_1513	369.05	314	0	1	0	gene	ENSG00000213047	0
1	197739627	197739834	MACS_peak_1514	756.91	207	0	1	0	gene	ENSG00000213047	0
1	203830819	203831066	MACS_peak_1593	160.74	247	0	2	0	gene	ENSG00000058673	0
1	206233274	206233613	MACS_peak_1633	495.28	339	0	1	0	gene	ENSG00000266028	0
1	206331636	206331945	MACS_peak_1637	56.98	309	0	1	0	gene	ENSG00000266028	0
1	206384890	206385231	MACS_peak_1638	264.38	341	0	1	0	gene	ENSG00000266028	0
1	206911150	206911469	MACS_peak_1649	1658.62	319	0	1	0	gene	ENSG00000162894	0
1	207041299	207041607	MACS_peak_1650	178.37	308	0	1	0	gene	ENSG00000123836	0
1	207049985	207050191	MACS_peak_1651	573.39	206	0	2	0	gene	ENSG00000123836	0
1	207077865	207078127	MACS_peak_1652	1292.87	262	0	1	0	gene	ENSG00000123836	0
1	217557302	217557514	MACS_peak_1710	450.48	212	0	1	0	gene	ENSG00000092978	0
1	217694633	217694973	MACS_peak_1711	65.49	340	0	1	0	gene	ENSG00000162814	0
1	217747268	217747610	MACS_peak_1712	925.78	342	0	1	0	gene	ENSG00000162814	0
1	217811587	217811827	MACS_peak_1713	440.38	240	0	1	0	gene	ENSG00000162814	0
1	219990991	219991297	MACS_peak_1738	439.28	306	0	1	0	gene	ENSG00000136628	0
1	220123913	220124249	MACS_peak_1739	644.82	336	0	1	0	gene	ENSG00000067704	0
1	220154720	220155101	MACS_peak_1740	312.33	381	0	1	0	gene	ENSG00000118873	0
1	220189788	220190085	MACS_peak_1741	444.41	297	0	1	0	gene	ENSG00000118873	0
1	220218684	220218946	MACS_peak_1742	1040.74	262	0	1	0	gene	ENSG00000118873	0
1	220775256	220775582	MACS_peak_1744	1209.66	326	0	1	0	gene	ENSG00000117791	0
1	224427704	224427898	MACS_peak_1776	678.9	194	0	1	0	gene	ENSG00000162923	0
1	228393492	228393763	MACS_peak_1794	584.96	271	1	0	0	promoter	ENSG00000154370	0
1	229453313	229453536	MACS_peak_1818	1208.41	223	0	1	0	gene	ENSG00000069248	0
1	236598011	236598247	MACS_peak_1841	516.86	236	0	1	0	gene	ENSG00000119285	0
1	11149	11522	MACS_peak_1	2188.98	373	0	0	0	intergen	ENSG00000187583	953974
1	74437	74818	MACS_peak_3	52.67	381	0	0	0	intergen	ENSG00000187583	890678
1	91267	91646	MACS_peak_4	732.21	379	0	0	1	intergen	ENSG00000187583	873850
1	104792	105111	MACS_peak_5	311.24	319	0	0	1	intergen	ENSG00000187583	860385
1	105360	105727	MACS_peak_6	201.59	367	0	0	1	intergen	ENSG00000187583	859769
1	138946	139307	MACS_peak_7	492.78	361	0	0	0	intergen	ENSG00000187583	826189
1	140190	140427	MACS_peak_8	1080.42	237	0	0	0	intergen	ENSG00000187583	825069
1	267835	268241	MACS_peak_9	793.16	406	0	0	1	intergen	ENSG00000187583	697255
1	281471	281675	MACS_peak_10	381.61	204	0	0	1	intergen	ENSG00000187583	683821
1	281924	282291	MACS_peak_11	201.59	367	0	0	1	intergen	ENSG00000187583	683205
1	498799	499036	MACS_peak_12	651.74	237	0	0	1	intergen	ENSG00000187583	466460
1	495392	495629	MACS_peak_13	376.34	237	0	0	1	intergen	ENSG00000187583	469867
1	494148	494509	MACS_peak_14	458.95	361	0	0	1	intergen	ENSG00000187583	470987
1	449527	449927	MACS_peak_15	412.5	400	0	0	1	intergen	ENSG00000187583	515569
1	435592	435937	MACS_peak_16	163.66	345	0	0	1	intergen	ENSG00000187583	529559
1	434322	434758	MACS_peak_17	62.51	436	0	0	1	intergen	ENSG00000187583	530738
1	430164	430427	MACS_peak_19	251.36	263	0	0	1	intergen	ENSG00000187583	535069
1	402518	402803	MACS_peak_20	1013.15	285	0	0	1	intergen	ENSG00000187583	562693
1	369811	370080	MACS_peak_22	127.5	269	0	0	1	intergen	ENSG00000187583	595416
1	357228	357623	MACS_peak_23	1112.78	395	0	0	1	intergen	ENSG00000187583	607873
1	586000	586395	MACS_peak_24	1722.91	395	0	0	0	intergen	ENSG00000187583	379101
1	638271	638708	MACS_peak_27	402.39	437	0	0	1	intergen	ENSG00000187583	326788
1	665905	666168	MACS_peak_28	329.3	263	0	0	1	intergen	ENSG00000187583	299328
1	670571	670916	MACS_peak_29	168.95	345	0	0	1	intergen	ENSG00000187583	294580
1	684503	684903	MACS_peak_30	412.5	400	0	0	1	intergen	ENSG00000187583	280593
1	709694	710032	MACS_peak_31	129.29	338	0	0	1	intergen	ENSG00000187583	255464
1	729024	729415	MACS_peak_32	281.41	391	0	0	2	intergen	ENSG00000187583	236081
1	730298	730535	MACS_peak_33	383.96	237	0	0	2	intergen	ENSG00000187583	234961
1	737113	737350	MACS_peak_34	833.25	237	0	0	2	intergen	ENSG00000187583	228146
1	740529	740766	MACS_peak_35	797.19	237	0	0	2	intergen	ENSG00000187583	224730
1	754453	754823	MACS_peak_36	194.41	370	0	0	2	intergen	ENSG00000187583	210673
1	788681	788880	MACS_peak_37	102.63	199	0	0	2	intergen	ENSG00000187583	176616
1	790647	791115	MACS_peak_39	172.15	468	0	0	2	intergen	ENSG00000187583	174381
1	791244	791720	MACS_peak_40	197.74	476	0	0	2	intergen	ENSG00000187583	173776
1	857883	858216	MACS_peak_41	793.64	333	0	0	1	intergen	ENSG00000187583	107280
1	1443392	1443724	MACS_peak_42	220.37	332	0	0	0	intergen	ENSG00000187642	461298
1	3621301	3621482	MACS_peak_47	1569.18	181	0	0	0	intergen	ENSG00000142606	988310
1	3801606	3801829	MACS_peak_49	1180.64	223	0	0	0	intergen	ENSG00000142606	1168615
1	5075519	5075919	MACS_peak_52	504.65	400	0	0	0	intergen	ENSG00000187017	1347856
1	5115830	5116135	MACS_peak_53	184.68	305	0	0	0	intergen	ENSG00000187017	1307640
1	5745899	5746114	MACS_peak_55	746.04	215	0	0	0	intergen	ENSG00000187017	677661
1	5825012	5825390	MACS_peak_56	129.87	378	0	0	0	intergen	ENSG00000187017	598385
1	6404702	6405010	MACS_peak_58	473.53	308	0	0	0	intergen	ENSG00000187017	18765
1	6742514	6742846	MACS_peak_59	542.96	332	0	0	0	intergen	ENSG00000171680	222452
1	8031286	8031506	MACS_peak_68	564.54	220	0	0	1	intergen	ENSG00000142599	319890
1	8277747	8277980	MACS_peak_69	538.37	233	0	0	0	intergen	ENSG00000142599	73416
1	8823296	8823434	MACS_peak_71	831.96	138	0	0	0	intergen	ENSG00000142599	5652
1	9181304	9181568	MACS_peak_74	590.39	264	0	0	1	intergen	ENSG00000142599	363660
1	9206690	9206956	MACS_peak_75	201.59	266	0	0	0	intergen	ENSG00000142599	389046
1	9536450	9536671	MACS_peak_76	432.48	221	0	0	0	intergen	ENSG00000162441	384441
1	9624718	9624853	MACS_peak_77	1143.32	135	0	0	0	intergen	ENSG00000162441	296259
1	10428138	10428392	MACS_peak_79	596.79	254	0	0	0	intergen	ENSG00000160049	27129
1	11337637	11337810	MACS_peak_82	780.06	173	0	0	0	intergen	ENSG00000120942	41587
1	12936314	12936672	MACS_peak_86	1314.22	358	0	0	0	intergen	ENSG00000048707	424266
1	13265113	13265430	MACS_peak_88	1220.3	317	0	0	0	intergen	ENSG00000048707	753065
1	13277046	13277283	MACS_peak_89	516.86	237	0	0	0	intergen	ENSG00000048707	764998
1	13354644	13354867	MACS_peak_90	712.32	223	0	0	0	intergen	ENSG00000048707	842596
1	13543934	13544206	MACS_peak_92	449.74	272	0	0	0	intergen	ENSG00000048707	1031886
1	13828894	13829124	MACS_peak_93	831.63	230	0	0	0	intergen	ENSG00000048707	1316846
1	15792102	15792307	MACS_peak_98	1087.07	205	0	0	0	intergen	ENSG00000065526	54556
1	15833231	15833580	MACS_peak_99	416.71	349	0	0	0	intergen	ENSG00000065526	13283
1	16621066	16621402	MACS_peak_105	734.45	336	0	0	1	intergen	ENSG00000055070	222920
1	16624931	16625296	MACS_peak_106	1474.76	365	0	0	1	intergen	ENSG00000055070	226785
1	16656596	16656896	MACS_peak_107	335.48	300	0	0	1	intergen	ENSG00000055070	258450
1	16684807	16685127	MACS_peak_108	1029.07	320	0	0	1	intergen	ENSG00000055070	286661
1	17485336	17485603	MACS_peak_112	418.12	267	0	0	0	intergen	ENSG00000117118	431165
1	18100559	18100799	MACS_peak_113	645.81	240	0	0	0	intergen	ENSG00000127481	972706
1	18502737	18502987	MACS_peak_114	288.88	250	0	0	0	intergen	ENSG00000127481	570518
1	18510434	18510621	MACS_peak_115	901.33	187	0	0	0	intergen	ENSG00000127481	562884
1	18581534	18581794	MACS_peak_116	725.38	260	0	0	0	intergen	ENSG00000127481	491711
1	18820837	18821164	MACS_peak_117	546.09	327	0	0	0	intergen	ENSG00000127481	252341
1	20100972	20101209	MACS_peak_118	814.37	237	0	0	0	intergen	ENSG00000169914	188026
1	20151504	20151801	MACS_peak_119	127.5	297	0	0	0	intergen	ENSG00000169914	238558
1	20259500	20259637	MACS_peak_120	1420.82	137	0	0	0	intergen	ENSG00000169914	346554
1	20522317	20522622	MACS_peak_121	497.03	305	0	0	0	intergen	ENSG00000244038	128144
1	21179782	21180257	MACS_peak_125	554.67	475	0	0	0	intergen	ENSG00000090686	497040
1	21370443	21370860	MACS_peak_126	611.54	417	0	0	0	intergen	ENSG00000090686	306437
1	22674250	22674416	MACS_peak_129	831.63	166	0	0	0	intergen	ENSG00000004487	344026
1	23228552	23228765	MACS_peak_131	149.72	213	0	0	0	intergen	ENSG00000004487	144862
1	23703589	23703906	MACS_peak_132	552.5	317	0	0	0	intergen	ENSG00000057757	73498
1	23772166	23772389	MACS_peak_133	564.54	223	0	0	1	intergen	ENSG00000057757	5015
1	24898172	24898424	MACS_peak_139	613.82	252	0	0	0	intergen	ENSG00000133226	224904
1	25507792	25508094	MACS_peak_143	92.78	302	0	0	0	intergen	ENSG00000133226	834524
1	25508540	25508743	MACS_peak_144	145.08	203	0	0	0	intergen	ENSG00000133226	835272
1	25796891	25797192	MACS_peak_145	442.11	301	0	0	0	intergen	ENSG00000117682	634089
1	25998208	25998383	MACS_peak_146	780.06	175	0	0	0	intergen	ENSG00000117682	432898
1	26164253	26164508	MACS_peak_148	596.79	255	0	0	0	intergen	ENSG00000117682	266773
1	26399602	26399961	MACS_peak_151	734.33	359	0	0	0	intergen	ENSG00000117682	31320
1	26488429	26488729	MACS_peak_152	427.96	300	0	0	0	intergen	ENSG00000117682	17134
1	26602213	26602642	MACS_peak_153	767.78	429	0	0	0	intergen	ENSG00000117713	89593
1	27198031	27198201	MACS_peak_156	879.24	170	0	0	0	intergen	ENSG00000158195	205024
1	27672268	27672610	MACS_peak_160	420.18	342	0	0	1	intergen	ENSG00000009780	52368
1	28792787	28793014	MACS_peak_165	695.57	227	0	0	0	intergen	ENSG00000130772	456819
1	28877234	28877530	MACS_peak_167	542.62	296	0	0	0	intergen	ENSG00000130772	541266
1	29773907	29774291	MACS_peak_170	972.38	384	0	0	1	intergen	ENSG00000130772	1437939
1	29997287	29997662	MACS_peak_171	79.24	375	0	0	0	intergen	ENSG00000060688	1260905
1	30309150	30309540	MACS_peak_173	89.02	390	0	0	0	intergen	ENSG00000060688	949027
1	30455010	30455318	MACS_peak_174	137.06	308	0	0	0	intergen	ENSG00000060688	803249
1	30496063	30496516	MACS_peak_175	78.44	453	0	0	0	intergen	ENSG00000060688	762051
1	30567745	30568051	MACS_peak_176	270.85	306	0	0	0	intergen	ENSG00000060688	690516
1	32066055	32066199	MACS_peak_179	392.74	144	0	0	1	intergen	ENSG00000025800	40838
1	33194427	33194562	MACS_peak_185	1079.97	135	0	0	0	intergen	ENSG00000004455	113430
1	34255973	34256306	MACS_peak_189	123.2	333	0	0	0	intergen	ENSG00000004455	1174976
1	34419803	34420106	MACS_peak_190	561.84	303	0	0	0	intergen	ENSG00000142687	1012383
1	34549226	34549468	MACS_peak_191	501.16	242	0	0	0	intergen	ENSG00000142687	883021
1	34955907	34956285	MACS_peak_195	69.86	378	0	0	0	intergen	ENSG00000142687	476204
1	35260765	35261082	MACS_peak_197	578.24	317	0	0	0	intergen	ENSG00000142687	171407
1	36544545	36545008	MACS_peak_200	534.92	463	0	0	0	intergen	ENSG00000116898	80107
1	36650540	36650742	MACS_peak_201	645.81	202	0	0	0	intergen	ENSG00000116898	186102
1	37209335	37209637	MACS_peak_202	75.54	302	0	0	0	intergen	ENSG00000163875	281937
1	38562619	38562757	MACS_peak_206	960.73	138	0	0	0	intergen	ENSG00000183520	537794
1	38683478	38683612	MACS_peak_207	1666.76	134	0	0	0	intergen	ENSG00000183520	658653
1	39606234	39606628	MACS_peak_208	563.18	394	0	0	0	intergen	ENSG00000043514	230481
1	39799809	39800062	MACS_peak_209	470.06	253	0	0	1	intergen	ENSG00000043514	37047
1	39973476	39973831	MACS_peak_211	631.61	355	0	0	0	intergen	ENSG00000116990	71219
1	40024462	40024653	MACS_peak_212	856.26	191	0	0	0	intergen	ENSG00000116990	122205
1	40032338	40032595	MACS_peak_213	542.24	257	0	0	0	intergen	ENSG00000116990	130081
1	40668937	40669328	MACS_peak_219	1006.73	391	0	0	0	intergen	ENSG00000116990	766680
1	40948983	40949226	MACS_peak_220	645.81	243	0	0	0	intergen	ENSG00000116990	1046726
1	42095347	42095730	MACS_peak_226	95.04	383	0	0	0	intergen	ENSG00000179178	1173263
1	42344333	42344653	MACS_peak_228	306.6	320	0	0	0	intergen	ENSG00000179178	924340
1	42709055	42709277	MACS_peak_230	1528.09	222	0	0	0	intergen	ENSG00000179178	559716
1	44036678	44037052	MACS_peak_232	637.63	374	0	0	1	intergen	ENSG00000117408	68655
1	44092243	44092471	MACS_peak_233	655.31	228	0	0	1	intergen	ENSG00000117408	124220
1	44361463	44361747	MACS_peak_234	452.13	284	0	0	0	intergen	ENSG00000117408	393440
1	44796097	44796570	MACS_peak_238	2431.95	473	0	0	0	intergen	ENSG00000070785	52951
1	46223513	46223790	MACS_peak_246	564.42	277	0	0	0	intergen	ENSG00000085998	3207
1	46442689	46442993	MACS_peak_248	440.4	304	0	0	1	intergen	ENSG00000123472	188743
1	46504793	46505219	MACS_peak_249	77.66	426	0	0	0	intergen	ENSG00000123472	126517
1	46725333	46725589	MACS_peak_252	729.14	256	0	0	0	intergen	ENSG00000159658	6268
1	46836200	46836564	MACS_peak_254	142.05	364	0	0	0	intergen	ENSG00000159658	117135
1	46876073	46876350	MACS_peak_255	928.78	277	0	0	1	intergen	ENSG00000159658	157008
1	47126294	47126599	MACS_peak_258	135.19	305	0	0	1	intergen	ENSG00000162368	206197
1	47179185	47179396	MACS_peak_259	596.79	211	0	0	0	intergen	ENSG00000162368	153400
1	47192897	47193225	MACS_peak_260	427.34	328	0	0	0	intergen	ENSG00000162368	139571
1	47380145	47380380	MACS_peak_261	468.75	235	0	0	0	intergen	ENSG00000162368	1305
1	47424399	47424684	MACS_peak_262	451.52	285	0	0	0	intergen	ENSG00000162368	45559
1	47604366	47604735	MACS_peak_264	123.08	369	0	0	0	intergen	ENSG00000162368	225526
1	48093651	48093928	MACS_peak_266	335.88	277	0	0	0	intergen	ENSG00000162368	714811
1	48109392	48109686	MACS_peak_267	446.16	294	0	0	1	intergen	ENSG00000162368	730552
1	48152025	48152237	MACS_peak_268	76.89	212	0	0	1	intergen	ENSG00000162368	773185
1	48154711	48155056	MACS_peak_269	74.95	345	0	0	1	intergen	ENSG00000162368	775871
1	48155236	48155588	MACS_peak_270	72.64	352	0	0	1	intergen	ENSG00000162368	776396
1	48155803	48156169	MACS_peak_271	91.4	366	0	0	1	intergen	ENSG00000162368	776963
1	48171000	48171207	MACS_peak_272	332.68	207	0	0	1	intergen	ENSG00000162368	792160
1	51024430	51024801	MACS_peak_294	87.62	371	0	0	0	intergen	ENSG00000185104	64166
1	51088510	51088765	MACS_peak_295	596.79	255	0	0	0	intergen	ENSG00000185104	128246
1	51189345	51189678	MACS_peak_296	542.34	333	0	0	0	intergen	ENSG00000123091	45592
1	51192140	51192480	MACS_peak_297	421.18	340	0	0	0	intergen	ENSG00000123091	42790
1	53361250	53361485	MACS_peak_305	421.83	235	0	0	1	intergen	ENSG00000162385	122639
1	55022011	55022325	MACS_peak_308	301.54	314	0	0	0	intergen	ENSG00000184313	311744
1	55702099	55702383	MACS_peak_310	704	284	0	0	1	intergen	ENSG00000184313	991832
1	56820985	56821361	MACS_peak_315	760.2	376	0	0	0	intergen	ENSG00000184313	2110718
1	58582578	58582947	MACS_peak_321	58.05	369	0	0	0	intergen	ENSG00000184313	3872311
1	58770782	58771186	MACS_peak_322	81.72	404	0	0	1	intergen	ENSG00000125703	4011948
1	59001088	59001254	MACS_peak_323	831.63	166	0	0	1	intergen	ENSG00000125703	3781880
1	59253754	59254110	MACS_peak_324	94.4	356	0	0	1	intergen	ENSG00000125703	3529024
1	59947388	59947648	MACS_peak_329	725.38	260	0	0	0	intergen	ENSG00000125703	2835486
1	59971299	59971755	MACS_peak_330	707.33	456	0	0	0	intergen	ENSG00000125703	2811379
1	60197784	60198103	MACS_peak_333	432.12	319	0	0	0	intergen	ENSG00000125703	2585031
1	60281408	60281634	MACS_peak_335	913.87	226	0	0	0	intergen	ENSG00000125703	2501500
1	60379319	60379721	MACS_peak_336	76.98	402	0	0	0	intergen	ENSG00000125703	2403413
1	60466007	60466412	MACS_peak_337	104.33	405	0	0	0	intergen	ENSG00000125703	2316722
1	60491304	60491550	MACS_peak_338	181.54	246	0	0	0	intergen	ENSG00000125703	2291584
1	60494446	60494875	MACS_peak_339	127.77	429	0	0	0	intergen	ENSG00000125703	2288259
1	60512803	60513157	MACS_peak_340	100.02	354	0	0	0	intergen	ENSG00000125703	2269977
1	60645224	60645536	MACS_peak_341	88.29	312	0	0	0	intergen	ENSG00000125703	2137598
1	60782131	60782289	MACS_peak_342	393.44	158	0	0	1	intergen	ENSG00000125703	2000845
1	61659127	61659448	MACS_peak_343	431.05	321	0	0	0	intergen	ENSG00000125703	1123686
1	63240507	63240918	MACS_peak_349	76.72	411	0	0	1	intergen	ENSG00000203965	281453
1	63241557	63241905	MACS_peak_350	53.89	348	0	0	1	intergen	ENSG00000203965	280466
1	64269086	64269403	MACS_peak_354	677.44	317	0	0	0	intergen	ENSG00000203965	696392
1	64719364	64719497	MACS_peak_356	1396.21	133	0	0	0	intergen	ENSG00000203965	1146670
1	64740425	64740673	MACS_peak_357	261.67	248	0	0	0	intergen	ENSG00000203965	1167731
1	65060008	65060331	MACS_peak_359	672.92	323	0	0	0	intergen	ENSG00000203965	1487314
1	65672147	65672526	MACS_peak_364	69.76	379	0	0	0	intergen	ENSG00000203965	2099453
1	66459443	66459648	MACS_peak_367	690.17	205	0	0	0	intergen	ENSG00000203965	2886749
1	66492274	66492476	MACS_peak_368	814.37	202	0	0	0	intergen	ENSG00000203965	2919580
1	66995959	66996365	MACS_peak_373	739.13	406	0	0	0	intergen	ENSG00000116754	3208316
1	67549916	67550264	MACS_peak_376	76.3	348	0	0	0	intergen	ENSG00000116754	2654417
1	68734381	68734730	MACS_peak_381	61.75	349	0	0	1	intergen	ENSG00000116754	1469951
1	68880268	68880649	MACS_peak_382	63.13	381	0	0	1	intergen	ENSG00000116754	1324032
1	68927425	68927754	MACS_peak_383	63.79	329	0	0	1	intergen	ENSG00000116754	1276927
1	68963696	68963961	MACS_peak_384	306.6	265	0	0	0	intergen	ENSG00000116754	1240720
1	69097941	69098315	MACS_peak_386	63.46	374	0	0	1	intergen	ENSG00000116754	1106366
