from	to	site_count	MI	distance	row_num	interaction_type	tf	community
ENSG00000132510	ENSG00000108963	1	0.13058	5809794	14039	Inter-Cytoband	ENSG00000132510	6
ENSG00000132510	ENSG00000108559	1	0.132021	2478941	13470	Inter-Cytoband	ENSG00000132510	6
ENSG00000132510	ENSG00000108523	1	0.143517	2899896	9801	Inter-Cytoband	ENSG00000132510	6
ENSG00000132510	ENSG00000074356	1	0.191597	4037739	2921	Inter-Cytoband	ENSG00000132510	6
ENSG00000141027	ENSG00000215041	1	0.124157	8713529	16977	Inter-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000214941	1	0.184331	52597	3466	Inter-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000197566	1	0.124098	591580	17009	Intra-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000185722	2	0.123993	11865250	17075	Inter-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000176994	1	0.120047	2286153	19171	Intra-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000176974	1	0.142645	2298703	10017	Intra-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000174282	1	0.122209	8569791	18004	Inter-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000174231	1	0.137059	14378528	11689	Inter-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000171953	1	0.20765	1948252	2014	Intra-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000171861	2	0.142393	15246884	10090	Inter-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000170310	1	0.13669	6778686	11818	Inter-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000167721	1	0.12577	13706654	16194	Inter-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000161956	2	0.121778	8467282	18211	Inter-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000141034	1	0.129737	2010135	14368	Intra-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000141030	1	0.187164	1217663	3254	Intra-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000133028	1	0.160077	5356683	6318	Inter-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000132376	1	0.13367	14534586	12841	Inter-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000129255	1	0.118654	8445628	19940	Inter-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000129245	1	0.119635	8437927	19398	Inter-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000127804	1	0.129151	13623595	14647	Inter-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000108561	2	0.140863	10596380	10554	Inter-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000108559	1	0.119787	10668194	19313	Inter-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000108474	2	0.143674	188034	9764	Intra-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000006744	1	0.210209	3036766	1912	Inter-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000006695	1	0.126114	1959661	16019	Inter-Cytoband	ENSG00000141027	6
ENSG00000141027	ENSG00000005100	1	0.127278	10588245	15508	Inter-Cytoband	ENSG00000141027	6
ENSG00000055609	ENSG00000197024	1	0.122842	3008506	17702	Intra-Cytoband	ENSG00000055609	132
ENSG00000055609	ENSG00000105983	1	0.127054	4534024	15595	Inter-Cytoband	ENSG00000055609	132
ENSG00000197024	ENSG00000055130	1	0.120712	428502	18819	Intra-Cytoband	ENSG00000197024	132
ENSG00000102710	ENSG00000133114	1	0.143905	7980217	9700	Inter-Cytoband	ENSG00000102710	20
ENSG00000102710	ENSG00000120685	1	0.226263	2000554	1339	Intra-Cytoband	ENSG00000102710	20
ENSG00000102974	ENSG00000182149	2	0.130367	4283589	14116	Inter-Cytoband	ENSG00000102974	67
ENSG00000102974	ENSG00000132604	1	0.118476	1793154	20043	Intra-Cytoband	ENSG00000102974	67
ENSG00000080603	ENSG00000005339	1	0.13556000000000001	26973155	12187	Inter-Cytoband	ENSG00000080603	62
ENSG00000083093	ENSG00000103356	1	0.160436	81146	6258	Intra-Cytoband	ENSG00000083093	62
ENSG00000099381	ENSG00000103510	1	0.153431	158460	7459	Intra-Cytoband	ENSG00000099381	62
ENSG00000099381	ENSG00000080603	1	0.220004	259085	1547	Intra-Cytoband	ENSG00000099381	62
ENSG00000167967	ENSG00000205937	1	0.138892	29550	11139	Intra-Cytoband	ENSG00000167967	62
ENSG00000167967	ENSG00000095906	1	0.147328	440665	8829	Intra-Cytoband	ENSG00000167967	62
ENSG00000187555	ENSG00000205937	1	0.185352	6638978	3392	Inter-Cytoband	ENSG00000187555	62
ENSG00000187555	ENSG00000103342	1	0.16739	2976034	5257	Inter-Cytoband	ENSG00000187555	62
ENSG00000006194	ENSG00000205937	1	0.17196	1010684	4704	Intra-Cytoband	ENSG00000006194	62
ENSG00000006194	ENSG00000103423	1	0.136226	1162005	11971	Intra-Cytoband	ENSG00000006194	62
ENSG00000006194	ENSG00000079616	1	0.164976	26526919	5570	Inter-Cytoband	ENSG00000006194	62
ENSG00000117713	ENSG00000133226	2	0.136517	2061520	11865	Intra-Cytoband	ENSG00000117713	36
ENSG00000146587	ENSG00000205903	1	0.170655	1591501	4851	Intra-Cytoband	ENSG00000146587	25
ENSG00000146587	ENSG00000164828	1	0.121346	4229206	18459	Inter-Cytoband	ENSG00000146587	25
ENSG00000146587	ENSG00000106263	1	0.183731	2691735	3516	Inter-Cytoband	ENSG00000146587	25
ENSG00000112592	ENSG00000213079	2	0.130492	15820977	14071	Inter-Cytoband	ENSG00000112592	235
ENSG00000112592	ENSG00000213066	1	0.130711	3555120	13986	Intra-Cytoband	ENSG00000112592	235
ENSG00000112592	ENSG00000146457	1	0.126851	10828717	15693	Inter-Cytoband	ENSG00000112592	235
ENSG00000112592	ENSG00000130023	1	0.122727	802680	17761	Intra-Cytoband	ENSG00000112592	235
ENSG00000112592	ENSG00000112584	1	0.166523	263599	5359	Intra-Cytoband	ENSG00000112592	235
ENSG00000112592	ENSG00000071994	1	0.245968	20993	861	Intra-Cytoband	ENSG00000112592	235
ENSG00000112592	ENSG00000008018	2	0.164158	19185	5705	Intra-Cytoband	ENSG00000112592	235
ENSG00000204231	ENSG00000223501	1	0.120812	56684	18763	Intra-Cytoband	ENSG00000204231	201
ENSG00000204231	ENSG00000204227	1	0.137266	14907	11632	Intra-Cytoband	ENSG00000204231	201
ENSG00000204231	ENSG00000112511	1	0.132285	216811	13367	Intra-Cytoband	ENSG00000204231	201
ENSG00000137185	ENSG00000198315	1	0.187554	82976	3218	Intra-Cytoband	ENSG00000137185	201
ENSG00000137185	ENSG00000196812	1	0.154835	100326	7211	Intra-Cytoband	ENSG00000137185	201
ENSG00000204227	ENSG00000204231	1	0.137266	14907	11632	Intra-Cytoband	ENSG00000204227	201
ENSG00000122482	ENSG00000143033	1	0.160069	2163937	6321	Inter-Cytoband	ENSG00000122482	242
ENSG00000122482	ENSG00000137947	1	0.128326	2062366	15010	Intra-Cytoband	ENSG00000122482	242
ENSG00000109685	ENSG00000214367	1	0.123074	356040	17566	Intra-Cytoband	ENSG00000109685	13
ENSG00000109685	ENSG00000182903	1	0.133873	1445609	12764	Intra-Cytoband	ENSG00000109685	13
ENSG00000185049	ENSG00000214367	1	0.149237	244750	8368	Intra-Cytoband	ENSG00000185049	13
ENSG00000185049	ENSG00000178950	1	0.183428	1133438	3538	Intra-Cytoband	ENSG00000185049	13
ENSG00000185049	ENSG00000174227	1	0.147876	1483504	8678	Intra-Cytoband	ENSG00000185049	13
ENSG00000185049	ENSG00000159692	1	0.118838	771266	19841	Intra-Cytoband	ENSG00000185049	13
ENSG00000185049	ENSG00000132406	1	0.151936	2252828	7746	Intra-Cytoband	ENSG00000185049	13
ENSG00000185049	ENSG00000109736	1	0.119387	947847	19542	Intra-Cytoband	ENSG00000185049	13
ENSG00000185049	ENSG00000090316	1	0.174711	692863	4386	Intra-Cytoband	ENSG00000185049	13
ENSG00000185049	ENSG00000087274	1	0.177494	861143	4109	Intra-Cytoband	ENSG00000185049	13
ENSG00000185049	ENSG00000063978	1	0.144252	479506	9612	Intra-Cytoband	ENSG00000185049	13
ENSG00000100811	ENSG00000099814	1	0.121901	4626982	18145	Inter-Cytoband	ENSG00000100811	150
ENSG00000100811	ENSG00000078304	2	0.1288	1523500	14792	Inter-Cytoband	ENSG00000100811	150
ENSG00000125952	ENSG00000257365	1	0.140864	19454	10553	Intra-Cytoband	ENSG00000125952	150
ENSG00000125952	ENSG00000154001	1	0.127356	1634817	15467	Inter-Cytoband	ENSG00000125952	150
ENSG00000089775	ENSG00000198252	1	0.125616	11718926	16283	Inter-Cytoband	ENSG00000089775	150
ENSG00000089775	ENSG00000126804	1	0.145229	54606	9384	Intra-Cytoband	ENSG00000089775	150
ENSG00000074266	ENSG00000137504	1	0.180725	584836	3778	Inter-Cytoband	ENSG00000074266	131
ENSG00000074266	ENSG00000137494	2	0.16281	3050805	5913	Inter-Cytoband	ENSG00000074266	131
ENSG00000074266	ENSG00000073921	1	0.249072	286860	802	Intra-Cytoband	ENSG00000074266	131
ENSG00000074266	ENSG00000042429	1	0.155334	7539683	7113	Inter-Cytoband	ENSG00000074266	131
ENSG00000137693	ENSG00000172269	1	0.139086	16986042	11079	Inter-Cytoband	ENSG00000137693	131
ENSG00000137693	ENSG00000166266	1	0.122192	5898272	18009	Inter-Cytoband	ENSG00000137693	131
ENSG00000137693	ENSG00000149428	1	0.134983	16933728	12383	Inter-Cytoband	ENSG00000137693	131
ENSG00000137693	ENSG00000137656	1	0.118423	14637709	20077	Inter-Cytoband	ENSG00000137693	131
ENSG00000165494	ENSG00000171202	1	0.138644	2490979	11225	Intra-Cytoband	ENSG00000165494	131
ENSG00000165494	ENSG00000137504	2	0.12868	2502720	14841	Intra-Cytoband	ENSG00000165494	131
ENSG00000165494	ENSG00000137500	1	0.121095	102109	18611	Intra-Cytoband	ENSG00000165494	131
ENSG00000165494	ENSG00000137494	1	0.200785	36751	2374	Intra-Cytoband	ENSG00000165494	131
ENSG00000165494	ENSG00000074266	1	0.134494	3087556	12540	Inter-Cytoband	ENSG00000165494	131
ENSG00000170322	ENSG00000196323	1	0.231719	363041	1196	Intra-Cytoband	ENSG00000170322	131
ENSG00000170322	ENSG00000166266	1	0.149598	21854903	8283	Inter-Cytoband	ENSG00000170322	131
ENSG00000170322	ENSG00000150776	1	0.129174	17789550	14631	Inter-Cytoband	ENSG00000170322	131
ENSG00000170322	ENSG00000110344	1	0.141089	11504051	10490	Inter-Cytoband	ENSG00000170322	131
ENSG00000196323	ENSG00000151500	1	0.131174	4021602	13810	Inter-Cytoband	ENSG00000196323	131
ENSG00000196235	ENSG00000179134	1	0.183102	93760	3561	Intra-Cytoband	ENSG00000196235	276
ENSG00000196235	ENSG00000105197	2	0.131932	44256	13505	Intra-Cytoband	ENSG00000196235	276
ENSG00000196235	ENSG00000006712	2	0.250104	50304	784	Intra-Cytoband	ENSG00000196235	276
ENSG00000254004	ENSG00000197808	1	0.119943	126497	19228	Intra-Cytoband	ENSG00000254004	276
ENSG00000272333	ENSG00000167595	1	0.128934	40124	14738	Intra-Cytoband	ENSG00000272333	276
ENSG00000272333	ENSG00000126261	1	0.140358	1289667	10697	Inter-Cytoband	ENSG00000272333	276
ENSG00000164190	ENSG00000205765	1	0.129076	5027429	14673	Inter-Cytoband	ENSG00000164190	120
ENSG00000164190	ENSG00000172262	1	0.149675	6188417	8273	Inter-Cytoband	ENSG00000164190	120
ENSG00000164190	ENSG00000164151	1	0.125536	31456095	16325	Inter-Cytoband	ENSG00000164190	120
ENSG00000164190	ENSG00000113569	1	0.16689	411378	5314	Intra-Cytoband	ENSG00000164190	120
ENSG00000164190	ENSG00000113460	2	0.202557	1961383	2286	Intra-Cytoband	ENSG00000164190	120
ENSG00000164190	ENSG00000113360	1	0.1199	5476262	19245	Inter-Cytoband	ENSG00000164190	120
ENSG00000164190	ENSG00000082068	1	0.143862	502453	9712	Intra-Cytoband	ENSG00000164190	120
ENSG00000127054	ENSG00000242485	1	0.138825	90323	11163	Intra-Cytoband	ENSG00000127054	117
ENSG00000127054	ENSG00000188976	2	0.139133	367381	11065	Intra-Cytoband	ENSG00000127054	117
ENSG00000127054	ENSG00000130764	2	0.121631	2466973	18299	Inter-Cytoband	ENSG00000127054	117
ENSG00000127054	ENSG00000078808	1	0.127518	94677	15374	Intra-Cytoband	ENSG00000127054	117
ENSG00000127054	ENSG00000078369	1	0.138117	473700	11365	Intra-Cytoband	ENSG00000127054	117
ENSG00000127054	ENSG00000008130	1	0.118659	439647	19934	Intra-Cytoband	ENSG00000127054	117
ENSG00000157933	ENSG00000162585	1	0.130495	44234	14067	Intra-Cytoband	ENSG00000157933	117
ENSG00000157933	ENSG00000160087	1	0.129045	974786	14682	Intra-Cytoband	ENSG00000157933	117
ENSG00000157933	ENSG00000157916	1	0.127821	163080	15235	Inter-Cytoband	ENSG00000157933	117
ENSG00000099956	ENSG00000185651	1	0.138149	2237484	11353	Inter-Cytoband	ENSG00000099956	84
ENSG00000099956	ENSG00000100109	1	0.13475	2704294	12459	Inter-Cytoband	ENSG00000099956	84
ENSG00000099956	ENSG00000100104	1	0.138426	2696946	11275	Inter-Cytoband	ENSG00000099956	84
ENSG00000099956	ENSG00000100028	2	0.136765	768572	11793	Intra-Cytoband	ENSG00000099956	84
ENSG00000099956	ENSG00000099942	1	0.131074	2869505	13847	Inter-Cytoband	ENSG00000099956	84
ENSG00000099956	ENSG00000099917	1	0.143048	3291018	9916	Inter-Cytoband	ENSG00000099956	84
ENSG00000099956	ENSG00000099901	1	0.136225	3670993	11972	Inter-Cytoband	ENSG00000099956	84
ENSG00000100393	ENSG00000196588	2	0.138043	681505	11393	Intra-Cytoband	ENSG00000100393	84
ENSG00000100393	ENSG00000196419	2	0.160677	529333	6223	Intra-Cytoband	ENSG00000100393	84
ENSG00000100393	ENSG00000185721	2	0.126919	9692263	15665	Inter-Cytoband	ENSG00000100393	84
ENSG00000100393	ENSG00000184708	2	0.161127	9654809	6154	Inter-Cytoband	ENSG00000100393	84
ENSG00000100393	ENSG00000130638	2	0.146531	4580012	9041	Inter-Cytoband	ENSG00000100393	84
ENSG00000100393	ENSG00000100417	1	0.120843	485108	18751	Intra-Cytoband	ENSG00000100393	84
ENSG00000100393	ENSG00000100412	1	0.127706	377339	15286	Intra-Cytoband	ENSG00000100393	84
ENSG00000100393	ENSG00000100410	2	0.125879	367931	16129	Intra-Cytoband	ENSG00000100393	84
ENSG00000100393	ENSG00000100403	1	0.130985	209736	13878	Intra-Cytoband	ENSG00000100393	84
ENSG00000100393	ENSG00000100395	1	0.135952	113419	12061	Intra-Cytoband	ENSG00000100393	84
ENSG00000100393	ENSG00000100387	2	0.218055	140439	1611	Intra-Cytoband	ENSG00000100393	84
ENSG00000100393	ENSG00000100372	1	0.130911	322156	13907	Intra-Cytoband	ENSG00000100393	84
ENSG00000100393	ENSG00000100325	3	0.157699	11303178	6722	Inter-Cytoband	ENSG00000100393	84
ENSG00000100393	ENSG00000100294	1	0.119028	2040420	19739	Intra-Cytoband	ENSG00000100393	84
ENSG00000100393	ENSG00000100227	1	0.169291	1491935	5020	Intra-Cytoband	ENSG00000100393	84
ENSG00000100393	ENSG00000100226	2	0.185976	2386063	3344	Inter-Cytoband	ENSG00000100393	84
ENSG00000100393	ENSG00000100150	2	0.120444	9337919	18960	Inter-Cytoband	ENSG00000100393	84
ENSG00000100393	ENSG00000100138	1	0.128253	582144	15042	Intra-Cytoband	ENSG00000100393	84
ENSG00000100393	ENSG00000100105	1	0.135859	9765982	12090	Inter-Cytoband	ENSG00000100393	84
ENSG00000100393	ENSG00000100083	2	0.129268	3483311	14590	Inter-Cytoband	ENSG00000100393	84
ENSG00000100393	ENSG00000099917	2	0.124929	20595873	16622	Inter-Cytoband	ENSG00000100393	84
ENSG00000100393	ENSG00000093000	2	0.132697	4072055	13212	Inter-Cytoband	ENSG00000100393	84
ENSG00000100393	ENSG00000070413	2	0.145773	22055504	9244	Inter-Cytoband	ENSG00000100393	84
ENSG00000100395	ENSG00000184117	1	0.128958	11650397	14729	Inter-Cytoband	ENSG00000100395	84
ENSG00000100395	ENSG00000100410	1	0.169289	254512	5021	Intra-Cytoband	ENSG00000100395	84
ENSG00000100395	ENSG00000100403	1	0.149855	96317	8239	Intra-Cytoband	ENSG00000100395	84
ENSG00000100395	ENSG00000100335	1	0.134532	1705773	12531	Inter-Cytoband	ENSG00000100395	84
ENSG00000100395	ENSG00000100216	1	0.151432	2523257	7859	Inter-Cytoband	ENSG00000100395	84
ENSG00000100395	ENSG00000100083	2	0.205852	3596730	2102	Inter-Cytoband	ENSG00000100395	84
ENSG00000100395	ENSG00000100029	1	0.148461	10628580	8549	Inter-Cytoband	ENSG00000100395	84
ENSG00000100395	ENSG00000093000	1	0.172472	3958636	4649	Inter-Cytoband	ENSG00000100395	84
ENSG00000100410	ENSG00000239900	1	0.19027	1113217	3002	Inter-Cytoband	ENSG00000100410	84
ENSG00000100410	ENSG00000185721	1	0.159321	10060194	6436	Inter-Cytoband	ENSG00000100410	84
ENSG00000100410	ENSG00000184708	1	0.125831	10022740	16154	Inter-Cytoband	ENSG00000100410	84
ENSG00000100410	ENSG00000184117	1	0.121618	11904909	18308	Inter-Cytoband	ENSG00000100410	84
ENSG00000100410	ENSG00000100413	1	0.119143	66087	19693	Intra-Cytoband	ENSG00000100410	84
ENSG00000100410	ENSG00000100412	1	0.120621	9408	18869	Intra-Cytoband	ENSG00000100410	84
ENSG00000100410	ENSG00000100403	1	0.184532	158195	3446	Intra-Cytoband	ENSG00000100410	84
ENSG00000100410	ENSG00000100395	1	0.169289	254512	5021	Intra-Cytoband	ENSG00000100410	84
ENSG00000100410	ENSG00000100359	1	0.125438	1089126	16380	Inter-Cytoband	ENSG00000100410	84
ENSG00000100410	ENSG00000100324	1	0.124731	2059976	16707	Inter-Cytoband	ENSG00000100410	84
ENSG00000100410	ENSG00000100216	1	0.173047	2777769	4581	Inter-Cytoband	ENSG00000100410	84
ENSG00000100410	ENSG00000100211	1	0.13631	2803081	11943	Inter-Cytoband	ENSG00000100410	84
ENSG00000100410	ENSG00000100109	1	0.130458	14968492	14085	Inter-Cytoband	ENSG00000100410	84
ENSG00000100410	ENSG00000093000	1	0.200697	3704124	2381	Inter-Cytoband	ENSG00000100410	84
ENSG00000100410	ENSG00000025770	1	0.128604	9048499	14876	Inter-Cytoband	ENSG00000100410	84
ENSG00000025770	ENSG00000196576	1	0.138021	233237	11401	Intra-Cytoband	ENSG00000025770	84
ENSG00000025770	ENSG00000189306	1	0.124181	7998248	16964	Inter-Cytoband	ENSG00000025770	84
ENSG00000025770	ENSG00000128159	1	0.197754	290527	2541	Intra-Cytoband	ENSG00000025770	84
ENSG00000025770	ENSG00000100426	1	0.149975	654374	8211	Intra-Cytoband	ENSG00000025770	84
ENSG00000025770	ENSG00000100425	1	0.214319	734933	1738	Intra-Cytoband	ENSG00000025770	84
ENSG00000025770	ENSG00000100416	1	0.125437	4177341	16381	Inter-Cytoband	ENSG00000025770	84
ENSG00000025770	ENSG00000100403	1	0.132769	9206694	13179	Inter-Cytoband	ENSG00000025770	84
ENSG00000025770	ENSG00000100324	1	0.136005	11108475	12036	Inter-Cytoband	ENSG00000025770	84
ENSG00000025770	ENSG00000100258	1	0.180231	5267	3827	Intra-Cytoband	ENSG00000025770	84
ENSG00000025770	ENSG00000100241	1	0.138177	63216	11338	Intra-Cytoband	ENSG00000025770	84
ENSG00000025770	ENSG00000100226	1	0.126068	11802493	16038	Inter-Cytoband	ENSG00000025770	84
ENSG00000025770	ENSG00000100221	1	0.125252	11822673	16470	Inter-Cytoband	ENSG00000025770	84
ENSG00000025770	ENSG00000079974	1	0.139024	259285	11101	Intra-Cytoband	ENSG00000025770	84
ENSG00000025293	ENSG00000125995	1	0.130696	72702	13995	Intra-Cytoband	ENSG00000025293	256
ENSG00000025293	ENSG00000125991	1	0.127875	229953	15206	Intra-Cytoband	ENSG00000025293	256
ENSG00000158636	ENSG00000181924	1	0.129246	2572256	14600	Inter-Cytoband	ENSG00000158636	144
ENSG00000158636	ENSG00000179240	1	0.216186	63610	1675	Intra-Cytoband	ENSG00000158636	144
ENSG00000158636	ENSG00000168014	1	0.1189	2432209	19806	Inter-Cytoband	ENSG00000158636	144
ENSG00000158636	ENSG00000159063	1	0.126523	1656013	15835	Inter-Cytoband	ENSG00000158636	144
ENSG00000158636	ENSG00000149262	1	0.153477	1433797	7450	Inter-Cytoband	ENSG00000158636	144
ENSG00000158636	ENSG00000137492	1	0.221125	94967	1509	Intra-Cytoband	ENSG00000158636	144
ENSG00000158636	ENSG00000074201	2	0.220618	1070013	1530	Inter-Cytoband	ENSG00000158636	144
ENSG00000158636	ENSG00000048649	1	0.165176	1215073	5539	Inter-Cytoband	ENSG00000158636	144
ENSG00000134058	ENSG00000145740	1	0.162383	141149	5967	Inter-Cytoband	ENSG00000134058	206
ENSG00000134058	ENSG00000134056	1	0.141994	17035	10220	Intra-Cytoband	ENSG00000134058	206
ENSG00000155545	ENSG00000155542	1	0.131174	10342	13809	Intra-Cytoband	ENSG00000155545	206
ENSG00000088038	ENSG00000204673	1	0.14167	4268684	10321	Inter-Cytoband	ENSG00000088038	119
ENSG00000088038	ENSG00000182318	1	0.127981	4189302	15167	Inter-Cytoband	ENSG00000088038	119
ENSG00000088038	ENSG00000126464	1	0.14354	4546074	9797	Inter-Cytoband	ENSG00000088038	119
ENSG00000088038	ENSG00000126461	1	0.144637	4495592	9535	Inter-Cytoband	ENSG00000088038	119
ENSG00000088038	ENSG00000125505	2	0.122591	35695	17826	Intra-Cytoband	ENSG00000088038	119
ENSG00000088038	ENSG00000119574	2	0.172006	4375813	4695	Inter-Cytoband	ENSG00000088038	119
ENSG00000088038	ENSG00000105063	1	0.172602	1092063	4634	Intra-Cytoband	ENSG00000088038	119
ENSG00000088038	ENSG00000105053	1	0.132959	4161250	13108	Inter-Cytoband	ENSG00000088038	119
ENSG00000088038	ENSG00000104960	2	0.127714	4286982	15283	Inter-Cytoband	ENSG00000088038	119
ENSG00000088038	ENSG00000063245	1	0.128456	1537509	14945	Intra-Cytoband	ENSG00000088038	119
ENSG00000088038	ENSG00000039650	2	0.126425	4277835	15875	Inter-Cytoband	ENSG00000088038	119
ENSG00000104885	ENSG00000172081	1	0.124585	93111	16770	Intra-Cytoband	ENSG00000104885	119
ENSG00000104885	ENSG00000104969	1	0.121368	590565	18444	Intra-Cytoband	ENSG00000104885	119
