from	to	site_count	MI	distance	row_num	interaction_type	tf	community
ENSG00000146587	ENSG00000106263	1	0.183731	2691735	3516	Inter-Cytoband	ENSG00000146587	671
ENSG00000155545	ENSG00000155542	1	0.131174	10342	13809	Intra-Cytoband	ENSG00000155545	671
ENSG00000157933	ENSG00000162585	1	0.130495	44234	14067	Intra-Cytoband	ENSG00000157933	671
ENSG00000157933	ENSG00000160087	1	0.129045	974786	14682	Intra-Cytoband	ENSG00000157933	671
ENSG00000157933	ENSG00000157916	1	0.127821	163080	15235	Inter-Cytoband	ENSG00000157933	671
ENSG00000158773	ENSG00000163348	1	0.122388	6082225	17927	Inter-Cytoband	ENSG00000158773	671
ENSG00000158773	ENSG00000159352	1	0.118616	9784548	19970	Inter-Cytoband	ENSG00000158773	671
ENSG00000158773	ENSG00000143393	1	0.118593	9747454	19984	Inter-Cytoband	ENSG00000158773	671
ENSG00000158773	ENSG00000143224	1	0.125799	127159	16171	Intra-Cytoband	ENSG00000158773	671
ENSG00000160741	ENSG00000163125	1	0.121593	3584578	18322	Inter-Cytoband	ENSG00000160741	671
ENSG00000166949	ENSG00000103591	1	0.119005	137270	19751	Inter-Cytoband	ENSG00000166949	671
ENSG00000167685	ENSG00000142409	1	0.136855	45233	11767	Intra-Cytoband	ENSG00000167685	671
ENSG00000167967	ENSG00000205937	1	0.138892	29550	11139	Intra-Cytoband	ENSG00000167967	671
ENSG00000167967	ENSG00000095906	1	0.147328	440665	8829	Intra-Cytoband	ENSG00000167967	671
ENSG00000169375	ENSG00000185787	2	0.12377	3441108	17197	Inter-Cytoband	ENSG00000169375	671
ENSG00000169375	ENSG00000179151	1	0.167469	738821	5247	Inter-Cytoband	ENSG00000169375	671
ENSG00000169375	ENSG00000174446	1	0.121257	8879244	18513	Inter-Cytoband	ENSG00000169375	671
ENSG00000169375	ENSG00000169609	1	0.119871	7619062	19259	Inter-Cytoband	ENSG00000169375	671
ENSG00000169375	ENSG00000169410	2	0.122771	93872	17738	Intra-Cytoband	ENSG00000169375	671
ENSG00000169375	ENSG00000166855	2	0.12123	10221160	18528	Inter-Cytoband	ENSG00000169375	671
ENSG00000169375	ENSG00000166233	2	0.156632	2895053	6902	Inter-Cytoband	ENSG00000169375	671
ENSG00000169375	ENSG00000138614	1	0.141475	9790626	10379	Inter-Cytoband	ENSG00000169375	671
ENSG00000169375	ENSG00000138592	1	0.120763	24944999	18791	Inter-Cytoband	ENSG00000169375	671
ENSG00000169375	ENSG00000103653	1	0.128136	587322	15093	Inter-Cytoband	ENSG00000169375	671
ENSG00000169375	ENSG00000074603	2	0.14831	9926916	8579	Inter-Cytoband	ENSG00000169375	671
ENSG00000187555	ENSG00000205937	1	0.185352	6638978	3392	Inter-Cytoband	ENSG00000187555	671
ENSG00000187555	ENSG00000103342	1	0.16739	2976034	5257	Inter-Cytoband	ENSG00000187555	671
ENSG00000188612	ENSG00000169718	1	0.132152	6891920	13411	Inter-Cytoband	ENSG00000188612	671
ENSG00000188612	ENSG00000167863	1	0.150416	126723	8103	Intra-Cytoband	ENSG00000188612	671
ENSG00000196235	ENSG00000179134	1	0.183102	93760	3561	Intra-Cytoband	ENSG00000196235	671
ENSG00000196235	ENSG00000105197	2	0.131932	44256	13505	Intra-Cytoband	ENSG00000196235	671
ENSG00000196235	ENSG00000006712	2	0.250104	50304	784	Intra-Cytoband	ENSG00000196235	671
ENSG00000198146	ENSG00000021776	1	0.179043	126559	3941	Intra-Cytoband	ENSG00000198146	671
ENSG00000254004	ENSG00000197808	1	0.119943	126497	19228	Intra-Cytoband	ENSG00000254004	671
ENSG00000272333	ENSG00000167595	1	0.128934	40124	14738	Intra-Cytoband	ENSG00000272333	671
ENSG00000272333	ENSG00000126261	1	0.140358	1289667	10697	Inter-Cytoband	ENSG00000272333	671
ENSG00000006194	ENSG00000205937	1	0.17196	1010684	4704	Intra-Cytoband	ENSG00000006194	671
ENSG00000006194	ENSG00000103423	1	0.136226	1162005	11971	Intra-Cytoband	ENSG00000006194	671
ENSG00000006194	ENSG00000079616	1	0.164976	26526919	5570	Inter-Cytoband	ENSG00000006194	671
ENSG00000089775	ENSG00000198252	1	0.125616	11718926	16283	Inter-Cytoband	ENSG00000089775	671
ENSG00000089775	ENSG00000126804	1	0.145229	54606	9384	Intra-Cytoband	ENSG00000089775	671
ENSG00000025293	ENSG00000125995	1	0.130696	72702	13995	Intra-Cytoband	ENSG00000025293	671
ENSG00000025293	ENSG00000125991	1	0.127875	229953	15206	Intra-Cytoband	ENSG00000025293	671
ENSG00000102974	ENSG00000182149	2	0.130367	4283589	14116	Inter-Cytoband	ENSG00000102974	671
ENSG00000102974	ENSG00000132604	1	0.118476	1793154	20043	Intra-Cytoband	ENSG00000102974	671
ENSG00000033800	ENSG00000166233	1	0.12123	4420147	18527	Inter-Cytoband	ENSG00000033800	671
ENSG00000033800	ENSG00000159322	2	0.131949	4697190	13500	Inter-Cytoband	ENSG00000033800	671
ENSG00000107077	ENSG00000183354	1	0.12855	839267	14902	Intra-Cytoband	ENSG00000107077	671
ENSG00000070495	ENSG00000161526	1	0.122802	1045716	17723	Intra-Cytoband	ENSG00000070495	671
ENSG00000089094	ENSG00000170633	1	0.131169	29056	13813	Intra-Cytoband	ENSG00000089094	671
ENSG00000126351	ENSG00000108349	1	0.136289	82028	11952	Intra-Cytoband	ENSG00000126351	673
ENSG00000167258	ENSG00000161395	1	0.186712	209611	3289	Intra-Cytoband	ENSG00000167258	673
ENSG00000167258	ENSG00000141736	1	0.165919	226403	5437	Intra-Cytoband	ENSG00000167258	673
ENSG00000167258	ENSG00000131748	1	0.241038	175554	962	Intra-Cytoband	ENSG00000167258	673
ENSG00000167258	ENSG00000108349	1	0.158744	678807	6541	Inter-Cytoband	ENSG00000167258	673
ENSG00000167258	ENSG00000108344	1	0.16263	519286	5934	Inter-Cytoband	ENSG00000167258	673
ENSG00000167258	ENSG00000008838	1	0.15171	557586	7798	Inter-Cytoband	ENSG00000167258	673
ENSG00000111206	ENSG00000198901	2	0.146216	NA	9121	Trans	ENSG00000111206	665
ENSG00000111206	ENSG00000186185	1	0.119148	NA	19690	Trans	ENSG00000111206	665
ENSG00000111206	ENSG00000175063	1	0.166687	NA	5335	Trans	ENSG00000111206	665
ENSG00000111206	ENSG00000169607	1	0.147861	NA	8680	Trans	ENSG00000111206	665
ENSG00000111206	ENSG00000166851	1	0.183502	NA	3534	Trans	ENSG00000111206	665
ENSG00000111206	ENSG00000157456	1	0.182955	NA	3579	Trans	ENSG00000111206	665
ENSG00000111206	ENSG00000156970	1	0.134068	NA	12696	Trans	ENSG00000111206	665
ENSG00000111206	ENSG00000148773	1	0.178977	NA	3956	Trans	ENSG00000111206	665
ENSG00000111206	ENSG00000145386	1	0.140096	NA	10778	Trans	ENSG00000111206	665
ENSG00000111206	ENSG00000139734	1	0.119463	NA	19507	Trans	ENSG00000111206	665
ENSG00000111206	ENSG00000138160	1	0.132845	NA	13158	Trans	ENSG00000111206	665
ENSG00000111206	ENSG00000137807	1	0.135453	NA	12226	Trans	ENSG00000111206	665
ENSG00000111206	ENSG00000137804	1	0.144001	NA	9678	Trans	ENSG00000111206	665
ENSG00000111206	ENSG00000135451	1	0.151326	46465555	7888	Inter-Cytoband	ENSG00000111206	665
ENSG00000111206	ENSG00000123485	1	0.164046	NA	5715	Trans	ENSG00000111206	665
ENSG00000111206	ENSG00000117650	1	0.128394	NA	14977	Trans	ENSG00000111206	665
ENSG00000111206	ENSG00000115163	1	0.12596	NA	16094	Trans	ENSG00000111206	665
ENSG00000111206	ENSG00000112984	1	0.131291	NA	13763	Trans	ENSG00000111206	665
ENSG00000111206	ENSG00000111665	1	0.184459	3987112	3455	Inter-Cytoband	ENSG00000111206	665
ENSG00000111206	ENSG00000101447	2	0.125699	NA	16237	Trans	ENSG00000111206	665
ENSG00000111206	ENSG00000100526	1	0.133472	NA	12919	Trans	ENSG00000111206	665
ENSG00000111206	ENSG00000090889	1	0.122821	NA	17712	Trans	ENSG00000111206	665
ENSG00000111206	ENSG00000089685	1	0.119256	NA	19607	Trans	ENSG00000111206	665
ENSG00000111206	ENSG00000088325	1	0.163852	NA	5746	Trans	ENSG00000111206	665
ENSG00000115163	ENSG00000237649	1	0.166905	NA	5312	Trans	ENSG00000115163	665
ENSG00000115163	ENSG00000183856	2	0.152488	NA	7643	Trans	ENSG00000115163	665
ENSG00000115163	ENSG00000169607	1	0.161072	85972318	6163	Inter-Cytoband	ENSG00000115163	665
ENSG00000115163	ENSG00000166851	1	0.183226	NA	3557	Trans	ENSG00000115163	665
ENSG00000115163	ENSG00000158402	1	0.163493	NA	5805	Trans	ENSG00000115163	665
ENSG00000115163	ENSG00000157456	1	0.149009	NA	8420	Trans	ENSG00000115163	665
ENSG00000115163	ENSG00000156970	1	0.125009	NA	16588	Trans	ENSG00000115163	665
ENSG00000115163	ENSG00000142945	1	0.13703	NA	11701	Trans	ENSG00000115163	665
ENSG00000115163	ENSG00000135476	1	0.153416	NA	7462	Trans	ENSG00000115163	665
ENSG00000115163	ENSG00000135451	1	0.140532	NA	10650	Trans	ENSG00000115163	665
ENSG00000115163	ENSG00000134057	1	0.139421	NA	10975	Trans	ENSG00000115163	665
ENSG00000115163	ENSG00000126787	1	0.129929	NA	14291	Trans	ENSG00000115163	665
ENSG00000115163	ENSG00000117650	1	0.154573	NA	7250	Trans	ENSG00000115163	665
ENSG00000115163	ENSG00000111206	1	0.12596	NA	16094	Trans	ENSG00000115163	665
ENSG00000115163	ENSG00000089685	1	0.137494	NA	11563	Trans	ENSG00000115163	665
ENSG00000115163	ENSG00000072571	1	0.173085	NA	4575	Trans	ENSG00000115163	665
ENSG00000115163	ENSG00000035499	1	0.138735	NA	11187	Trans	ENSG00000115163	665
ENSG00000143476	ENSG00000127564	1	0.160659	NA	6225	Trans	ENSG00000143476	665
ENSG00000122877	ENSG00000162772	1	0.149053	NA	8407	Trans	ENSG00000122877	136
ENSG00000122877	ENSG00000123358	1	0.147345	NA	8822	Trans	ENSG00000122877	136
ENSG00000123358	ENSG00000173334	1	0.11994	NA	19230	Trans	ENSG00000123358	136
ENSG00000123358	ENSG00000170345	2	0.151662	NA	7809	Trans	ENSG00000123358	136
ENSG00000123358	ENSG00000160888	1	0.140893	NA	10544	Trans	ENSG00000123358	136
ENSG00000128016	ENSG00000160888	1	0.178698	26256398	3982	Inter-Cytoband	ENSG00000128016	136
ENSG00000128016	ENSG00000123358	1	0.173607	NA	4512	Trans	ENSG00000128016	136
ENSG00000128016	ENSG00000120738	1	0.215478	NA	1702	Trans	ENSG00000128016	136
ENSG00000170345	ENSG00000171223	1	0.193761	NA	2774	Trans	ENSG00000170345	136
ENSG00000170345	ENSG00000160888	1	0.238712	NA	1017	Trans	ENSG00000170345	136
ENSG00000170345	ENSG00000128016	1	0.253736	NA	728	Trans	ENSG00000170345	136
ENSG00000170345	ENSG00000120738	1	0.401952	NA	50	Trans	ENSG00000170345	136
ENSG00000179583	ENSG00000242574	1	0.151688	NA	7807	Trans	ENSG00000179583	519
ENSG00000179583	ENSG00000223865	1	0.12842	NA	14960	Trans	ENSG00000179583	519
ENSG00000179583	ENSG00000204287	1	0.158968	NA	6496	Trans	ENSG00000179583	519
ENSG00000179583	ENSG00000204257	1	0.180008	NA	3839	Trans	ENSG00000179583	519
