ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
hsa03440	Homologous recombination	35	0.5854870781545523	2.1253555912618434	3.718854592785422e-4	0.010683255012001758	0.008434148693685597	3039	tags=54%, list=24%, signal=42%	ENSG00000136492/ENSG00000085999/ENSG00000051180/ENSG00000154920/ENSG00000197275/ENSG00000138376/ENSG00000139618/ENSG00000196584/ENSG00000197299/ENSG00000106399/ENSG00000012048/ENSG00000127922/ENSG00000185515/ENSG00000104320/ENSG00000083093/ENSG00000106028/ENSG00000175482/ENSG00000158019/ENSG00000113522
hsa03460	Fanconi anemia pathway	46	0.5558459879083751	2.149081643220134	4.219409282700422e-4	0.011111111111111112	0.008771929824561405	2750	tags=50%, list=21%, signal=40%	ENSG00000077152/ENSG00000175643/ENSG00000136492/ENSG00000140525/ENSG00000051180/ENSG00000178966/ENSG00000144554/ENSG00000154920/ENSG00000139618/ENSG00000183161/ENSG00000197299/ENSG00000106399/ENSG00000012048/ENSG00000187741/ENSG00000131944/ENSG00000197774/ENSG00000251503/ENSG00000188827/ENSG00000181544/ENSG00000158169/ENSG00000175279/ENSG00000169689/ENSG00000083093
hsa04114	Oocyte meiosis	91	0.4161241690548186	1.8450790205504397	6.246096189881324e-4	0.01459516881437347	0.011522501695558003	737	tags=19%, list=6%, signal=18%	ENSG00000127564/ENSG00000158402/ENSG00000170312/ENSG00000129810/ENSG00000164611/ENSG00000087586/ENSG00000157456/ENSG00000166851/ENSG00000117399/ENSG00000134057/ENSG00000156509/ENSG00000135476/ENSG00000175305/ENSG00000140443/ENSG00000164109/ENSG00000166167/ENSG00000169083
hsa04110	Cell cycle	106	0.4631998275694524	2.103650964803399	7.15307582260372e-4	0.01459516881437347	0.011522501695558003	2029	tags=36%, list=16%, signal=30%	ENSG00000127564/ENSG00000158402/ENSG00000156970/ENSG00000170312/ENSG00000164611/ENSG00000157456/ENSG00000112742/ENSG00000166851/ENSG00000117399/ENSG00000134057/ENSG00000093009/ENSG00000145386/ENSG00000147889/ENSG00000135476/ENSG00000175305/ENSG00000164109/ENSG00000119699/ENSG00000007968/ENSG00000130222/ENSG00000101412/ENSG00000133740/ENSG00000154473/ENSG00000134058/ENSG00000085840/ENSG00000097046/ENSG00000105329/ENSG00000110092/ENSG00000091651/ENSG00000073111/ENSG00000104738/ENSG00000253729/ENSG00000149554/ENSG00000006634/ENSG00000147082/ENSG00000164815/ENSG00000164045/ENSG00000132646/ENSG00000082701
hsa04015	Rap1 signaling pathway	160	-0.42681967519985453	-1.6010965287092636	7.717750826901874e-4	0.01459516881437347	0.011522501695558003	2377	tags=32%, list=18%, signal=26%	ENSG00000137076/ENSG00000138193/ENSG00000173511/ENSG00000259207/ENSG00000185386/ENSG00000150093/ENSG00000005961/ENSG00000134259/ENSG00000101333/ENSG00000184371/ENSG00000126458/ENSG00000128052/ENSG00000117020/ENSG00000115825/ENSG00000170425/ENSG00000077782/ENSG00000037280/ENSG00000070193/ENSG00000184304/ENSG00000068831/ENSG00000077420/ENSG00000171914/ENSG00000079337/ENSG00000120318/ENSG00000197461/ENSG00000108984/ENSG00000182621/ENSG00000125968/ENSG00000120156/ENSG00000170962/ENSG00000173175/ENSG00000142627/ENSG00000154229/ENSG00000129467/ENSG00000184349/ENSG00000145675/ENSG00000140285/ENSG00000102678/ENSG00000134853/ENSG00000118432/ENSG00000113578/ENSG00000158186/ENSG00000064300/ENSG00000105976/ENSG00000101280/ENSG00000149295/ENSG00000273079/ENSG00000146648/ENSG00000138685/ENSG00000157404/ENSG00000165197
hsa05200	Pathways in cancer	380	-0.3572300185029062	-1.4192634750961224	8.160767112108538e-4	0.01459516881437347	0.011522501695558003	2738	tags=31%, list=21%, signal=25%	ENSG00000157240/ENSG00000115904/ENSG00000116717/ENSG00000159110/ENSG00000090554/ENSG00000177283/ENSG00000085276/ENSG00000138031/ENSG00000104432/ENSG00000198121/ENSG00000035664/ENSG00000111664/ENSG00000134954/ENSG00000111432/ENSG00000158955/ENSG00000173511/ENSG00000187098/ENSG00000100739/ENSG00000128917/ENSG00000145349/ENSG00000171680/ENSG00000135925/ENSG00000111186/ENSG00000198719/ENSG00000164683/ENSG00000150093/ENSG00000005961/ENSG00000134470/ENSG00000173757/ENSG00000148400/ENSG00000139679/ENSG00000176533/ENSG00000101333/ENSG00000125378/ENSG00000133101/ENSG00000125384/ENSG00000184916/ENSG00000111087/ENSG00000213366/ENSG00000170899/ENSG00000134318/ENSG00000117020/ENSG00000197943/ENSG00000081985/ENSG00000077782/ENSG00000105810/ENSG00000026103/ENSG00000037280/ENSG00000135862/ENSG00000112769/ENSG00000160712/ENSG00000137193/ENSG00000118971/ENSG00000070193/ENSG00000148737/ENSG00000068831/ENSG00000081059/ENSG00000091409/ENSG00000008394/ENSG00000197461/ENSG00000077092/ENSG00000126561/ENSG00000204301/ENSG00000167244/ENSG00000182621/ENSG00000163251/ENSG00000027697/ENSG00000081052/ENSG00000152284/ENSG00000196569/ENSG00000116016/ENSG00000177606/ENSG00000173175/ENSG00000084207/ENSG00000101680/ENSG00000150907/ENSG00000140009/ENSG00000075651/ENSG00000050555/ENSG00000117425/ENSG00000168811/ENSG00000154229/ENSG00000245848/ENSG00000129467/ENSG00000079102/ENSG00000186469/ENSG00000136997/ENSG00000185920/ENSG00000155760/ENSG00000053747/ENSG00000145675/ENSG00000140285/ENSG00000102678/ENSG00000171094/ENSG00000058085/ENSG00000134853/ENSG00000107562/ENSG00000135547/ENSG00000174804/ENSG00000113578/ENSG00000085741/ENSG00000171522/ENSG00000196878/ENSG00000136160/ENSG00000163513/ENSG00000127920/ENSG00000170345/ENSG00000078401/ENSG00000105976/ENSG00000109906/ENSG00000125845/ENSG00000115596/ENSG00000188763/ENSG00000146648/ENSG00000138685/ENSG00000157404/ENSG00000165197
hsa00240	Pyrimidine metabolism	49	0.48036335898156196	1.8734541014842996	8.900756564307966e-4	0.01459516881437347	0.011522501695558003	2998	tags=51%, list=23%, signal=39%	ENSG00000188833/ENSG00000171848/ENSG00000167900/ENSG00000197594/ENSG00000171302/ENSG00000025708/ENSG00000103024/ENSG00000047230/ENSG00000239672/ENSG00000011052/ENSG00000143156/ENSG00000179958/ENSG00000205309/ENSG00000176890/ENSG00000187097/ENSG00000103202/ENSG00000155085/ENSG00000197586/ENSG00000048392/ENSG00000156136/ENSG00000134326/ENSG00000197217/ENSG00000122643/ENSG00000158825/ENSG00000171793
hsa05032	Morphine addiction	50	-0.5586806574873189	-1.7975476008449645	9.01945625563716e-4	0.01459516881437347	0.011522501695558003	2630	tags=46%, list=20%, signal=37%	ENSG00000138031/ENSG00000111664/ENSG00000184588/ENSG00000137486/ENSG00000163485/ENSG00000166206/ENSG00000198873/ENSG00000176533/ENSG00000123360/ENSG00000171408/ENSG00000100077/ENSG00000113231/ENSG00000173175/ENSG00000154229/ENSG00000184845/ENSG00000129467/ENSG00000151834/ENSG00000186469/ENSG00000127920/ENSG00000186642/ENSG00000154678/ENSG00000102287/ENSG00000094755
hsa04924	Renin secretion	48	-0.5735339577339587	-1.8330583189691976	9.070882467280031e-4	0.01459516881437347	0.011522501695558003	1946	tags=33%, list=15%, signal=28%	ENSG00000101333/ENSG00000125384/ENSG00000123360/ENSG00000164116/ENSG00000182621/ENSG00000173175/ENSG00000123700/ENSG00000240583/ENSG00000171522/ENSG00000078401/ENSG00000169252/ENSG00000078549/ENSG00000169418/ENSG00000016602/ENSG00000154678/ENSG00000124205
hsa04072	Phospholipase D signaling pathway	109	-0.4549810464829272	-1.640700673561657	9.237875288683603e-4	0.01459516881437347	0.011522501695558003	2091	tags=42%, list=16%, signal=36%	ENSG00000179295/ENSG00000129219/ENSG00000168970/ENSG00000008256/ENSG00000106976/ENSG00000171608/ENSG00000121879/ENSG00000115904/ENSG00000138031/ENSG00000026652/ENSG00000198121/ENSG00000157680/ENSG00000058866/ENSG00000196277/ENSG00000139679/ENSG00000243708/ENSG00000010810/ENSG00000101333/ENSG00000126458/ENSG00000117020/ENSG00000197943/ENSG00000113262/ENSG00000079337/ENSG00000169692/ENSG00000179639/ENSG00000197461/ENSG00000182621/ENSG00000170962/ENSG00000133818/ENSG00000173175/ENSG00000148082/ENSG00000067113/ENSG00000075651/ENSG00000154229/ENSG00000129467/ENSG00000145675/ENSG00000162407/ENSG00000134853/ENSG00000166148/ENSG00000116711/ENSG00000107242/ENSG00000122420/ENSG00000158186/ENSG00000126895/ENSG00000146648/ENSG00000157404
hsa05203	Viral carcinogenesis	147	0.3179402902095557	1.5154881024542373	9.699321047526673e-4	0.01459516881437347	0.011522501695558003	1589	tags=21%, list=12%, signal=19%	ENSG00000105707/ENSG00000275713/ENSG00000170312/ENSG00000157613/ENSG00000203814/ENSG00000196890/ENSG00000184678/ENSG00000141682/ENSG00000143578/ENSG00000117399/ENSG00000145386/ENSG00000147889/ENSG00000233822/ENSG00000175305/ENSG00000273542/ENSG00000070501/ENSG00000197837/ENSG00000276180/ENSG00000082512/ENSG00000185507/ENSG00000163517/ENSG00000197903/ENSG00000162889/ENSG00000127191/ENSG00000117461/ENSG00000067225/ENSG00000110092/ENSG00000177885/ENSG00000133703/ENSG00000147099/ENSG00000149554
hsa04360	Axon guidance	147	-0.42561243442247254	-1.5837066608360444	0.0011147029316687102	0.016011187563968746	0.012640411234712169	2473	tags=35%, list=19%, signal=28%	ENSG00000170381/ENSG00000101608/ENSG00000173210/ENSG00000143434/ENSG00000099250/ENSG00000080224/ENSG00000145349/ENSG00000075223/ENSG00000111186/ENSG00000162068/ENSG00000150093/ENSG00000125266/ENSG00000144935/ENSG00000010810/ENSG00000145147/ENSG00000126458/ENSG00000101144/ENSG00000134318/ENSG00000197943/ENSG00000182511/ENSG00000137672/ENSG00000090776/ENSG00000112902/ENSG00000075213/ENSG00000092964/ENSG00000116106/ENSG00000142627/ENSG00000099204/ENSG00000154229/ENSG00000135333/ENSG00000137872/ENSG00000092421/ENSG00000184349/ENSG00000185920/ENSG00000108947/ENSG00000101335/ENSG00000145675/ENSG00000184347/ENSG00000107562/ENSG00000198910/ENSG00000154134/ENSG00000144857/ENSG00000153993/ENSG00000165410/ENSG00000010319/ENSG00000106123/ENSG00000182175/ENSG00000105976/ENSG00000154928/ENSG00000101349/ENSG00000077264
hsa03030	DNA replication	31	0.5379868899554803	1.9067365773786638	0.0014214641080312722	0.019529680788603565	0.015418169043634394	3903	tags=65%, list=30%, signal=45%	ENSG00000138346/ENSG00000100479/ENSG00000104889/ENSG00000106399/ENSG00000146143/ENSG00000073111/ENSG00000104738/ENSG00000105486/ENSG00000132646/ENSG00000168496/ENSG00000133119/ENSG00000101868/ENSG00000106028/ENSG00000175482/ENSG00000163918/ENSG00000049541/ENSG00000014138/ENSG00000177084/ENSG00000062822/ENSG00000076003
hsa04514	Cell adhesion molecules (CAMs)	104	-0.4594418891889611	-1.6448996576584516	0.0015162118031257288	0.019963455407822097	0.015760622690385865	2517	tags=41%, list=19%, signal=34%	ENSG00000110400/ENSG00000162692/ENSG00000241106/ENSG00000162512/ENSG00000113946/ENSG00000018236/ENSG00000254126/ENSG00000150093/ENSG00000106404/ENSG00000105855/ENSG00000101017/ENSG00000173482/ENSG00000253958/ENSG00000066405/ENSG00000149564/ENSG00000204592/ENSG00000166086/ENSG00000062038/ENSG00000196338/ENSG00000261371/ENSG00000091409/ENSG00000131409/ENSG00000179776/ENSG00000197646/ENSG00000144668/ENSG00000177707/ENSG00000179242/ENSG00000184144/ENSG00000108622/ENSG00000163531/ENSG00000174059/ENSG00000107738/ENSG00000146938/ENSG00000198910/ENSG00000154721/ENSG00000174175/ENSG00000169760/ENSG00000184113/ENSG00000179915/ENSG00000149294/ENSG00000013297/ENSG00000162706/ENSG00000164007
hsa04141	Protein processing in endoplasmic reticulum	144	0.31620839747631463	1.501038032156386	0.0019212295869356388	0.02361116299921545	0.018640391841485884	4920	tags=54%, list=38%, signal=34%	ENSG00000136770/ENSG00000150961/ENSG00000116406/ENSG00000120725/ENSG00000127191/ENSG00000136026/ENSG00000086232/ENSG00000118217/ENSG00000198168/ENSG00000155660/ENSG00000101310/ENSG00000167004/ENSG00000169223/ENSG00000172071/ENSG00000120694/ENSG00000159461/ENSG00000174599/ENSG00000109501/ENSG00000185624/ENSG00000118705/ENSG00000077232/ENSG00000116663/ENSG00000065665/ENSG00000131508/ENSG00000179218/ENSG00000087088/ENSG00000171791/ENSG00000133265/ENSG00000044574/ENSG00000160803/ENSG00000107262/ENSG00000163527/ENSG00000132432/ENSG00000136731/ENSG00000138674/ENSG00000050748/ENSG00000125844/ENSG00000134109/ENSG00000127022/ENSG00000068912/ENSG00000088298/ENSG00000163902/ENSG00000177239/ENSG00000197930/ENSG00000157020/ENSG00000012174/ENSG00000030110/ENSG00000152700/ENSG00000163479/ENSG00000080824/ENSG00000149428/ENSG00000071537/ENSG00000180879/ENSG00000129562/ENSG00000096384/ENSG00000103266/ENSG00000204389/ENSG00000090520/ENSG00000124783/ENSG00000101152/ENSG00000102595/ENSG00000100387/ENSG00000213676/ENSG00000119318/ENSG00000109971/ENSG00000113615/ENSG00000014216/ENSG00000130175/ENSG00000074695/ENSG00000131871/ENSG00000137055/ENSG00000115275/ENSG00000086061/ENSG00000113558/ENSG00000134910/ENSG00000089597/ENSG00000102580/ENSG00000058262
hsa05322	Systemic lupus erythematosus	58	0.4334788652813249	1.7610631500948803	0.001942690626517727	0.02361116299921545	0.018640391841485884	1540	tags=34%, list=12%, signal=31%	ENSG00000275713/ENSG00000203814/ENSG00000196890/ENSG00000180573/ENSG00000184678/ENSG00000224389/ENSG00000244731/ENSG00000150337/ENSG00000233822/ENSG00000273542/ENSG00000121594/ENSG00000197837/ENSG00000276180/ENSG00000274750/ENSG00000197903/ENSG00000113648/ENSG00000184260/ENSG00000203747/ENSG00000163041/ENSG00000181218
hsa04970	Salivary secretion	44	-0.5456119256988852	-1.7183036394698976	0.002375923970432946	0.027807110172474482	0.021952981715111432	2645	tags=41%, list=20%, signal=33%	ENSG00000170214/ENSG00000138031/ENSG00000171873/ENSG00000058668/ENSG00000220205/ENSG00000101333/ENSG00000109743/ENSG00000164116/ENSG00000182621/ENSG00000104783/ENSG00000173175/ENSG00000129244/ENSG00000154229/ENSG00000129467/ENSG00000165125/ENSG00000137731/ENSG00000169252/ENSG00000198838
hsa03320	PPAR signaling pathway	39	-0.5712481808906097	-1.7655750387704912	0.0025404465837678834	0.0281914221353218	0.022256385896306685	1167	tags=31%, list=9%, signal=28%	ENSG00000197142/ENSG00000068366/ENSG00000186951/ENSG00000147872/ENSG00000180432/ENSG00000164687/ENSG00000100979/ENSG00000167772/ENSG00000095637/ENSG00000113396/ENSG00000135218/ENSG00000170323
hsa05146	Amoebiasis	72	-0.4840884941008721	-1.652733010555192	0.002694427434170239	0.0281914221353218	0.022256385896306685	1946	tags=35%, list=15%, signal=30%	ENSG00000101333/ENSG00000115590/ENSG00000115594/ENSG00000158481/ENSG00000170458/ENSG00000135862/ENSG00000112769/ENSG00000182621/ENSG00000081052/ENSG00000196569/ENSG00000276600/ENSG00000101680/ENSG00000050555/ENSG00000168811/ENSG00000154229/ENSG00000053747/ENSG00000145675/ENSG00000136869/ENSG00000058085/ENSG00000100448/ENSG00000141404/ENSG00000196878/ENSG00000163739/ENSG00000163734/ENSG00000081041
hsa04614	Renin-angiotensin system	15	-0.7129189457959199	-1.7958385090948472	0.0027577753945150912	0.0281914221353218	0.022256385896306685	737	tags=33%, list=6%, signal=31%	ENSG00000167748/ENSG00000166825/ENSG00000100448/ENSG00000092009/ENSG00000196549
hsa04022	cGMP-PKG signaling pathway	112	-0.434519498174533	-1.5717292960085427	0.0027656141968195437	0.0281914221353218	0.022256385896306685	3032	tags=38%, list=23%, signal=30%	ENSG00000164867/ENSG00000169100/ENSG00000213639/ENSG00000151729/ENSG00000101096/ENSG00000169047/ENSG00000072736/ENSG00000128272/ENSG00000170214/ENSG00000138031/ENSG00000171873/ENSG00000058668/ENSG00000163485/ENSG00000112658/ENSG00000081189/ENSG00000138735/ENSG00000072952/ENSG00000101333/ENSG00000134318/ENSG00000117020/ENSG00000197584/ENSG00000137672/ENSG00000164116/ENSG00000184160/ENSG00000150594/ENSG00000182621/ENSG00000173175/ENSG00000159899/ENSG00000129244/ENSG00000185950/ENSG00000121361/ENSG00000129467/ENSG00000101335/ENSG00000065534/ENSG00000137731/ENSG00000198515/ENSG00000274286/ENSG00000136160/ENSG00000186642/ENSG00000146592/ENSG00000145936/ENSG00000169252/ENSG00000169418
