source	target	MI	distance	row_num	interaction_type
ENSG00000114529	ENSG00000174500	0.419057	34506	36	Intra-Cytoband
ENSG00000147471	ENSG00000147475	0.416675	25992	37	Intra-Cytoband
ENSG00000085788	ENSG00000129691	0.413561	119976	38	Intra-Cytoband
ENSG00000144649	ENSG00000273291	0.412754	169821	39	Intra-Cytoband
ENSG00000188086	ENSG00000206549	0.409247	29977	40	Intra-Cytoband
ENSG00000125686	ENSG00000167258	0.407988	57226	41	Intra-Cytoband
ENSG00000090534	ENSG00000090539	0.407788	8138	42	Intra-Cytoband
ENSG00000166927	ENSG00000166928	0.406749	48	43	Intra-Cytoband
ENSG00000213903	ENSG00000213906	0.405881	5716	44	Intra-Cytoband
ENSG00000174175	ENSG00000213088	0.405758	10385542	45	Inter-Cytoband
ENSG00000104221	ENSG00000129691	0.405421	261974	46	Intra-Cytoband
ENSG00000078668	ENSG00000083168	0.405401	462145	47	Intra-Cytoband
ENSG00000187583	ENSG00000187642	0.403699	8707	48	Intra-Cytoband
ENSG00000129691	ENSG00000147471	0.40306	342649	49	Intra-Cytoband
ENSG00000120738	ENSG00000170345	0.401952	NA	50	Trans
ENSG00000104221	ENSG00000156735	0.400134	333265	51	Intra-Cytoband
ENSG00000167721	ENSG00000171861	0.399151	1540230	52	Intra-Cytoband
ENSG00000107099	ENSG00000183784	0.398274	2030	53	Intra-Cytoband
ENSG00000144645	ENSG00000197385	0.392665	323881	54	Inter-Cytoband
ENSG00000146476	ENSG00000155906	0.392336	47496	55	Intra-Cytoband
ENSG00000131748	ENSG00000161395	0.390754	34057	56	Intra-Cytoband
ENSG00000104660	ENSG00000104671	0.390614	60899	57	Intra-Cytoband
ENSG00000171861	ENSG00000177370	0.388733	214844	58	Intra-Cytoband
ENSG00000142507	ENSG00000171861	0.387511	4013871	59	Inter-Cytoband
ENSG00000147457	ENSG00000158941	0.387309	639005	60	Intra-Cytoband
ENSG00000132382	ENSG00000141456	0.383897	130877	61	Intra-Cytoband
ENSG00000147316	ENSG00000173273	0.38358	3149322	62	Intra-Cytoband
ENSG00000130227	ENSG00000173273	0.383438	12363757	63	Inter-Cytoband
ENSG00000085788	ENSG00000156735	0.38275	48685	64	Intra-Cytoband
ENSG00000078668	ENSG00000176209	0.382313	149531	65	Intra-Cytoband
ENSG00000158941	ENSG00000198791	0.382106	5379668	66	Inter-Cytoband
ENSG00000130227	ENSG00000158941	0.380771	684961	67	Intra-Cytoband
ENSG00000070501	ENSG00000104365	0.380248	67152	68	Intra-Cytoband
ENSG00000132382	ENSG00000167721	0.37857	2216394	69	Inter-Cytoband
ENSG00000167721	ENSG00000177370	0.377767	1325386	70	Intra-Cytoband
ENSG00000133142	ENSG00000196507	0.377464	31220	71	Intra-Cytoband
ENSG00000085788	ENSG00000147535	0.375158	37912	72	Intra-Cytoband
ENSG00000147471	ENSG00000175324	0.373538	400728	73	Intra-Cytoband
ENSG00000016391	ENSG00000056736	0.372281	34245	74	Intra-Cytoband
ENSG00000013583	ENSG00000084444	0.369547	69420	75	Intra-Cytoband
ENSG00000142875	ENSG00000203943	0.369008	220304	76	Intra-Cytoband
ENSG00000085788	ENSG00000175324	0.36765	61897	77	Intra-Cytoband
ENSG00000120696	ENSG00000165572	0.366524	62264	78	Intra-Cytoband
ENSG00000173273	ENSG00000198791	0.365947	7669050	79	Inter-Cytoband
ENSG00000168078	ENSG00000171320	0.365347	37671	80	Intra-Cytoband
ENSG00000142507	ENSG00000167721	0.365242	2473641	81	Inter-Cytoband
ENSG00000130177	ENSG00000139842	0.365116	1026694	82	Intra-Cytoband
ENSG00000134759	ENSG00000141424	0.364857	20912	83	Intra-Cytoband
ENSG00000134321	ENSG00000134326	0.364193	25236	84	Intra-Cytoband
ENSG00000171861	ENSG00000179409	0.364168	37859	85	Intra-Cytoband
ENSG00000104695	ENSG00000197265	0.363571	196139	86	Intra-Cytoband
ENSG00000137804	ENSG00000156970	0.363368	1171671	87	Intra-Cytoband
ENSG00000147316	ENSG00000198791	0.361445	10818372	88	Inter-Cytoband
ENSG00000069329	ENSG00000069345	0.360102	299230	89	Intra-Cytoband
ENSG00000141456	ENSG00000167721	0.359506	2347271	90	Inter-Cytoband
ENSG00000141933	ENSG00000213638	0.355659	1397881	91	Intra-Cytoband
ENSG00000172236	ENSG00000197253	0.355647	13424	92	Intra-Cytoband
ENSG00000196126	ENSG00000196735	0.355385	49410	93	Intra-Cytoband
ENSG00000130227	ENSG00000155975	0.355048	4673100	94	Inter-Cytoband
ENSG00000157214	ENSG00000164647	0.354585	13215	95	Intra-Cytoband
ENSG00000149534	ENSG00000163751	0.354064	NA	96	Trans
ENSG00000028203	ENSG00000180263	0.352952	140997	97	Intra-Cytoband
ENSG00000005100	ENSG00000072849	0.35286	30339	98	Intra-Cytoband
ENSG00000129696	ENSG00000198042	0.352304	11364	99	Intra-Cytoband
ENSG00000131626	ENSG00000168040	0.351132	67537	100	Intra-Cytoband
ENSG00000108528	ENSG00000142507	0.350889	140986	101	Intra-Cytoband
ENSG00000147439	ENSG00000158941	0.350793	15786	102	Intra-Cytoband
ENSG00000104221	ENSG00000147475	0.347533	106667	103	Intra-Cytoband
ENSG00000108518	ENSG00000142507	0.346719	149508	104	Intra-Cytoband
ENSG00000028116	ENSG00000115392	0.346017	251614	105	Intra-Cytoband
ENSG00000129235	ENSG00000142507	0.345342	1844614	106	Inter-Cytoband
ENSG00000127804	ENSG00000174231	0.34473	754933	107	Intra-Cytoband
ENSG00000167721	ENSG00000179409	0.3446	1578089	108	Intra-Cytoband
ENSG00000187837	ENSG00000197903	0.343743	1090631	109	Inter-Cytoband
ENSG00000155975	ENSG00000173273	0.343477	7690657	110	Inter-Cytoband
ENSG00000177302	ENSG00000177427	0.343165	10894	111	Intra-Cytoband
ENSG00000011465	ENSG00000139329	0.342668	37855	112	Intra-Cytoband
ENSG00000007168	ENSG00000132383	0.341424	763508	113	Intra-Cytoband
ENSG00000126226	ENSG00000139842	0.341311	30654	114	Intra-Cytoband
ENSG00000103253	ENSG00000162004	0.338854	4354	115	Intra-Cytoband
ENSG00000143546	ENSG00000163220	0.338566	32178	116	Intra-Cytoband
ENSG00000083168	ENSG00000147533	0.338344	439083	117	Intra-Cytoband
ENSG00000131748	ENSG00000141741	0.338163	91431	118	Intra-Cytoband
ENSG00000104679	ENSG00000158941	0.337126	665488	119	Intra-Cytoband
ENSG00000147471	ENSG00000156735	0.33673	413940	120	Intra-Cytoband
ENSG00000104643	ENSG00000173273	0.336447	1728502	121	Intra-Cytoband
ENSG00000178935	ENSG00000198466	0.336391	46016	122	Intra-Cytoband
ENSG00000130227	ENSG00000147316	0.336215	15513079	123	Inter-Cytoband
ENSG00000085415	ENSG00000141385	0.33571	618189	124	Intra-Cytoband
ENSG00000109016	ENSG00000178307	0.335422	73916	125	Intra-Cytoband
ENSG00000104299	ENSG00000130227	0.334472	6847990	126	Inter-Cytoband
ENSG00000117984	ENSG00000244242	0.334324	20342	127	Intra-Cytoband
ENSG00000120075	ENSG00000120093	0.33418	42387	128	Intra-Cytoband
ENSG00000157326	ENSG00000187630	0.33398	16288	129	Intra-Cytoband
ENSG00000128709	ENSG00000128710	0.333783	13930	130	Intra-Cytoband
ENSG00000114654	ENSG00000114656	0.333405	91763	131	Intra-Cytoband
ENSG00000224389	ENSG00000244731	0.333096	32771	132	Intra-Cytoband
ENSG00000104299	ENSG00000147421	0.332364	122733	133	Intra-Cytoband
ENSG00000141030	ENSG00000141127	0.332362	1593265	134	Intra-Cytoband
ENSG00000131626	ENSG00000149716	0.332308	617624	135	Intra-Cytoband
ENSG00000168014	ENSG00000214517	0.332244	158385	136	Intra-Cytoband
ENSG00000142507	ENSG00000170043	0.33216	3134201	137	Inter-Cytoband
ENSG00000005100	ENSG00000171861	0.332036	4658639	138	Inter-Cytoband
ENSG00000141456	ENSG00000171861	0.331952	3887501	139	Inter-Cytoband
ENSG00000078668	ENSG00000104365	0.331236	120322	140	Intra-Cytoband
ENSG00000005100	ENSG00000142507	0.330943	644768	141	Intra-Cytoband
ENSG00000180592	ENSG00000204682	0.330925	20820	142	Intra-Cytoband
ENSG00000167699	ENSG00000167721	0.330185	1565406	143	Intra-Cytoband
ENSG00000275302	ENSG00000277632	0.330047	15334	144	Intra-Cytoband
ENSG00000173917	ENSG00000182742	0.329881	34619	145	Intra-Cytoband
ENSG00000149716	ENSG00000168040	0.329878	550087	146	Intra-Cytoband
ENSG00000147471	ENSG00000147548	0.329193	507104	147	Intra-Cytoband
ENSG00000158863	ENSG00000173273	0.328907	12533245	148	Inter-Cytoband
ENSG00000001561	ENSG00000112796	0.327657	29194	149	Intra-Cytoband
ENSG00000048649	ENSG00000149262	0.327492	218724	150	Intra-Cytoband
ENSG00000150687	ENSG00000151376	0.327396	349951	151	Intra-Cytoband
ENSG00000006744	ENSG00000171861	0.327327	12210118	152	Inter-Cytoband
ENSG00000141456	ENSG00000142507	0.327188	126370	153	Intra-Cytoband
ENSG00000196793	ENSG00000198298	0.327108	50063	154	Intra-Cytoband
ENSG00000186522	ENSG00000198142	0.327091	71352	155	Intra-Cytoband
ENSG00000115541	ENSG00000144381	0.327066	13413	156	Intra-Cytoband
ENSG00000132383	ENSG00000167721	0.32663	492801	157	Intra-Cytoband
ENSG00000155975	ENSG00000158941	0.325412	5358061	158	Inter-Cytoband
ENSG00000151366	ENSG00000159063	0.324649	32632	159	Intra-Cytoband
ENSG00000129691	ENSG00000187840	0.323974	74901	160	Intra-Cytoband
ENSG00000140993	ENSG00000162086	0.323643	6574	161	Intra-Cytoband
ENSG00000134590	ENSG00000203950	0.323596	18566	162	Intra-Cytoband
ENSG00000176994	ENSG00000177302	0.32359	43882	163	Intra-Cytoband
ENSG00000165102	ENSG00000168522	0.323498	106261	164	Intra-Cytoband
ENSG00000140254	ENSG00000140279	0.323362	24717	165	Intra-Cytoband
ENSG00000159202	ENSG00000159210	0.32291	20947	166	Intra-Cytoband
ENSG00000104299	ENSG00000158941	0.322791	6163029	167	Inter-Cytoband
ENSG00000187837	ENSG00000276180	0.322739	1082801	168	Inter-Cytoband
ENSG00000198743	ENSG00000243927	0.322535	346	169	Intra-Cytoband
ENSG00000120075	ENSG00000182742	0.322191	15744	170	Intra-Cytoband
ENSG00000171827	ENSG00000196437	0.321762	56430	171	Intra-Cytoband
ENSG00000180573	ENSG00000197903	0.321698	1022273	172	Inter-Cytoband
ENSG00000083168	ENSG00000176209	0.32061	611676	173	Intra-Cytoband
ENSG00000141030	ENSG00000171953	0.320234	730589	174	Intra-Cytoband
ENSG00000166747	ENSG00000182149	0.320144	116996	175	Intra-Cytoband
ENSG00000171953	ENSG00000177427	0.32009	283125	176	Intra-Cytoband
ENSG00000085733	ENSG00000168040	0.319746	195241	177	Intra-Cytoband
ENSG00000108561	ENSG00000142507	0.319598	636633	178	Intra-Cytoband
ENSG00000104687	ENSG00000104695	0.319561	96396	179	Intra-Cytoband
ENSG00000074356	ENSG00000141456	0.319428	867609	180	Intra-Cytoband
ENSG00000083290	ENSG00000108599	0.319308	133473	181	Intra-Cytoband
ENSG00000147316	ENSG00000158941	0.318944	16198040	182	Inter-Cytoband
ENSG00000167193	ENSG00000171861	0.318804	638416	183	Intra-Cytoband
ENSG00000196867	ENSG00000197016	0.318361	28563	184	Intra-Cytoband
ENSG00000165392	ENSG00000197265	0.318167	455483	185	Intra-Cytoband
ENSG00000111666	ENSG00000139351	0.318089	31701	186	Intra-Cytoband
ENSG00000158863	ENSG00000158941	0.318085	515473	187	Intra-Cytoband
ENSG00000130227	ENSG00000158863	0.317742	169488	188	Intra-Cytoband
ENSG00000013375	ENSG00000013392	0.317483	32229	189	Intra-Cytoband
ENSG00000119917	ENSG00000134321	0.317434	NA	190	Trans
ENSG00000142102	ENSG00000174885	0.317393	10770	191	Intra-Cytoband
ENSG00000131748	ENSG00000141736	0.317221	50849	192	Intra-Cytoband
ENSG00000170677	ENSG00000176225	0.317177	285870	193	Intra-Cytoband
ENSG00000132507	ENSG00000167721	0.317068	4984496	194	Inter-Cytoband
ENSG00000129691	ENSG00000147535	0.316477	157888	195	Intra-Cytoband
ENSG00000104679	ENSG00000198791	0.316282	6045156	196	Inter-Cytoband
ENSG00000085788	ENSG00000104221	0.316077	381950	197	Intra-Cytoband
ENSG00000142507	ENSG00000161920	0.315937	64716	198	Intra-Cytoband
ENSG00000132382	ENSG00000171861	0.315923	3756624	199	Inter-Cytoband
ENSG00000172465	ENSG00000196507	0.315775	21253	200	Intra-Cytoband
ENSG00000160888	ENSG00000171223	0.315403	358919	201	Intra-Cytoband
ENSG00000171202	ENSG00000171204	0.315216	19394	202	Intra-Cytoband
ENSG00000104221	ENSG00000147548	0.315042	426429	203	Intra-Cytoband
ENSG00000132383	ENSG00000171861	0.314805	1047429	204	Intra-Cytoband
ENSG00000108963	ENSG00000167721	0.314756	292393	205	Intra-Cytoband
ENSG00000120451	ENSG00000196323	0.314672	648759	206	Inter-Cytoband
ENSG00000104660	ENSG00000133872	0.31464	32386	207	Intra-Cytoband
ENSG00000147535	ENSG00000156735	0.314279	86597	208	Intra-Cytoband
ENSG00000141499	ENSG00000170291	0.314172	434655	209	Intra-Cytoband
ENSG00000158941	ENSG00000173273	0.313653	13048718	210	Inter-Cytoband
ENSG00000196136	ENSG00000273259	0.313081	20319	211	Intra-Cytoband
ENSG00000108953	ENSG00000167721	0.312903	978231	212	Intra-Cytoband
ENSG00000104626	ENSG00000173273	0.312788	553767	213	Intra-Cytoband
ENSG00000116824	ENSG00000198851	0.312217	NA	214	Trans
ENSG00000146587	ENSG00000164631	0.312089	1642612	215	Intra-Cytoband
ENSG00000104299	ENSG00000147457	0.312007	5524024	216	Inter-Cytoband
ENSG00000197619	ENSG00000256683	0.312004	26989	217	Intra-Cytoband
ENSG00000108528	ENSG00000141456	0.311994	267356	218	Intra-Cytoband
ENSG00000185829	ENSG00000238083	0.311889	5191	219	Intra-Cytoband
ENSG00000104299	ENSG00000198791	0.311592	11542697	220	Inter-Cytoband
ENSG00000108528	ENSG00000132382	0.310983	398233	221	Intra-Cytoband
ENSG00000147535	ENSG00000147548	0.310702	6567	222	Intra-Cytoband
ENSG00000120327	ENSG00000187372	0.310595	9013	223	Intra-Cytoband
ENSG00000074356	ENSG00000142507	0.31021	993979	224	Intra-Cytoband
ENSG00000137804	ENSG00000157456	0.30955	17772384	225	Inter-Cytoband
ENSG00000167524	ENSG00000258472	0.309542	152212	226	Intra-Cytoband
ENSG00000180573	ENSG00000276180	0.309377	1014443	227	Inter-Cytoband
ENSG00000144283	ENSG00000153237	0.308789	285883	228	Intra-Cytoband
ENSG00000139182	ENSG00000139194	0.308326	6014	229	Intra-Cytoband
ENSG00000104679	ENSG00000147457	0.308147	26483	230	Intra-Cytoband
ENSG00000214274	ENSG00000258818	0.308077	77	231	Intra-Cytoband
ENSG00000167721	ENSG00000185722	0.307759	1841404	232	Inter-Cytoband
ENSG00000141741	ENSG00000161395	0.307466	57374	233	Intra-Cytoband
ENSG00000176024	ENSG00000256683	0.307146	37196	234	Intra-Cytoband
ENSG00000006744	ENSG00000167721	0.306624	10669888	235	Inter-Cytoband
ENSG00000129255	ENSG00000161956	0.306374	21654	236	Intra-Cytoband
ENSG00000129691	ENSG00000147475	0.306358	368641	237	Intra-Cytoband
ENSG00000087263	ENSG00000167005	0.306206	22357	238	Intra-Cytoband
ENSG00000072849	ENSG00000167842	0.306198	15034	239	Intra-Cytoband
ENSG00000102401	ENSG00000198960	0.306025	7679	240	Intra-Cytoband
ENSG00000147439	ENSG00000241852	0.305864	20817	241	Intra-Cytoband
ENSG00000138161	ENSG00000213185	0.30579	16929	242	Intra-Cytoband
ENSG00000104613	ENSG00000130227	0.305769	2102531	243	Intra-Cytoband
ENSG00000198865	ENSG00000250722	0.305666	43079	244	Intra-Cytoband
ENSG00000108511	ENSG00000182742	0.305612	20238	245	Intra-Cytoband
ENSG00000204257	ENSG00000242574	0.305097	13984	246	Intra-Cytoband
ENSG00000083168	ENSG00000168575	0.304819	486996	247	Intra-Cytoband
ENSG00000178201	ENSG00000197128	0.30469	11873	248	Intra-Cytoband
ENSG00000198791	ENSG00000221914	0.304465	9066527	249	Inter-Cytoband
ENSG00000078674	ENSG00000130227	0.304166	3996831	250	Inter-Cytoband
ENSG00000085733	ENSG00000149716	0.304115	745328	251	Intra-Cytoband
ENSG00000132383	ENSG00000174231	0.303979	179073	252	Intra-Cytoband
ENSG00000114529	ENSG00000172139	0.303589	54552	253	Intra-Cytoband
ENSG00000108528	ENSG00000185722	0.303484	773223	254	Intra-Cytoband
ENSG00000132361	ENSG00000167721	0.303214	366883	255	Intra-Cytoband
ENSG00000119917	ENSG00000119922	0.302971	44200	256	Intra-Cytoband
ENSG00000138496	ENSG00000163840	0.302828	36314	257	Intra-Cytoband
ENSG00000006744	ENSG00000142507	0.30271	8196247	258	Inter-Cytoband
ENSG00000078674	ENSG00000198791	0.302621	697876	259	Intra-Cytoband
ENSG00000005100	ENSG00000179409	0.302164	4696498	260	Inter-Cytoband
ENSG00000147439	ENSG00000198791	0.301879	5395454	261	Inter-Cytoband
ENSG00000078668	ENSG00000168575	0.301836	24851	262	Intra-Cytoband
ENSG00000132382	ENSG00000142507	0.301659	257247	263	Intra-Cytoband
ENSG00000121413	ENSG00000176293	0.301576	24599	264	Intra-Cytoband
ENSG00000065559	ENSG00000154957	0.301523	43385	265	Intra-Cytoband
ENSG00000006744	ENSG00000108561	0.30147	7559614	266	Inter-Cytoband
ENSG00000108518	ENSG00000167721	0.30116	2623149	267	Inter-Cytoband
ENSG00000108963	ENSG00000174231	0.300948	379481	268	Intra-Cytoband
ENSG00000079134	ENSG00000101557	0.300934	56137	269	Intra-Cytoband
ENSG00000147457	ENSG00000168495	0.300895	998533	270	Intra-Cytoband
ENSG00000085788	ENSG00000147471	0.300397	462625	271	Intra-Cytoband
ENSG00000074201	ENSG00000149262	0.300001	363784	272	Intra-Cytoband
ENSG00000120129	ENSG00000170345	0.299951	NA	273	Trans
ENSG00000167699	ENSG00000179409	0.299783	12683	274	Intra-Cytoband
ENSG00000123562	ENSG00000172465	0.29955	46792	275	Intra-Cytoband
ENSG00000074356	ENSG00000171861	0.299446	3019892	276	Inter-Cytoband
ENSG00000087191	ENSG00000108592	0.29863	7719	277	Intra-Cytoband
ENSG00000165406	ENSG00000172671	0.298614	160916	278	Intra-Cytoband
ENSG00000129245	ENSG00000142507	0.297649	2795086	279	Inter-Cytoband
ENSG00000132507	ENSG00000142507	0.297203	2510855	280	Inter-Cytoband
ENSG00000168014	ENSG00000181924	0.2972	140047	281	Intra-Cytoband
ENSG00000005100	ENSG00000133028	0.297172	5231562	282	Inter-Cytoband
ENSG00000108591	ENSG00000171953	0.296753	110477	283	Intra-Cytoband
ENSG00000147457	ENSG00000198791	0.296567	6018673	284	Inter-Cytoband
ENSG00000100104	ENSG00000100109	0.29639	7348	285	Intra-Cytoband
ENSG00000104365	ENSG00000176209	0.296001	269853	286	Intra-Cytoband
ENSG00000142507	ENSG00000170291	0.295946	2455272	287	Inter-Cytoband
ENSG00000008838	ENSG00000108344	0.295714	38300	288	Intra-Cytoband
ENSG00000170037	ENSG00000170043	0.295673	1756	289	Intra-Cytoband
ENSG00000177370	ENSG00000179409	0.295648	252703	290	Intra-Cytoband
ENSG00000006744	ENSG00000133028	0.295545	2319917	291	Inter-Cytoband
ENSG00000125304	ENSG00000134882	0.294527	245537	292	Intra-Cytoband
ENSG00000104671	ENSG00000133872	0.294512	93285	293	Intra-Cytoband
ENSG00000005100	ENSG00000141456	0.29449	771138	294	Intra-Cytoband
ENSG00000005100	ENSG00000074356	0.294284	1638747	295	Intra-Cytoband
ENSG00000142507	ENSG00000167699	0.294251	4039047	296	Inter-Cytoband
ENSG00000108559	ENSG00000129197	0.294186	58678	297	Intra-Cytoband
ENSG00000108953	ENSG00000171861	0.294159	561999	298	Intra-Cytoband
ENSG00000119541	ENSG00000134440	0.294085	5788534	299	Inter-Cytoband
ENSG00000104714	ENSG00000147364	0.29407	208318	300	Intra-Cytoband
ENSG00000128789	ENSG00000141385	0.293994	329099	301	Intra-Cytoband
ENSG00000108511	ENSG00000120093	0.29355	46881	302	Intra-Cytoband
ENSG00000141933	ENSG00000175602	0.293449	NA	303	Trans
ENSG00000141030	ENSG00000177427	0.293446	1013714	304	Intra-Cytoband
ENSG00000149262	ENSG00000159063	0.293248	222216	305	Intra-Cytoband
ENSG00000141258	ENSG00000167721	0.293103	14995	306	Intra-Cytoband
ENSG00000108518	ENSG00000170043	0.293081	2984693	307	Inter-Cytoband
ENSG00000091542	ENSG00000141127	0.292896	657007	308	Intra-Cytoband
ENSG00000156970	ENSG00000157456	0.292778	18944055	309	Inter-Cytoband
ENSG00000142507	ENSG00000177370	0.292515	3799027	310	Inter-Cytoband
ENSG00000160087	ENSG00000162585	0.292477	930552	311	Intra-Cytoband
ENSG00000184988	ENSG00000236383	0.292435	5106	312	Intra-Cytoband
ENSG00000112685	ENSG00000188996	0.292417	170806	313	Intra-Cytoband
ENSG00000129245	ENSG00000129255	0.292321	7701	314	Intra-Cytoband
ENSG00000185869	ENSG00000198453	0.291997	28205	315	Intra-Cytoband
ENSG00000168556	ENSG00000182552	0.291815	134641	316	Intra-Cytoband
ENSG00000151117	ENSG00000179057	0.291603	11183	317	Intra-Cytoband
ENSG00000048649	ENSG00000151366	0.291503	408308	318	Intra-Cytoband
ENSG00000196263	ENSG00000198046	0.291426	68518	319	Intra-Cytoband
ENSG00000048649	ENSG00000087884	0.291344	161113	320	Intra-Cytoband
ENSG00000108523	ENSG00000108528	0.29123	2878	321	Intra-Cytoband
ENSG00000005100	ENSG00000129197	0.291148	21271	322	Intra-Cytoband
ENSG00000130177	ENSG00000169062	0.29094	46697	323	Intra-Cytoband
ENSG00000104689	ENSG00000147457	0.290642	53185	324	Intra-Cytoband
ENSG00000108591	ENSG00000141034	0.290597	48594	325	Intra-Cytoband
ENSG00000156735	ENSG00000187840	0.290184	146192	326	Intra-Cytoband
ENSG00000126226	ENSG00000130177	0.290183	1057348	327	Intra-Cytoband
ENSG00000100099	ENSG00000100104	0.290157	40454	328	Intra-Cytoband
ENSG00000168522	ENSG00000176209	0.290125	493039	329	Intra-Cytoband
ENSG00000108953	ENSG00000177370	0.289878	347155	330	Intra-Cytoband
ENSG00000104613	ENSG00000158941	0.2896	2787492	331	Intra-Cytoband
ENSG00000083168	ENSG00000104365	0.289141	341823	332	Intra-Cytoband
ENSG00000167074	ENSG00000174738	0.288918	NA	333	Trans
ENSG00000159314	ENSG00000225190	0.288588	41998	334	Intra-Cytoband
ENSG00000006744	ENSG00000132507	0.28837	5685392	335	Inter-Cytoband
ENSG00000157601	ENSG00000187608	0.2883	NA	336	Trans
ENSG00000168538	ENSG00000182552	0.288173	19632	337	Intra-Cytoband
ENSG00000072134	ENSG00000108599	0.288137	688687	338	Intra-Cytoband
ENSG00000171861	ENSG00000185722	0.288066	3381634	339	Inter-Cytoband
ENSG00000147316	ENSG00000168495	0.28798	15838512	340	Inter-Cytoband
ENSG00000005100	ENSG00000167721	0.287696	3118409	341	Inter-Cytoband
ENSG00000152467	ENSG00000176293	0.287577	25207	342	Intra-Cytoband
ENSG00000070019	ENSG00000121316	0.287474	108971	343	Inter-Cytoband
ENSG00000120324	ENSG00000177839	0.28747	5226	344	Intra-Cytoband
ENSG00000123836	ENSG00000180667	0.287413	9483	345	Intra-Cytoband
ENSG00000141030	ENSG00000177302	0.287193	1024608	346	Intra-Cytoband
ENSG00000167699	ENSG00000174231	0.287119	893532	347	Intra-Cytoband
ENSG00000151465	ENSG00000165609	0.28695	30640	348	Intra-Cytoband
ENSG00000175324	ENSG00000187840	0.286892	132980	349	Intra-Cytoband
ENSG00000167193	ENSG00000167699	0.286614	663592	350	Intra-Cytoband
ENSG00000112110	ENSG00000120438	0.286409	11314	351	Intra-Cytoband
ENSG00000005100	ENSG00000170037	0.286393	2491189	352	Inter-Cytoband
ENSG00000078668	ENSG00000147533	0.286333	901228	353	Intra-Cytoband
ENSG00000091164	ENSG00000152242	0.286258	10423655	354	Inter-Cytoband
ENSG00000131115	ENSG00000256294	0.286027	95366	355	Intra-Cytoband
ENSG00000108528	ENSG00000167721	0.285981	2614627	356	Inter-Cytoband
ENSG00000108963	ENSG00000132382	0.28596	2508787	357	Inter-Cytoband
ENSG00000141252	ENSG00000179409	0.285956	235746	358	Intra-Cytoband
ENSG00000108561	ENSG00000167721	0.285953	3110274	359	Inter-Cytoband
ENSG00000171861	ENSG00000186532	0.28565	997212	360	Intra-Cytoband
ENSG00000249158	ENSG00000251664	0.285614	7119	361	Intra-Cytoband
ENSG00000070413	ENSG00000185651	0.285447	2513165	362	Intra-Cytoband
ENSG00000104687	ENSG00000197265	0.285339	99743	363	Intra-Cytoband
ENSG00000168575	ENSG00000176209	0.28531	124680	364	Intra-Cytoband
ENSG00000133028	ENSG00000171861	0.285295	9890201	365	Inter-Cytoband
ENSG00000102606	ENSG00000126216	0.28529	1370446	366	Intra-Cytoband
