ensemblID	chr	start	end	band	symbol	isHK	isTF	lfc	avg_log2_cpm_exp	p_value	FDR	B	avg_exp	avg_log2_exp	avg_cpm_exp
ENSG00000040531	17	3636468	3661542	p13.2	CTNS	0	0	-0.197409483338039	4.43048039841983	3.91265444950253e-12	6.22121943338456e-12	25.8030509493549	1125.51094038034	10.1124907335296	21.9034300801059
ENSG00000040633	17	7235028	7239722	p13.1	PHF23	1	0	0.161756519367941	6.32972015576018	6.37105587886758e-8	8.99128927366706e-8	16.224424404417	4206.97043905516	12.0136577046521	81.8793274528221
ENSG00000042317	14	88384924	88470350	q31.3	SPATA7	0	0	-0.108890786610052	2.92034779751701	0.00549691515506208	0.00645850718032052	5.03587762095513	400.904855866617	8.59735700573177	7.79829846040077
ENSG00000042429	11	93784227	93814963	q21	MED17	0	0	-0.170673313574705	4.91324014968034	6.49356200416466e-8	9.16060589164516e-8	16.2057683299893	1577.33029938833	10.5959903894185	30.7059623013814
ENSG00000042753	19	46838136	46850992	q13.32	AP2S1	1	0	0.522553301202285	6.37950226792389	1.7206527021544e-58	8.20584092618875e-58	Inf	4344.93469764068	12.0634643426331	84.4806991991195
ENSG00000044090	6	43037617	43053945	p21.1	CUL7	0	0	0.164331776149021	6.35506098889888	1.12064611387821e-10	1.71533754782924e-10	22.4862408587917	4270.30103953175	12.0390134535119	82.9935812204429
ENSG00000046651	X	13734745	13769353	p22.2	OFD1	0	0	0.148802282887847	5.51013456423377	1.06227412155446e-4	1.34376469457955e-4	8.91473083814264	2429.91210163256	11.1935146197261	47.2569706543791
ENSG00000047249	8	53715557	53843558	q11.23	ATP6V1H	1	0	0.847661550435316	6.17505595337181	5.2891403896272e-82	4.56227759233993e-81	Inf	3799.88699247852	11.8589072575321	73.9121322173435
ENSG00000048405	7	127346790	127431924	q31.33	ZNF800	0	1	0.326485937227598	4.83886507151862	1.65987076568757e-24	3.56771153290198e-24	Inf	1497.41668700805	10.521520751601	29.1254082147451
ENSG00000049541	7	74231499	74254458	q11.23	RFC2	1	0	0.471753045039915	5.01902442297845	4.96021430882525e-61	2.50066673305248e-60	Inf	1685.63984968099	10.7019273715966	32.7772718572314
ENSG00000049656	5	1317744	1345099	p15.33	CLPTM1L	1	0	0.357779105984617	7.02013539176066	1.76964483839666e-33	4.65198681274125e-33	Inf	6775.05955771174	12.7043429717146	131.684272846475
ENSG00000050820	16	75228187	75268053	q23.1	BCAR1	0	0	0.122820420850605	5.81689444273194	3.9731928178455e-5	5.10773539794794e-5	9.8821182509815	2962.56121999201	11.5005290296953	57.6045817340425
ENSG00000052723	1	114769479	114780685	p13.2	SIKE1	1	0	-0.218678286433349	5.78756463754882	9.57841444939396e-13	1.54972021842754e-12	27.1929208291628	2891.95051610118	11.4711794885219	56.2550588637469
ENSG00000053371	1	19303965	19312146	p36.13	AKR7A2	1	0	0.159940104136115	6.26016802295923	7.73149436973251e-6	1.0205713589376e-5	11.4925526329195	4043.78980679109	11.9440640978223	78.6729137329879
ENSG00000053372	1	19251539	19260128	p36.13	MRTO4	1	0	-0.0708818571328795	5.66029952358863	0.00529265805412743	0.00622306520515357	5.07325018617519	2632.84951992358	11.3438245170926	51.231702261554
ENSG00000054611	22	46762617	47175699	q13.31	TBC1D22A	1	0	0.147770353938708	5.39139865579459	1.23832923881011e-9	1.83737338826628e-9	20.1149288026221	2181.92153602285	11.0746958419499	42.4621078778083
ENSG00000054793	20	51596514	51768634	q13.2	ATP9A	0	0	-0.196268549217241	6.92223114108997	3.0609410684114e-6	4.09388847017064e-6	12.4060112194503	6550.54529584089	12.6063978777724	127.285992062293
ENSG00000054967	11	73376264	73397474	q13.4	RELT	0	0	0.487319951218868	3.28460694993703	2.23999487305863e-30	5.50453069484731e-30	Inf	512.187680748715	8.96336595514567	9.97307745825922
ENSG00000055070	1	16352575	16398145	p36.13	SZRD1	1	0	0	6.80517164781309	0	0	0	5798.11622757174	12.4893117603098	112.792648657915
ENSG00000055130	7	148697914	148801036	q36.1	CUL1	1	0	0.175204794098257	6.0867252406546	1.09598102399449e-14	1.8605711167366e-14	31.6128365902738	3528.99359964765	11.770539822883	68.5990131324863
ENSG00000055147	5	153990128	154038936	q33.2	FAM114A2	1	0	0.451784486826539	5.32267128882976	3.64977701513813e-53	1.53611144277724e-52	Inf	2082.39690537307	11.0059025669389	40.5033099038879
ENSG00000055609	7	152134922	152436005	q36.1	KMT2C	0	0	0.123227155286201	7.72551224224754	3.59424229478737e-4	4.45441073505886e-4	7.71600004995952	11169.5726049209	13.4098853493194	217.095999105778
ENSG00000056736	3	53846580	53865800	p21.1	IL17RB	0	0	0.389771191159906	4.51821792609479	1.04984896495092e-6	1.42413438788188e-6	13.4619449517935	1360.20715813878	10.2001087113047	26.4653296265088
ENSG00000057608	10	5765223	5842132	p15.1	GDI2	1	0	0.239264670697594	8.22930009643831	1.01856719786249e-18	1.90770466121398e-18	Inf	15656.6532664893	13.9137551681364	304.397808672617
ENSG00000057663	6	106045423	106325791	q21	ATG5	1	0	0.139015189520148	5.50695503923405	2.51583502616892e-6	3.37230933216974e-6	12.5999094142138	2388.30695489089	11.1903481761757	46.3995735850711
ENSG00000057757	1	23778405	23788232	p36.11	PITHD1	1	0	-0.243586272149937	5.91801192257934	2.08353892775768e-19	3.96908955519409e-19	Inf	3151.05041457145	11.6017190670479	61.2983907169462
ENSG00000058600	16	22297375	22335103	p12.2	POLR3E	1	0	0.497017138840961	5.84242775259883	7.16059914709564e-71	4.5677616595444e-70	Inf	2977.80225518804	11.5260890728769	57.9198780092316
ENSG00000060762	6	166364919	166383013	q27	MPC1	0	0	-0.636327733314286	4.60775968041226	1.49614519424452e-53	6.3337834283402e-53	Inf	1280.74438147471	10.2900595247204	24.8891655615719
ENSG00000062194	5	57173948	57264679	q11.2	GPBP1	1	1	0.229215205619206	7.04046892872399	4.67017748104061e-20	9.04175345914683e-20	Inf	6853.245197783	12.7246832737364	133.198814743614
ENSG00000063046	12	53006158	53042209	q13.13	EIF4B	0	0	-0.516311725072893	8.85084171302137	5.57920468295808e-44	1.88544031242436e-43	Inf	24339.2098502955	14.5353617293181	472.658018938885
ENSG00000063245	19	55675226	55709858	q13.42	EPN1	1	0	0.492714805600082	6.67292232850498	1.1408164830094e-40	3.56634509180951e-40	Inf	5405.00634901791	12.3570066347723	105.161566389405
ENSG00000063322	19	39391303	39400637	q13.2	MED29	1	0	0.238468103963908	6.89609355235082	1.21775334962003e-18	2.27576010102005e-18	Inf	6221.62423521773	12.5802616229634	121.057182332512
ENSG00000063978	4	2462220	2625320	p16.3	RNF4	1	0	0.49593404024919	6.19573416294521	9.43175718745947e-80	7.70402107964381e-79	Inf	3799.44641600358	11.8796100310092	73.8950670529993
ENSG00000064102	12	26905181	26938326	p11.23	INTS13	0	0	0.458067055668317	4.91502895930535	4.24716410250346e-45	1.47630771420834e-44	Inf	1576.25030122198	10.5977927131618	30.6496292933989
ENSG00000064419	7	128954180	129055173	q32.1	TNPO3	1	0	0.420431170191849	6.16380222104451	5.25064870572103e-59	2.52317029769609e-58	Inf	3721.65258795559	11.8476600269825	72.340472754116007
ENSG00000064703	1	111755245	111768016	p13.2	DDX20	0	0	0	4.86484869359201	0	0	0	1521.75177201798	10.5475437793554	29.6169405855128
ENSG00000064999	6	34889265	35091413	p21.31	ANKS1A	0	0	-0.142506497452479	5.93120059661078	1.2763955313344e-8	1.83753221807579e-8	17.8122572415027	3170.90912005845	11.6149191440178	61.6861398502538
ENSG00000065057	16	2039815	2047866	p13.3	NTHL1	0	0	0.446688825750365	4.60863153226938	1.27517569912317e-35	3.51827927356247e-35	Inf	1280.80240736338	10.2909338668401	24.9048980966083
ENSG00000065135	1	109548611	109618321	p13.3	GNAI3	0	0	0.386124017932066	6.88960154348079	1.22138798344209e-39	3.7092676610031e-39	Inf	6191.88914321339	12.5737676487078	120.452665366697
ENSG00000065427	16	75627474	75648643	q23.1	KARS	1	0	-0.575445903638055	6.7648744725755	4.40254337327882e-85	4.08864459295809e-84	Inf	5655.42106499677	12.4490002505913	109.947798822188
ENSG00000065457	16	75596981	75623300	q23.1	ADAT1	0	0	0	4.65611403230243	0	0	0	1327.27923719698	10.3384971652486	25.8224586095249
ENSG00000065526	1	15847864	15940460	p36.21	SPEN	1	1	-0.369730548119565	6.64100726727769	1.6111085266671e-40	5.01487845483432e-40	Inf	5192.36214878518	12.3250845498203	101.017846167339
ENSG00000065559	17	12020824	12143830	p12	MAP2K4	0	0	0.594077542917549	5.95146119074014	2.23396112447752e-27	5.10166508609776e-27	Inf	3386.28620699556	11.6351395480854	65.9632541197716
ENSG00000065883	7	39949646	40099580	p14.1	CDK13	1	0	0.484452868803425	6.03755332680911	8.21610145589817e-74	5.66554799774512e-73	Inf	3409.10654530685	11.7213403753978	66.2751059032792
ENSG00000065970	12	8032703	8055503	p13.31	FOXJ2	0	1	-0.356164119001779	5.52783342919441	1.72238800971091e-39	5.21544854655978e-39	Inf	2400.70203820168	11.2112524350365	46.6684964979247
ENSG00000066279	1	197084128	197146694	q31.3	ASPM	0	0	2.56786459827823	3.76847500584394	2.64647858118045e-128	9.82182845743739e-127	Inf	730.932625650212	9.44874673164507	14.2115063449194
ENSG00000066336	11	47354860	47378576	p11.2	SPI1	0	1	0.230170066800506	4.23044110463112	3.49253968315932e-24	7.45150639358019e-24	Inf	970.92210433996	9.91208793820245	18.8785443992211
ENSG00000066926	18	57548283	57586772	q21.31	FECH	1	0	0.181030870828215	4.89557867256803	8.96139414500592e-6	1.1803368719157e-5	11.3471137791194	1590.07168625343	10.578271906794	30.9388409565253
ENSG00000067064	10	1039152	1049170	p15.3	IDI1	1	0	-0.159051137823584	5.9293072027154	0.00963857565077378	0.0112019225926851	4.4804047187016	3235.5178267516	11.6130050914563	62.9098153266028
ENSG00000067248	5	55256245	55307722	q11.2	DHX29	1	0	0.569132999277971	6.55800602025518	1.35256266374213e-57	6.30498937037154e-57	Inf	4941.547436118	12.2420455763599	96.075070749392
ENSG00000067369	15	43403061	43510728	q15.3	TP53BP1	0	0	0.575397150691671	6.01569223628308	1.20381149481196e-55	5.36617418414177e-55	Inf	3396.4494620741	11.6994537973342	66.006997518039
ENSG00000067560	3	49359145	49412998	p21.31	RHOA	1	0	0.110999450902459	8.83586058452304	5.40588711808754e-6	7.17776443878535e-6	11.8445154050929	23829.1632312753	14.5203805937361	463.094597753676
ENSG00000067596	17	43483865	43610338	q21.31	DHX8	1	0	0.260909496583266	6.20094823025355	1.17626622848505e-31	2.9686621431722e-31	Inf	3813.68588615758	11.8848269916884	74.1829764815937
ENSG00000067900	18	20946906	21111851	q11.1	ROCK1	0	0	-0.1617290601138	6.52573005085129	4.81282929808496e-7	6.6073120800988e-7	14.229918063591	4843.11892925381	12.2097547233688	94.1456891100115
ENSG00000068024	2	239048168	239401654	q37.3	HDAC4	0	0	-0.596520781865676	4.43311625775484	2.18942941196957e-51	8.80761570562745e-51	Inf	1134.96685032867	10.1151116090091	22.0826310892491
ENSG00000068028	3	50329782	50340980	p21.31	RASSF1	0	0	-0.357861825665491	5.22060260033746	1.98370217121228e-29	4.76866055906438e-29	Inf	1947.56053679138	10.9037238715806	37.8663449169793
ENSG00000068097	17	60043194	60078931	q23.1	HEATR6	0	0	0.522895535688415	4.58133493332728	3.1552177542504e-38	9.26529149422201e-38	Inf	1265.88050126644	10.2635786875206	24.6355878537974
ENSG00000068383	10	132537820	132783480	q26.3	INPP5A	1	0	-0.105471975468204	5.07629363105937	1.02983911765898e-4	1.30376028942501e-4	8.94495736796941	1763.73352178838	10.7592572973118	34.2690384895826
ENSG00000068394	X	49113389	49123801	p11.23	GPKOW	1	0	0.218959136289025	5.10132998918996	1.11735518190872e-27	2.5736153569298e-27	Inf	1774.64121795305	10.7843379019937	34.5104351366594
ENSG00000068745	3	48688003	48740353	p21.31	IP6K2	1	0	0	6.2201994677425	0	0	0	3881.74507802536	11.9040854217164	75.4523549271836
ENSG00000069248	1	229440260	229508341	q42.13	NUP133	1	0	0.469282557635433	6.51657595015291	1.26194984510107e-65	7.07141388230466e-65	Inf	4756.41470385237	12.200603555808	92.5193024609779
ENSG00000069345	16	46955362	46973788	q11.2	DNAJA2	1	0	-0.314092306006518	6.37579524811119	9.95957003384702e-17	1.78188895760076e-16	36.0436533891172	4418.12346793098	12.0597470589693	85.8657082286516
ENSG00000070047	11	576486	612222	p15.5	PHRF1	1	0	0.286337635787617	5.7908203498385	4.44514531547874e-28	1.03372482802441e-27	Inf	2881.89346543321	11.4744428894479	56.0626636084763
ENSG00000070366	17	2059839	2303771	p13.3	SMG6	0	0	-0.0667700530229867	5.26103269599183	0.0204445162162588	0.0233924053528957	3.73167351610245	2007.85546591729	10.9441929887272	39.0799349795702
ENSG00000070367	14	57200507	57269008	q22.3	EXOC5	0	0	0.0714750229548098	6.46694999368006	0.00382332709440101	0.00452595373880431	5.39339072615656	4610.32258850757	12.1509551058982	89.631294351569
ENSG00000070413	22	19036282	19122454	q11.21	DGCR2	1	0	0.259189024973609	7.1127796217215	9.18311647371275e-21	1.81109725903418e-20	Inf	7233.05403664591	12.7970137957637	140.620761888416
ENSG00000070423	19	647526	663277	p13.3	RNF126	1	0	-0.0862319791258818	4.90533671169118	6.92342552510723e-4	8.47009221962658e-4	7.07295160743916	1560.69331784075	10.5880906641182	30.3524522104438
ENSG00000070444	17	2384060	2401118	p13.3	MNT	0	1	-0.155805288024982	5.22997075753319	1.71657008942248e-9	2.53320100675989e-9	19.7937821209776	1952.87330714666	10.9131071411414	37.9982279321174
ENSG00000070718	8	42152946	42171673	p11.21	AP3M2	0	0	0.382515410111392	5.1411254822642	5.24674577590795e-11	8.09955187291933e-11	23.2366269799058	2037.24987305488	10.8240692263413	39.6123378527265
ENSG00000070761	16	58113588	58129450	q21	CFAP20	0	0	-0.603517469428374	4.41878883358053	1.71321068293986e-67	1.00965030231561e-66	Inf	1113.6159784884	10.1007869981373	21.6573776698972
ENSG00000070770	16	58157907	58197920	q21	CSNK2A2	0	0	-0.658587932088773	5.49023407309039	5.63412304227424e-96	7.06657685562196e-95	Inf	2333.67167047945	11.1736238288242	45.3887265199659
ENSG00000070831	1	22052627	22092946	p36.12	CDC42	1	0	0.334248145432875	8.06838565373617	1.71613110003178e-35	4.71781225866287e-35	Inf	13980.9782529486	13.752818626369	271.938983973715
ENSG00000071189	7	17790761	17940501	p21.1	SNX13	1	0	0.253538452873467	6.03608325023651	2.11772863924037e-14	3.56875123115206e-14	30.9653594465471	3451.33362483875	11.7198588896231	67.1130743290431
ENSG00000071462	7	73683025	73705161	q11.23	BUD23	0	0	0.433292097021769	6.52307264047466	3.32001185520119e-50	1.29560128315401e-49	Inf	4794.53761315096	12.207101338654	93.193950227409
ENSG00000071994	6	170575295	170584692	q27	PDCD2	1	0	-0.213841635519388	5.93316384675696	4.22647080212097e-16	7.45387332641633e-16	34.7908904206218	3187.1288908531	11.6168802093643	61.9832042790188
ENSG00000072134	17	19215615	19336715	p11.2	EPN2	0	0	0.373709922465828	5.31831478061878	2.58475993605273e-17	4.68526178014117e-17	Inf	2160.0514159961	11.0015021910281	41.9380070769419
ENSG00000072518	11	63838928	63911019	q13.1	MARK2	0	0	0.639002319518092	6.45961383720293	3.04792967972876e-73	2.06631073463204e-72	Inf	4600.77834286026	12.1436125811044	89.5074611458576
ENSG00000072571	5	163460203	163491945	q34	HMMR	0	0	2.16286484572634	3.19958980044826	5.03437168388381e-128	1.84474672791226e-126	Inf	492.683100896427	8.87784225519123	9.57878026306371
ENSG00000072778	17	7217125	7225273	p13.1	ACADVL	1	0	-0.774976285244009	8.04333008747479	9.17914149730896e-71	5.83226049306628e-70	Inf	13909.8665014088	13.7277571563237	270.394155650736
ENSG00000072803	5	171861549	172006873	q35.1	FBXW11	1	0	0.144452091098832	5.98136313592724	1.81837286050687e-11	2.8422385294791e-11	24.2838444089616	3276.71853287739	11.6651159785748	63.7166648905153
ENSG00000072840	4	5711197	5814305	p16.2	EVC	0	0	-0.198403295069358	4.84325789805627	3.26048215831663e-6	4.35633884976229e-6	12.3438742103685	1535.61258692615	10.5258778379324	29.8464016536091
ENSG00000072849	17	5471251	5486811	p13.2	DERL2	1	0	0	5.59075530010911	0	0	0	2531.80006420178	11.2742147619135	49.2852289953226
ENSG00000073050	19	43543040	43580473	q13.31	XRCC1	0	0	0.475138036521846	5.50966022982514	8.51737587607103e-52	3.4609909722137e-51	Inf	2376.6892482616	11.1930608968258	46.238249312644
ENSG00000073169	22	50200979	50217616	q13.33	SELENOO	0	0	0	4.58248986199964	0	0	0	1251.62389848052	10.2647586509272	24.3481613032657
ENSG00000073536	17	35128753	35142315	q12	NLE1	0	0	-0.470473977143911	4.53555100803583	3.24361071980735e-51	1.29905981069429e-50	Inf	1207.84524961928	10.2177531636079	23.4817713248382
ENSG00000073614	12	280129	389454	p13.33	KDM5A	0	0	0.112851536272141	6.34539547902272	9.93253013409668e-7	1.34849865079181e-6	13.5165173464282	4227.12195224512	12.0293452313164	82.1870209585161
ENSG00000073969	17	46590669	46757464	q21.31	NSF	0	0	1.38606343679617	6.00616805172299	3.50906630006684e-129	1.35440601672446e-127	Inf	3396.18016933425	11.6899186086116	66.0197908367858
ENSG00000074071	16	1771890	1773155	p13.3	MRPS34	1	0	0.984901716701763	6.93513445971595	7.71676532010256e-133	3.52342149032065e-131	Inf	6372.07314501749	12.619316234968	123.911079632006
ENSG00000074201	11	77514936	77637805	q14.1	CLNS1A	1	0	0.690336555566794	6.23615838410309	4.64426633222212e-40	1.42871649080942e-39	Inf	4155.82786968064	11.9200269164288	80.814956120653
ENSG00000074219	19	49340595	49362457	q13.33	TEAD2	0	1	-0.502545647123439	5.33902637950769	1.3726510588692e-15	2.38852505723404e-15	33.6457581163188	2266.0871705488	11.0221486125208	44.1505958256213
ENSG00000074266	11	86244544	86278813	q14.2	EED	1	0	0	4.30361136713206	0	0	0	1032.60527921732	9.98537184073611	20.0878204063733
ENSG00000074319	11	18468336	18527232	p15.1	TSG101	1	0	0.450686969549675	6.44616336803756	1.00598083228005e-50	3.98047199738149e-50	Inf	4551.32970110971	12.1301578943574	88.5178332612797
ENSG00000074356	17	3802165	3846251	p13.2	NCBP3	0	0	-0.199971267552161	5.52138729424151	4.31243993348356e-12	6.84635906517946e-12	25.7072963488871	2400.45003955117	11.204793705077	46.7331058413129
ENSG00000074603	15	65442463	65517704	q22.31	DPP8	0	0	-0.124541120971863	5.83340629134912	8.61200746889175e-6	1.13504094067328e-5	11.386245393139	2988.34586383375	11.5170563676123	58.1192170852625
ENSG00000074755	17	4004445	4143020	p13.2	ZZEF1	0	0	-0.144066149142538	5.94979496895094	4.53908650581157e-6	6.04571069155394e-6	12.0161554682443	3244.44448275645	11.6335143748779	63.1736666367536
ENSG00000074935	6	112070777	112087529	q21	TUBE1	0	0	-0.601106431541671	3.96417326212686	4.9621255436755e-72	3.25427300041501e-71	Inf	812.542132379437	9.64518894065383	15.7991028594579
ENSG00000075188	12	102073103	102120124	q23.2	NUP37	0	0	0.360606232131158	4.34452555717066	8.88833332278593e-39	2.64384990780936e-38	Inf	1055.3129957209	10.0263838373113	20.5330481079623
ENSG00000075218	22	46296741	46330810	q13.31	GTSE1	0	0	1.71438148002049	2.54496988767387	2.27250527027512e-124	7.26098041544416e-123	Inf	306.305588261226	8.21970215769741	5.96034560456265
ENSG00000075240	22	46576012	46679790	q13.31	GRAMD4	1	0	0.359444812892438	5.3459594603125	2.16264653560279e-20	4.22032438402518e-20	Inf	2153.92301263472	11.0291885625655	41.8939085975839
ENSG00000075336	18	74148511	74160530	q22.3	TIMM21	1	0	-0.287548257818283	4.18534014144204	1.2285760894335e-15	2.14065370391964e-15	33.7923615905107	959.021160131751	9.86682941908363	18.6565478892185
ENSG00000075914	3	44975241	45036066	p21.31	EXOSC7	1	0	0.216427647590143	4.67238479535769	3.83415797767946e-20	7.43410617132384e-20	Inf	1324.23211234992	10.3548158755718	25.736572680669
ENSG00000076043	11	114439386	114450279	q23.2	REXO2	0	0	-0.4496070199434	5.25997081658295	1.26159224777706e-29	3.05304902095389e-29	Inf	2022.58090005419	10.943117193318	39.3747573086856
ENSG00000076053	11	114400030	114414203	q23.2	RBM7	1	0	-0.834969991423714	4.29945982745797	3.51086859497509e-77	2.65497973059924e-76	Inf	1034.81418037331	9.98119496981754	20.1478275233211
ENSG00000076201	3	47381011	47413441	p21.31	PTPN23	1	0	0.260700575216467	6.12853667654996	7.5703381674264e-26	1.67108547560363e-25	Inf	3639.2586124287	11.8123739225088	70.7150194253432
ENSG00000076351	17	28394756	28407197	q11.2	SLC46A1	0	0	-0.126267187172827	4.51129001193297	0.00629748179816969	0.00737994911721383	4.90158121941266	1231.94511053185	10.1933586013016	23.9460257256689
ENSG00000076924	19	7619525	7629565	p13.2	XAB2	0	0	0	6.41637448876572	0	0	0	4442.10554586685	12.1003571126332	86.3903167647167
ENSG00000076944	19	7636881	7647873	p13.2	STXBP2	0	0	1.20764852252454	6.28471557720515	6.84384051007981e-119	1.75946265617931e-117	Inf	4097.22584984575	11.9686278192183	79.6440540122999
