ensembl_id	lesion_id	lesion_q	lesion_residual_q	lesion_neg_log10_q	lesion_type	lesion_wide_peak
ENSG00000001460	2	6.1305e-11	2.7387e-10	10.212504103232725	del	chr1:15104886-24540600
ENSG00000162618	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000007968	2	6.1305e-11	2.7387e-10	10.212504103232725	del	chr1:15104886-24540600
ENSG00000117318	2	6.1305e-11	2.7387e-10	10.212504103232725	del	chr1:15104886-24540600
ENSG00000142676	2	6.1305e-11	2.7387e-10	10.212504103232725	del	chr1:15104886-24540600
ENSG00000057757	2	6.1305e-11	2.7387e-10	10.212504103232725	del	chr1:15104886-24540600
ENSG00000172031	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000189195	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000174842	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000122484	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000142875	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000122406	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000143033	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000117500	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000117505	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000203943	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000174021	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000117151	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000117133	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000137942	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000177606	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000067334	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000117155	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000162642	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000142867	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000142871	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000053372	2	6.1305e-11	2.7387e-10	10.212504103232725	del	chr1:15104886-24540600
ENSG00000127463	2	6.1305e-11	2.7387e-10	10.212504103232725	del	chr1:15104886-24540600
ENSG00000122481	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000183291	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000117569	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000162482	2	6.1305e-11	2.7387e-10	10.212504103232725	del	chr1:15104886-24540600
ENSG00000134186	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000053371	2	6.1305e-11	2.7387e-10	10.212504103232725	del	chr1:15104886-24540600
ENSG00000116266	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000040487	2	6.1305e-11	2.7387e-10	10.212504103232725	del	chr1:15104886-24540600
ENSG00000121940	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000085433	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000077549	2	6.1305e-11	2.7387e-10	10.212504103232725	del	chr1:15104886-24540600
ENSG00000158747	2	6.1305e-11	2.7387e-10	10.212504103232725	del	chr1:15104886-24540600
ENSG00000197780	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000215717	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000173436	2	6.1305e-11	2.7387e-10	10.212504103232725	del	chr1:15104886-24540600
ENSG00000156875	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000117620	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000156876	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000031698	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000143126	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000134222	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000116138	2	6.1305e-11	2.7387e-10	10.212504103232725	del	chr1:15104886-24540600
ENSG00000134243	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000143106	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000169914	2	6.1305e-11	2.7387e-10	10.212504103232725	del	chr1:15104886-24540600
ENSG00000122435	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000137992	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000137996	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000174151	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000065135	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000244038	2	6.1305e-11	2.7387e-10	10.212504103232725	del	chr1:15104886-24540600
ENSG00000213366	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000168765	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000162695	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000117543	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000170989	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000134202	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000116754	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000118454	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000184371	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000168710	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000185946	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000240038	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000132485	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000259030	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000116783	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000065526	2	6.1305e-11	2.7387e-10	10.212504103232725	del	chr1:15104886-24540600
ENSG00000117054	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000125703	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000142892	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000203965	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000036549	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000077254	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000180488	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000162614	17	0.0022554	0.015574	2.6467764239025438	del	chr1:58248403-110112828
ENSG00000115594	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000150556	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000187123	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000115598	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000186522	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000115602	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000136718	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000198142	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000136710	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000121152	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000080345	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000184898	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000123609	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000163166	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000162980	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000135953	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000144567	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000115649	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000144231	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000072135	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000170417	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000114982	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000275111	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000170500	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000115526	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000071082	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000114988	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000152102	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000158158	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000198925	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000174501	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000168758	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000153107	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000115947	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000127837	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000168754	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000172116	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000144524	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000144021	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000163161	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000157985	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000144591	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000065802	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000135924	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000135999	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000068024	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000152082	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000136699	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000130414	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000172428	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000123999	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000124006	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000048991	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000171227	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000144224	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000115694	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000169607	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000085978	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000153563	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000135976	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000173272	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000168397	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000077044	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000176946	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000116120	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000163040	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000135940	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000135919	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000036257	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000168393	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000204120	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000173744	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000115085	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000168395	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000123485	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000115685	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000168958	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000132323	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000115568	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000153827	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000163481	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000082258	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000183513	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000135899	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000125633	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000067066	25	0.069308	0.099312	1.15921663327664	del	chr2:217754093-242193529
ENSG00000158417	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000121988	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000115839	31	0.13223	0.22548	0.8786700020639097	del	chr2:85890836-154701929
ENSG00000114353	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000010322	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000144659	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000163602	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000114904	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000144736	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000163681	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000163939	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000016864	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000010327	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000114902	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000163938	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000255423	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000163605	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000168028	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000011198	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000160746	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000172046	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000243477	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000214706	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000114784	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000163946	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000076201	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000114383	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000114650	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000068028	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000172037	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000177352	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000068745	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000114316	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000163832	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000188846	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000188315	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000179152	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000163412	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000126062	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000114395	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000114388	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000114302	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000173473	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000170837	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000163684	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000177479	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000067560	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000185219	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000178917	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000178467	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000168297	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000178149	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000178252	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000132153	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000232112	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000164051	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000196345	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000186448	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000144792	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000047849	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000168291	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000114745	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000168026	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000114742	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000157500	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000114735	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000114738	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000168301	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000168306	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000176095	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000174840	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
ENSG00000168374	7	3.1879e-5	2.9978e-5	4.496495310277601	del	chr3:37752047-78601409
