ensemblID	chr	start	end	band	symbol	isHK	isTF	community	lfc	avg_log2_cpm_exp	p_value	FDR	B	avg_exp	avg_log2_exp	avg_cpm_exp	type
ENSG00000054967	11	73376264	73397474	q13.4	RELT	0	0	76	0.487319951218868	3.28460694993703	2.23999487305863e-30	5.50453069484731e-30	Inf	512.187680748715	8.96336595514567	9.97307745825922	gene
ENSG00000055070	1	16352575	16398145	p36.13	SZRD1	1	0	669	0	6.80517164781309	0	0	0	5798.11622757174	12.4893117603098	112.792648657915	gene
ENSG00000055147	5	153990128	154038936	q33.2	FAM114A2	1	0	143	0.451784486826539	5.32267128882976	3.64977701513813e-53	1.53611144277724e-52	Inf	2082.39690537307	11.0059025669389	40.5033099038879	gene
ENSG00000056736	3	53846580	53865800	p21.1	IL17RB	0	0	144	0.389771191159906	4.51821792609479	1.04984896495092e-6	1.42413438788188e-6	13.4619449517935	1360.20715813878	10.2001087113047	26.4653296265088	gene
ENSG00000057608	10	5765223	5842132	p15.1	GDI2	1	0	53	0.239264670697594	8.22930009643831	1.01856719786249e-18	1.90770466121398e-18	Inf	15656.6532664893	13.9137551681364	304.397808672617	gene
ENSG00000057757	1	23778405	23788232	p36.11	PITHD1	1	0	669	-0.243586272149937	5.91801192257934	2.08353892775768e-19	3.96908955519409e-19	Inf	3151.05041457145	11.6017190670479	61.2983907169462	gene
ENSG00000058600	16	22297375	22335103	p12.2	POLR3E	1	0	145	0.497017138840961	5.84242775259883	7.16059914709564e-71	4.5677616595444e-70	Inf	2977.80225518804	11.5260890728769	57.9198780092316	gene
ENSG00000063322	19	39391303	39400637	q13.2	MED29	1	0	184	0.238468103963908	6.89609355235082	1.21775334962003e-18	2.27576010102005e-18	Inf	6221.62423521773	12.5802616229634	121.057182332512	gene
ENSG00000063978	4	2462220	2625320	p16.3	RNF4	1	0	83	0.49593404024919	6.19573416294521	9.43175718745947e-80	7.70402107964381e-79	Inf	3799.44641600358	11.8796100310092	73.8950670529993	gene
ENSG00000064102	12	26905181	26938326	p11.23	INTS13	0	0	147	0.458067055668317	4.91502895930535	4.24716410250346e-45	1.47630771420834e-44	Inf	1576.25030122198	10.5977927131618	30.6496292933989	gene
ENSG00000064703	1	111755245	111768016	p13.2	DDX20	0	0	534	0	4.86484869359201	0	0	0	1521.75177201798	10.5475437793554	29.6169405855128	gene
ENSG00000064999	6	34889265	35091413	p21.31	ANKS1A	0	0	205	-0.142506497452479	5.93120059661078	1.2763955313344e-8	1.83753221807579e-8	17.8122572415027	3170.90912005845	11.6149191440178	61.6861398502538	gene
ENSG00000065057	16	2039815	2047866	p13.3	NTHL1	0	0	148	0.446688825750365	4.60863153226938	1.27517569912317e-35	3.51827927356247e-35	Inf	1280.80240736338	10.2909338668401	24.9048980966083	gene
ENSG00000065135	1	109548611	109618321	p13.3	GNAI3	0	0	534	0.386124017932066	6.88960154348079	1.22138798344209e-39	3.7092676610031e-39	Inf	6191.88914321339	12.5737676487078	120.452665366697	gene
ENSG00000065526	1	15847864	15940460	p36.21	SPEN	1	1	669	-0.369730548119565	6.64100726727769	1.6111085266671e-40	5.01487845483432e-40	Inf	5192.36214878518	12.3250845498203	101.017846167339	gene
ENSG00000065883	7	39949646	40099580	p14.1	CDK13	1	0	140	0.484452868803425	6.03755332680911	8.21610145589817e-74	5.66554799774512e-73	Inf	3409.10654530685	11.7213403753978	66.2751059032792	gene
ENSG00000065970	12	8032703	8055503	p13.31	FOXJ2	0	1	312	-0.356164119001779	5.52783342919441	1.72238800971091e-39	5.21544854655978e-39	Inf	2400.70203820168	11.2112524350365	46.6684964979247	gene
ENSG00000066926	18	57548283	57586772	q21.31	FECH	1	0	26	0.181030870828215	4.89557867256803	8.96139414500592e-6	1.1803368719157e-5	11.3471137791194	1590.07168625343	10.578271906794	30.9388409565253	gene
ENSG00000067064	10	1039152	1049170	p15.3	IDI1	1	0	53	-0.159051137823584	5.9293072027154	0.00963857565077378	0.0112019225926851	4.4804047187016	3235.5178267516	11.6130050914563	62.9098153266028	gene
ENSG00000067369	15	43403061	43510728	q15.3	TP53BP1	0	0	526	0.575397150691671	6.01569223628308	1.20381149481196e-55	5.36617418414177e-55	Inf	3396.4494620741	11.6994537973342	66.006997518039	gene
ENSG00000067900	18	20946906	21111851	q11.1	ROCK1	0	0	26	-0.1617290601138	6.52573005085129	4.81282929808496e-7	6.6073120800988e-7	14.229918063591	4843.11892925381	12.2097547233688	94.1456891100115	gene
ENSG00000068097	17	60043194	60078931	q23.1	HEATR6	0	0	194	0.522895535688415	4.58133493332728	3.1552177542504e-38	9.26529149422201e-38	Inf	1265.88050126644	10.2635786875206	24.6355878537974	gene
ENSG00000068383	10	132537820	132783480	q26.3	INPP5A	1	0	653	-0.105471975468204	5.07629363105937	1.02983911765898e-4	1.30376028942501e-4	8.94495736796941	1763.73352178838	10.7592572973118	34.2690384895826	gene
ENSG00000068394	X	49113389	49123801	p11.23	GPKOW	1	0	128	0.218959136289025	5.10132998918996	1.11735518190872e-27	2.5736153569298e-27	Inf	1774.64121795305	10.7843379019937	34.5104351366594	gene
ENSG00000069248	1	229440260	229508341	q42.13	NUP133	1	0	222	0.469282557635433	6.51657595015291	1.26194984510107e-65	7.07141388230466e-65	Inf	4756.41470385237	12.200603555808	92.5193024609779	gene
ENSG00000069345	16	46955362	46973788	q11.2	DNAJA2	1	0	105	-0.314092306006518	6.37579524811119	9.95957003384702e-17	1.78188895760076e-16	36.0436533891172	4418.12346793098	12.0597470589693	85.8657082286516	gene
ENSG00000070047	11	576486	612222	p15.5	PHRF1	1	0	74	0.286337635787617	5.7908203498385	4.44514531547874e-28	1.03372482802441e-27	Inf	2881.89346543321	11.4744428894479	56.0626636084763	gene
ENSG00000070413	22	19036282	19122454	q11.21	DGCR2	1	0	165	0.259189024973609	7.1127796217215	9.18311647371275e-21	1.81109725903418e-20	Inf	7233.05403664591	12.7970137957637	140.620761888416	gene
ENSG00000070718	8	42152946	42171673	p11.21	AP3M2	0	0	64	0.382515410111392	5.1411254822642	5.24674577590795e-11	8.09955187291933e-11	23.2366269799058	2037.24987305488	10.8240692263413	39.6123378527265	gene
ENSG00000070831	1	22052627	22092946	p36.12	CDC42	1	0	669	0.334248145432875	8.06838565373617	1.71613110003178e-35	4.71781225866287e-35	Inf	13980.9782529486	13.752818626369	271.938983973715	gene
ENSG00000071189	7	17790761	17940501	p21.1	SNX13	1	0	140	0.253538452873467	6.03608325023651	2.11772863924037e-14	3.56875123115206e-14	30.9653594465471	3451.33362483875	11.7198588896231	67.1130743290431	gene
ENSG00000072840	4	5711197	5814305	p16.2	EVC	0	0	151	-0.198403295069358	4.84325789805627	3.26048215831663e-6	4.35633884976229e-6	12.3438742103685	1535.61258692615	10.5258778379324	29.8464016536091	gene
ENSG00000073050	19	43543040	43580473	q13.31	XRCC1	0	0	184	0.475138036521846	5.50966022982514	8.51737587607103e-52	3.4609909722137e-51	Inf	2376.6892482616	11.1930608968258	46.238249312644	gene
ENSG00000073169	22	50200979	50217616	q13.33	SELENOO	0	0	165	0	4.58248986199964	0	0	0	1251.62389848052	10.2647586509272	24.3481613032657	gene
ENSG00000073614	12	280129	389454	p13.33	KDM5A	0	0	152	0.112851536272141	6.34539547902272	9.93253013409668e-7	1.34849865079181e-6	13.5165173464282	4227.12195224512	12.0293452313164	82.1870209585161	gene
ENSG00000074071	16	1771890	1773155	p13.3	MRPS34	1	0	145	0.984901716701763	6.93513445971595	7.71676532010256e-133	3.52342149032065e-131	Inf	6372.07314501749	12.619316234968	123.911079632006	gene
ENSG00000074201	11	77514936	77637805	q14.1	CLNS1A	1	0	76	0.690336555566794	6.23615838410309	4.64426633222212e-40	1.42871649080942e-39	Inf	4155.82786968064	11.9200269164288	80.814956120653	gene
ENSG00000074219	19	49340595	49362457	q13.33	TEAD2	0	1	2	-0.502545647123439	5.33902637950769	1.3726510588692e-15	2.38852505723404e-15	33.6457581163188	2266.0871705488	11.0221486125208	44.1505958256213	gene
ENSG00000074266	11	86244544	86278813	q14.2	EED	1	0	5	0	4.30361136713206	0	0	0	1032.60527921732	9.98537184073611	20.0878204063733	gene
ENSG00000074319	11	18468336	18527232	p15.1	TSG101	1	0	74	0.450686969549675	6.44616336803756	1.00598083228005e-50	3.98047199738149e-50	Inf	4551.32970110971	12.1301578943574	88.5178332612797	gene
ENSG00000074603	15	65442463	65517704	q22.31	DPP8	0	0	526	-0.124541120971863	5.83340629134912	8.61200746889175e-6	1.13504094067328e-5	11.386245393139	2988.34586383375	11.5170563676123	58.1192170852625	gene
ENSG00000075188	12	102073103	102120124	q23.2	NUP37	0	0	163	0.360606232131158	4.34452555717066	8.88833332278593e-39	2.64384990780936e-38	Inf	1055.3129957209	10.0263838373113	20.5330481079623	gene
ENSG00000075240	22	46576012	46679790	q13.31	GRAMD4	1	0	165	0.359444812892438	5.3459594603125	2.16264653560279e-20	4.22032438402518e-20	Inf	2153.92301263472	11.0291885625655	41.8939085975839	gene
ENSG00000075336	18	74148511	74160530	q22.3	TIMM21	1	0	26	-0.287548257818283	4.18534014144204	1.2285760894335e-15	2.14065370391964e-15	33.7923615905107	959.021160131751	9.86682941908363	18.6565478892185	gene
ENSG00000076043	11	114439386	114450279	q23.2	REXO2	0	0	90	-0.4496070199434	5.25997081658295	1.26159224777706e-29	3.05304902095389e-29	Inf	2022.58090005419	10.943117193318	39.3747573086856	gene
ENSG00000076053	11	114400030	114414203	q23.2	RBM7	1	0	90	-0.834969991423714	4.29945982745797	3.51086859497509e-77	2.65497973059924e-76	Inf	1034.81418037331	9.98119496981754	20.1478275233211	gene
ENSG00000077147	10	96518109	96587452	q24.1	TM9SF3	1	0	653	-0.279754322920195	8.97435605895302	1.39023632375083e-18	2.59341159298486e-18	Inf	26371.846281574	14.6588866837768	512.574470422665	gene
ENSG00000077235	16	27459555	27549913	p12.1	GTF3C1	1	0	153	1.00225817481492	7.25373828009411	3.17448656458914e-120	8.71869421932889e-119	Inf	7994.26924865621	12.9380100796976	155.457570782056	gene
ENSG00000077254	1	77695987	77759852	p31.1	USP33	1	0	154	-0.163721268580882	6.48181017892494	7.74646021380685e-7	1.05683147884023e-6	13.7602342403656	4720.33311575273	12.1658147297069	91.7568761874173	gene
ENSG00000077458	11	95768942	95790409	q21	FAM76B	0	0	5	-0.224830142855054	4.43842232329111	3.77443284166963e-12	6.00738299431781e-12	25.8380262790343	1140.86931210997	10.1204384061247	22.1727107911493	gene
ENSG00000077549	1	19338776	19485539	p36.13	CAPZB	1	0	69	0.535293409834367	7.72537563839497	3.68966109740264e-66	2.09345961285009e-65	Inf	11039.8711919473	13.4097520540193	214.714028558093	gene
ENSG00000077721	X	119574467	119591083	q24	UBE2A	1	0	1	0.166669940523062	6.37272355048548	1.6560269754261e-12	2.66473979347609e-12	26.650908130483	4309.18419059184	12.0566867431526	83.8204981618017	gene
ENSG00000078043	18	46803224	46920160	q21.1	PIAS2	0	0	26	0.480540961783425	4.72591894770805	5.1858754266758e-29	1.2339365596861e-28	Inf	1406.09199643474	10.4083755145002	27.3747494912377	gene
ENSG00000078061	X	47561100	47571920	p11.3	ARAF	1	0	515	0	6.44521849593086	0	0	0	4542.76367779266	12.1292126165022	88.3245885507055	gene
ENSG00000078140	4	39698044	39782792	p14	UBE2K	1	0	83	0.504092683187867	6.74027220693069	1.72804486953957e-71	1.11909268195596e-70	Inf	5557.57058413068	12.4243888675843	108.084762200222	gene
ENSG00000078142	18	41955206	42087830	q12.3	PIK3C3	1	0	26	0.206165139400066	5.76644365487303	4.68626516584018e-11	7.24668824897123e-11	23.3478909153187	2857.10284751192	11.4500407010022	55.5897665472505	gene
ENSG00000078246	12	2877223	2941140	p13.33	TULP3	0	0	312	-0.300733993247431	4.62894742413179	2.41271589792969e-27	5.5064096352309e-27	Inf	1286.70149800902	10.3113051844331	25.0222215569883	gene
ENSG00000078668	8	42391624	42405897	p11.21	VDAC3	1	0	64	0.201406239551835	6.92679142076454	3.26132582574157e-5	4.21092149882101e-5	10.0752018477942	6721.86585026474	12.610950841988	130.638871451913	gene
ENSG00000078902	11	1274371	1309654	p15.5	TOLLIP	1	0	74	0.248399880392434	6.1795171019572	1.35777115520305e-18	2.53415598973681e-18	Inf	3786.79921757604	11.8633782959488	73.6796145393738	gene
ENSG00000079134	18	214520	268050	p11.32	THOC1	0	0	26	0.338705737234328	5.12859585479436	1.05245095853208e-24	2.27055823130025e-24	Inf	1835.97794005077	10.8116100415055	35.7211386015366	gene
ENSG00000079459	8	11795573	11839309	p23.1	FDFT1	1	0	346	-0.183419867914267	6.88391223336591	2.55347139076375e-4	3.1855667048711e-4	8.05139156204337	6384.5253159337	12.5680581477497	124.16836019632	gene
ENSG00000079616	16	29790719	29805385	p11.2	KIF22	0	0	145	0.8893350136307	6.16265334235359	4.22979103254202e-108	7.36726779843721e-107	Inf	3738.39592733109	11.8465054816108	72.7510841112425	gene
ENSG00000079974	22	50767501	50783663	q13.33	RABL2B	0	0	165	0.191314633319967	4.68703333865713	8.05898653365026e-10	1.20055342824263e-9	20.5404831898999	1350.50541435037	10.3694651303803	26.2591556872808	gene
ENSG00000080603	16	30698209	30741409	p11.2	SRCAP	0	1	145	0.472444629918993	7.71815515885555	6.51853748899933e-57	2.98857496407274e-56	Inf	10986.307490773	13.4025302095708	213.719308098409	gene
ENSG00000080608	9	2720469	2844241	p24.2	PUM3	0	0	233	0	4.66213167082087	0	0	0	1325.43822748199	10.3445257312345	25.7904264061937	gene
ENSG00000081019	1	113761832	113812476	p13.2	RSBN1	0	0	534	0	5.36586405069283	0	0	0	2155.20654238572	11.0491311202202	41.9468592394372	gene
ENSG00000081870	1	53916574	53945929	p32.3	HSPB11	0	0	7	0.548241145785893	4.15805199124132	2.24524246738402e-41	7.1251127982715e-41	Inf	941.547850727298	9.83947262679698	18.3233086556993	gene
ENSG00000081913	18	62715450	62980433	q21.33	PHLPP1	0	0	26	-0.404938348044417	4.85670260605433	8.11014083261193e-15	1.38133888457549e-14	31.9165190040721	1571.89680710466	10.5392995353789	30.5783205543832	gene
ENSG00000081923	18	57646426	57803315	q21.31	ATP8B1	0	0	26	1.4725936906046	6.84678302616008	1.42268439165224e-94	1.7117152023919e-93	Inf	6303.13488679448	12.530913838584	122.515475954419	gene
ENSG00000082213	5	31532266	31555058	p13.3	C5orf22	0	0	418	0.428229801145122	5.10619963589736	3.11737972185013e-36	8.7274572715781e-36	Inf	1808.55093318726	10.7891875115562	35.1771907864858	gene
ENSG00000082458	X	70444861	70505490	q13.1	DLG3	0	0	156	1.18289541222215	6.40978837406618	9.25817545279592e-136	4.8029688711028e-134	Inf	4444.93587428365	12.0937648123206	86.4206719195198	gene
ENSG00000082701	3	119821323	120094417	q13.33	GSK3B	1	0	211	0.65216978455674	7.38470844701202	3.55175116940905e-64	1.92828381192898e-63	Inf	8762.85769061601	13.069010768884	170.558731586456	gene
ENSG00000083093	16	23603160	23641310	p12.2	PALB2	0	0	145	0.517480147831622	4.18123335960741	6.03982099367025e-60	2.96843358446123e-59	Inf	942.309915909026	9.86275988677795	18.3342613975679	gene
ENSG00000083168	8	41929479	42052026	p11.21	KAT6A	0	0	64	0.389754385597251	6.79157332753631	2.9848805865713e-12	4.76382860403937e-12	26.0699636965493	6435.01725080246	12.4756804136287	124.986400675762	gene
ENSG00000084112	12	108778192	108857590	q24.11	SSH1	0	0	163	-0.0680296389780052	5.75473006474421	0.00119006257340848	0.00144117852137837	6.54085186447345	2798.15822528459	11.4383311138412	54.4358909450029	gene
ENSG00000084444	12	13044284	13142521	p13.1	FAM234B	0	0	157	1.91819232829537	6.65477653377907	5.8757708997214e-67	3.40455996807716e-66	Inf	6179.57899881207	12.3387453741889	120.219971966275	gene
ENSG00000084463	12	14784579	14803540	p12.3	WBP11	1	0	672	0.217841270947821	7.80092855527526	1.1211414166812e-6	1.51913507442836e-6	13.3973678959279	12126.6064076651	13.4853099089343	235.326059274046	gene
ENSG00000084652	1	32179686	32198285	p35.2	TXLNA	1	0	38	0.0675808663614146	6.94039644605256	0.001440022446944	0.00173806578527914	6.35324282374247	6372.20461516553	12.6245816090138	123.946000134164	gene
ENSG00000085415	18	12947133	12987536	p11.21	SEH1L	1	0	26	0.0948185806666265	5.17689010016975	0.00308992848154518	0.00367279501042004	5.60312276727001	1905.22437194102	10.8599548355692	37.0335471519373	gene
ENSG00000085433	1	108970214	109042113	p13.3	WDR47	0	0	534	0	4.1851770425934	0	0	0	954.33725173151	9.86668378012791	18.558968954344	gene
ENSG00000085644	16	3129777	3142805	p13.3	ZNF213	0	1	145	0.654736642522034	5.59210743996577	8.07964417699298e-81	6.79121775945392e-80	Inf	2513.77216054654	11.2755784410422	48.8915801689373	gene
ENSG00000085788	8	38225218	38275558	p11.23	DDHD2	0	0	64	-0.235804984530682	5.79934386267167	8.33071788189371e-6	1.09846780197257e-5	11.4189981787208	3086.77760796249	11.4829201003262	59.9936433316932	gene
ENSG00000085872	19	16517889	16542530	p13.11	CHERP	1	0	115	0.192607528240259	5.80631748968204	3.65147369059565e-16	6.45237824413154e-16	34.945041100449	2908.04042157833	11.4899511383953	56.5718168149751	gene
ENSG00000085978	2	233210051	233295674	q37.1	ATG16L1	1	0	159	0.76211298875305	5.78557435825023	3.23072137699926e-67	1.88935196810858e-66	Inf	2915.35072338313	11.4691771319886	56.684426172214	gene
ENSG00000085998	1	46188682	46220305	p34.1	POMGNT1	1	0	38	0.452372963890626	6.6086872730397	2.97910897778768e-50	1.16445107600591e-49	Inf	5091.0370357339	12.2927511754696	99.0133552678371	gene
ENSG00000086232	7	6022244	6059230	p22.1	EIF2AK1	1	0	140	0.873212742113936	7.91558853371658	2.29349305942943e-108	4.02864302696379e-107	Inf	12611.9859958234	13.5999974229516	245.180786412823	gene
ENSG00000086475	10	13317424	13348298	p13	SEPHS1	1	0	53	-0.0559255925694581	5.95320825336417	0.0103307707432517	0.011990984421638	4.41153675356031	3216.98453813389	11.6369418172877	62.5740649767676	gene
ENSG00000086504	16	366969	371289	p13.3	MRPL28	1	0	145	0.347218919084575	6.40134803926331	1.58539740104618e-37	4.57568135249102e-37	Inf	4402.22775194849	12.0853229114012	85.6362481434696	gene
ENSG00000086619	1	236215555	236281985	q42.3	ERO1B	0	0	89	0	4.45968411976209	0	0	0	1391.88651147335	10.1412887448462	27.0426204741184	gene
ENSG00000086712	X	16786427	16844519	p22.2	TXLNG	1	0	503	-0.272322013469942	5.06424787029573	6.82419882463367e-16	1.19754429907551e-15	34.3389052968787	1758.06975941985	10.7471867115221	34.2202887464272	gene
ENSG00000086827	11	113733187	113773811	q23.2	ZW10	1	0	90	0	4.15166318036998	0	0	0	934.366148771904	9.83307688494135	18.1875277787065	gene
ENSG00000086848	11	111782195	111871581	q23.1	ALG9	1	0	90	-0.537094669087973	2.6831909106471	5.5762716652017e-39	1.66896104388191e-38	Inf	337.654744637842	8.35886636756308	6.57309516628864	gene
ENSG00000087053	11	95832882	95925315	q21	MTMR2	0	0	5	-0.293647400919047	5.21125878440697	1.00367352488264e-19	1.92719164223286e-19	Inf	1944.6093653836	10.8943631010705	37.83705821177	gene
ENSG00000087111	17	28553383	28571872	q11.2	PIGS	1	0	123	-0.0617011524106005	6.42468864158398	0.0427331537918752	0.0479435445301605	2.9886001719248	4519.16982806523	12.1086694169546	87.8156826765828	gene
ENSG00000087157	17	78378640	78425114	q25.3	PGS1	0	0	77	0.0746547860425283	4.69880444569021	0.0014740245971208	0.0017782157041779	6.33036503220714	1349.29866259541	10.3812729969783	26.2356225729595	gene
ENSG00000087191	17	63827152	63832026	q23.3	PSMC5	1	0	194	0.125810722852038	7.56636425166154	1.90296083599665e-5	2.47648400829127e-5	10.6060608841792	9923.47915429301	13.2507076898523	193.121215562439	gene
ENSG00000087274	4	2843857	2930076	p16.3	ADD1	0	0	83	-0.15448395219863	7.9903622058339	8.70960701812114e-14	1.44650432564871e-13	29.5643759925521	13182.3485819706	13.6747846538208	256.38518832731	gene
ENSG00000087502	12	29337352	29381189	p11.22	ERGIC2	1	0	147	0.362236571766398	6.03925344082861	1.45982303234909e-29	3.52510486657002e-29	Inf	3441.67563619568	11.7230332371951	66.9137624892658	gene
ENSG00000087884	11	77821109	77918432	q14.1	AAMDC	0	0	76	-0.172108693681034	3.84540328881373	0.004263213714791	0.00503761574886806	5.28577202721962	805.577155621275	9.52584427032904	15.661472225654	gene
ENSG00000088298	20	35115357	35147364	q11.22	EDEM2	0	0	277	0.44434085179987	4.96605005482749	5.38532008133607e-45	1.86699695466487e-44	Inf	1632.561045321	10.6488789529523	31.7514935317441	gene
ENSG00000088812	20	3471040	3651122	p13	ATRN	1	0	254	0.205693142149351	7.16318473049979	1.46408795195222e-13	2.41936397037978e-13	29.0501792347322	7492.19649992346	12.847432897244	145.64133323567	gene
ENSG00000088833	20	1442162	1473842	p13	NSFL1C	1	0	254	-0.0644455375312501	6.3165424550087	0.00465555506716529	0.00549360052520385	5.1986626592127	4143.80865028938	12.0004775975725	80.6387242869711	gene
ENSG00000088876	20	2481817	2524702	p13	ZNF343	1	1	254	0	3.64491979461026	0	0	0	653.816526457872	9.32501079728658	12.7194271350888	gene
ENSG00000088888	20	3846799	3876123	p13	MAVS	1	0	254	-0.314775354694551	7.02709080604917	1.84396026499202e-21	3.702244538146e-21	Inf	6848.75379023144	12.711297875669	133.243387093121	gene
ENSG00000088930	20	21303304	21389827	p11.22	XRN2	0	0	254	0.342758612304784	7.5562513222128	6.66061788699525e-28	1.54175249154597e-27	Inf	9844.53699800027	13.2405935405035	191.446150166164	gene
ENSG00000089006	20	17941597	17968980	p11.23	SNX5	1	0	254	-0.301642150707919	6.54505769200362	1.52888135814459e-22	3.14065125997513e-22	Inf	4890.00674396092	12.2290923287727	95.1203527677133	gene
ENSG00000089022	12	111841978	111902238	q24.12	MAPKAPK5	1	0	163	0.204513338090629	5.18130115826892	1.13968921276599e-14	1.93409094449232e-14	31.5777452704626	1890.65235010032	10.8643817889415	36.7849460042956	gene
ENSG00000089048	20	13714322	13784886	p12.1	ESF1	1	0	254	0	4.2245585586788	0	0	0	981.060380305925	9.90614829595847	19.0890090793187	gene
ENSG00000089053	12	121308245	121399896	q24.31	ANAPC5	1	0	163	0.236378482121804	6.97227365643005	3.54959197124763e-19	6.72735291237897e-19	Inf	6545.83844450239	12.6564664666451	127.290129934894	gene
ENSG00000089063	20	5068232	5113103	p12.3	TMEM230	1	0	254	0.12245102782692	6.92294316152924	1.92295233803819e-5	2.50160094739931e-5	10.5959695427679	6354.28763952438	12.6071188583113	123.592346658417	gene
