community_id	diameter
398	233566
400	374335
402	330020
403	29538488
404	140335
405	268803
406	62704
67	202916
410	128894
411	140880
412	96722
413	130937
415	5831661
416	120737
75	177629
417	66951
111	104324
104	98552
419	101379
420	2776156
196	205304
422	286840
424	72823
136	42928
427	39274
428	48687
429	108347
430	82167
431	52375
84	33626
119	1862741
135	225447
435	204439
436	64288
437	102976
438	198584
65	1182758
440	1204918
441	126876
113	84957
442	12610
443	254406
444	171016
71	236063
446	142690
447	40796
173	494669
93	4537316
449	169649
450	78375
451	312542
452	656303
453	75997
454	178132
455	313997
456	177333
457	36490
458	22143
459	304060
460	55714
255	789513
461	328441
462	144365
463	450330
464	81080
466	430753
282	120544
101	195889
469	457902
471	37777
73	207923
472	244357
473	4678921
475	65406
476	33500
477	112775
478	158080
479	66140
382	23187411
480	7848
482	1413280
483	124650
485	17742
486	430771
487	48705
80	941458
488	276914
489	104580
490	438850
78	9343
491	52888
492	210199
493	30909
495	15331
497	14044
500	85881
253	132728
501	6828
502	55015
504	82426
505	119419
507	33108
407	296484
511	613717
513	160955
467	284748
516	226041
517	103676
518	694821
519	530684
520	70843
521	62503
522	51514
523	114949
524	15442
525	895078
319	98217
527	487266
528	28517
97	265110
530	991012
531	244546
533	873930
535	44321
541	7772882
536	281099
474	252435
537	458245
538	217739
539	381574
540	168009
681	2141654
499	243672
542	42117
543	21615
506	3728530
168	51220
545	586470
548	121039
118	68171
550	7641
552	22490
553	254247
554	40561
556	216605
557	436041
558	64904
559	364246
560	52822
561	15596
562	11019
563	30093
564	25317
565	13788
133	17303
566	127510
567	15322
568	134666
569	44780
570	207978
571	139643
484	154743
572	10100
573	126367
574	19359
577	623507
578	353673
579	44501
580	85279633
581	77581
582	149998
588	1074466
583	53992
112	44837
529	175433
584	179476
98	92512
116	27168709
585	3491
586	49963
587	23113
589	116412
590	382229
591	101171
592	69968
593	69797
594	290949
137	398456
595	854105
597	28705173
598	90896
599	76008
600	184846
601	60189
602	410466
603	126031
605	56391
606	301226
607	41364
609	144977
610	39746
611	30478
109	31692
612	788558
613	303248
614	83620
615	14791
616	75988
103	30897
617	58552
618	33710
619	1241085
620	11450
621	182410
622	217492
623	141948
624	48856
625	42137
626	258846
627	154402
628	90039
629	53615
630	107090
632	100459
633	258430
634	79216
635	8278
636	402619
637	53368
638	47492
639	29851
640	34967
114	79946
641	12302
642	116789
643	726599
343	18499
644	77654
645	107292
646	175613
647	388760
648	95285
649	373142
650	11206
651	489491
652	112769
654	87013
655	276651
125	59646
656	9283
657	59785
658	93562
659	125771
660	39332
661	41929
662	94669
130	317044
663	53843
664	153492
665	145491
666	23807
667	69810
668	85829
670	9083
127	32163
671	26513
673	38631
129	156461
674	315687
675	174018
356	92371
676	130591
677	15623
679	37274
680	122496
682	59345
683	106306
684	244522
132	17115
685	346193
686	337567
551	16328
688	37440
689	155062
690	1213578
245	91330
691	58845
692	2615052
693	2606906
694	30239
695	155086
696	32588
697	250765
699	36622964
700	312372
701	1185375
702	198778
