com_id	pg_gene	chr	order	size	cond
158	ENSG00000121058	17	8	9	luma
132	ENSG00000198663	6	9	9	luma
138	ENSG00000158480	20	8	9	luma
128	ENSG00000183520	1	9	9	luma
178	ENSG00000176293	19	7	9	luma
182	ENSG00000164403	5	5	9	luma
176	ENSG00000186081	12	6	9	luma
172	ENSG00000077549	1	6	8	luma
133	ENSG00000152944	12	8	8	luma
174	ENSG00000011600	1	6	8	luma
126	ENSG00000047315	4	9	8	luma
147	ENSG00000168394	6	7	8	luma
162	ENSG00000117133	1	6	8	luma
159	ENSG00000089775	14	9	8	luma
146	ENSG00000106723	9	8	8	luma
156	ENSG00000132341	12	7	8	luma
130	ENSG00000156875	1	9	8	luma
185	ENSG00000145050	3	7	8	luma
154	ENSG00000144645	3	7	8	luma
197	ENSG00000197757	12	5	8	luma
127	ENSG00000198521	19	9	8	luma
140	ENSG00000011485	19	8	7	luma
141	ENSG00000129354	19	8	7	luma
136	ENSG00000121579	3	8	7	luma
186	ENSG00000197586	20	8	7	luma
160	ENSG00000183354	9	7	7	luma
164	ENSG00000113851	3	7	7	luma
223	ENSG00000172939	3	7	7	luma
135	ENSG00000054116	1	8	7	luma
180	ENSG00000119414	9	6	7	luma
161	ENSG00000143543	1	7	7	luma
163	ENSG00000127616	19	7	7	luma
198	ENSG00000133134	X	5	7	luma
211	ENSG00000167863	17	6	7	luma
204	ENSG00000106682	7	5	6	luma
179	ENSG00000078246	12	6	6	luma
150	ENSG00000134287	12	7	6	luma
256	ENSG00000120699	13	6	6	luma
246	ENSG00000172465	X	4	6	luma
215	ENSG00000141542	17	5	6	luma
217	ENSG00000178229	19	6	6	luma
205	ENSG00000197937	19	5	6	luma
355	ENSG00000005812	13	5	5	luma
265	ENSG00000013375	6	4	5	luma
165	ENSG00000025800	1	6	5	luma
184	ENSG00000063046	12	6	5	luma
170	ENSG00000180182	X	6	5	luma
181	ENSG00000125991	20	6	5	luma
187	ENSG00000104343	8	6	5	luma
210	ENSG00000105723	19	5	5	luma
216	ENSG00000133193	17	6	5	luma
177	ENSG00000116138	1	6	5	luma
208	ENSG00000163374	1	6	5	luma
202	ENSG00000078618	1	5	5	luma
237	ENSG00000107371	9	4	5	luma
183	ENSG00000198874	7	6	5	luma
252	ENSG00000146731	7	5	5	luma
171	ENSG00000231767	1	6	5	luma
220	ENSG00000143252	1	6	5	luma
168	ENSG00000197635	7	6	5	luma
207	ENSG00000058262	3	5	5	luma
169	ENSG00000155097	8	6	5	luma
167	ENSG00000170323	17	6	5	luma
218	ENSG00000181991	15	5	5	luma
206	ENSG00000185453	17	6	5	luma
193	ENSG00000196247	7	5	5	luma
247	ENSG00000204969	5	4	5	luma
201	ENSG00000248383	5	5	5	luma
257	ENSG00000124562	6	5	4	luma
250	ENSG00000077254	1	4	4	luma
267	ENSG00000078140	4	5	4	luma
203	ENSG00000084463	12	5	4	luma
189	ENSG00000101473	20	5	4	luma
270	ENSG00000103494	16	4	4	luma
192	ENSG00000198015	12	5	4	luma
221	ENSG00000152939	5	5	4	luma
214	ENSG00000119013	2	5	4	luma
213	ENSG00000116688	1	5	4	luma
199	ENSG00000119138	9	5	4	luma
258	ENSG00000064989	2	4	4	luma
190	ENSG00000165097	6	5	4	luma
219	ENSG00000167674	19	5	4	luma
195	ENSG00000005486	7	5	4	luma
209	ENSG00000173614	1	5	4	luma
200	ENSG00000132514	1	5	4	luma
262	ENSG00000133250	19	4	4	luma
253	ENSG00000136827	9	5	4	luma
234	ENSG00000065518	3	4	4	luma
255	ENSG00000141562	17	5	4	luma
222	ENSG00000160688	1	5	4	luma
254	ENSG00000143756	1	4	4	luma
212	ENSG00000169230	5	5	4	luma
196	ENSG00000071553	X	5	4	luma
224	ENSG00000151092	3	5	4	luma
277	ENSG00000166454	16	4	4	luma
263	ENSG00000160299	21	4	4	luma
194	ENSG00000185800	19	5	4	luma
188	ENSG00000161813	12	5	4	luma
191	ENSG00000170989	1	5	4	luma
264	ENSG00000237289	15	4	4	luma
273	ENSG00000169733	17	5	4	luma
236	ENSG00000172661	10	4	4	luma
248	ENSG00000186493	16	4	4	luma
266	ENSG00000184227	14	4	4	luma
261	ENSG00000117262	1	4	4	luma
251	ENSG00000196214	19	5	4	luma
243	ENSG00000120158	9	4	3	luma
353	ENSG00000116212	1	3	3	luma
358	ENSG00000082515	5	3	3	luma
241	ENSG00000085872	19	4	3	luma
361	ENSG00000120694	1	4	3	luma
269	ENSG00000151292	5	4	3	luma
278	ENSG00000086619	1	3	3	luma
225	ENSG00000105171	19	4	3	luma
275	ENSG00000009335	7	4	3	luma
272	ENSG00000106993	9	4	3	luma
232	ENSG00000111845	6	4	3	luma
268	ENSG00000096070	6	4	3	luma
360	ENSG00000137628	4	4	3	luma
281	ENSG00000115840	2	3	3	luma
233	ENSG00000116670	1	4	3	luma
244	ENSG00000115956	12	4	3	luma
228	ENSG00000196976	X	4	3	luma
329	ENSG00000100342	22	3	3	luma
274	ENSG00000100983	20	4	3	luma
370	ENSG00000134255	1	3	3	luma
239	ENSG00000134575	11	4	3	luma
368	ENSG00000166477	15	3	3	luma
226	ENSG00000160255	1	4	3	luma
351	ENSG00000141570	17	3	3	luma
230	ENSG00000183513	2	4	3	luma
235	ENSG00000146476	6	4	3	luma
279	ENSG00000148444	10	3	3	luma
367	ENSG00000148950	11	3	3	luma
259	ENSG00000151135	12	4	3	luma
276	ENSG00000162521	1	3	3	luma
286	ENSG00000163840	3	3	3	luma
352	ENSG00000164292	5	3	3	luma
245	ENSG00000168301	3	4	3	luma
271	ENSG00000174807	11	4	3	luma
260	ENSG00000182552	4	3	3	luma
231	ENSG00000177125	9	4	3	luma
242	ENSG00000172061	1	4	3	luma
359	ENSG00000186300	19	4	3	luma
303	ENSG00000114529	3	3	3	luma
229	ENSG00000175105	3	4	3	luma
238	ENSG00000120742	3	4	3	luma
249	ENSG00000183735	12	4	3	luma
240	ENSG00000184545	11	4	3	luma
327	ENSG00000196793	10	3	3	luma
282	ENSG00000196873	9	3	3	luma
305	ENSG00000197620	X	3	3	luma
284	ENSG00000134590	X	3	3	luma
227	ENSG00000204642	6	4	3	luma
301	ENSG00000224389	6	3	3	luma
280	ENSG00000239887	1	3	3	luma
338	ENSG00000214274	14	3	3	luma
300	ENSG00000046651	X	3	2	luma
867	ENSG00000020256	20	3	2	luma
364	ENSG00000072803	5	3	2	luma
322	ENSG00000099330	19	3	2	luma
357	ENSG00000149600	20	3	2	luma
295	ENSG00000102030	X	3	2	luma
328	ENSG00000068308	X	3	2	luma
316	ENSG00000128052	13	3	2	luma
290	ENSG00000077150	10	3	2	luma
381	ENSG00000183207	19	3	2	luma
312	ENSG00000105520	19	3	2	luma
345	ENSG00000105656	19	3	2	luma
296	ENSG00000105669	19	3	2	luma
298	ENSG00000106086	7	3	2	luma
375	ENSG00000002919	17	3	2	luma
379	ENSG00000112282	6	3	2	luma
313	ENSG00000113161	5	3	2	luma
314	ENSG00000115318	2	3	2	luma
283	ENSG00000048991	2	3	2	luma
294	ENSG00000116039	2	3	2	luma
340	ENSG00000116754	1	3	2	luma
326	ENSG00000065183	1	3	2	luma
309	ENSG00000011009	1	3	2	luma
341	ENSG00000117448	1	3	2	luma
366	ENSG00000162910	1	3	2	luma
369	ENSG00000225190	17	3	2	luma
304	ENSG00000160633	19	3	2	luma
863	ENSG00000164610	7	3	2	luma
342	ENSG00000123472	1	3	2	luma
336	ENSG00000244274	20	3	2	luma
866	ENSG00000177732	20	3	2	luma
315	ENSG00000125968	20	3	2	luma
320	ENSG00000104872	19	3	2	luma
317	ENSG00000128050	4	3	2	luma
374	ENSG00000105887	7	3	2	luma
318	ENSG00000163913	3	3	2	luma
348	ENSG00000166788	11	3	2	luma
323	ENSG00000173542	4	3	2	luma
864	ENSG00000196227	20	3	2	luma
297	ENSG00000134815	19	3	2	luma
373	ENSG00000135211	7	3	2	luma
865	ENSG00000135390	12	3	2	luma
302	ENSG00000136718	2	3	2	luma
350	ENSG00000119321	9	3	2	luma
354	ENSG00000139329	12	3	2	luma
319	ENSG00000140254	15	3	2	luma
299	ENSG00000166260	17	3	2	luma
337	ENSG00000185862	17	3	2	luma
285	ENSG00000143727	2	3	2	luma
291	ENSG00000163166	2	3	2	luma
362	ENSG00000145833	5	3	2	luma
346	ENSG00000149599	20	3	2	luma
365	ENSG00000171530	5	3	2	luma
330	ENSG00000156017	9	3	2	luma
376	ENSG00000156671	10	3	2	luma
343	ENSG00000157214	7	3	2	luma
321	ENSG00000158158	2	3	2	luma
339	ENSG00000162073	16	3	2	luma
310	ENSG00000163257	4	3	2	luma
344	ENSG00000166455	16	3	2	luma
324	ENSG00000049540	17	3	2	luma
347	ENSG00000074842	19	3	2	luma
371	ENSG00000170855	12	3	2	luma
292	ENSG00000167554	19	3	2	luma
331	ENSG00000168765	1	3	2	luma
293	ENSG00000125148	16	3	2	luma
349	ENSG00000170471	20	3	2	luma
356	ENSG00000171659	X	3	2	luma
287	ENSG00000213088	1	3	2	luma
288	ENSG00000174348	1	3	2	luma
332	ENSG00000156170	8	3	2	luma
377	ENSG00000177542	11	3	2	luma
378	ENSG00000177666	11	3	2	luma
325	ENSG00000115232	2	3	2	luma
289	ENSG00000144648	3	3	2	luma
311	ENSG00000123836	1	3	2	luma
334	ENSG00000171943	1	3	2	luma
363	ENSG00000213339	19	3	2	luma
307	ENSG00000213719	6	3	2	luma
335	ENSG00000215788	1	3	2	luma
380	ENSG00000243896	7	3	2	luma
308	ENSG00000244242	11	3	2	luma
306	ENSG00000265190	10	3	2	luma
333	ENSG00000275395	1	3	2	luma
372	ENSG00000275464	21	3	2	luma
386	ENSG00000001461	1	2	1	luma
387	ENSG00000035928	4	2	1	luma
383	ENSG00000055147	5	2	1	luma
646	ENSG00000056736	3	2	1	luma
388	ENSG00000065057	16	2	1	luma
861	ENSG00000068394	X	2	1	luma
389	ENSG00000072840	4	2	1	luma
390	ENSG00000073614	12	2	1	luma
860	ENSG00000074219	19	2	1	luma
391	ENSG00000077235	16	2	1	luma
382	ENSG00000077721	X	2	1	luma
384	ENSG00000082458	X	2	1	luma
392	ENSG00000084444	12	2	1	luma
393	ENSG00000085978	2	2	1	luma
394	ENSG00000090539	3	2	1	luma
911	ENSG00000092470	15	2	1	luma
395	ENSG00000099810	9	2	1	luma
396	ENSG00000100304	22	2	1	luma
858	ENSG00000100345	22	2	1	luma
878	ENSG00000100448	14	2	1	luma
887	ENSG00000100580	14	2	1	luma
397	ENSG00000100982	20	2	1	luma
398	ENSG00000101811	X	2	1	luma
385	ENSG00000101882	X	2	1	luma
399	ENSG00000101997	X	2	1	luma
487	ENSG00000102081	X	2	1	luma
400	ENSG00000102181	X	2	1	luma
401	ENSG00000102312	X	2	1	luma
862	ENSG00000102316	X	2	1	luma
650	ENSG00000102882	16	2	1	luma
652	ENSG00000103876	15	2	1	luma
859	ENSG00000104047	15	2	1	luma
402	ENSG00000104953	19	2	1	luma
517	ENSG00000105341	19	2	1	luma
653	ENSG00000105974	7	2	1	luma
654	ENSG00000106025	7	2	1	luma
655	ENSG00000106052	7	2	1	luma
403	ENSG00000106565	7	2	1	luma
656	ENSG00000106605	7	2	1	luma
657	ENSG00000107262	9	2	1	luma
871	ENSG00000107819	10	2	1	luma
578	ENSG00000107949	10	2	1	luma
872	ENSG00000107960	10	2	1	luma
902	ENSG00000108395	17	2	1	luma
515	ENSG00000108439	17	2	1	luma
909	ENSG00000110013	11	2	1	luma
404	ENSG00000111203	12	2	1	luma
659	ENSG00000111664	12	2	1	luma
647	ENSG00000111671	12	2	1	luma
648	ENSG00000111684	12	2	1	luma
660	ENSG00000111785	12	2	1	luma
661	ENSG00000111907	6	2	1	luma
662	ENSG00000112146	6	2	1	luma
520	ENSG00000112200	6	2	1	luma
405	ENSG00000112210	6	2	1	luma
406	ENSG00000112234	6	2	1	luma
407	ENSG00000112304	6	2	1	luma
408	ENSG00000112769	6	2	1	luma
409	ENSG00000112796	6	2	1	luma
410	ENSG00000112983	5	2	1	luma
490	ENSG00000113721	17	2	1	luma
411	ENSG00000114656	3	2	1	luma
663	ENSG00000114757	3	2	1	luma
664	ENSG00000115392	2	2	1	luma
868	ENSG00000115541	2	2	1	luma
665	ENSG00000115598	2	2	1	luma
666	ENSG00000115828	2	2	1	luma
412	ENSG00000115904	2	2	1	luma
667	ENSG00000115993	2	2	1	luma
413	ENSG00000116990	1	2	1	luma
668	ENSG00000117222	1	2	1	luma
414	ENSG00000117408	1	2	1	luma
415	ENSG00000117859	1	2	1	luma
669	ENSG00000118496	6	2	1	luma
670	ENSG00000118503	14	2	1	luma
671	ENSG00000118564	4	2	1	luma
897	ENSG00000118689	6	2	1	luma
416	ENSG00000119723	14	2	1	luma
658	ENSG00000121101	17	2	1	luma
672	ENSG00000121310	1	2	1	luma
417	ENSG00000121316	12	2	1	luma
673	ENSG00000121766	1	2	1	luma
674	ENSG00000121895	4	2	1	luma
675	ENSG00000121905	1	2	1	luma
676	ENSG00000122126	X	2	1	luma
886	ENSG00000122705	9	2	1	luma
677	ENSG00000122861	10	2	1	luma
678	ENSG00000123096	12	2	1	luma
418	ENSG00000124006	2	2	1	luma
419	ENSG00000124383	2	2	1	luma
420	ENSG00000124570	6	2	1	luma
899	ENSG00000125166	16	2	1	luma
898	ENSG00000125356	X	2	1	luma
421	ENSG00000125409	17	2	1	luma
682	ENSG00000126107	1	2	1	luma
422	ENSG00000127083	9	2	1	luma
423	ENSG00000127445	19	2	1	luma
900	ENSG00000127922	1	2	1	luma
424	ENSG00000128271	22	2	1	luma
425	ENSG00000128298	22	2	1	luma
426	ENSG00000128309	22	2	1	luma
427	ENSG00000128346	22	2	1	luma
631	ENSG00000128394	22	2	1	luma
684	ENSG00000128617	7	2	1	luma
428	ENSG00000128710	2	2	1	luma
685	ENSG00000129295	8	2	1	luma
429	ENSG00000129933	19	2	1	luma
430	ENSG00000130311	19	2	1	luma
686	ENSG00000130340	6	2	1	luma
687	ENSG00000130511	19	2	1	luma
892	ENSG00000130559	9	2	1	luma
688	ENSG00000130723	9	2	1	luma
874	ENSG00000130803	19	2	1	luma
689	ENSG00000130822	X	2	1	luma
690	ENSG00000130921	12	2	1	luma
431	ENSG00000131558	7	2	1	luma
432	ENSG00000131791	1	2	1	luma
683	ENSG00000132467	4	2	1	luma
680	ENSG00000132824	20	2	1	luma
433	ENSG00000132879	1	2	1	luma
434	ENSG00000134371	1	2	1	luma
691	ENSG00000134851	4	2	1	luma
692	ENSG00000134853	14	2	1	luma
435	ENSG00000134901	13	2	1	luma
436	ENSG00000134996	9	2	1	luma
693	ENSG00000135740	16	2	1	luma
437	ENSG00000135899	2	2	1	luma
694	ENSG00000135999	2	2	1	luma
438	ENSG00000136261	7	2	1	luma
439	ENSG00000136813	9	2	1	luma
440	ENSG00000136874	9	2	1	luma
441	ENSG00000136875	9	2	1	luma
442	ENSG00000136891	9	2	1	luma
443	ENSG00000137210	6	2	1	luma
444	ENSG00000137414	6	2	1	luma
445	ENSG00000137563	8	2	1	luma
894	ENSG00000137692	11	2	1	luma
908	ENSG00000137713	11	2	1	luma
446	ENSG00000137821	15	2	1	luma
447	ENSG00000138029	2	2	1	luma
448	ENSG00000138381	2	2	1	luma
697	ENSG00000138449	2	2	1	luma
698	ENSG00000138768	4	2	1	luma
449	ENSG00000138785	4	2	1	luma
699	ENSG00000139131	12	2	1	luma
450	ENSG00000139163	12	2	1	luma
700	ENSG00000139168	12	2	1	luma
451	ENSG00000139193	12	2	1	luma
452	ENSG00000139194	12	2	1	luma
453	ENSG00000139351	12	2	1	luma
701	ENSG00000139428	12	2	1	luma
703	ENSG00000139651	12	2	1	luma
454	ENSG00000140280	15	2	1	luma
695	ENSG00000140749	11	2	1	luma
882	ENSG00000140943	16	2	1	luma
895	ENSG00000140992	16	2	1	luma
705	ENSG00000141337	17	2	1	luma
706	ENSG00000141424	18	2	1	luma
455	ENSG00000141642	18	2	1	luma
456	ENSG00000141756	17	2	1	luma
707	ENSG00000142512	19	2	1	luma
457	ENSG00000142687	1	2	1	luma
912	ENSG00000142731	4	2	1	luma
458	ENSG00000143061	1	2	1	luma
459	ENSG00000143164	1	2	1	luma
708	ENSG00000143801	1	2	1	luma
460	ENSG00000144040	2	2	1	luma
709	ENSG00000144224	2	2	1	luma
696	ENSG00000144591	2	2	1	luma
710	ENSG00000144674	3	2	1	luma
461	ENSG00000145029	3	2	1	luma
711	ENSG00000145040	3	2	1	luma
462	ENSG00000145216	4	2	1	luma
463	ENSG00000145428	4	2	1	luma
464	ENSG00000145431	4	2	1	luma
465	ENSG00000145916	5	2	1	luma
466	ENSG00000146433	6	2	1	luma
467	ENSG00000146950	X	2	1	luma
468	ENSG00000147133	X	2	1	luma
712	ENSG00000147231	X	2	1	luma
903	ENSG00000148481	10	2	1	luma
881	ENSG00000148719	10	2	1	luma
713	ENSG00000149091	11	2	1	luma
888	ENSG00000149269	11	2	1	luma
714	ENSG00000149633	20	2	1	luma
715	ENSG00000150593	10	2	1	luma
469	ENSG00000151151	10	2	1	luma
470	ENSG00000151376	11	2	1	luma
471	ENSG00000151748	14	2	1	luma
472	ENSG00000152082	2	2	1	luma
717	ENSG00000152382	1	2	1	luma
473	ENSG00000153107	2	2	1	luma
718	ENSG00000153234	2	2	1	luma
474	ENSG00000153237	2	2	1	luma
475	ENSG00000153291	6	2	1	luma
719	ENSG00000154040	18	2	1	luma
720	ENSG00000154065	18	2	1	luma
476	ENSG00000154262	17	2	1	luma
477	ENSG00000154447	4	2	1	luma
478	ENSG00000154640	21	2	1	luma
721	ENSG00000155269	4	2	1	luma
875	ENSG00000155287	10	2	1	luma
479	ENSG00000155957	12	2	1	luma
508	ENSG00000156831	8	2	1	luma
722	ENSG00000157227	14	2	1	luma
480	ENSG00000157303	9	2	1	luma
890	ENSG00000157450	15	2	1	luma
481	ENSG00000157870	1	2	1	luma
482	ENSG00000158019	2	2	1	luma
483	ENSG00000158234	3	2	1	luma
484	ENSG00000159239	2	2	1	luma
485	ENSG00000159403	12	2	1	luma
486	ENSG00000160055	1	2	1	luma
723	ENSG00000160284	21	2	1	luma
488	ENSG00000160318	19	2	1	luma
915	ENSG00000160746	3	2	1	luma
489	ENSG00000161010	5	2	1	luma
916	ENSG00000161016	8	2	1	luma
724	ENSG00000161791	10	2	1	luma
919	ENSG00000161921	17	2	1	luma
876	ENSG00000161980	16	2	1	luma
651	ENSG00000162004	16	2	1	luma
891	ENSG00000162062	16	2	1	luma
491	ENSG00000162086	16	2	1	luma
492	ENSG00000162654	1	2	1	luma
493	ENSG00000162757	1	2	1	luma
494	ENSG00000162814	1	2	1	luma
495	ENSG00000162817	1	2	1	luma
725	ENSG00000162882	2	2	1	luma
496	ENSG00000162889	1	2	1	luma
726	ENSG00000162894	1	2	1	luma
497	ENSG00000162931	1	2	1	luma
539	ENSG00000163040	2	2	1	luma
727	ENSG00000163220	1	2	1	luma
498	ENSG00000163430	3	2	1	luma
728	ENSG00000163491	3	2	1	luma
729	ENSG00000163539	3	2	1	luma
499	ENSG00000163625	4	2	1	luma
500	ENSG00000163683	4	2	1	luma
501	ENSG00000163728	3	2	1	luma
730	ENSG00000163734	4	2	1	luma
731	ENSG00000163931	3	2	1	luma
732	ENSG00000164023	4	2	1	luma
733	ENSG00000164116	4	2	1	luma
502	ENSG00000164118	4	2	1	luma
734	ENSG00000164125	4	2	1	luma
503	ENSG00000164162	4	2	1	luma
504	ENSG00000164172	5	2	1	luma
505	ENSG00000164344	4	2	1	luma
506	ENSG00000164414	6	2	1	luma
507	ENSG00000164754	8	2	1	luma
735	ENSG00000164823	8	2	1	luma
885	ENSG00000164885	7	2	1	luma
509	ENSG00000165695	9	2	1	luma
510	ENSG00000165714	12	2	1	luma
736	ENSG00000165929	14	2	1	luma
511	ENSG00000166148	11	2	1	luma
512	ENSG00000166228	10	2	1	luma
513	ENSG00000166928	11	2	1	luma
514	ENSG00000167107	17	2	1	luma
516	ENSG00000167207	16	2	1	luma
870	ENSG00000167524	17	2	1	luma
914	ENSG00000167705	17	2	1	luma
518	ENSG00000167759	19	2	1	luma
904	ENSG00000167799	11	2	1	luma
519	ENSG00000167900	17	2	1	luma
880	ENSG00000167930	16	2	1	luma
737	ENSG00000168003	11	2	1	luma
905	ENSG00000168005	11	2	1	luma
627	ENSG00000168066	11	2	1	luma
910	ENSG00000168077	8	2	1	luma
738	ENSG00000168079	6	2	1	luma
521	ENSG00000168255	7	2	1	luma
739	ENSG00000168398	14	2	1	luma
522	ENSG00000168404	16	2	1	luma
740	ENSG00000168447	16	2	1	luma
523	ENSG00000168488	16	2	1	luma
524	ENSG00000168564	4	2	1	luma
525	ENSG00000168758	2	2	1	luma
526	ENSG00000168792	17	2	1	luma
741	ENSG00000168904	15	2	1	luma
527	ENSG00000168938	5	2	1	luma
541	ENSG00000168958	2	2	1	luma
528	ENSG00000169019	4	2	1	luma
742	ENSG00000169035	19	2	1	luma
649	ENSG00000169057	X	2	1	luma
743	ENSG00000169255	3	2	1	luma
529	ENSG00000169291	1	2	1	luma
744	ENSG00000169299	4	2	1	luma
530	ENSG00000169439	8	2	1	luma
531	ENSG00000169764	2	2	1	luma
745	ENSG00000169891	X	2	1	luma
746	ENSG00000169895	X	2	1	luma
747	ENSG00000170166	2	2	1	luma
748	ENSG00000170270	14	2	1	luma
917	ENSG00000170312	10	2	1	luma
749	ENSG00000170417	2	2	1	luma
532	ENSG00000170421	12	2	1	luma
533	ENSG00000170473	12	2	1	luma
750	ENSG00000170500	2	2	1	luma
751	ENSG00000170571	5	2	1	luma
534	ENSG00000170837	3	2	1	luma
752	ENSG00000170917	4	2	1	luma
535	ENSG00000171135	3	2	1	luma
896	ENSG00000171298	17	2	1	luma
536	ENSG00000171824	1	2	1	luma
537	ENSG00000171988	10	2	1	luma
538	ENSG00000172123	17	2	1	luma
753	ENSG00000172428	2	2	1	luma
540	ENSG00000173391	12	2	1	luma
754	ENSG00000173757	17	2	1	luma
