com_id	pg_gene	chr	order	size
21	ENSG00000055147	5	3	2
1	ENSG00000092470	14	3	2
30	ENSG00000005339	16	3	2
2	ENSG00000100911	14	3	2
7	ENSG00000106571	2	3	2
50	ENSG00000100226	16	3	2
52	ENSG00000108389	10	3	2
53	ENSG00000093010	1	3	2
58	ENSG00000000971	1	3	2
13	ENSG00000119965	10	3	2
6	ENSG00000125629	16	3	2
3	ENSG00000127914	19	3	2
72	ENSG00000128709	2	3	2
77	ENSG00000112655	4	3	2
87	ENSG00000122986	12	3	2
91	ENSG00000135929	2	3	2
14	ENSG00000137809	14	3	2
11	ENSG00000139163	9	3	2
9	ENSG00000154380	1	3	2
18	ENSG00000164054	11	3	2
203	ENSG00000168610	11	3	2
204	ENSG00000011009	1	3	2
17	ENSG00000170571	2	3	2
217	ENSG00000151413	11	3	2
219	ENSG00000171634	17	3	2
222	ENSG00000105640	19	3	2
224	ENSG00000163121	2	3	2
12	ENSG00000175203	12	3	2
237	ENSG00000177000	1	3	2
240	ENSG00000178028	1	3	2
241	ENSG00000178573	16	3	2
244	ENSG00000179335	15	3	2
245	ENSG00000179639	1	3	2
250	ENSG00000180884	13	3	2
260	ENSG00000167615	1	3	2
16	ENSG00000185869	19	3	2
284	ENSG00000188647	1	3	2
15	ENSG00000196867	19	3	2
304	ENSG00000198783	15	3	2
305	ENSG00000170633	12	3	2
309	ENSG00000198843	3	3	2
328	ENSG00000206560	17	3	2
337	ENSG00000214160	1	3	2
371	ENSG00000275464	21	3	2
20	ENSG00000078140	17	2	1
22	ENSG00000085998	1	2	1
23	ENSG00000086848	11	2	1
24	ENSG00000099812	16	2	1
26	ENSG00000100083	16	2	1
27	ENSG00000100207	22	2	1
28	ENSG00000100288	19	2	1
29	ENSG00000100359	22	2	1
31	ENSG00000101052	1	2	1
33	ENSG00000101193	1	2	1
34	ENSG00000101336	11	2	1
35	ENSG00000101442	20	2	1
36	ENSG00000102901	16	2	1
38	ENSG00000104218	8	2	1
39	ENSG00000106565	7	2	1
40	ENSG00000108510	17	2	1
41	ENSG00000108523	17	2	1
43	ENSG00000109519	4	2	1
44	ENSG00000110090	11	2	1
47	ENSG00000111344	12	2	1
48	ENSG00000111671	12	2	1
49	ENSG00000112062	6	2	1
51	ENSG00000114391	3	2	1
54	ENSG00000115705	17	2	1
55	ENSG00000115816	2	2	1
56	ENSG00000116095	1	2	1
57	ENSG00000116120	2	2	1
59	ENSG00000117472	1	2	1
61	ENSG00000119487	6	2	1
62	ENSG00000123739	1	2	1
63	ENSG00000123908	1	2	1
64	ENSG00000124207	12	2	1
65	ENSG00000124541	12	2	1
66	ENSG00000125741	17	2	1
68	ENSG00000126249	18	2	1
70	ENSG00000128000	12	2	1
74	ENSG00000130066	19	2	1
75	ENSG00000130520	19	2	1
76	ENSG00000130764	1	2	1
78	ENSG00000131626	11	2	1
79	ENSG00000132780	1	2	1
81	ENSG00000133313	18	2	1
82	ENSG00000134057	1	2	1
83	ENSG00000134371	1	2	1
84	ENSG00000134780	11	2	1
86	ENSG00000134955	1	2	1
88	ENSG00000135596	6	2	1
89	ENSG00000135829	1	2	1
90	ENSG00000135845	1	2	1
92	ENSG00000136051	1	2	1
93	ENSG00000136235	2	2	1
94	ENSG00000136273	4	2	1
95	ENSG00000136810	19	2	1
98	ENSG00000137166	1	2	1
99	ENSG00000137478	11	2	1
100	ENSG00000137868	15	2	1
101	ENSG00000137880	14	2	1
102	ENSG00000139117	12	2	1
103	ENSG00000139324	11	2	1
105	ENSG00000139880	14	2	1
106	ENSG00000139921	14	2	1
107	ENSG00000140254	15	2	1
108	ENSG00000140526	1	2	1
109	ENSG00000140545	15	2	1
111	ENSG00000140853	16	2	1
112	ENSG00000140939	16	2	1
113	ENSG00000141376	1	2	1
115	ENSG00000143337	1	2	1
117	ENSG00000143390	1	2	1
118	ENSG00000143624	1	2	1
119	ENSG00000143774	1	2	1
120	ENSG00000143995	2	2	1
121	ENSG00000144331	14	2	1
122	ENSG00000144647	16	2	1
123	ENSG00000145592	2	2	1
124	ENSG00000145623	2	2	1
125	ENSG00000145741	1	2	1
126	ENSG00000146574	7	2	1
128	ENSG00000147679	18	2	1
129	ENSG00000148200	15	2	1
130	ENSG00000148335	19	2	1
131	ENSG00000148700	10	2	1
132	ENSG00000148832	10	2	1
133	ENSG00000150471	11	2	1
134	ENSG00000150787	11	2	1
135	ENSG00000153317	6	2	1
136	ENSG00000154330	6	2	1
137	ENSG00000154359	20	2	1
138	ENSG00000154429	1	2	1
140	ENSG00000155011	4	2	1
141	ENSG00000155329	14	2	1
143	ENSG00000155849	19	2	1
145	ENSG00000156471	1	2	1
146	ENSG00000156958	15	2	1
147	ENSG00000156976	3	2	1
148	ENSG00000157303	9	2	1
149	ENSG00000157349	16	2	1
150	ENSG00000157450	15	2	1
152	ENSG00000158321	4	2	1
153	ENSG00000158604	2	2	1
155	ENSG00000158711	1	2	1
156	ENSG00000158850	1	2	1
158	ENSG00000159842	17	2	1
159	ENSG00000159884	15	2	1
160	ENSG00000159917	19	2	1
161	ENSG00000160058	1	2	1
162	ENSG00000160062	1	2	1
164	ENSG00000160862	11	2	1
165	ENSG00000161277	12	2	1
166	ENSG00000161526	10	2	1
167	ENSG00000162244	3	2	1
168	ENSG00000162407	1	2	1
169	ENSG00000163220	1	2	1
170	ENSG00000163608	3	2	1
171	ENSG00000163840	3	2	1
172	ENSG00000163848	15	2	1
173	ENSG00000164048	12	2	1
174	ENSG00000164070	18	2	1
175	ENSG00000164099	4	2	1
178	ENSG00000164244	11	2	1
179	ENSG00000164465	13	2	1
180	ENSG00000164647	7	2	1
181	ENSG00000164967	12	2	1
182	ENSG00000164985	10	2	1
183	ENSG00000165102	19	2	1
184	ENSG00000165283	16	2	1
186	ENSG00000165661	10	2	1
187	ENSG00000165810	1	2	1
189	ENSG00000165861	14	2	1
190	ENSG00000165929	14	2	1
191	ENSG00000165995	10	2	1
192	ENSG00000166199	11	2	1
193	ENSG00000166263	1	2	1
194	ENSG00000166794	12	2	1
195	ENSG00000167005	16	2	1
196	ENSG00000167103	12	2	1
197	ENSG00000167601	1	2	1
198	ENSG00000167840	17	2	1
199	ENSG00000168010	1	2	1
200	ENSG00000168026	11	2	1
201	ENSG00000168214	2	2	1
205	ENSG00000168734	2	2	1
206	ENSG00000168894	11	2	1
208	ENSG00000169116	2	2	1
209	ENSG00000169313	16	2	1
210	ENSG00000169446	5	2	1
211	ENSG00000169567	2	2	1
212	ENSG00000169862	3	2	1
214	ENSG00000170606	5	2	1
215	ENSG00000170759	1	2	1
216	ENSG00000170899	6	2	1
221	ENSG00000171793	1	2	1
223	ENSG00000172336	7	2	1
225	ENSG00000172890	11	2	1
226	ENSG00000173230	1	2	1
227	ENSG00000173391	12	2	1
228	ENSG00000173465	11	2	1
229	ENSG00000173559	17	2	1
230	ENSG00000173889	3	2	1
231	ENSG00000173894	17	2	1
232	ENSG00000174370	11	2	1
233	ENSG00000175455	3	2	1
234	ENSG00000175745	5	2	1
235	ENSG00000176293	19	2	1
236	ENSG00000176692	16	2	1
238	ENSG00000177706	6	2	1
239	ENSG00000177989	22	2	1
242	ENSG00000178585	1	2	1
246	ENSG00000180190	3	2	1
249	ENSG00000180818	12	2	1
251	ENSG00000180901	17	2	1
253	ENSG00000182158	1	2	1
254	ENSG00000182175	14	2	1
255	ENSG00000182240	1	2	1
256	ENSG00000182253	15	2	1
257	ENSG00000182287	16	2	1
258	ENSG00000182831	12	2	1
259	ENSG00000183793	16	2	1
261	ENSG00000184203	3	2	1
262	ENSG00000184313	1	2	1
263	ENSG00000184575	12	2	1
266	ENSG00000185345	2	2	1
269	ENSG00000185885	11	2	1
270	ENSG00000185950	13	2	1
271	ENSG00000185973	15	2	1
272	ENSG00000186407	17	2	1
273	ENSG00000186470	6	2	1
275	ENSG00000186523	8	2	1
276	ENSG00000186638	11	2	1
277	ENSG00000187260	7	2	1
278	ENSG00000187391	10	2	1
279	ENSG00000187522	1	2	1
280	ENSG00000187605	2	2	1
281	ENSG00000187790	14	2	1
282	ENSG00000188372	7	2	1
283	ENSG00000188452	2	2	1
285	ENSG00000188766	19	2	1
286	ENSG00000189091	12	2	1
287	ENSG00000196109	19	2	1
288	ENSG00000196365	11	2	1
289	ENSG00000196456	1	2	1
290	ENSG00000196517	1	2	1
291	ENSG00000197024	7	2	1
292	ENSG00000197128	19	2	1
294	ENSG00000197223	2	2	1
295	ENSG00000197283	5	2	1
296	ENSG00000197321	10	2	1
299	ENSG00000197818	14	2	1
300	ENSG00000198019	1	2	1
303	ENSG00000198542	13	2	1
306	ENSG00000198814	14	2	1
307	ENSG00000198824	13	2	1
308	ENSG00000198832	19	2	1
310	ENSG00000198951	22	2	1
311	ENSG00000203326	19	2	1
313	ENSG00000204104	2	2	1
314	ENSG00000204138	1	2	1
315	ENSG00000204219	1	2	1
317	ENSG00000204316	17	2	1
319	ENSG00000204520	6	2	1
320	ENSG00000204525	6	2	1
321	ENSG00000204842	12	2	1
322	ENSG00000204852	1	2	1
323	ENSG00000205133	2	2	1
324	ENSG00000205220	16	2	1
327	ENSG00000205903	7	2	1
329	ENSG00000211460	2	2	1
331	ENSG00000213185	10	2	1
332	ENSG00000213186	3	2	1
333	ENSG00000213366	1	2	1
334	ENSG00000213654	6	2	1
335	ENSG00000213906	14	2	1
336	ENSG00000213977	17	2	1
338	ENSG00000218891	17	2	1
339	ENSG00000221890	22	2	1
341	ENSG00000225921	11	2	1
342	ENSG00000227268	10	2	1
343	ENSG00000228696	17	2	1
344	ENSG00000231500	6	2	1
345	ENSG00000231672	11	2	1
346	ENSG00000237440	19	2	1
347	ENSG00000238083	17	2	1
348	ENSG00000242372	16	2	1
349	ENSG00000243927	21	2	1
350	ENSG00000244482	19	2	1
351	ENSG00000244731	6	2	1
352	ENSG00000248383	5	2	1
353	ENSG00000248712	11	2	1
354	ENSG00000250091	12	2	1
355	ENSG00000253304	1	2	1
356	ENSG00000254413	22	2	1
357	ENSG00000255112	16	2	1
359	ENSG00000257103	17	2	1
360	ENSG00000257315	1	2	1
361	ENSG00000258484	15	2	1
362	ENSG00000259040	6	2	1
363	ENSG00000266472	1	2	1
364	ENSG00000266964	19	2	1
365	ENSG00000269242	19	2	1
366	ENSG00000271425	1	2	1
367	ENSG00000272333	19	2	1
368	ENSG00000275895	21	2	1
369	ENSG00000277117	21	2	1
