com_id	pg_gene	chr	order	size	cond
150	ENSG00000100083	16	2	1	healthy
221	ENSG00000100207	22	2	1	healthy
123	ENSG00000100288	19	2	1	healthy
280	ENSG00000100359	22	2	1	healthy
57	ENSG00000101052	1	2	1	healthy
106	ENSG00000101193	1	2	1	healthy
233	ENSG00000101336	11	2	1	healthy
74	ENSG00000101442	20	2	1	healthy
229	ENSG00000102901	16	2	1	healthy
344	ENSG00000104218	8	2	1	healthy
399	ENSG00000106565	7	2	1	healthy
268	ENSG00000108510	17	2	1	healthy
126	ENSG00000108523	17	2	1	healthy
203	ENSG00000109519	4	2	1	healthy
379	ENSG00000110090	11	2	1	healthy
312	ENSG00000111344	12	2	1	healthy
236	ENSG00000111671	12	2	1	healthy
149	ENSG00000112062	6	2	1	healthy
359	ENSG00000113597	5	2	1	healthy
89	ENSG00000114391	3	2	1	healthy
368	ENSG00000115705	17	2	1	healthy
238	ENSG00000115816	2	2	1	healthy
283	ENSG00000116095	1	2	1	healthy
285	ENSG00000116120	2	2	1	healthy
306	ENSG00000117472	1	2	1	healthy
377	ENSG00000119487	6	2	1	healthy
196	ENSG00000123739	1	2	1	healthy
252	ENSG00000123908	1	2	1	healthy
201	ENSG00000124207	12	2	1	healthy
162	ENSG00000124541	12	2	1	healthy
72	ENSG00000125741	17	2	1	healthy
290	ENSG00000126249	18	2	1	healthy
208	ENSG00000128000	12	2	1	healthy
82	ENSG00000129473	14	2	1	healthy
156	ENSG00000130066	19	2	1	healthy
35	ENSG00000130520	19	2	1	healthy
317	ENSG00000130764	1	2	1	healthy
210	ENSG00000131626	11	2	1	healthy
113	ENSG00000132780	1	2	1	healthy
366	ENSG00000133313	18	2	1	healthy
293	ENSG00000134057	1	2	1	healthy
251	ENSG00000134371	1	2	1	healthy
79	ENSG00000134780	11	2	1	healthy
138	ENSG00000134955	1	2	1	healthy
133	ENSG00000135596	6	2	1	healthy
151	ENSG00000135829	1	2	1	healthy
245	ENSG00000135845	1	2	1	healthy
240	ENSG00000136051	1	2	1	healthy
101	ENSG00000136235	2	2	1	healthy
170	ENSG00000136273	4	2	1	healthy
143	ENSG00000136810	19	2	1	healthy
227	ENSG00000137166	1	2	1	healthy
321	ENSG00000137478	11	2	1	healthy
292	ENSG00000137868	15	2	1	healthy
262	ENSG00000137880	14	2	1	healthy
365	ENSG00000139117	12	2	1	healthy
183	ENSG00000139324	11	2	1	healthy
235	ENSG00000139880	14	2	1	healthy
259	ENSG00000139921	14	2	1	healthy
383	ENSG00000140254	15	2	1	healthy
324	ENSG00000140526	1	2	1	healthy
296	ENSG00000140545	15	2	1	healthy
124	ENSG00000140853	16	2	1	healthy
52	ENSG00000140939	16	2	1	healthy
155	ENSG00000141376	1	2	1	healthy
95	ENSG00000143337	1	2	1	healthy
81	ENSG00000143390	1	2	1	healthy
248	ENSG00000143624	1	2	1	healthy
181	ENSG00000143774	1	2	1	healthy
77	ENSG00000143995	2	2	1	healthy
382	ENSG00000144331	14	2	1	healthy
311	ENSG00000144647	16	2	1	healthy
393	ENSG00000145592	2	2	1	healthy
100	ENSG00000145623	2	2	1	healthy
325	ENSG00000145741	1	2	1	healthy
391	ENSG00000146574	7	2	1	healthy
358	ENSG00000146966	17	2	1	healthy
70	ENSG00000147118	1	2	1	healthy
202	ENSG00000147679	18	2	1	healthy
161	ENSG00000148200	15	2	1	healthy
271	ENSG00000148335	19	2	1	healthy
254	ENSG00000148700	10	2	1	healthy
184	ENSG00000148832	10	2	1	healthy
144	ENSG00000149218	11	2	1	healthy
176	ENSG00000150471	11	2	1	healthy
333	ENSG00000150787	11	2	1	healthy
349	ENSG00000153317	6	2	1	healthy
195	ENSG00000154330	6	2	1	healthy
351	ENSG00000154359	20	2	1	healthy
130	ENSG00000154429	1	2	1	healthy
264	ENSG00000155011	4	2	1	healthy
173	ENSG00000155329	14	2	1	healthy
282	ENSG00000155849	19	2	1	healthy
103	ENSG00000156471	1	2	1	healthy
110	ENSG00000156958	15	2	1	healthy
177	ENSG00000156976	3	2	1	healthy
387	ENSG00000157303	9	2	1	healthy
242	ENSG00000157349	16	2	1	healthy
191	ENSG00000157450	15	2	1	healthy
329	ENSG00000158321	4	2	1	healthy
362	ENSG00000158604	2	2	1	healthy
247	ENSG00000158711	1	2	1	healthy
297	ENSG00000158850	1	2	1	healthy
164	ENSG00000159842	17	2	1	healthy
230	ENSG00000159884	15	2	1	healthy
274	ENSG00000159917	19	2	1	healthy
141	ENSG00000160058	1	2	1	healthy
331	ENSG00000160062	1	2	1	healthy
172	ENSG00000160862	11	2	1	healthy
107	ENSG00000161277	12	2	1	healthy
53	ENSG00000161526	10	2	1	healthy
29	ENSG00000162244	3	2	1	healthy
354	ENSG00000162407	1	2	1	healthy
400	ENSG00000163220	1	2	1	healthy
118	ENSG00000163608	3	2	1	healthy
385	ENSG00000163840	3	2	1	healthy
178	ENSG00000163848	15	2	1	healthy
212	ENSG00000164048	12	2	1	healthy
189	ENSG00000164070	18	2	1	healthy
258	ENSG00000164099	4	2	1	healthy
277	ENSG00000164244	11	2	1	healthy
108	ENSG00000164465	13	2	1	healthy
125	ENSG00000164609	14	2	1	healthy
374	ENSG00000164647	7	2	1	healthy
310	ENSG00000164898	15	2	1	healthy
127	ENSG00000164967	12	2	1	healthy
93	ENSG00000164985	10	2	1	healthy
207	ENSG00000165102	19	2	1	healthy
109	ENSG00000165283	16	2	1	healthy
96	ENSG00000165661	10	2	1	healthy
313	ENSG00000165810	1	2	1	healthy
279	ENSG00000165861	14	2	1	healthy
384	ENSG00000165929	14	2	1	healthy
305	ENSG00000165995	10	2	1	healthy
97	ENSG00000166199	11	2	1	healthy
40	ENSG00000166263	1	2	1	healthy
339	ENSG00000166311	11	2	1	healthy
231	ENSG00000166794	12	2	1	healthy
322	ENSG00000167005	16	2	1	healthy
44	ENSG00000167103	12	2	1	healthy
234	ENSG00000167601	1	2	1	healthy
86	ENSG00000167840	17	2	1	healthy
369	ENSG00000168010	1	2	1	healthy
335	ENSG00000168026	11	2	1	healthy
250	ENSG00000168214	2	2	1	healthy
56	ENSG00000168734	2	2	1	healthy
205	ENSG00000168894	11	2	1	healthy
302	ENSG00000169116	2	2	1	healthy
372	ENSG00000169313	16	2	1	healthy
214	ENSG00000169446	5	2	1	healthy
319	ENSG00000169567	2	2	1	healthy
167	ENSG00000169862	3	2	1	healthy
63	ENSG00000169908	3	2	1	healthy
320	ENSG00000170606	5	2	1	healthy
129	ENSG00000170759	1	2	1	healthy
54	ENSG00000170899	6	2	1	healthy
34	ENSG00000171793	1	2	1	healthy
330	ENSG00000172336	7	2	1	healthy
356	ENSG00000172890	11	2	1	healthy
211	ENSG00000173230	1	2	1	healthy
375	ENSG00000173391	12	2	1	healthy
66	ENSG00000173465	11	2	1	healthy
275	ENSG00000173559	17	2	1	healthy
160	ENSG00000173889	3	2	1	healthy
267	ENSG00000173894	17	2	1	healthy
78	ENSG00000174370	11	2	1	healthy
334	ENSG00000175455	3	2	1	healthy
224	ENSG00000175745	5	2	1	healthy
140	ENSG00000176293	19	2	1	healthy
314	ENSG00000176692	16	2	1	healthy
260	ENSG00000177706	6	2	1	healthy
364	ENSG00000177989	22	2	1	healthy
80	ENSG00000178568	12	2	1	healthy
222	ENSG00000178585	1	2	1	healthy
244	ENSG00000180190	3	2	1	healthy
371	ENSG00000180818	12	2	1	healthy
121	ENSG00000180901	17	2	1	healthy
265	ENSG00000182158	1	2	1	healthy
102	ENSG00000182175	14	2	1	healthy
147	ENSG00000182240	1	2	1	healthy
253	ENSG00000182253	15	2	1	healthy
76	ENSG00000182287	16	2	1	healthy
186	ENSG00000182831	12	2	1	healthy
24	ENSG00000183793	16	2	1	healthy
64	ENSG00000184203	3	2	1	healthy
309	ENSG00000184313	1	2	1	healthy
363	ENSG00000184575	12	2	1	healthy
55	ENSG00000185345	2	2	1	healthy
341	ENSG00000185885	11	2	1	healthy
223	ENSG00000185950	13	2	1	healthy
154	ENSG00000185973	15	2	1	healthy
376	ENSG00000186407	17	2	1	healthy
323	ENSG00000186470	6	2	1	healthy
26	ENSG00000186523	8	2	1	healthy
142	ENSG00000186638	11	2	1	healthy
394	ENSG00000187260	7	2	1	healthy
301	ENSG00000187391	10	2	1	healthy
171	ENSG00000187522	1	2	1	healthy
336	ENSG00000187605	2	2	1	healthy
192	ENSG00000187790	14	2	1	healthy
378	ENSG00000188372	7	2	1	healthy
389	ENSG00000188452	2	2	1	healthy
332	ENSG00000188766	19	2	1	healthy
241	ENSG00000189091	12	2	1	healthy
342	ENSG00000196109	19	2	1	healthy
120	ENSG00000196365	11	2	1	healthy
232	ENSG00000196456	1	2	1	healthy
278	ENSG00000196517	1	2	1	healthy
373	ENSG00000197024	7	2	1	healthy
347	ENSG00000197128	19	2	1	healthy
315	ENSG00000197223	2	2	1	healthy
295	ENSG00000197283	5	2	1	healthy
263	ENSG00000197321	10	2	1	healthy
112	ENSG00000197818	14	2	1	healthy
398	ENSG00000198019	1	2	1	healthy
361	ENSG00000198542	13	2	1	healthy
220	ENSG00000198814	14	2	1	healthy
136	ENSG00000198824	13	2	1	healthy
226	ENSG00000198832	19	2	1	healthy
261	ENSG00000198951	22	2	1	healthy
303	ENSG00000203326	19	2	1	healthy
105	ENSG00000204104	2	2	1	healthy
168	ENSG00000204138	1	2	1	healthy
294	ENSG00000204219	1	2	1	healthy
36	ENSG00000204310	11	2	1	healthy
355	ENSG00000204316	17	2	1	healthy
269	ENSG00000204520	6	2	1	healthy
115	ENSG00000204525	6	2	1	healthy
289	ENSG00000204842	12	2	1	healthy
148	ENSG00000204852	1	2	1	healthy
318	ENSG00000205133	2	2	1	healthy
157	ENSG00000205220	16	2	1	healthy
352	ENSG00000205339	11	2	1	healthy
215	ENSG00000205903	7	2	1	healthy
257	ENSG00000211460	2	2	1	healthy
370	ENSG00000213088	1	2	1	healthy
276	ENSG00000213185	10	2	1	healthy
304	ENSG00000213186	3	2	1	healthy
360	ENSG00000213366	1	2	1	healthy
300	ENSG00000213654	6	2	1	healthy
381	ENSG00000213906	14	2	1	healthy
345	ENSG00000213977	17	2	1	healthy
287	ENSG00000214013	11	2	1	healthy
299	ENSG00000214517	11	2	1	healthy
49	ENSG00000217930	16	2	1	healthy
175	ENSG00000218891	17	2	1	healthy
281	ENSG00000221890	22	2	1	healthy
328	ENSG00000225921	11	2	1	healthy
367	ENSG00000227268	10	2	1	healthy
390	ENSG00000228696	17	2	1	healthy
197	ENSG00000228716	5	2	1	healthy
68	ENSG00000231500	6	2	1	healthy
249	ENSG00000231672	11	2	1	healthy
286	ENSG00000237440	19	2	1	healthy
392	ENSG00000238083	17	2	1	healthy
46	ENSG00000242372	16	2	1	healthy
119	ENSG00000243335	2	2	1	healthy
386	ENSG00000243927	21	2	1	healthy
239	ENSG00000244482	19	2	1	healthy
348	ENSG00000244731	6	2	1	healthy
350	ENSG00000248383	5	2	1	healthy
174	ENSG00000248712	11	2	1	healthy
85	ENSG00000250091	12	2	1	healthy
307	ENSG00000253304	1	2	1	healthy
340	ENSG00000254413	22	2	1	healthy
199	ENSG00000255112	16	2	1	healthy
98	ENSG00000257103	17	2	1	healthy
182	ENSG00000257315	1	2	1	healthy
388	ENSG00000258484	15	2	1	healthy
395	ENSG00000259040	6	2	1	healthy
128	ENSG00000265491	1	2	1	healthy
246	ENSG00000266472	1	2	1	healthy
217	ENSG00000266964	19	2	1	healthy
380	ENSG00000269242	19	2	1	healthy
256	ENSG00000271425	1	2	1	healthy
50	ENSG00000272333	19	2	1	healthy
396	ENSG00000275895	21	2	1	healthy
357	ENSG00000277117	21	2	1	healthy
