ID	symbol	community_type
GO:0051382	FOXM1	*
GO:0007127	FOXM1	*
GO:0043486	FOXM1	*
GO:0051438	FOXM1	*
GO:0006998	FOXM1	*
GO:0044773	FOXM1	*
GO:0019882	FOXM1	*
GO:1902806	FOXM1	*
GO:0051307	FOXM1	*
GO:0071156	FOXM1	*
GO:0007292	FOXM1	*
GO:0006977	FOXM1	*
GO:0007283	FOXM1	*
GO:0072431	FOXM1	*
GO:1902400	FOXM1	*
GO:0072413	FOXM1	*
GO:1902402	FOXM1	*
GO:1902403	FOXM1	*
GO:0007064	FOXM1	*
GO:0030330	FOXM1	*
GO:0048232	FOXM1	*
GO:0007143	FOXM1	*
GO:0000083	FOXM1	*
GO:0031571	FOXM1	*
GO:0044819	FOXM1	*
GO:0022412	FOXM1	*
GO:0044783	FOXM1	*
GO:0051984	FOXM1	*
GO:0032392	FOXM1	*
GO:0070507	FOXM1	*
GO:0006997	FOXM1	*
GO:0051443	FOXM1	*
GO:0072331	FOXM1	*
GO:0043044	FOXM1	*
GO:1901976	FOXM1	*
GO:0002281	NA	*
GO:0032675	NA	*
GO:0032635	NA	*
GO:0032680	NA	*
GO:0032640	NA	*
GO:1903555	NA	*
GO:0071706	NA	*
GO:0002573	NA	*
GO:0032653	NA	*
GO:0032613	NA	*
GO:0002696	NA	*
GO:0050867	NA	*
GO:0032760	NA	*
GO:0032652	NA	*
GO:1903557	NA	*
GO:0042116	NA	*
GO:0032612	NA	*
GO:0030316	NA	*
GO:0030099	NA	*
GO:0001819	NA	*
GO:0002521	NA	*
GO:0002694	NA	*
GO:0042742	NA	*
GO:0050865	NA	*
GO:0002275	NA	*
GO:0045672	NA	*
GO:2000010	NA	*
GO:0060143	NA	*
GO:0060142	NA	*
GO:0043032	NA	*
GO:0001773	NA	*
GO:0032753	NA	*
GO:0032673	NA	*
GO:0032814	NA	*
GO:0045637	NA	*
GO:0032633	NA	*
GO:0032733	NA	*
GO:0097028	NA	*
GO:0070661	NA	*
GO:0001818	NA	*
GO:0006909	NA	*
GO:2000008	NA	*
GO:0001774	NA	*
GO:0002269	NA	*
GO:0032103	NA	*
GO:0000768	NA	*
GO:0043277	NA	*
GO:0140253	NA	*
GO:0006949	NA	*
GO:0032732	NA	*
GO:0002763	NA	*
GO:0006911	NA	*
GO:0043030	NA	*
GO:0061900	NA	*
GO:0032720	NA	*
GO:0150076	NA	*
GO:1903556	NA	*
GO:1903532	NA	*
GO:0045670	NA	*
GO:1903829	NA	*
GO:0099024	NA	*
GO:0030101	NA	*
GO:0050766	NA	*
GO:0051047	NA	*
GO:0032623	NA	*
GO:0034394	NA	*
GO:0098542	NA	*
GO:0001910	NA	*
GO:0010324	NA	*
GO:0032945	NA	*
GO:0050672	NA	*
GO:0032642	NA	*
GO:0032651	NA	*
GO:0070664	NA	*
GO:0032602	NA	*
GO:0032755	NA	*
GO:0002683	NA	*
GO:0031341	NA	*
GO:1901224	NA	*
GO:0045088	NA	*
GO:0032611	NA	*
GO:0050764	NA	*
GO:0045639	NA	*
GO:1903706	NA	*
GO:0009617	NA	*
GO:0002286	NA	*
GO:0031349	NA	*
GO:0001909	NA	*
GO:0002250	NA	*
GO:0001991	NA	*
GO:0003081	NA	*
GO:0016486	NA	*
GO:0001990	NA	*
GO:0003044	NA	*
GO:0022617	NA	*
GO:0050886	NA	*
GO:0003073	NA	*
GO:0042110	NA	*
GO:0051249	NA	*
GO:0050863	NA	*
GO:0030217	NA	*
GO:0030098	NA	*
GO:0051251	NA	*
GO:0043368	NA	*
GO:1903037	NA	*
GO:0007159	NA	*
GO:0050870	NA	*
GO:0045058	NA	*
GO:1903039	NA	*
GO:0045059	NA	*
GO:0022407	NA	*
GO:0050900	NA	*
GO:0022409	NA	*
GO:0050851	NA	*
GO:0045061	NA	*
GO:0019835	NA	*
GO:0019722	NA	*
GO:0042102	NA	*
GO:0072676	NA	*
GO:0002429	NA	*
GO:0050852	NA	*
GO:0032609	NA	*
GO:0002253	NA	*
GO:0045785	NA	*
GO:0002449	NA	*
GO:0002768	NA	*
GO:0050671	NA	*
GO:0032946	NA	*
GO:0070665	NA	*
GO:0046631	NA	*
GO:0042129	NA	*
GO:0031295	NA	*
GO:0031294	NA	*
GO:0070098	NA	*
GO:0002757	NA	*
GO:0072678	NA	*
GO:0042098	NA	*
GO:0002764	NA	*
GO:1990868	NA	*
GO:1990869	NA	*
GO:0019932	NA	*
GO:0033632	NA	*
GO:0033077	NA	*
GO:0071888	NA	*
GO:0050670	NA	*
GO:0032944	NA	*
GO:0070663	NA	*
GO:0001771	NA	*
GO:0033033	NA	*
GO:0050848	NA	*
GO:0032649	NA	*
GO:0033631	NA	*
GO:0046634	NA	*
GO:0046651	NA	*
GO:0032943	NA	*
GO:0046641	NA	*
GO:0046632	NA	*
GO:0002460	NA	*
GO:0006925	NA	*
GO:0002456	NA	*
GO:0048511	NA	*
GO:0048512	NA	*
GO:0007622	NA	*
GO:0007623	NA	*
GO:0032922	NA	*
GO:0042752	NA	*
GO:0042749	NA	*
GO:0042745	NA	*
GO:0007610	NA	*
GO:0050795	NA	*
GO:0048706	NA	-
GO:0009952	NA	-
GO:0048704	NA	-
GO:0003002	NA	-
GO:0007389	NA	-
GO:0001501	NA	-
GO:0048598	NA	-
GO:0048705	NA	-
GO:0048562	NA	-
GO:0048568	NA	-
GO:0045638	NA	-
GO:1903707	NA	-
GO:0030878	NA	-
GO:0045637	NA	-
GO:0030099	NA	-
GO:0048732	NA	-
GO:0002683	NA	-
GO:0030198	NA	*
GO:0043062	NA	*
GO:0030199	NA	*
GO:0070208	NA	*
GO:0001501	NA	*
GO:0043588	NA	*
GO:0071230	NA	*
GO:0043200	NA	*
GO:0044273	NA	*
GO:0030208	NA	*
GO:0061448	NA	*
GO:0070206	NA	*
GO:0030205	NA	*
GO:0030207	NA	*
GO:0006027	NA	*
GO:0050651	NA	*
GO:0006026	NA	*
GO:0050655	NA	*
GO:0018149	NA	*
GO:0051216	NA	*
GO:0071229	NA	*
GO:0001503	NA	*
GO:0032963	NA	*
GO:0030206	NA	*
GO:0051291	NA	*
GO:0050650	NA	*
GO:0006024	NA	*
GO:0006023	NA	*
GO:1903510	NA	*
GO:0035987	NA	*
GO:0030204	NA	*
GO:0060351	NA	*
GO:0001706	NA	*
GO:0042060	NA	*
GO:0050654	NA	*
GO:0001101	NA	*
GO:0030203	NA	*
GO:0006022	NA	*
GO:0030166	NA	*
GO:0031589	NA	*
GO:0044272	NA	*
GO:0007492	NA	*
GO:0009612	NA	*
GO:0060350	NA	*
GO:1901136	NA	*
GO:0048705	NA	*
GO:0006029	NA	*
GO:0007160	NA	*
GO:0071560	NA	*
GO:0003414	NA	*
GO:0003429	NA	*
GO:0090171	NA	*
GO:0071559	NA	*
GO:0003422	NA	*
GO:0060349	NA	*
GO:0001704	NA	*
GO:0003418	NA	*
GO:0003433	NA	*
GO:0071417	NA	*
GO:0071295	NA	*
GO:0060536	NA	*
GO:0051607	NA	*
GO:0009615	NA	*
GO:0060337	NA	*
GO:0071357	NA	*
GO:0034340	NA	*
GO:0045071	NA	*
GO:1903901	NA	*
GO:0043900	NA	*
GO:0048525	NA	*
GO:0045069	NA	*
GO:0019079	NA	*
GO:1903900	NA	*
GO:0043901	NA	*
GO:0050792	NA	*
GO:0043903	NA	*
GO:0035455	NA	*
GO:0032069	NA	*
GO:0060333	NA	*
GO:0019058	NA	*
GO:0032480	NA	*
GO:0032479	NA	*
GO:0032606	NA	*
GO:0071346	NA	*
GO:0034341	NA	*
GO:0039528	NA	*
GO:0044764	NA	*
GO:0098586	NA	*
GO:0060760	NA	*
GO:0045089	NA	*
GO:0002753	NA	*
GO:0090148	NA	*
GO:0002221	NA	*
GO:0035457	NA	*
GO:0050688	NA	*
GO:0032481	NA	*
GO:0071360	NA	*
GO:1904469	NA	*
GO:0039529	NA	*
GO:0032727	NA	*
GO:0071359	NA	*
GO:2000778	NA	*
GO:0002758	NA	*
GO:1904467	NA	*
GO:0032647	NA	*
GO:0032607	NA	*
GO:1990774	NA	*
GO:0002218	NA	*
GO:0050852	NA	-
GO:0050851	NA	-
GO:0002479	NA	-
GO:0042590	NA	-
GO:0002474	NA	-
GO:0002429	NA	-
GO:0002250	NA	-
GO:0002768	NA	-
GO:0002478	NA	-
GO:0002757	NA	-
GO:0019884	NA	-
GO:0048002	NA	-
GO:0002764	NA	-
GO:0002253	NA	-
GO:0019882	NA	-
GO:0002483	NA	-
GO:0019885	NA	-
GO:0072643	NA	-
GO:0019883	NA	-
GO:0010499	NA	-
GO:0006521	NA	-
GO:1902036	NA	-
GO:0033238	NA	-
GO:0061418	NA	-
GO:0060218	NA	-
GO:0031145	NA	-
GO:1901532	NA	-
GO:0010972	NA	-
GO:0032609	NA	-
GO:0002456	NA	-
GO:0006906	NA	-
GO:0031146	NA	-
GO:0070498	NA	-
GO:0002223	NA	-
GO:0090174	NA	-
GO:0002220	NA	-
GO:1902750	NA	-
GO:2000736	NA	-
GO:0044106	NA	-
GO:0060071	NA	-
GO:0038095	NA	-
GO:0090175	NA	-
GO:0009308	NA	-
GO:0043618	NA	-
GO:0043620	NA	-
GO:0048284	NA	-
GO:0001736	NA	-
GO:0007164	NA	-
GO:0007156	NA	-
GO:0098742	NA	-
GO:0016339	NA	-
GO:0007416	NA	-
GO:0050808	NA	-
GO:0007268	NA	-
GO:0098916	NA	-
GO:0099537	NA	-
GO:0099536	NA	-
GO:1903405	NA	-
GO:1904851	NA	-
GO:1904867	NA	-
GO:0070203	NA	-
GO:0070202	NA	-
GO:1904816	NA	-
GO:1990173	NA	-
GO:1904814	NA	-
GO:0070200	NA	-
GO:1904874	NA	-
GO:1904872	NA	-
GO:0090670	NA	-
GO:0090671	NA	-
GO:0090672	NA	-
GO:0090685	NA	-
GO:0007339	NA	-
GO:0070199	NA	-
GO:0070198	NA	-
GO:0035036	NA	-
GO:0032212	NA	-
GO:1901998	NA	-
GO:1904358	NA	-
GO:0006403	NA	-
GO:0009988	NA	-
GO:0034504	NA	-
GO:0032206	NA	-
GO:0032210	NA	-
GO:1904356	NA	-
GO:2000573	NA	-
GO:0007004	NA	-
GO:1900182	NA	-
GO:0070372	NA	*
GO:0070371	NA	*
GO:0002548	NA	*
GO:0006935	NA	*
GO:0060326	NA	*
GO:0042330	NA	*
GO:0071674	NA	*
GO:0032897	NA	*
GO:0032496	NA	*
GO:0002237	NA	*
GO:0035914	NA	*
GO:0043922	NA	*
GO:0072677	NA	*
GO:0097529	NA	*
GO:0070374	NA	*
GO:0051591	NA	*
GO:0030595	NA	*
GO:0046782	NA	*
GO:1901216	NA	*
GO:0002688	NA	*
GO:0043921	NA	*
GO:0052472	NA	*
GO:0046683	NA	*
GO:0052312	NA	*
GO:0002761	NA	*
GO:0014074	NA	*
GO:0007519	NA	*
GO:0060538	NA	*
GO:0009636	NA	*
GO:0031960	NA	*
GO:0051592	NA	*
GO:0048247	NA	*
GO:0071774	NA	*
GO:0030335	NA	*
GO:0007517	NA	*
GO:2000147	NA	*
GO:0051272	NA	*
GO:0040017	NA	*
GO:0071347	NA	*
GO:0048514	NA	*
GO:0048545	NA	*
GO:0071222	NA	*
GO:0071219	NA	*
GO:0002685	NA	*
GO:0030593	NA	*
GO:0070555	NA	*
GO:0071277	NA	*
GO:0051851	NA	*
GO:0050920	NA	*
GO:0035994	NA	*
GO:0051702	NA	*
GO:0071216	NA	*
GO:0002690	NA	*
GO:1990266	NA	*
GO:0045638	NA	*
GO:0071621	NA	*
GO:0009314	NA	*
GO:0140131	NA	*
GO:0001525	NA	*
GO:0071356	NA	*
GO:0097530	NA	*
GO:1902105	NA	*
GO:0043410	NA	*
GO:0014912	NA	*
GO:0060716	NA	*
GO:0090025	NA	*
GO:0051817	NA	*
GO:0051385	NA	*
GO:1901623	NA	*
GO:0034612	NA	*
GO:0051384	NA	*
GO:0051403	NA	*
GO:0045765	NA	*
GO:0007156	NA	*
GO:0045766	NA	*
GO:1901342	NA	*
GO:1904018	NA	*
GO:0072012	NA	*
GO:0061437	NA	*
GO:0061440	NA	*
GO:0098742	NA	*
GO:0019933	NA	*
GO:0019935	NA	*
GO:0032835	NA	*
GO:0001570	NA	*
GO:0060216	NA	-
GO:0021602	NA	-
GO:0021545	NA	-
GO:0002011	NA	-
GO:0021675	NA	-
GO:0006936	NA	*
GO:0003012	NA	*
GO:0006939	NA	*
GO:0008380	NA	-
GO:0000377	NA	-
GO:0000398	NA	-
GO:0000375	NA	-
GO:0006958	NA	*
GO:0002455	NA	*
GO:0030449	NA	*
GO:2000257	NA	*
GO:0006956	NA	*
GO:0002920	NA	*
GO:0072376	NA	*
GO:0002673	NA	*
GO:0070613	NA	*
GO:1903317	NA	*
GO:0016064	NA	*
GO:0019724	NA	*
GO:0002526	NA	*
GO:0006959	NA	*
GO:0016485	NA	*
GO:0051604	NA	*
GO:0050727	NA	*
GO:0002697	NA	*
GO:0050808	NA	*
GO:0022411	NA	*
GO:0030574	NA	*
GO:0035589	NA	*
GO:0035590	NA	*
GO:0035588	NA	*
GO:0035587	NA	*
GO:1905521	NA	*
GO:1905517	NA	*
GO:0007200	NA	*
GO:1903975	NA	*
GO:0006334	NA	*
GO:0031497	NA	*
GO:0034728	NA	*
GO:0006333	NA	*
GO:0006323	NA	*
GO:0065004	NA	*
GO:0071824	NA	*
GO:0071103	NA	*
GO:0006342	NA	*
GO:0045814	NA	*
GO:0002385	NA	*
GO:0006335	NA	*
GO:0034723	NA	*
GO:0002251	NA	*
GO:0060968	NA	*
GO:0019731	NA	*
GO:0000183	NA	*
GO:0061844	NA	*
GO:0051290	NA	*
GO:0034080	NA	*
GO:0061641	NA	*
GO:0016458	NA	*
GO:0031055	NA	*
GO:0019730	NA	*
GO:0016233	NA	*
GO:0006336	NA	*
GO:0034724	NA	*
GO:0043486	NA	*
GO:0050830	NA	*
GO:0034508	NA	*
GO:0045652	NA	*
GO:0040029	NA	*
GO:0030219	NA	*
GO:0043044	NA	*
GO:0006303	NA	*
GO:0000726	NA	*
GO:0060964	NA	*
GO:0060147	NA	*
GO:0060966	NA	*
GO:0035195	NA	*
GO:1903707	NA	*
GO:0051262	NA	*
GO:0035194	NA	*
GO:0016441	NA	*
GO:0031047	NA	*
GO:0000723	NA	*
GO:0032200	NA	*
GO:0070268	NA	*
GO:0031424	NA	*
GO:0008544	NA	*
GO:0030216	NA	*
GO:0009913	NA	*
GO:0031581	NA	*
GO:0030855	NA	*
GO:0007044	NA	*
GO:0045109	NA	*
GO:0034329	NA	*
GO:0045104	NA	*
GO:0045103	NA	*
GO:0034330	NA	*
GO:0042303	NA	*
GO:0042633	NA	*
GO:0019886	NA	*
GO:0002495	NA	*
GO:0002504	NA	*
GO:0002478	NA	*
GO:0019884	NA	*
GO:0048002	NA	*
GO:0019882	NA	*
GO:0002577	NA	*
