chr	start	end	id	score	phits	ghits	near_region	near_distance	type
1	46406366	46406745	MACS_peak_247	515.71	0	0	ENSG00000173660	89589	intergen
1	46442689	46442993	MACS_peak_248	440.4	0	0	ENSG00000173660	125912	intergen
1	46504793	46505219	MACS_peak_249	77.66	0	0	ENSG00000123472	122517	intergen
1	46584140	46584526	MACS_peak_250	511.95	0	0	ENSG00000123472	43210	intergen
1	46693899	46694325	MACS_peak_251	202.06	0	1	ENSG00000159658	0	gene
1	46725333	46725589	MACS_peak_252	729.14	0	0	ENSG00000159658	6268	intergen
1	46776361	46776668	MACS_peak_253	823.18	0	0	ENSG00000159658	57296	intergen
1	46836200	46836564	MACS_peak_254	142.05	0	0	ENSG00000159658	117135	intergen
1	46876073	46876350	MACS_peak_255	928.78	0	0	ENSG00000159658	157008	intergen
1	47086402	47086625	MACS_peak_256	224.58	0	0	ENSG00000162368	242171	intergen
1	47091575	47091853	MACS_peak_257	779.89	0	0	ENSG00000162368	236943	intergen
1	47126294	47126599	MACS_peak_258	135.19	0	0	ENSG00000162368	202197	intergen
1	47179185	47179396	MACS_peak_259	596.79	0	0	ENSG00000162368	149400	intergen
1	47192897	47193225	MACS_peak_260	427.34	0	0	ENSG00000162368	135571	intergen
1	47380145	47380380	MACS_peak_261	468.75	0	0	ENSG00000162368	1305	intergen
1	47424399	47424684	MACS_peak_262	451.52	0	0	ENSG00000162368	45559	intergen
1	47436491	47436764	MACS_peak_263	713.56	0	0	ENSG00000162368	57651	intergen
1	47604366	47604735	MACS_peak_264	123.08	0	0	ENSG00000162368	225526	intergen
1	47960962	47961335	MACS_peak_265	66.19	0	0	ENSG00000162368	582122	intergen
1	48093651	48093928	MACS_peak_266	335.88	0	0	ENSG00000162368	714811	intergen
1	48109392	48109686	MACS_peak_267	446.16	0	0	ENSG00000162368	730552	intergen
1	48152025	48152237	MACS_peak_268	76.89	0	0	ENSG00000162368	773185	intergen
1	48154711	48155056	MACS_peak_269	74.95	0	0	ENSG00000162368	775871	intergen
1	48155236	48155588	MACS_peak_270	72.64	0	0	ENSG00000162368	776396	intergen
1	48155803	48156169	MACS_peak_271	91.4	0	0	ENSG00000162368	776963	intergen
1	48171000	48171207	MACS_peak_272	332.68	0	0	ENSG00000162368	792160	intergen
1	49008592	49009038	MACS_peak_274	56.9	0	0	ENSG00000185104	1422989	intergen
1	49010280	49010649	MACS_peak_275	51.87	0	0	ENSG00000185104	1421378	intergen
1	49011054	49011425	MACS_peak_276	134.63	0	0	ENSG00000185104	1420602	intergen
1	49096280	49096670	MACS_peak_277	223.95	0	0	ENSG00000185104	1335357	intergen
1	49119051	49119407	MACS_peak_278	148.58	0	0	ENSG00000185104	1312620	intergen
1	49259219	49259637	MACS_peak_279	69.43	0	0	ENSG00000185104	1172390	intergen
1	49259866	49260178	MACS_peak_280	75.22	0	0	ENSG00000185104	1171849	intergen
1	49260314	49260727	MACS_peak_281	55.18	0	0	ENSG00000185104	1171300	intergen
1	49261575	49261891	MACS_peak_282	110.45	0	0	ENSG00000185104	1170136	intergen
1	49262360	49262721	MACS_peak_283	112.48	0	0	ENSG00000185104	1169306	intergen
1	49286396	49286711	MACS_peak_284	58.47	0	0	ENSG00000185104	1145316	intergen
1	49287723	49288194	MACS_peak_285	114.16	0	0	ENSG00000185104	1143833	intergen
1	49741705	49742010	MACS_peak_286	180.31	0	0	ENSG00000185104	690017	intergen
1	49830778	49831115	MACS_peak_287	157.23	0	0	ENSG00000185104	600912	intergen
1	49877165	49877526	MACS_peak_288	181.72	0	0	ENSG00000185104	554501	intergen
1	49937811	49938179	MACS_peak_289	94.54	0	0	ENSG00000185104	493848	intergen
1	50684255	50684388	MACS_peak_291	1396.21	0	1	ENSG00000185104	0	gene
1	50864358	50864796	MACS_peak_292	54.03	0	1	ENSG00000185104	0	gene
1	50929492	50929774	MACS_peak_293	453.35	0	1	ENSG00000185104	0	gene
1	51024430	51024801	MACS_peak_294	87.62	0	0	ENSG00000185104	64166	intergen
1	51088510	51088765	MACS_peak_295	596.79	0	0	ENSG00000185104	128246	intergen
1	51189345	51189678	MACS_peak_296	542.34	0	0	ENSG00000123091	41592	intergen
1	51192140	51192480	MACS_peak_297	421.18	0	0	ENSG00000123091	38790	intergen
1	51296903	51297132	MACS_peak_298	695.57	0	0	ENSG00000123091	23447	intergen
1	51769102	51769394	MACS_peak_299	447.34	0	1	ENSG00000117859	0	gene
1	52389841	52390056	MACS_peak_300	596.79	0	1	ENSG00000085840	0	gene
1	52690456	52690641	MACS_peak_301	650.69	0	0	ENSG00000121310	200268	intergen
1	52748176	52748461	MACS_peak_302	451.52	0	0	ENSG00000121310	142448	intergen
1	52891920	52892301	MACS_peak_304	290.35	1	0	ENSG00000121310	0	promoter
1	53361250	53361485	MACS_peak_305	421.83	0	0	ENSG00000162385	122639	intergen
1	53854906	53855078	MACS_peak_306	1358.7	1	0	ENSG00000058799	0	promoter
1	53959706	53959945	MACS_peak_307	620.13	0	1	ENSG00000116212	0	gene
1	55022011	55022325	MACS_peak_308	301.54	0	0	ENSG00000184313	311744	intergen
1	55702099	55702383	MACS_peak_310	704	0	0	ENSG00000184313	991832	intergen
1	56367442	56367872	MACS_peak_311	76.22	0	0	ENSG00000184313	1657175	intergen
1	56579622	56579967	MACS_peak_312	418.68	0	0	ENSG00000184313	1869355	intergen
1	56642139	56642394	MACS_peak_313	229.22	0	0	ENSG00000184313	1931872	intergen
1	56681227	56681582	MACS_peak_314	127.15	0	0	ENSG00000184313	1970960	intergen
1	56820985	56821361	MACS_peak_315	760.2	0	0	ENSG00000177606	1954426	intergen
1	56937857	56938250	MACS_peak_316	748.06	0	0	ENSG00000177606	1837537	intergen
1	57606434	57606833	MACS_peak_317	1269.36	0	0	ENSG00000177606	1168954	intergen
1	58162978	58163286	MACS_peak_318	684.39	0	0	ENSG00000177606	612501	intergen
1	58374250	58374547	MACS_peak_319	50.92	0	0	ENSG00000177606	401240	intergen
1	58494474	58494765	MACS_peak_320	65.03	0	0	ENSG00000177606	281022	intergen
1	58582578	58582947	MACS_peak_321	58.05	0	0	ENSG00000177606	192840	intergen
1	58770782	58771186	MACS_peak_322	81.72	0	0	ENSG00000177606	4601	intergen
1	59001088	59001254	MACS_peak_323	831.63	0	0	ENSG00000177606	216760	intergen
1	59253754	59254110	MACS_peak_324	94.4	0	0	ENSG00000177606	469426	intergen
1	59380066	59380423	MACS_peak_325	137.75	0	0	ENSG00000177606	595738	intergen
1	59592231	59592570	MACS_peak_326	138.61	0	0	ENSG00000177606	807903	intergen
1	59612226	59612569	MACS_peak_327	123.63	0	0	ENSG00000177606	827898	intergen
1	59699305	59699496	MACS_peak_328	1061.85	0	0	ENSG00000177606	914977	intergen
1	59947388	59947648	MACS_peak_329	725.38	0	0	ENSG00000177606	1163060	intergen
1	59971299	59971755	MACS_peak_330	707.33	0	0	ENSG00000177606	1186971	intergen
1	60002396	60002680	MACS_peak_331	93.4	0	0	ENSG00000177606	1218068	intergen
1	60197784	60198103	MACS_peak_333	432.12	0	0	ENSG00000177606	1413456	intergen
1	60281408	60281634	MACS_peak_335	913.87	0	0	ENSG00000177606	1497080	intergen
1	60379319	60379721	MACS_peak_336	76.98	0	0	ENSG00000177606	1594991	intergen
1	60466007	60466412	MACS_peak_337	104.33	0	0	ENSG00000177606	1681679	intergen
1	60491304	60491550	MACS_peak_338	181.54	0	0	ENSG00000177606	1706976	intergen
1	60494446	60494875	MACS_peak_339	127.77	0	0	ENSG00000177606	1710118	intergen
1	60512803	60513157	MACS_peak_340	100.02	0	0	ENSG00000177606	1728475	intergen
1	60645224	60645536	MACS_peak_341	88.29	0	0	ENSG00000177606	1860896	intergen
1	60782131	60782289	MACS_peak_342	393.44	0	0	ENSG00000125703	1996845	intergen
1	61659127	61659448	MACS_peak_343	431.05	0	0	ENSG00000125703	1119686	intergen
1	61852249	61852446	MACS_peak_344	662.31	0	0	ENSG00000125703	926688	intergen
1	61925195	61925347	MACS_peak_345	948.91	0	0	ENSG00000125703	853787	intergen
1	62135829	62136087	MACS_peak_346	2384.8	0	0	ENSG00000125703	643047	intergen
1	62144223	62144528	MACS_peak_347	560.48	0	0	ENSG00000125703	634606	intergen
1	62650379	62650613	MACS_peak_348	125.55	0	0	ENSG00000125703	128521	intergen
