chr	start	end	id	score	size	phits	ghits	ohits	type	near_region	near_distance
1	88736708	88736954	MACS_peak_519	485.56	246	0	1	0	gene	ENSG00000065243	0
1	91001012	91001361	MACS_peak_525	57.54	349	0	1	0	gene	ENSG00000122482	0
1	91002416	91002765	MACS_peak_526	125.87	349	0	1	0	gene	ENSG00000122482	0
1	108746332	108746612	MACS_peak_690	454.58	280	1	0	0	promoter	ENSG00000116266	0
1	109027860	109028091	MACS_peak_693	678.9	231	0	1	0	gene	ENSG00000085433	0
1	109263610	109263986	MACS_peak_695	760.2	376	0	1	0	gene	ENSG00000143126	0
1	109546307	109546618	MACS_peak_698	1085.67	311	1	0	0	promoter	ENSG00000065135	0
1	109980685	109980904	MACS_peak_702	580.62	219	1	0	0	promoter	ENSG00000168710	0
1	113070881	113071224	MACS_peak_729	89.02	343	1	0	1	promoter	ENSG00000198799	0
1	113905131	113905326	MACS_peak_746	447.48	195	1	0	0	promoter	ENSG00000134262	0
1	113949258	113949470	MACS_peak_747	856.48	212	0	1	0	gene	ENSG00000163349	0
1	114428154	114428526	MACS_peak_756	1656.19	372	0	1	0	gene	ENSG00000197323	0
1	114431606	114431846	MACS_peak_757	589.16	240	0	1	0	gene	ENSG00000197323	0
1	114468513	114468879	MACS_peak_758	369.28	366	0	1	1	gene	ENSG00000197323	0
1	114471441	114471645	MACS_peak_759	552.85	204	0	1	0	gene	ENSG00000197323	0
1	114489037	114489430	MACS_peak_760	655.79	393	0	1	0	gene	ENSG00000197323	0
1	114570367	114570602	MACS_peak_763	366.7	235	1	0	0	promoter	ENSG00000116752	0
1	114758093	114758320	MACS_peak_768	665.93	227	0	1	0	gene	ENSG00000009307	0
1	114765218	114765351	MACS_peak_769	820.94	133	1	0	0	promoter	ENSG00000052723	0
1	116531261	116531590	MACS_peak_796	801.89	329	0	1	0	gene	ENSG00000116815	0
1	116570337	116570571	MACS_peak_797	814.37	234	1	1	0	promoter	ENSG00000116815	0
1	116574451	116574841	MACS_peak_798	1418.79	390	1	0	0	promoter	ENSG00000143061	0
1	116581209	116581341	MACS_peak_799	1116.4	132	0	1	0	gene	ENSG00000143061	0
1	117055323	117055660	MACS_peak_805	662.69	337	1	0	1	promoter	ENSG00000116830	0
1	117402383	117402597	MACS_peak_808	1098.16	214	0	1	0	gene	ENSG00000198162	0
1	117512765	117513012	MACS_peak_809	629.38	247	0	1	0	gene	ENSG00000198162	0
1	144969519	144969868	MACS_peak_905	55.54	349	0	1	0	gene	ENSG00000196369	0
1	144966973	144967271	MACS_peak_906	53.71	298	0	1	0	gene	ENSG00000196369	0
1	146138077	146138542	MACS_peak_942	1241.95	465	0	1	0	gene	ENSG00000271425	0
1	145661079	145661321	MACS_peak_949	111.29	242	0	1	0	gene	ENSG00000117262	0
1	145617453	145617688	MACS_peak_950	421.83	235	0	1	0	gene	ENSG00000117262	0
1	148120454	148120925	MACS_peak_953	702.27	471	0	1	0	gene	ENSG00000263956	0
1	146966420	146966794	MACS_peak_957	1254.58	374	0	1	0	gene	ENSG00000268043	0
1	146960077	146960449	MACS_peak_961	439.14	372	0	1	0	gene	ENSG00000268043	0
1	146972611	146973030	MACS_peak_963	857.26	419	0	1	0	gene	ENSG00000268043	0
1	146990071	146990264	MACS_peak_964	108.52	193	0	1	0	gene	ENSG00000268043	0
1	147930027	147930459	MACS_peak_981	388.99	432	1	0	0	promoter	ENSG00000188092	0
1	147937862	147938082	MACS_peak_982	566.9	220	0	1	0	gene	ENSG00000188092	0
1	147983453	147983811	MACS_peak_984	61.23	358	0	1	0	gene	ENSG00000188092	0
1	148126714	148127069	MACS_peak_987	187.57	355	0	1	0	gene	ENSG00000263956	0
1	150068289	150068520	MACS_peak_1030	744.89	231	1	0	0	promoter	ENSG00000136631	0
1	150072958	150073235	MACS_peak_1031	566.95	277	0	1	0	gene	ENSG00000136631	0
1	150092629	150092854	MACS_peak_1032	615.31	225	0	1	0	gene	ENSG00000136631	0
1	150114982	150115293	MACS_peak_1033	627.75	311	0	1	0	gene	ENSG00000136631	0
1	150452559	150452915	MACS_peak_1038	343.22	356	0	1	0	gene	ENSG00000163125	0
1	150501201	150501421	MACS_peak_1039	360.97	220	0	1	0	gene	ENSG00000143374	0
1	150621444	150621908	MACS_peak_1042	554.79	464	0	1	0	gene	ENSG00000143420	0
1	150922516	150922895	MACS_peak_1046	695.87	379	1	0	0	promoter	ENSG00000143379	0
1	151155925	151156288	MACS_peak_1050	1180.37	363	1	0	0	promoter	ENSG00000163156	0
1	151196176	151196572	MACS_peak_1051	1028.03	396	1	0	0	promoter	ENSG00000143398	0
1	151251743	151252043	MACS_peak_1052	989.86	300	1	0	0	promoter	ENSG00000159352	0
1	153355511	153355802	MACS_peak_1084	447.93	291	1	0	0	promoter	ENSG00000163220	0
1	153797347	153797624	MACS_peak_1089	456.44	277	0	1	1	gene	ENSG00000143614	0
1	153847650	153847851	MACS_peak_1090	554.96	201	0	1	0	gene	ENSG00000143614	0
1	153904050	153904318	MACS_peak_1091	547.83	268	0	1	0	gene	ENSG00000143614	0
1	153946630	153946833	MACS_peak_1092	629.38	203	1	0	0	promoter	ENSG00000160741	0
1	154479894	154480078	MACS_peak_1095	918.92	184	0	1	0	gene	ENSG00000169291	0
1	154534278	154534628	MACS_peak_1096	403.01	350	0	1	0	gene	ENSG00000163239	0
1	155061573	155061910	MACS_peak_1099	790.35	337	1	0	0	promoter	ENSG00000243364	0
1	155086122	155086335	MACS_peak_1100	596.79	213	0	1	0	gene	ENSG00000143590	0
1	155250744	155251024	MACS_peak_1103	454.58	280	1	0	0	promoter	ENSG00000160767	0
1	155277250	155277512	MACS_peak_1104	656.83	262	0	1	0	gene	ENSG00000176444	0
1	155494335	155494575	MACS_peak_1105	770.24	240	0	1	0	gene	ENSG00000116539	0
1	155837509	155837675	MACS_peak_1108	795.29	166	0	1	0	gene	ENSG00000116580	0
1	156192255	156192473	MACS_peak_1113	363.4	218	1	0	0	promoter	ENSG00000160785	0
1	156317526	156317853	MACS_peak_1114	637.34	327	0	1	0	gene	ENSG00000163468	0
1	156319683	156319956	MACS_peak_1115	446.99	273	0	1	0	gene	ENSG00000163468	0
1	156719742	156719877	MACS_peak_1119	1630.94	135	1	0	0	promoter	ENSG00000143319	0
1	162065812	162065946	MACS_peak_1172	1359.65	134	1	0	0	promoter	ENSG00000198929	0
1	162230228	162230484	MACS_peak_1173	470.06	256	0	1	0	gene	ENSG00000198929	0
1	193183105	193183424	MACS_peak_1469	811.38	319	0	1	0	gene	ENSG00000134371	0
1	197526815	197527134	MACS_peak_1508	880.59	319	0	1	0	gene	ENSG00000213047	0
1	197615148	197615422	MACS_peak_1509	488.85	274	0	1	0	gene	ENSG00000213047	0
1	197619104	197619365	MACS_peak_1510	860.98	261	0	1	0	gene	ENSG00000213047	0
1	197709846	197710272	MACS_peak_1512	60.03	426	0	1	0	gene	ENSG00000213047	0
1	197713679	197713993	MACS_peak_1513	369.05	314	0	1	0	gene	ENSG00000213047	0
1	197739627	197739834	MACS_peak_1514	756.91	207	0	1	0	gene	ENSG00000213047	0
1	203830819	203831066	MACS_peak_1593	160.74	247	0	2	0	gene	ENSG00000058673	0
1	206233274	206233613	MACS_peak_1633	495.28	339	0	1	0	gene	ENSG00000266028	0
1	206331636	206331945	MACS_peak_1637	56.98	309	0	1	0	gene	ENSG00000266028	0
1	206384890	206385231	MACS_peak_1638	264.38	341	0	1	0	gene	ENSG00000266028	0
1	206911150	206911469	MACS_peak_1649	1658.62	319	0	1	0	gene	ENSG00000162894	0
1	207041299	207041607	MACS_peak_1650	178.37	308	1	1	0	promoter	ENSG00000123836	0
1	207049985	207050191	MACS_peak_1651	573.39	206	0	2	0	gene	ENSG00000123836	0
1	207077865	207078127	MACS_peak_1652	1292.87	262	0	1	0	gene	ENSG00000123836	0
1	217557302	217557514	MACS_peak_1710	450.48	212	0	1	0	gene	ENSG00000092978	0
1	217694633	217694973	MACS_peak_1711	65.49	340	0	1	0	gene	ENSG00000162814	0
1	217747268	217747610	MACS_peak_1712	925.78	342	0	1	0	gene	ENSG00000162814	0
1	217811587	217811827	MACS_peak_1713	440.38	240	0	1	0	gene	ENSG00000162814	0
1	219990991	219991297	MACS_peak_1738	439.28	306	0	1	0	gene	ENSG00000136628	0
1	220123913	220124249	MACS_peak_1739	644.82	336	0	1	0	gene	ENSG00000067704	0
1	220154720	220155101	MACS_peak_1740	312.33	381	0	1	0	gene	ENSG00000118873	0
1	220189788	220190085	MACS_peak_1741	444.41	297	0	1	0	gene	ENSG00000118873	0
1	220218684	220218946	MACS_peak_1742	1040.74	262	0	1	0	gene	ENSG00000118873	0
1	220775256	220775582	MACS_peak_1744	1209.66	326	0	1	0	gene	ENSG00000117791	0
1	224427704	224427898	MACS_peak_1776	678.9	194	0	1	0	gene	ENSG00000162923	0
1	228393492	228393763	MACS_peak_1794	584.96	271	1	0	0	promoter	ENSG00000154370	0
1	229453313	229453536	MACS_peak_1818	1208.41	223	0	1	0	gene	ENSG00000069248	0
1	236598011	236598247	MACS_peak_1841	516.86	236	0	1	0	gene	ENSG00000119285	0
1	6404702	6405010	MACS_peak_58	473.53	308	0	0	0	intergen	ENSG00000187017	14765
1	8823296	8823434	MACS_peak_71	831.96	138	0	0	0	intergen	ENSG00000142599	5652
1	11337637	11337810	MACS_peak_82	780.06	173	0	0	0	intergen	ENSG00000120942	41587
1	15833231	15833580	MACS_peak_99	416.71	349	0	0	0	intergen	ENSG00000065526	9283
1	23772166	23772389	MACS_peak_133	564.54	223	0	0	1	intergen	ENSG00000057757	1015
1	26399602	26399961	MACS_peak_151	734.33	359	0	0	0	intergen	ENSG00000117682	27320
1	26488429	26488729	MACS_peak_152	427.96	300	0	0	0	intergen	ENSG00000117682	17134
1	27672268	27672610	MACS_peak_160	420.18	342	0	0	1	intergen	ENSG00000009780	48368
1	32066055	32066199	MACS_peak_179	392.74	144	0	0	1	intergen	ENSG00000025800	36838
1	39799809	39800062	MACS_peak_209	470.06	253	0	0	1	intergen	ENSG00000043514	33047
1	46223513	46223790	MACS_peak_246	564.42	277	0	0	0	intergen	ENSG00000085998	3207
1	46725333	46725589	MACS_peak_252	729.14	256	0	0	0	intergen	ENSG00000159658	6268
1	47380145	47380380	MACS_peak_261	468.75	235	0	0	0	intergen	ENSG00000162368	1305
1	47424399	47424684	MACS_peak_262	451.52	285	0	0	0	intergen	ENSG00000162368	45559
1	51189345	51189678	MACS_peak_296	542.34	333	0	0	0	intergen	ENSG00000123091	41592
1	51192140	51192480	MACS_peak_297	421.18	340	0	0	0	intergen	ENSG00000123091	38790
1	71119838	71120155	MACS_peak_400	93.4	317	0	0	1	intergen	ENSG00000132485	38540
1	75680094	75680400	MACS_peak_428	101	306	0	0	1	intergen	ENSG00000117054	38946
1	75680522	75680825	MACS_peak_429	66.53	303	0	0	1	intergen	ENSG00000117054	38521
1	75699734	75700078	MACS_peak_430	75.26	344	0	0	1	intergen	ENSG00000117054	19268
1	75708416	75708549	MACS_peak_431	1098.16	133	0	0	1	intergen	ENSG00000117054	10797
1	85254798	85255033	MACS_peak_498	516.86	235	0	0	0	intergen	ENSG00000162642	0
1	86816335	86816793	MACS_peak_514	77.93	458	0	0	0	intergen	ENSG00000183291	40651
1	88657171	88657397	MACS_peak_518	138.33	226	0	0	1	intergen	ENSG00000065243	21824
1	93391535	93391872	MACS_peak_543	142.05	337	0	0	0	intergen	ENSG00000117505	22036
1	93402920	93403284	MACS_peak_544	55.24	364	0	0	0	intergen	ENSG00000117505	33421
1	93850836	93851104	MACS_peak_547	832.28	268	0	0	0	intergen	ENSG00000067334	10178
1	100258755	100259101	MACS_peak_580	149.97	346	0	0	1	intergen	ENSG00000137996	2105
1	108676516	108676877	MACS_peak_688	239.82	361	0	0	0	intergen	ENSG00000134186	10445
1	109640164	109640566	MACS_peak_699	620.31	402	0	0	0	intergen	ENSG00000168765	10514
1	109649757	109650076	MACS_peak_700	527.2	319	0	0	0	intergen	ENSG00000168765	1004
1	110079968	110080183	MACS_peak_703	543.04	215	0	0	0	intergen	ENSG00000143093	5326
1	110457942	110458162	MACS_peak_706	416.26	220	0	0	0	intergen	ENSG00000134248	49999
1	113140557	113140852	MACS_peak_730	445.58	295	0	0	0	intergen	ENSG00000198799	8296
1	114363365	114363614	MACS_peak_755	410.82	249	0	0	0	intergen	ENSG00000197323	24162
1	114522506	114522907	MACS_peak_761	899.23	401	0	0	0	intergen	ENSG00000197323	11345
1	114558602	114559055	MACS_peak_762	907.19	453	0	0	0	intergen	ENSG00000116752	3501
1	115595888	115596126	MACS_peak_781	516.86	238	0	0	0	intergen	ENSG00000173218	40826
1	115635585	115635768	MACS_peak_782	174.78	183	0	0	0	intergen	ENSG00000173218	1184
1	116485341	116485569	MACS_peak_794	695.57	228	0	0	0	intergen	ENSG00000116815	23965
1	116499002	116499387	MACS_peak_795	603.02	385	0	0	0	intergen	ENSG00000116815	10147
1	117312544	117312796	MACS_peak_807	761.83	252	0	0	1	intergen	ENSG00000198162	49652
1	117535020	117535376	MACS_peak_810	528.58	356	0	0	0	intergen	ENSG00000198162	6147
1	146900317	146900768	MACS_peak_960	701.25	451	0	0	1	intergen	ENSG00000268043	32975
1	147008726	147009044	MACS_peak_965	200.37	318	0	0	0	intergen	ENSG00000268043	12523
1	147126674	147126944	MACS_peak_967	60.64	270	0	0	0	intergen	ENSG00000131791	23161
1	147306269	147306568	MACS_peak_968	97.7	299	0	0	1	intergen	ENSG00000131778	10502
1	147890266	147890530	MACS_peak_979	836.44	264	0	0	0	intergen	ENSG00000188092	32862
1	147892756	147893052	MACS_peak_980	1869.05	296	0	0	0	intergen	ENSG00000188092	30340
1	148517256	148517636	MACS_peak_997	406.15	380	0	0	1	intergen	ENSG00000270629	8748
1	150050648	150050950	MACS_peak_1029	370.35	302	0	0	1	intergen	ENSG00000136631	11328
1	150165921	150166284	MACS_peak_1034	644.81	363	0	0	0	intergen	ENSG00000136631	20591
1	150187328	150187596	MACS_peak_1035	584.2	268	0	0	0	intergen	ENSG00000136631	41998
1	150532657	150532828	MACS_peak_1040	771.99	171	0	0	0	intergen	ENSG00000143374	25047
1	150560838	150561145	MACS_peak_1041	816.07	307	0	0	1	intergen	ENSG00000143420	34705
1	150631297	150631512	MACS_peak_1043	829.69	215	0	0	0	intergen	ENSG00000143420	1684
1	153352413	153352736	MACS_peak_1083	672.92	323	0	0	0	intergen	ENSG00000163220	117
1	153364100	153364234	MACS_peak_1085	1377.21	134	0	0	0	intergen	ENSG00000163220	3072
1	153580493	153580686	MACS_peak_1087	654.75	193	0	0	0	intergen	ENSG00000188643	21199
1	155633857	155634167	MACS_peak_1107	345.15	310	0	0	1	intergen	ENSG00000125459	18889
1	156183544	156183904	MACS_peak_1112	269.92	360	0	0	0	intergen	ENSG00000160785	5027
1	161291495	161291921	MACS_peak_1166	488.85	426	0	0	0	intergen	ENSG00000143252	17335
1	161382066	161382428	MACS_peak_1167	372.06	362	0	0	0	intergen	ENSG00000143252	6725
1	193254733	193255107	MACS_peak_1470	1059.4	374	0	0	0	intergen	ENSG00000134371	0
1	202852277	202852679	MACS_peak_1569	487.83	402	0	0	1	intergen	ENSG00000117153	33420
1	202970844	202970977	MACS_peak_1570	733.5	133	0	0	0	intergen	ENSG00000117153	42207
1	203751800	203752037	MACS_peak_1592	375.48	237	0	0	0	intergen	ENSG00000058673	38616
1	203871054	203871271	MACS_peak_1595	1239.92	217	0	0	0	intergen	ENSG00000058673	16054
1	205122227	205122492	MACS_peak_1615	553.87	265	0	0	0	intergen	ENSG00000117222	211
1	206175583	206175900	MACS_peak_1634	395.81	317	0	0	1	intergen	ENSG00000266028	22444
1	206734553	206734874	MACS_peak_1645	1074.74	321	0	0	0	intergen	ENSG00000162889	269
1	206738982	206739270	MACS_peak_1646	572.35	288	0	0	0	intergen	ENSG00000162889	4698
1	206760118	206760259	MACS_peak_1647	553.78	141	0	0	0	intergen	ENSG00000162889	25834
1	217903704	217903946	MACS_peak_1714	494.55	242	0	0	1	intergen	ENSG00000162814	32007
1	217911884	217912190	MACS_peak_1715	745.5	306	0	0	1	intergen	ENSG00000162814	40187
1	224101466	224101845	MACS_peak_1773	76.3	379	0	0	0	intergen	ENSG00000143756	7241
1	224170708	224170942	MACS_peak_1774	644.94	234	0	0	0	intergen	ENSG00000143753	0
1	225965764	225966022	MACS_peak_1784	482.41	258	0	0	0	intergen	ENSG00000143751	11679
1	226333457	226333858	MACS_peak_1786	620.91	401	0	0	0	intergen	ENSG00000143799	21832
1	228131037	228131313	MACS_peak_1793	710.92	276	0	0	0	intergen	ENSG00000162910	21724
1	229675732	229676058	MACS_peak_1819	546.72	326	0	0	0	intergen	ENSG00000135763	15532
1	235093852	235094168	MACS_peak_1835	1080.16	316	0	0	0	intergen	ENSG00000173726	10167
1	236609140	236609509	MACS_peak_1842	765.37	369	0	0	0	intergen	ENSG00000119285	4635
1	246532603	246532816	MACS_peak_1883	596.79	213	0	0	0	intergen	ENSG00000162851	2743
1	247826620	247826755	MACS_peak_1893	1965.34	135	0	0	0	intergen	ENSG00000162722	25443
1	248867081	248867228	MACS_peak_1901	871.29	147	0	0	0	intergen	ENSG00000171161	17563
2	10668515	10668783	MACS_peak_9892	853.65	268	0	1	0	gene	ENSG00000115761	0
2	11446781	11447029	MACS_peak_9899	485.56	248	1	0	0	promoter	ENSG00000169016	0
2	25397875	25398226	MACS_peak_10003	774.9	351	0	1	0	gene	ENSG00000138101	0
2	25606819	25607129	MACS_peak_10004	437.04	310	0	1	0	gene	ENSG00000138101	0
2	25616658	25616960	MACS_peak_10005	265.34	302	0	1	0	gene	ENSG00000138101	0
2	25625541	25625678	MACS_peak_10006	1420.82	137	0	1	0	gene	ENSG00000138101	0
2	27621518	27621823	MACS_peak_10017	439.84	305	0	1	1	gene	ENSG00000243943	0
2	27683559	27683869	MACS_peak_10018	682.83	310	0	1	0	gene	ENSG00000163798	0
2	27945659	27945958	MACS_peak_10019	506.92	299	0	2	0	gene	ENSG00000243147	0
2	28026651	28026989	MACS_peak_10020	967.61	338	0	1	0	gene	ENSG00000158019	0
2	28214323	28214633	MACS_peak_10021	813.39	310	0	1	0	gene	ENSG00000158019	0
2	31933313	31933457	MACS_peak_10050	769.86	144	0	1	0	gene	ENSG00000162961	0
2	31969498	31969692	MACS_peak_10051	632.58	194	0	1	0	gene	ENSG00000162961	0
2	39055333	39055609	MACS_peak_10111	1422.18	276	0	1	0	gene	ENSG00000115904	0
2	39059394	39059674	MACS_peak_10112	361.13	280	0	1	0	gene	ENSG00000115904	0
2	58174860	58175302	MACS_peak_10237	125.99	442	0	1	0	gene	ENSG00000115392	0
2	58176540	58176908	MACS_peak_10238	50	368	0	1	0	gene	ENSG00000115392	0
2	58202136	58202371	MACS_peak_10239	972.07	235	0	1	0	gene	ENSG00000115392	0
2	58217283	58217556	MACS_peak_10240	458.95	273	0	1	0	gene	ENSG00000115392	0
2	63861682	63861980	MACS_peak_10283	565.28	298	0	1	0	gene	ENSG00000169764	0
2	63888765	63889128	MACS_peak_10284	644.81	363	1	1	0	promoter	ENSG00000169764	0
2	63928666	63928906	MACS_peak_10285	223.38	240	0	1	0	gene	ENSG00000143952	0
2	70977403	70977715	MACS_peak_10340	435.94	312	0	1	0	gene	ENSG00000258881	0
2	73033300	73033492	MACS_peak_10357	866.35	192	0	1	0	gene	ENSG00000144040	0
2	74392041	74392376	MACS_peak_10373	423.72	335	1	0	1	promoter	ENSG00000159239	0
2	97112228	97112655	MACS_peak_10618	1677.51	427	1	0	0	promoter	ENSG00000135976	0
2	97171060	97171424	MACS_peak_10619	61.7	364	0	1	0	gene	ENSG00000135976	0
2	97229411	97229618	MACS_peak_10620	170.73	207	0	1	0	gene	ENSG00000135976	0
2	98594839	98595286	MACS_peak_10631	75.42	447	1	0	0	promoter	ENSG00000183513	0
2	102753618	102753953	MACS_peak_10657	664.12	335	0	1	0	gene	ENSG00000170417	0
2	109546134	109546401	MACS_peak_10708	854.69	267	1	0	0	promoter	ENSG00000186522	0
2	111619517	111619737	MACS_peak_10743	564.54	220	0	1	2	gene	ENSG00000153107	0
2	111813254	111813675	MACS_peak_10744	649.49	421	0	1	0	gene	ENSG00000153107	0
2	111850726	111851128	MACS_peak_10745	1178.01	402	0	1	0	gene	ENSG00000153107	0
2	130155893	130156280	MACS_peak_10875	511.42	387	1	0	0	promoter	ENSG00000136699	0
2	130360505	130360858	MACS_peak_10877	651.52	353	1	0	0	promoter	ENSG00000072135	0
2	131492341	131492566	MACS_peak_10880	548.55	225	0	1	0	gene	ENSG00000173272	0
2	135138900	135139074	MACS_peak_10918	1208.41	174	1	1	0	promoter	ENSG00000115839	0
2	135294236	135294486	MACS_peak_10919	82.05	250	0	1	0	gene	ENSG00000121988	0
2	135407909	135408220	MACS_peak_10920	51.07	311	0	1	0	gene	ENSG00000121988	0
2	135424889	135425207	MACS_peak_10921	940.27	318	0	1	0	gene	ENSG00000121988	0
2	135515691	135515886	MACS_peak_10922	352.92	195	0	1	0	gene	ENSG00000121988	0
2	135685652	135686003	MACS_peak_10923	415.73	351	0	1	0	gene	ENSG00000048991	0
2	147937744	147938114	MACS_peak_10993	640.22	370	0	1	0	gene	ENSG00000115947	0
2	148780375	148780613	MACS_peak_11001	502.51	238	0	1	0	gene	ENSG00000135999	0
2	149035305	149035602	MACS_peak_11006	373.73	297	1	0	0	promoter	ENSG00000150556	0
2	158188745	158188922	MACS_peak_11078	972.07	177	0	1	1	gene	ENSG00000153237	0
2	158264816	158265040	MACS_peak_11079	712.32	224	0	1	0	gene	ENSG00000153237	0
2	158283509	158283895	MACS_peak_11080	131.14	386	0	1	0	gene	ENSG00000153237	0
2	158424239	158424419	MACS_peak_11081	446.02	180	0	1	1	gene	ENSG00000153237	0
2	171705548	171705876	MACS_peak_11181	669.21	328	0	1	0	gene	ENSG00000077380	0
2	171706221	171706517	MACS_peak_11182	693.99	296	0	1	0	gene	ENSG00000077380	0
2	171940922	171941262	MACS_peak_11183	407.96	340	0	2	0	gene	ENSG00000115840	0
2	171970495	171970649	MACS_peak_11184	740.33	154	0	2	0	gene	ENSG00000115840	0
2	176127102	176127314	MACS_peak_11223	758.25	212	1	0	1	promoter	ENSG00000128709	2164
2	189466700	189467008	MACS_peak_11331	558.46	308	0	1	0	gene	ENSG00000115368	0
2	189660919	189661395	MACS_peak_11332	815.52	476	1	0	0	promoter	ENSG00000138381	0
2	219171214	219171490	MACS_peak_11564	984.35	276	1	0	0	promoter	ENSG00000115649	0
2	233380541	233380786	MACS_peak_11634	629.38	245	0	1	0	gene	ENSG00000077044	0
2	239909877	239910132	MACS_peak_11658	1853.13	255	0	1	0	gene	ENSG00000130414	0
2	25361998	25362190	MACS_peak_10002	866.35	192	0	0	0	intergen	ENSG00000138101	10007
2	28371435	28371899	MACS_peak_10022	262.12	464	0	0	0	intergen	ENSG00000158019	32533
2	31837433	31837582	MACS_peak_10049	1128.57	149	0	0	0	intergen	ENSG00000162961	25226
2	37395971	37396217	MACS_peak_10090	485.56	246	0	0	0	intergen	ENSG00000115828	22648
2	37414518	37414851	MACS_peak_10091	665.57	333	0	0	0	intergen	ENSG00000115828	41195
2	42813042	42813452	MACS_peak_10134	499.59	410	0	0	0	intergen	ENSG00000162882	20448
2	42827634	42827865	MACS_peak_10135	532.66	231	0	0	0	intergen	ENSG00000162882	35040
2	46464489	46464814	MACS_peak_10160	547.36	325	0	0	1	intergen	ENSG00000250565	20935
2	64049738	64049982	MACS_peak_10286	896.52	244	0	0	0	intergen	ENSG00000143952	30665
2	70861826	70862056	MACS_peak_10339	532.66	230	0	0	0	intergen	ENSG00000116035	33533
2	71157511	71157732	MACS_peak_10341	374.94	221	0	0	0	intergen	ENSG00000124383	7409
2	95192891	95193153	MACS_peak_10606	762.37	262	0	0	0	intergen	ENSG00000275111	8573
2	96987168	96987309	MACS_peak_10616	382.33	141	0	0	0	intergen	ENSG00000168754	575
2	97004012	97004446	MACS_peak_10617	327.36	434	0	0	0	intergen	ENSG00000168754	17419
2	100242884	100243245	MACS_peak_10639	525.71	361	0	0	1	intergen	ENSG00000170500	25045
2	100262652	100263093	MACS_peak_10640	965.4	441	0	0	0	intergen	ENSG00000170500	5197
2	111588967	111589345	MACS_peak_10741	75.39	378	0	0	2	intergen	ENSG00000153107	17293
2	111589811	111590144	MACS_peak_10742	56.31	333	0	0	2	intergen	ENSG00000153107	16494
2	148792017	148792280	MACS_peak_11002	229.83	263	0	0	0	intergen	ENSG00000135999	4448
2	148809607	148809898	MACS_peak_11003	570.2	291	0	0	0	intergen	ENSG00000135999	22038
2	149263556	149263793	MACS_peak_11007	516.86	237	0	0	0	intergen	ENSG00000150556	48293
2	151238897	151239270	MACS_peak_11019	1438.77	373	0	0	0	intergen	ENSG00000184898	3669
