chr	start	end	id	score	size	phits	ghits	ohits	type
1	26363858	26364154	MACS_peak_150	566.68	296	1	0	0	promoter
1	26399602	26399961	MACS_peak_151	734.33	359	0	0	0	intergen
1	26488429	26488729	MACS_peak_152	427.96	300	0	0	0	intergen
1	26602213	26602642	MACS_peak_153	767.78	429	0	0	0	intergen
1	26878026	26878314	MACS_peak_154	700.62	288	1	0	0	promoter
1	26997648	26997903	MACS_peak_155	596.79	255	1	0	0	promoter
1	27198031	27198201	MACS_peak_156	879.24	170	0	0	0	intergen
1	27284810	27285064	MACS_peak_157	1317.49	254	0	1	0	gen
1	27556759	27557047	MACS_peak_158	572.35	288	0	1	0	gen
1	27669177	27669561	MACS_peak_159	754.42	384	1	0	0	promoter
1	27672268	27672610	MACS_peak_160	420.18	342	0	0	1	other
1	28006676	28006885	MACS_peak_161	558.17	209	0	1	0	gen
1	28409805	28409994	MACS_peak_162	1129.71	189	0	1	0	gen
1	28640868	28641158	MACS_peak_163	448.52	290	0	1	0	gen
1	28695856	28696077	MACS_peak_164	237.59	221	0	1	0	gen
1	28792787	28793014	MACS_peak_165	695.57	227	0	0	0	intergen
1	28851828	28852132	MACS_peak_166	142.05	304	0	1	0	gen
1	28877234	28877530	MACS_peak_167	542.62	296	0	0	0	intergen
1	29245878	29246105	MACS_peak_168	695.57	227	0	1	0	gen
1	29269746	29269934	MACS_peak_169	695.57	188	0	1	0	gen
1	29773907	29774291	MACS_peak_170	972.38	384	0	0	1	other
1	29997287	29997662	MACS_peak_171	79.24	375	0	0	0	intergen
1	30309150	30309540	MACS_peak_173	89.02	390	0	0	0	intergen
1	30455010	30455318	MACS_peak_174	137.06	308	0	0	0	intergen
1	30496063	30496516	MACS_peak_175	78.44	453	0	0	0	intergen
1	30567745	30568051	MACS_peak_176	270.85	306	0	0	0	intergen
1	31663926	31664194	MACS_peak_178	462.14	268	0	1	0	gen
1	32066055	32066199	MACS_peak_179	392.74	144	0	0	1	other
1	32109480	32109695	MACS_peak_180	799.34	215	1	0	0	promoter
1	32215701	32216058	MACS_peak_181	399.64	357	1	1	0	promoter
1	32520352	32520710	MACS_peak_182	2805.6	358	0	1	0	gen
1	32524193	32524648	MACS_peak_183	260.52	455	0	1	0	gen
1	32581070	32581419	MACS_peak_184	887.47	349	0	2	0	gen
1	33194427	33194562	MACS_peak_185	1079.97	135	0	0	0	intergen
1	33675304	33675683	MACS_peak_186	57.46	379	0	1	0	gen
1	33833315	33833647	MACS_peak_187	62.38	332	0	1	0	gen
1	34096997	34097399	MACS_peak_188	75.85	402	0	1	0	gen
1	34255973	34256306	MACS_peak_189	123.2	333	0	0	0	intergen
1	34419803	34420106	MACS_peak_190	561.84	303	0	0	0	intergen
1	34549226	34549468	MACS_peak_191	501.16	242	0	0	0	intergen
1	34852702	34853018	MACS_peak_193	808.09	316	0	1	0	gen
1	34866417	34866631	MACS_peak_194	596.79	214	1	0	0	promoter
1	34955907	34956285	MACS_peak_195	69.86	378	0	0	0	intergen
1	35025363	35025700	MACS_peak_196	603.02	337	0	2	0	gen
1	35260765	35261082	MACS_peak_197	578.24	317	0	0	0	intergen
1	35274610	35274745	MACS_peak_198	702.09	135	0	1	0	gen
1	36149559	36149840	MACS_peak_199	453.96	281	0	1	0	gen
1	36544545	36545008	MACS_peak_200	534.92	463	0	0	0	intergen
1	36650540	36650742	MACS_peak_201	645.81	202	0	0	0	intergen
1	37209335	37209637	MACS_peak_202	75.54	302	0	0	0	intergen
1	37919368	37919591	MACS_peak_203	866.35	223	0	1	0	gen
1	37970423	37970740	MACS_peak_204	76.3	317	0	1	0	gen
1	37971799	37972153	MACS_peak_205	175.85	354	0	1	0	gen
1	38562619	38562757	MACS_peak_206	960.73	138	0	0	0	intergen
1	38683478	38683612	MACS_peak_207	1666.76	134	0	0	0	intergen
1	39606234	39606628	MACS_peak_208	563.18	394	0	0	0	intergen
1	39799809	39800062	MACS_peak_209	470.06	253	0	0	1	other
1	39853286	39853582	MACS_peak_210	445	296	0	1	0	gen
1	39973476	39973831	MACS_peak_211	631.61	355	0	0	0	intergen
1	40024462	40024653	MACS_peak_212	856.26	191	0	0	0	intergen
1	40032338	40032595	MACS_peak_213	542.24	257	0	0	0	intergen
1	40084765	40084944	MACS_peak_214	954.29	179	0	1	0	gen
1	40183026	40183264	MACS_peak_215	662.31	238	0	1	0	gen
1	40197729	40197933	MACS_peak_216	511.85	204	0	1	0	gen
1	40246699	40247020	MACS_peak_217	429.01	321	1	0	0	promoter
1	40367185	40367479	MACS_peak_218	50.35	294	0	1	0	gen
1	40668937	40669328	MACS_peak_219	1006.73	391	0	0	0	intergen
1	40948983	40949226	MACS_peak_220	645.81	243	0	0	0	intergen
1	41083838	41084267	MACS_peak_221	119.37	429	0	1	0	gen
1	41117203	41117439	MACS_peak_222	1326.27	236	0	1	0	gen
1	41854835	41855216	MACS_peak_223	157.92	381	0	1	0	gen
1	41993606	41993974	MACS_peak_225	182.81	368	0	1	0	gen
1	42095347	42095730	MACS_peak_226	95.04	383	0	0	0	intergen
1	42233273	42233628	MACS_peak_227	54.01	355	0	1	0	gen
1	42344333	42344653	MACS_peak_228	306.6	320	0	0	0	intergen
1	42494973	42495307	MACS_peak_229	81.46	334	0	1	0	gen
1	42709055	42709277	MACS_peak_230	1528.09	222	0	0	0	intergen
1	43917396	43917753	MACS_peak_231	721.05	357	0	2	0	gen
1	44036678	44037052	MACS_peak_232	637.63	374	0	0	1	other
1	44092243	44092471	MACS_peak_233	655.31	228	0	0	1	other
1	44361463	44361747	MACS_peak_234	452.13	284	0	0	0	intergen
1	44595241	44595456	MACS_peak_235	596.79	215	0	1	0	gen
1	44653006	44653253	MACS_peak_236	485.56	247	0	1	0	gen
1	44796097	44796570	MACS_peak_238	2431.95	473	1	0	0	promoter
1	44835911	44836262	MACS_peak_239	531.49	351	0	1	0	gen
1	45300383	45300572	MACS_peak_240	695.57	189	0	1	0	gen
1	45512650	45512867	MACS_peak_241	901.33	217	1	1	0	promoter
1	45725860	45726154	MACS_peak_242	219.32	294	0	1	0	gen
1	46015846	46016224	MACS_peak_243	53.46	378	0	1	0	gen
1	46016957	46017238	MACS_peak_244	79.34	281	0	1	0	gen
1	46017307	46017645	MACS_peak_245	84.4	338	0	1	0	gen
1	46223513	46223790	MACS_peak_246	564.42	277	0	0	0	intergen
1	46406366	46406745	MACS_peak_247	515.71	379	0	1	0	gen
1	46442689	46442993	MACS_peak_248	440.4	304	0	0	1	other
1	46504793	46505219	MACS_peak_249	77.66	426	1	0	0	promoter
1	46584140	46584526	MACS_peak_250	511.95	386	0	1	0	gen
1	46693899	46694325	MACS_peak_251	202.06	426	0	1	0	gen
1	46725333	46725589	MACS_peak_252	729.14	256	0	0	0	intergen
1	46776361	46776668	MACS_peak_253	823.18	307	0	1	0	gen
1	46836200	46836564	MACS_peak_254	142.05	364	0	0	0	intergen
1	46876073	46876350	MACS_peak_255	928.78	277	0	0	1	other
1	47086402	47086625	MACS_peak_256	224.58	223	0	1	0	gen
1	47091575	47091853	MACS_peak_257	779.89	278	0	1	0	gen
1	47126294	47126599	MACS_peak_258	135.19	305	0	0	1	other
1	47179185	47179396	MACS_peak_259	596.79	211	1	0	0	promoter
1	47192897	47193225	MACS_peak_260	427.34	328	0	0	0	intergen
1	47380145	47380380	MACS_peak_261	468.75	235	0	0	0	intergen
1	47424399	47424684	MACS_peak_262	451.52	285	0	0	0	intergen
1	47436491	47436764	MACS_peak_263	713.56	273	1	0	0	promoter
1	47604366	47604735	MACS_peak_264	123.08	369	0	0	0	intergen
1	47960962	47961335	MACS_peak_265	66.19	373	0	1	0	gen
1	48093651	48093928	MACS_peak_266	335.88	277	0	0	0	intergen
1	48109392	48109686	MACS_peak_267	446.16	294	0	0	1	other
1	48152025	48152237	MACS_peak_268	76.89	212	0	0	1	other
1	48154711	48155056	MACS_peak_269	74.95	345	0	0	1	other
1	48155236	48155588	MACS_peak_270	72.64	352	0	0	1	other
1	48155803	48156169	MACS_peak_271	91.4	366	0	0	1	other
1	48171000	48171207	MACS_peak_272	332.68	207	0	0	1	other
1	49008592	49009038	MACS_peak_274	56.9	446	0	1	0	gen
1	49010280	49010649	MACS_peak_275	51.87	369	0	1	0	gen
1	49011054	49011425	MACS_peak_276	134.63	371	0	1	0	gen
1	49096280	49096670	MACS_peak_277	223.95	390	0	1	1	gen
1	49119051	49119407	MACS_peak_278	148.58	356	0	1	1	gen
1	49259219	49259637	MACS_peak_279	69.43	418	0	1	1	gen
1	49259866	49260178	MACS_peak_280	75.22	312	0	1	1	gen
1	49260314	49260727	MACS_peak_281	55.18	413	0	1	1	gen
1	49261575	49261891	MACS_peak_282	110.45	316	0	1	1	gen
1	49262360	49262721	MACS_peak_283	112.48	361	0	1	1	gen
1	49286396	49286711	MACS_peak_284	58.47	315	0	1	0	gen
1	49287723	49288194	MACS_peak_285	114.16	471	0	1	0	gen
1	49741705	49742010	MACS_peak_286	180.31	305	0	1	0	gen
1	49830778	49831115	MACS_peak_287	157.23	337	0	1	0	gen
1	49877165	49877526	MACS_peak_288	181.72	361	0	1	0	gen
1	49937811	49938179	MACS_peak_289	94.54	368	0	1	0	gen
1	50684255	50684388	MACS_peak_291	1396.21	133	0	1	0	gen
1	50864358	50864796	MACS_peak_292	54.03	438	0	1	0	gen
1	50929492	50929774	MACS_peak_293	453.35	282	0	1	0	gen
1	51024430	51024801	MACS_peak_294	87.62	371	0	0	0	intergen
1	51088510	51088765	MACS_peak_295	596.79	255	0	0	0	intergen
1	51189345	51189678	MACS_peak_296	542.34	333	0	0	0	intergen
1	51192140	51192480	MACS_peak_297	421.18	340	0	0	0	intergen
1	51296903	51297132	MACS_peak_298	695.57	229	0	1	0	gen
1	51769102	51769394	MACS_peak_299	447.34	292	0	1	0	gen
1	52389841	52390056	MACS_peak_300	596.79	215	0	1	0	gen
1	52690456	52690641	MACS_peak_301	650.69	185	0	1	0	gen
1	52748176	52748461	MACS_peak_302	451.52	285	0	1	0	gen
1	52891920	52892301	MACS_peak_304	290.35	381	1	1	0	promoter
1	53361250	53361485	MACS_peak_305	421.83	235	0	0	1	other
1	53854906	53855078	MACS_peak_306	1358.7	172	1	0	0	promoter
1	53959706	53959945	MACS_peak_307	620.13	239	0	1	0	gen
1	55022011	55022325	MACS_peak_308	301.54	314	0	0	0	intergen
1	55702099	55702383	MACS_peak_310	704	284	0	0	1	other
1	56367442	56367872	MACS_peak_311	76.22	430	0	1	1	gen
1	56579622	56579967	MACS_peak_312	418.68	345	0	1	0	gen
1	56642139	56642394	MACS_peak_313	229.22	255	1	1	0	promoter
1	56681227	56681582	MACS_peak_314	127.15	355	0	1	0	gen
1	56820985	56821361	MACS_peak_315	760.2	376	0	0	0	intergen
1	56937857	56938250	MACS_peak_316	748.06	393	0	1	0	gen
1	57606434	57606833	MACS_peak_317	1269.36	399	0	1	0	gen
1	58162978	58163286	MACS_peak_318	684.39	308	0	1	0	gen
1	58374250	58374547	MACS_peak_319	50.92	297	0	1	0	gen
1	58494474	58494765	MACS_peak_320	65.03	291	0	2	0	gen
1	58582578	58582947	MACS_peak_321	58.05	369	0	0	0	intergen
1	58770782	58771186	MACS_peak_322	81.72	404	0	0	1	other
1	59001088	59001254	MACS_peak_323	831.63	166	0	0	1	other
1	59253754	59254110	MACS_peak_324	94.4	356	0	0	1	other
1	59380066	59380423	MACS_peak_325	137.75	357	0	1	0	gen
1	59592231	59592570	MACS_peak_326	138.61	339	0	1	0	gen
1	59612226	59612569	MACS_peak_327	123.63	343	0	1	0	gen
1	59699305	59699496	MACS_peak_328	1061.85	191	0	1	0	gen
1	59947388	59947648	MACS_peak_329	725.38	260	0	0	0	intergen
1	59971299	59971755	MACS_peak_330	707.33	456	0	0	0	intergen
1	60002396	60002680	MACS_peak_331	93.4	284	0	1	0	gen
1	60197784	60198103	MACS_peak_333	432.12	319	0	0	0	intergen
1	60281408	60281634	MACS_peak_335	913.87	226	0	0	0	intergen
1	60379319	60379721	MACS_peak_336	76.98	402	0	0	0	intergen
1	60466007	60466412	MACS_peak_337	104.33	405	0	0	0	intergen
1	60491304	60491550	MACS_peak_338	181.54	246	0	0	0	intergen
1	60494446	60494875	MACS_peak_339	127.77	429	0	0	0	intergen
1	60512803	60513157	MACS_peak_340	100.02	354	0	0	0	intergen
1	60645224	60645536	MACS_peak_341	88.29	312	0	0	0	intergen
1	60782131	60782289	MACS_peak_342	393.44	158	0	0	1	other
1	61659127	61659448	MACS_peak_343	431.05	321	0	0	0	intergen
1	61852249	61852446	MACS_peak_344	662.31	197	0	1	0	gen
1	61925195	61925347	MACS_peak_345	948.91	152	0	1	0	gen
1	62135829	62136087	MACS_peak_346	2384.8	258	0	1	0	gen
1	62144223	62144528	MACS_peak_347	560.48	305	0	1	0	gen
1	62650379	62650613	MACS_peak_348	125.55	234	0	1	0	gen
1	63240507	63240918	MACS_peak_349	76.72	411	0	0	1	other
1	63241557	63241905	MACS_peak_350	53.89	348	0	0	1	other
1	63387051	63387271	MACS_peak_351	1472.89	220	0	1	0	gen
1	63575180	63575531	MACS_peak_352	629.58	351	0	1	0	gen
1	64246422	64246727	MACS_peak_353	686.76	305	0	1	0	gen
1	64269086	64269403	MACS_peak_354	677.44	317	0	0	0	intergen
1	64675873	64676087	MACS_peak_355	1264.23	214	0	1	0	gen
1	64719364	64719497	MACS_peak_356	1396.21	133	0	0	0	intergen
1	64740425	64740673	MACS_peak_357	261.67	248	1	0	0	promoter
1	64798160	64798456	MACS_peak_358	103.45	296	0	1	0	gen
1	65060008	65060331	MACS_peak_359	672.92	323	0	0	0	intergen
1	65431195	65431404	MACS_peak_360	613.04	209	0	2	0	gen
1	65453176	65453548	MACS_peak_361	72.11	372	0	1	0	gen
1	65453964	65454258	MACS_peak_362	69	294	0	1	0	gen
1	65672147	65672526	MACS_peak_364	69.76	379	0	0	0	intergen
1	66187747	66188199	MACS_peak_365	76.73	452	0	1	0	gen
1	66200838	66201103	MACS_peak_366	84.4	265	0	1	0	gen
1	66459443	66459648	MACS_peak_367	690.17	205	0	0	0	intergen
1	66492274	66492476	MACS_peak_368	814.37	202	0	0	0	intergen
1	66765043	66765342	MACS_peak_369	380.3	299	0	1	0	gen
1	66823993	66824321	MACS_peak_370	79.66	328	0	1	0	gen
1	66824450	66824701	MACS_peak_371	103.13	251	0	1	0	gen
1	66957460	66957713	MACS_peak_372	470.06	253	0	1	0	gen
1	66995959	66996365	MACS_peak_373	739.13	406	1	0	0	promoter
1	67213247	67213460	MACS_peak_374	596.79	213	0	2	0	gen
1	67214480	67214700	MACS_peak_375	564.54	220	0	2	0	gen
1	67549916	67550264	MACS_peak_376	76.3	348	0	0	0	intergen
1	67709881	67710177	MACS_peak_377	380.3	296	0	1	0	gen
1	67766154	67766420	MACS_peak_378	588.83	266	0	1	0	gen
1	68116619	68116943	MACS_peak_380	429.45	324	0	1	1	gen
1	68734381	68734730	MACS_peak_381	61.75	349	0	0	1	other
1	68880268	68880649	MACS_peak_382	63.13	381	0	0	1	other
1	68927425	68927754	MACS_peak_383	63.79	329	0	0	1	other
1	68963696	68963961	MACS_peak_384	306.6	265	0	0	0	intergen
1	69097941	69098315	MACS_peak_386	63.46	374	0	0	1	other
1	69117208	69117567	MACS_peak_387	52.99	359	0	0	1	other
1	69395484	69395745	MACS_peak_388	436.82	261	0	0	0	intergen
1	69536898	69537142	MACS_peak_389	160.58	244	0	0	0	intergen
1	69915994	69916283	MACS_peak_392	2199.84	289	0	1	0	gen
1	70098299	70098636	MACS_peak_393	56.38	337	0	1	0	gen
1	70132345	70132614	MACS_peak_394	243.49	269	0	1	0	gen
1	70239596	70239850	MACS_peak_395	596.79	254	0	1	0	gen
1	70311529	70311821	MACS_peak_396	1835.72	292	0	1	0	gen
1	70487983	70488224	MACS_peak_397	936.57	241	0	0	0	intergen
1	70782905	70783039	MACS_peak_398	1666.76	134	0	0	1	other
1	70966036	70966220	MACS_peak_399	729.14	184	0	1	0	gen
1	71119838	71120155	MACS_peak_400	93.4	317	0	0	1	other
1	71503987	71504231	MACS_peak_401	501.16	244	0	1	0	gen
1	71519140	71519565	MACS_peak_403	141.52	425	0	1	0	gen
1	71521761	71522002	MACS_peak_404	238.86	241	0	1	0	gen
1	71892970	71893344	MACS_peak_405	84.01	374	0	1	0	gen
1	72037765	72038148	MACS_peak_406	513.56	383	0	1	0	gen
1	72828135	72828540	MACS_peak_407	127.15	405	0	0	2	other
1	72901010	72901441	MACS_peak_408	100.11	431	0	0	0	intergen
1	72901468	72901888	MACS_peak_409	67.33	420	0	0	0	intergen
1	73291595	73291950	MACS_peak_410	95.51	355	0	0	0	intergen
1	73330343	73330718	MACS_peak_411	111.49	375	0	0	1	other
1	73674794	73675243	MACS_peak_412	465.3	449	0	0	1	other
1	73971754	73972172	MACS_peak_413	495.64	418	0	0	0	intergen
1	74228846	74229154	MACS_peak_415	380.3	308	0	2	0	gen
1	74500408	74500743	MACS_peak_416	84.4	335	0	3	0	gen
1	74771992	74772260	MACS_peak_417	587.27	268	0	0	0	intergen
1	74882596	74882873	MACS_peak_418	148.68	277	0	0	0	intergen
1	74901517	74901762	MACS_peak_419	117.08	245	0	0	0	intergen
1	75053265	75053520	MACS_peak_420	470.06	255	0	0	0	intergen
1	75323067	75323438	MACS_peak_421	75.01	371	0	1	0	gen
1	75381998	75382285	MACS_peak_422	514.54	287	0	1	0	gen
1	75477454	75477879	MACS_peak_423	183.93	425	0	1	0	gen
1	75479370	75479732	MACS_peak_424	51.84	362	0	1	0	gen
1	75518552	75518777	MACS_peak_425	712.32	225	0	1	0	gen
1	75634976	75635384	MACS_peak_426	164.26	408	0	0	0	intergen
1	75644964	75645332	MACS_peak_427	81.45	368	0	0	1	other
1	75680094	75680400	MACS_peak_428	101	306	0	0	1	other
1	75680522	75680825	MACS_peak_429	66.53	303	0	0	1	other
1	75699734	75700078	MACS_peak_430	75.26	344	0	0	1	other
1	75708416	75708549	MACS_peak_431	1098.16	133	0	0	1	other
1	75782828	75783195	MACS_peak_432	150.31	367	1	1	0	promoter
1	75842459	75842786	MACS_peak_433	611.86	327	0	1	0	gen
1	75906341	75906627	MACS_peak_434	602.79	286	0	1	0	gen
1	75962510	75962768	MACS_peak_435	389.76	258	0	0	1	other
1	76342849	76343048	MACS_peak_436	685.59	199	0	1	0	gen
1	76605399	76605598	MACS_peak_437	627.67	199	0	1	0	gen
1	76973311	76973613	MACS_peak_438	441.54	302	0	1	0	gen
1	77367657	77367954	MACS_peak_439	825.22	297	0	1	0	gen
