ensembl_id	lfc	avg_log2_cpm_exp	p_value	FDR	B	avg_exp	avg_log2_exp	avg_cpm_exp
ENSG00000004700	-0.17744591453403408	4.4477258090946	8.567434427090689e-9	1.2395546371222575e-8	18.2059285803969	1142.7877825448159	10.129758399565192	22.22482054449644
ENSG00000004766	0.45747121083511255	5.397457754023827	4.945196501281255e-30	1.207231812439617e-29	Inf	2246.269601281322	11.080739866956371	43.69819889764892
ENSG00000004777	0	4.08380137003385	0	0	0	898.9511771905617	9.76503317155133	17.470541330694875
ENSG00000004779	0.44546436605208517	5.914990651469546	1.4561996404455881e-62	7.611785336153645e-62	Inf	3130.199091405383	11.598701199572579	60.85174499105719
ENSG00000004838	2.099328436868569	4.778442626028902	1.035078259429622e-120	2.9204137869365204e-119	Inf	1502.9454444445203	10.460909071345851	29.192368747495085
ENSG00000004846	-3.1515677455299467	-2.0043602570107693	1.985737406838305e-96	2.5234032683562443e-95	Inf	13.69511064847503	3.377709489611753	0.26662449638926145
ENSG00000004864	0.30468153798016256	4.734464969344794	1.332047399138491e-15	2.3189865353777386e-15	33.69227813195368	1409.3840056349095	10.41694876600574	27.387804748300667
ENSG00000004866	0.44992863205378586	5.311460017312645	7.268839229511006e-34	1.926555191502331e-33	Inf	2093.013658274458	10.994664040440192	40.664249199428745
ENSG00000004897	0.19538126061805425	6.286169188742078	2.324592579086184e-17	4.21525344396059e-17	Inf	4048.002383074863	11.970090811551533	78.7773111499026
ENSG00000004948	-0.9733848913809053	-0.8277293761842994	2.6775349551917364e-16	4.743530102992068e-16	35.35050620855721	38.17442239040711	4.729326845333686	0.7426407688780439
ENSG00000004961	-0.047512557116370355	4.535761401477872	0.04658209622871545	0.05209621857629636	2.9011606346996346	1206.2492844826088	10.217968924437937	23.455983929904335
ENSG00000004975	-0.3634515613420131	5.369723555708697	2.6782996365883015e-35	7.33226951768093e-35	Inf	2156.1994639868863	11.052996941399016	41.97904584362989
ENSG00000005001	1.3161107556951654	4.361798223728482	1.3590431038428078e-58	6.487727534637467e-58	Inf	1113.2664153853432	10.043591582623018	21.626609793452403
ENSG00000005007	0.3102408738973031	7.060937412327521	4.20505095083951e-36	1.1722632408022162e-35	Inf	6933.143338822985	12.745159131350828	134.81017707528449
ENSG00000005020	-1.1583562400116496	5.390887978979338	3.712621554211223e-67	2.1667937248247272e-66	Inf	2340.4739422722873	11.074121521129552	45.430753077223834
ENSG00000005022	0	8.114465293635925	0	0	0	14507.919945585454	13.79890431865215	281.84963403540644
ENSG00000005059	0.6660219018947182	3.8019306847213747	1.045426273386048e-34	2.8288464911179027e-34	Inf	754.0931948008059	9.48236593118782	14.631425270294953
ENSG00000005075	0.27447920369790296	5.25422495230177	1.667423888387317e-27	3.816301922915563e-27	Inf	1982.343940090289	10.937390909278118	38.53124224784002
ENSG00000005100	-0.2122128679313408	4.810085723482729	1.2129517072889536e-12	1.9585300101852204e-12	26.95881955237874	1467.1550302109042	10.492700946319783	28.566527697735435
ENSG00000005102	-3.153693620163405	2.03238171298455	2.2545029344710445e-130	9.140525342726582e-129	Inf	236.65567532002157	7.7008411067798885	4.601626483023643
ENSG00000005108	-0.5862665190516388	3.278031738648166	5.534885644542388e-24	1.1769051684898856e-23	Inf	538.5931279971807	8.956585540593153	10.463478922108532
ENSG00000005156	0.8522417635220743	5.806773458472918	6.19746552166692e-87	6.032422055185406e-86	Inf	2940.1510558345362	11.490397293398736	57.164705216781265
ENSG00000005175	0.44612357582251333	5.436149098892247	1.5839881651093604e-49	6.074892607788257e-49	Inf	2257.629109611682	11.119486403317145	43.931268906808114
ENSG00000005189	0.38936821463256877	2.4408316003615114	6.347385666257563e-14	1.057215881857445e-13	29.87823553488563	292.766147393132	8.114575667949142	5.696296020281809
ENSG00000005194	-0.06489104216872649	5.233103034673626	0.009553251023814224	0.011109002596504143	4.4888282862581805	1961.438502184487	10.916241903269015	38.150097096760135
ENSG00000005206	0.15832888482870175	5.538619816978915	1.300691875790364e-9	1.9281251751525736e-9	20.06671769537608	2423.5176362943066	11.222044810113145	47.13916588012132
ENSG00000005238	0	4.9012167342926976	0	0	0	1563.6686137646232	10.583956624647959	30.42945508919389
ENSG00000005243	-0.7710877367609079	4.357197709782513	3.513044152532388e-50	1.3694533009360027e-49	Inf	1097.222041147079	10.039015487145754	21.345426094987296
ENSG00000005249	-1.6901265555500682	5.581611866354053	1.272365382219232e-44	4.3775175997720857e-44	Inf	3006.1181596892757	11.264683060267037	58.40528061462078
ENSG00000005302	-0.42939076058822423	4.672570606518857	2.3109770943446257e-53	9.751919085581373e-53	Inf	1324.6332805714608	10.354999691250567	25.773767692319257
ENSG00000005339	0.33333388715092	7.186221862230437	6.938740020319648e-41	2.1818666750837842e-40	Inf	7567.8136375656995	12.870478318472259	147.2073310504906
ENSG00000005379	-0.3425451733865407	4.794727912547433	4.890833395971952e-12	7.750155744832278e-12	25.583310999414294	1510.5298059382872	10.477249199499001	29.32781500364211
ENSG00000005381	-2.181333307460682	-2.18432353045683	1.702853748050676e-76	1.2652518043781048e-75	Inf	11.612075933514596	3.1646001633242817	0.22575955893485744
ENSG00000005436	-0.10686414058941929	4.81308762823555	3.896252167478034e-4	4.820030245476672e-4	7.637078049712775	1470.0571896456254	10.495706300939954	28.61054886788006
ENSG00000005448	0.6242120968765059	4.620420381013124	1.4881425156960286e-48	5.564292113713334e-48	Inf	1300.5984420046616	10.302725534232197	25.30152896422788
ENSG00000005469	0.7854751367383798	5.5904226899058616	5.727074166029987e-33	1.4874156016349906e-32	Inf	2711.8381521544648	11.273808735036873	52.63414921711026
ENSG00000005471	0.6877999698961034	0.54668705750758	1.1044576750009556e-30	2.734038034541445e-30	Inf	77.62053715815604	6.1904104259357515	1.5081736421360281
ENSG00000005483	-0.1513683276116531	7.239845660634588	1.1311727764863227e-6	1.5322971237120294e-6	13.388741028151948	7923.794164391344	12.924112619900093	154.12029342632945
ENSG00000005486	0.7704441555505445	6.659876225027839	3.212877655397868e-78	2.5015164703727136e-77	Inf	5313.080746120826	12.343955877303344	103.24943892203358
ENSG00000005513	-2.9633998724939454	0.6335203970339953	1.081118389925826e-108	1.9223719380572982e-107	Inf	95.21135203072916	6.272739290341812	1.8457736028018366
ENSG00000005700	0.35838665015977433	6.853502572279128	5.677282443314868e-27	1.2849567800553463e-26	Inf	6081.787543585896	12.537653667180498	118.11299150393732
ENSG00000005801	0	4.176444105647946	0	0	0	949.7328153489033	9.857921241568103	18.481352037123365
ENSG00000005810	-1.1089158718886403	7.213943312244804	1.3170237749458355e-72	8.776520312415295e-72	Inf	7990.360269099919	12.898193320904264	155.3350305294277
ENSG00000005812	-0.34154812130723317	6.275491812196459	3.031917645983176e-18	5.615352016373703e-18	Inf	4118.63643733576	11.959390909329704	80.08338216130991
ENSG00000005844	0.6568481036168818	4.5987334822299815	5.138164184437013e-37	1.4619577040601793e-36	Inf	1308.0649687546404	10.280966831453979	25.4475318414285
ENSG00000005882	-0.7804738584954097	5.0676388031812145	1.312165982953433e-49	5.036406904605672e-49	Inf	1793.6852952745833	10.750532209724314	34.85999925669056
ENSG00000005884	-0.2033262539139066	6.501597819300038	3.201872031395941e-6	4.2796099161903084e-6	12.361644413974123	4839.494451170205	12.185601872662863	94.0965774516204
ENSG00000005889	0.23194192061562566	6.20241486227908	1.1075800442438649e-10	1.6958757601169683e-10	22.497651707516624	3903.825423876918	11.88627834050705	75.97282586217571
ENSG00000005893	0	8.233746950230246	0	0	0	16147.715541963866	13.918198667860525	313.42233038007834
ENSG00000005961	-0.8773686895410018	-0.47064561208771266	1.9579950390869932e-21	3.9273863907629075e-21	Inf	41.540345363752124	5.120512697990851	0.8070042055049378
ENSG00000006007	0.4487656398339648	7.258306061743223	2.3332109638022417e-41	7.397786525755454e-41	Inf	8018.176899144338	12.942578784525999	155.88954987864233
ENSG00000006015	-0.1259231357923157	4.707355535555488	2.1957769662761816e-4	2.745242792595789e-4	8.200196289925128	1373.7264324013458	10.389808982553525	26.73991632219622
ENSG00000006016	-0.7343108899521829	1.7958873427566897	8.201110774936818e-16	1.4358640057631004e-15	34.171851212215564	198.96652366887506	7.462342591970494	3.865138316257442
ENSG00000006025	-0.3560449681604101	4.115803308610468	2.940519983224117e-15	5.069813726883368e-15	32.908159173188004	927.6608181414716	9.797048305838324	18.043768849569975
ENSG00000006042	-0.47032864653860784	5.675415306972273	4.0180428292764195e-16	7.089741790923674e-16	34.945041100449046	2833.498846107317	11.358888910996596	55.102174152200575
ENSG00000006047	-0.7627355629785276	3.056437784532608	4.188265246364717e-14	7.006582429020217e-14	30.28949470713582	520.4787337343988	8.732023970735753	10.121149518128945
ENSG00000006062	-0.4360670869395714	4.204099456472398	2.0984857204971835e-30	5.162046621087055e-30	Inf	968.4594083395468	9.885641412019098	18.843346347997795
ENSG00000006118	1.231937534996577	6.325896773897778	1.0122291210630677e-63	5.434348775321528e-63	Inf	4459.122796353202	12.009784962273864	86.73753896645302
ENSG00000006125	0.7569446389047043	8.906595097948008	3.1048159575464514e-53	1.3082709219658612e-52	Inf	25614.61083736494	14.591117100872616	497.9795144206055
ENSG00000006194	0.46197392946764987	5.54516784292082	3.9229764378503233e-54	1.6869031777018889e-53	Inf	2430.0956306437142	11.228600986415197	47.25834240495655
ENSG00000006210	-3.379357093450027	5.100514264665579	3.740286233175488e-165	7.624915906898876e-163	Inf	1919.7710890295148	10.783372006661198	37.38080906416396
ENSG00000006282	0.4308224862100961	6.460801278975245	1.6316142716215743e-17	2.969070275012656e-17	Inf	4731.0690568295	12.144779217707596	91.93327446046855
ENSG00000006327	0.4500350022975341	5.905084140750192	3.305747109087552e-15	5.694083500765587e-15	32.80497493695277	3251.5768219592483	11.588744153949559	63.256483994268216
ENSG00000006377	-0.8651141630202333	-2.6617961048581793	1.856819880805519e-21	3.727029670611438e-21	Inf	7.469676339469972	2.547949789095977	0.14495114816136423
ENSG00000006432	0.8785227798711145	3.936478211510356	2.0121483576500605e-40	6.244027475775069e-40	Inf	834.0176880917178	9.617238075768704	16.226395754030793
ENSG00000006451	0.20807423533118535	6.246203074034248	1.196689483576896e-13	1.9811144441601272e-13	29.25018725653695	3963.5124613896605	11.930100204023612	77.0598382245913
ENSG00000006453	0.9398584163183726	4.9612342320731395	1.9448159899014465e-55	8.6347443674336e-55	Inf	1699.1831320751637	10.643968659168292	33.0024951666608
ENSG00000006459	-0.36549227645307514	5.013764576780231	5.391589331775038e-13	8.775201168122332e-13	27.76167633024852	1766.5078320659936	10.696582222429887	34.292813686516126
ENSG00000006468	-0.9872778890740652	3.7091977965815555	2.2911281586891003e-58	1.0890571089939585e-57	Inf	712.8359558721049	9.389351883609066	13.818853414780335
ENSG00000006530	0.4813121125246609	4.8351040661491105	2.0743396988496927e-44	7.09116504514654e-44	Inf	1492.6293998112383	10.517753464126697	29.033651585647725
ENSG00000006534	-0.1496114533097143	4.297130459726242	0.0022119367542320374	0.002645259239920227	5.932337443042296	1077.0467768694857	9.978784216232961	20.938311083656345
ENSG00000006555	0	3.1787007959367783	0	0	0	556.9913696506934	8.855197802284955	10.846942255029797
ENSG00000006576	0.8488224705781008	4.799271690252823	7.468159447754513e-67	4.315135323225502e-66	Inf	1475.539399451995	10.481847872992327	28.691846515116154
ENSG00000006607	0.426333199459436	5.207830857826284	1.7403427284099482e-44	5.960653253905723e-44	Inf	1927.2042204820582	10.890941219245258	37.478753635452335
ENSG00000006625	0.7930755448482139	6.353775183180271	1.3723359063464423e-52	5.689828103253626e-52	Inf	4351.703738402921	12.037711558362696	84.57103843806881
ENSG00000006634	0.7386289772140474	3.584336830544453	4.282056551050171e-82	3.7068472798983356e-81	Inf	625.1613351730258	9.264245656089855	12.162950634511791
ENSG00000006638	0.20256400239967673	2.1705582951573317	1.0097211903771758e-6	1.3705996914113517e-6	13.50026081234498	235.099359329742	7.842462740493814	4.571513651596279
ENSG00000006652	-1.1284018936330749	4.340562527362772	1.1423929737348122e-92	1.3060818247897056e-91	Inf	1075.1480092098325	10.022370098244412	20.889757120714833
ENSG00000006695	0.20476946333987067	3.4491511180687264	2.4675008708860253e-6	3.3081333461656476e-6	12.619123163274782	586.4055510121984	9.12845935515386	11.417534645485834
ENSG00000006704	1.095029664968844	5.1582431219726415	2.144990723743557e-124	6.86871587067793e-123	Inf	1864.84890912392	10.841298845245968	36.248867777276075
ENSG00000006712	0.1484229014318173	6.743087112415634	3.4432448389802747e-8	4.898036933602014e-8	16.831846196331643	5589.507725960388	12.427202087569693	108.71692566116292
ENSG00000006715	0.42475586084744643	6.5746879935775695	7.23377309962243e-39	2.15790667444219e-38	Inf	4999.1168359918165	12.258735440555288	97.14194201575062
ENSG00000006740	0	3.0095543218169274	0	0	0	498.1164102012462	8.685684511273369	9.680997253084014
ENSG00000006744	-0.09436020739375693	6.115417902516484	5.458995414171417e-4	6.706289222943227e-4	7.306623741987247	3620.6417134646335	11.799243274284574	70.48055218664234
ENSG00000006756	0.5888208811522967	7.291721159849722	7.777529325861412e-39	2.3182034485691532e-38	Inf	8331.83322143069	12.975994546730467	162.07277389680254
ENSG00000006757	0.4516056235698546	5.387853194922996	7.371069426213269e-23	1.5256522075648628e-22	Inf	2236.9030918674353	11.071104640055868	43.5549513200376
ENSG00000006788	0.7291810501253949	-0.8458297563855223	1.9172974163924297e-18	3.566961800111057e-18	Inf	29.736712060818284	4.7193921869086735	0.5779685160167005
ENSG00000006831	0.38028587492630084	7.4556944141318535	8.922832623391514e-8	1.2552150781511202e-7	15.890788590210681	10337.127744065467	13.139983864562682	200.8698018009483
ENSG00000006837	0.4758019395451945	-0.2135028613409064	1.0723602301319382e-28	2.536166988713999e-28	Inf	43.9042038207811	5.402723583068878	0.8533688274754544
ENSG00000007001	-0.1655251955138164	-2.075200656023271	0.037207717530236335	0.04193292093223084	3.1288465745579157	12.24083834858118	3.304051918805513	0.23720684453426152
ENSG00000007047	0.7132109858531576	5.848280349779088	6.47845286467779e-71	4.141745881773248e-70	Inf	3035.1568758172984	11.531933528828912	59.053204380517656
ENSG00000007062	-2.750265909430477	2.6626998050756945	6.848814820547888e-58	3.217453609627073e-57	Inf	562.4006796880808	8.333753557858207	10.95685125034417
ENSG00000007080	0.2581646664231703	5.498661030698384	5.386944855084183e-23	1.1181792604687862e-22	Inf	2350.4547684617232	11.182055924325525	45.725758278020095
ENSG00000007129	-0.21332895767853027	-0.149195987794404	0.0026810283380655905	0.0031956850996591748	5.742752983244898	49.804063957386624	5.464389575507184	0.9704714426808815
ENSG00000007168	-0.20895298671890655	7.100810398021056	2.001997966347272e-17	3.6348367492361287e-17	Inf	7150.576945054367	12.785042522054692	139.1032817758247
ENSG00000007171	-0.2937663676551775	-0.19022716570455123	5.928927268450709e-4	7.270634015382155e-4	7.225769546574336	48.09039904126978	5.42068367263982	0.9361669034623676
ENSG00000007202	-0.0983650207471942	7.670652183938665	0.005095692315664996	0.005996345575360581	5.110590670237496	10801.829900070998	13.355013832433064	209.89707647756885
ENSG00000007216	-2.5920656432019333	0.6888344424317223	2.3771816465217842e-58	1.1292197949378504e-57	Inf	123.03103289371612	6.319938837879439	2.386124522182901
ENSG00000007237	-0.5608735862699712	5.840082720693125	2.5700593746818645e-31	6.44362365999399e-31	Inf	3022.048473700957	11.5237269468341	58.78649802379792
ENSG00000007255	0.6438536450900768	5.124960713508921	9.352395466679544e-55	4.076078650548621e-54	Inf	1852.0972775857545	10.80796156643366	36.01449853051332
ENSG00000007312	-1.363984924368586	2.610466516582548	4.80013966967637e-69	2.931528336662269e-68	Inf	340.3587836144562	8.285166780979564	6.627239699035235
ENSG00000007341	0.3503399829934633	3.453982115525143	2.2884216096314946e-13	3.7643612203439316e-13	28.607920427551086	588.5386281203167	9.133283425505644	11.44757986060314
ENSG00000007350	-1.29831423341638	-3.0184372640918253	6.156377609851842e-63	3.249723177425075e-62	Inf	4.734012079365862	2.073435531109508	0.09217237916559885
ENSG00000007372	-0.3391653020268415	1.8618064526666107	8.525171271914144e-11	1.3085188652140542e-10	22.756955082010936	196.61431007010165	7.530034021069623	3.8231173670541425
ENSG00000007376	0.6725520885495462	5.582318245313401	1.8293061112283507e-83	1.631384883174316e-82	Inf	2497.5884130814893	11.265780183611973	48.583836099496715
ENSG00000007384	0.4296073664543876	6.187468003939297	5.243332862423813e-37	1.4912949469585826e-36	Inf	3817.337955757116	11.871329037326127	74.27394419863971
ENSG00000007392	0.4650183441543979	5.3751388592655935	5.379760089349806e-50	2.081995923348906e-49	Inf	2164.0277437532045	11.058417102743102	42.09855040005609
ENSG00000007402	1.4239433093998033	4.590091886630386	2.0579286741718887e-73	1.4050216806586753e-72	Inf	1355.751260469545	10.272205380148556	26.356597520039745
ENSG00000007516	0.42982086535854114	4.578818217065075	7.021639835854374e-6	9.284781197163914e-6	11.587124643802378	1511.0306570740788	10.26052181600499	29.381635023049885
ENSG00000007520	0.27829584365748805	6.102307728215912	1.586110624824899e-35	4.362859213933027e-35	Inf	3562.3826192735514	11.786132631752753	69.24428397813291
ENSG00000007541	1.0507900461067712	6.801647619106285	1.1922589480058564e-114	2.6067607271052514e-113	Inf	5852.381068222079	12.485780185922025	113.96440152413398
ENSG00000007545	0.2598325987343621	4.845769023714215	2.230814101056333e-17	4.0467230603696405e-17	Inf	1502.9850415322019	10.528436630355142	29.23649733896886
ENSG00000007866	-0.18990362365455915	5.362477829645267	8.609065695374235e-10	1.2814440238054986e-9	20.475278220226038	2149.530057035809	11.045738948689038	41.843999785724954
ENSG00000007923	0.05738706295033761	4.8687478733010074	0.008293758779316408	0.009665367517860362	4.629493761040975	1516.284760691031	10.551460453889687	29.48736371844888
ENSG00000007933	-0.7596024871748538	1.7967375558763616	2.090110003922108e-16	3.713755486959071e-16	35.63818828100899	209.69963939783798	7.462383824528324	4.078047927055959
ENSG00000007944	-0.37687835498291405	5.9977063614541715	2.0763507749883445e-12	3.3325683208229427e-12	26.427281402857737	3504.917009908615	11.681423449819112	68.13964430140166
ENSG00000007952	0.5598948399875133	-0.32732813887875956	3.5550378237800976e-27	8.079073239345759e-27	Inf	40.86332201388648	5.2814307887294305	0.7949443621339888
ENSG00000007968	1.059424423585043	2.2229837962177106	6.645132313520316e-55	2.9057898823532643e-54	Inf	248.69932869610454	7.8949719973047685	4.840299674386833
ENSG00000008018	-0.07039054978254396	7.27325826473997	0.00785351219250306	0.009164858137086939	4.6831717627529095	8080.59492138867	12.957535683803446	157.10010109572323
ENSG00000008083	0.86400272943589	5.739227767095399	8.265366009505376e-66	4.645938160061391e-65	Inf	2865.7433544072396	11.422787465851505	55.71877705317713
ENSG00000008086	0	4.666321429856485	0	0	0	1363.709774026832	10.348661666588253	26.515065764730924
ENSG00000008128	-0.14787358589129518	2.703147031430937	0.011192092326416287	0.012969923485392262	4.332067412670373	350.4569076402492	8.374886799090005	6.815519756246973
ENSG00000008130	-0.23079516679442694	5.875918389149881	6.2948813798425715e-19	1.1865101327235498e-18	Inf	3053.717800298373	11.559600834576042	59.38759726119146
ENSG00000008196	0	4.5845120907387	0	0	0	3706.107137422598	10.261195013386276	71.04844051534307
ENSG00000008226	-0.8986374202099924	0.6408777055617737	6.419937025635672e-22	1.3017955801211926e-21	Inf	94.80577267417537	6.281050009260178	1.838493189576781
ENSG00000008256	-0.5042551578099632	5.098695653668501	1.344873962239116e-23	2.83137537882894e-23	Inf	1854.5984917245862	10.781625399350336	36.09107150315373
ENSG00000008277	0	3.896919361484898	0	0	0	842.3333360409462	9.577465380754468	16.342648072482152
ENSG00000008282	-0.16438817907075415	7.834927818146228	3.1825504116094193e-4	3.95469047541507e-4	7.835042488142223	12407.027207261193	13.519314887261897	240.6228178848207
ENSG00000008283	0.9869203179385814	7.78508707877281	4.2899127034457127e-79	3.44001088474644e-78	Inf	11770.840577502759	13.469469560884098	228.84414479988294
ENSG00000008294	-0.2975796383978012	6.412052682003064	1.5206339824584128e-27	3.485297903737619e-27	Inf	4440.591790886839	12.096032532675089	86.30376569197749
ENSG00000008300	0.9011031226307304	3.6297712380219824	6.5557486537736015e-28	1.5177208255713229e-27	Inf	730.8615459005534	9.309205336122993	14.210362734580375
ENSG00000008311	-1.0987042362814727	3.0338427860606507	1.4970460304786253e-68	9.073804122758637e-68	Inf	439.22080559244694	8.711352817272456	8.531244741214275
ENSG00000008323	-1.029663914951703	3.8970500454353108	1.37820013648295e-45	4.8358954607161744e-45	Inf	821.8303608453652	9.57740910473245	15.977042469986053
