ID	Term	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	commun
GO:0006805	xenobiotic metabolic process	2/6	15/6587	7.22293146656068e-05	0.00110870587356632	0.000480553629409549	ENSG00000053371/ENSG00000162482	2	537
GO:0022900	electron transport chain	2/6	20/6587	0.000130435985125449	0.00110870587356632	0.000480553629409549	ENSG00000053371/ENSG00000162482	2	537
GO:0006298	mismatch repair	1/1	17/6587	0.00258084105055401	0.00695584967635966	NA	ENSG00000062822	1	4
GO:0032201	telomere maintenance via semi-conservative replication	1/1	18/6587	0.00273265522999822	0.00695584967635966	NA	ENSG00000062822	1	4
GO:0006297	nucleotide-excision repair, DNA gap filling	1/1	20/6587	0.00303628358888708	0.00695584967635966	NA	ENSG00000062822	1	4
GO:0006261	DNA-dependent DNA replication	1/1	21/6587	0.0031880977683314	0.00695584967635966	NA	ENSG00000062822	1	4
GO:0009411	response to UV	1/1	25/6587	0.0037953544861089	0.00695584967635966	NA	ENSG00000062822	1	4
GO:0019985	translesion synthesis	1/1	30/6587	0.00455442538333084	0.00695584967635966	NA	ENSG00000062822	1	4
GO:0006296	nucleotide-excision repair, DNA incision, 5'-to lesion	1/1	31/6587	0.00470623956277516	0.00695584967635966	NA	ENSG00000062822	1	4
GO:0033683	nucleotide-excision repair, DNA incision	1/1	32/6587	0.00485805374221948	0.00695584967635966	NA	ENSG00000062822	1	4
GO:0042769	DNA damage response, detection of DNA damage	1/1	34/6587	0.00516168210110823	0.00695584967635966	NA	ENSG00000062822	1	4
GO:0000723	telomere maintenance	1/1	35/6587	0.00531349628055267	0.00695584967635966	NA	ENSG00000062822	1	4
GO:0034644	cellular response to UV	1/1	36/6587	0.00546531045999687	0.00695584967635966	NA	ENSG00000062822	1	4
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	59/101	83/6587	1.70737695424697e-96	4.83187678051893e-94	4.51106963701042e-94	ENSG00000083845/ENSG00000105372/ENSG00000105640/ENSG00000108107/ENSG00000108298/ENSG00000109475/ENSG00000112306/ENSG00000114391/ENSG00000115268/ENSG00000116251/ENSG00000122406/ENSG00000124614/ENSG00000125691/ENSG00000130255/ENSG00000131469/ENSG00000134419/ENSG00000136942/ENSG00000138326/ENSG00000140988/ENSG00000142534/ENSG00000142541/ENSG00000142676/ENSG00000142937/ENSG00000144713/ENSG00000145425/ENSG00000145592/ENSG00000148303/ENSG00000149273/ENSG00000161016/ENSG00000162244/ENSG00000164587/ENSG00000168028/ENSG00000170889/ENSG00000171858/ENSG00000171863/ENSG00000172809/ENSG00000174748/ENSG00000177954/ENSG00000182774/ENSG00000182899/ENSG00000188846/ENSG00000197756/ENSG00000197958/ENSG00000198034/ENSG00000198755/ENSG00000198918/ENSG00000213741/ENSG00000221983/ENSG00000229117/ENSG00000231500/ENSG00000233927/ENSG00000241343/ENSG00000063177/ENSG00000105193/ENSG00000089009/ENSG00000071082/ENSG00000147604/ENSG00000163682/ENSG00000174444	59	895
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	60/101	100/6587	2.99151376340258e-91	4.23299197521465e-89	3.95194712954762e-89	ENSG00000083845/ENSG00000105372/ENSG00000105640/ENSG00000108107/ENSG00000108298/ENSG00000108349/ENSG00000109475/ENSG00000112306/ENSG00000114391/ENSG00000115268/ENSG00000116251/ENSG00000122406/ENSG00000124614/ENSG00000125691/ENSG00000130255/ENSG00000131469/ENSG00000134419/ENSG00000136942/ENSG00000138326/ENSG00000140988/ENSG00000142534/ENSG00000142541/ENSG00000142676/ENSG00000142937/ENSG00000144713/ENSG00000145425/ENSG00000145592/ENSG00000148303/ENSG00000149273/ENSG00000161016/ENSG00000162244/ENSG00000164587/ENSG00000168028/ENSG00000170889/ENSG00000171858/ENSG00000171863/ENSG00000172809/ENSG00000174748/ENSG00000177954/ENSG00000182774/ENSG00000182899/ENSG00000188846/ENSG00000197756/ENSG00000197958/ENSG00000198034/ENSG00000198755/ENSG00000198918/ENSG00000213741/ENSG00000221983/ENSG00000229117/ENSG00000231500/ENSG00000233927/ENSG00000241343/ENSG00000063177/ENSG00000105193/ENSG00000089009/ENSG00000071082/ENSG00000147604/ENSG00000163682/ENSG00000174444	60	895
GO:0019083	viral transcription	60/101	101/6587	7.32353335318601e-91	6.9085331298388e-89	6.44984867245505e-89	ENSG00000083845/ENSG00000105372/ENSG00000105640/ENSG00000108107/ENSG00000108298/ENSG00000109475/ENSG00000112306/ENSG00000114391/ENSG00000115268/ENSG00000116251/ENSG00000122406/ENSG00000124614/ENSG00000125691/ENSG00000130255/ENSG00000131469/ENSG00000134419/ENSG00000136942/ENSG00000138326/ENSG00000140988/ENSG00000142534/ENSG00000142541/ENSG00000142676/ENSG00000142937/ENSG00000144713/ENSG00000145425/ENSG00000145592/ENSG00000148303/ENSG00000149273/ENSG00000161016/ENSG00000162244/ENSG00000164587/ENSG00000168028/ENSG00000170889/ENSG00000171858/ENSG00000171863/ENSG00000172809/ENSG00000174748/ENSG00000177954/ENSG00000182774/ENSG00000182899/ENSG00000188846/ENSG00000197756/ENSG00000197958/ENSG00000198034/ENSG00000198755/ENSG00000198918/ENSG00000213741/ENSG00000221983/ENSG00000229117/ENSG00000231500/ENSG00000233927/ENSG00000241343/ENSG00000063177/ENSG00000105193/ENSG00000089009/ENSG00000071082/ENSG00000094914/ENSG00000147604/ENSG00000163682/ENSG00000174444	60	895
GO:0006413	translational initiation	60/101	115/6587	5.48694733804447e-86	3.88201524166646e-84	3.62427311012937e-84	ENSG00000063046/ENSG00000083845/ENSG00000105372/ENSG00000105640/ENSG00000108107/ENSG00000108298/ENSG00000109475/ENSG00000112306/ENSG00000114391/ENSG00000115268/ENSG00000116251/ENSG00000122406/ENSG00000124614/ENSG00000125691/ENSG00000130255/ENSG00000131469/ENSG00000134419/ENSG00000136942/ENSG00000138326/ENSG00000140988/ENSG00000142534/ENSG00000142541/ENSG00000142676/ENSG00000142937/ENSG00000144713/ENSG00000145425/ENSG00000145592/ENSG00000148303/ENSG00000149273/ENSG00000161016/ENSG00000162244/ENSG00000164587/ENSG00000168028/ENSG00000170889/ENSG00000171858/ENSG00000171863/ENSG00000172809/ENSG00000174748/ENSG00000177954/ENSG00000182774/ENSG00000182899/ENSG00000188846/ENSG00000197756/ENSG00000197958/ENSG00000198034/ENSG00000198755/ENSG00000198918/ENSG00000213741/ENSG00000221983/ENSG00000229117/ENSG00000231500/ENSG00000233927/ENSG00000241343/ENSG00000063177/ENSG00000105193/ENSG00000089009/ENSG00000071082/ENSG00000147604/ENSG00000163682/ENSG00000174444	60	895
GO:0006364	rRNA processing	20/101	126/6587	1.70710866044367e-15	6.90159644150799e-14	6.44337253791521e-14	ENSG00000105202/ENSG00000105372/ENSG00000105373/ENSG00000115268/ENSG00000122406/ENSG00000131469/ENSG00000138326/ENSG00000140988/ENSG00000142676/ENSG00000156697/ENSG00000164587/ENSG00000170889/ENSG00000171863/ENSG00000177954/ENSG00000182774/ENSG00000182899/ENSG00000188846/ENSG00000233927/ENSG00000105193/ENSG00000147604	20	895
GO:0000028	ribosomal small subunit assembly	8/101	13/6587	2.78961612345873e-12	9.86826703673526e-11	9.21307430247554e-11	ENSG00000083845/ENSG00000105372/ENSG00000115268/ENSG00000124614/ENSG00000164587/ENSG00000168028/ENSG00000177954/ENSG00000233927	8	895
GO:0042274	ribosomal small subunit biogenesis	7/101	16/6587	1.65117799140978e-09	5.19203746187743e-08	4.84731784612696e-08	ENSG00000105372/ENSG00000115268/ENSG00000138326/ENSG00000171863/ENSG00000182774/ENSG00000233927/ENSG00000105193	7	895
GO:2000059	negative regulation of ubiquitin-dependent protein catabolic process	4/101	12/6587	2.34578546658239e-05	0.000603506624584379	0.000563437466136058	ENSG00000122406/ENSG00000125691/ENSG00000142676/ENSG00000171863	4	895
GO:2000059	negative regulation of ubiquitin-dependent protein catabolic process	1/1	12/6587	0.00182177015333218	0.00979201457416101	0.000763509908316648	ENSG00000064393	1	5
GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway	1/1	13/6587	0.00197358433277661	0.00979201457416101	0.000763509908316648	ENSG00000064393	1	5
GO:0043388	positive regulation of DNA binding	1/1	15/6587	0.00227721269166548	0.00979201457416101	0.000763509908316648	ENSG00000064393	1	5
GO:0060395	SMAD protein signal transduction	1/1	15/6587	0.00227721269166548	0.00979201457416101	0.000763509908316648	ENSG00000064393	1	5
GO:0097193	intrinsic apoptotic signaling pathway	1/1	15/6587	0.00227721269166548	0.00979201457416101	0.000763509908316648	ENSG00000064393	1	5
GO:0030514	negative regulation of BMP signaling pathway	1/1	16/6587	0.00242902687110969	0.00979201457416101	0.000763509908316648	ENSG00000064393	1	5
GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	1/1	18/6587	0.00273265522999822	0.00979201457416101	0.000763509908316648	ENSG00000064393	1	5
GO:0007224	smoothened signaling pathway	1/1	20/6587	0.00303628358888708	0.00979201457416101	0.000763509908316648	ENSG00000064393	1	5
GO:0030218	erythrocyte differentiation	1/1	23/6587	0.00349172612722026	0.00979201457416101	0.000763509908316648	ENSG00000064393	1	5
GO:0046330	positive regulation of JNK cascade	1/1	28/6587	0.00425079702444209	0.00979201457416101	0.000763509908316648	ENSG00000064393	1	5
GO:0032092	positive regulation of protein binding	1/1	29/6587	0.00440261120388652	0.00979201457416101	0.000763509908316648	ENSG00000064393	1	5
GO:0071456	cellular response to hypoxia	1/1	29/6587	0.00440261120388652	0.00979201457416101	0.000763509908316648	ENSG00000064393	1	5
GO:0030182	neuron differentiation	1/1	35/6587	0.00531349628055267	0.00979201457416101	0.000763509908316648	ENSG00000064393	1	5
GO:0045766	positive regulation of angiogenesis	1/1	41/6587	0.00622438135721859	0.00979201457416101	0.000763509908316648	ENSG00000064393	1	5
GO:0051091	positive regulation of DNA-binding transcription factor activity	1/1	41/6587	0.00622438135721859	0.00979201457416101	0.000763509908316648	ENSG00000064393	1	5
GO:0009952	anterior/posterior pattern specification	1/1	42/6587	0.00637619553666302	0.00979201457416101	0.000763509908316648	ENSG00000064393	1	5
GO:0007179	transforming growth factor beta receptor signaling pathway	1/1	43/6587	0.00652800971610734	0.00979201457416101	0.000763509908316648	ENSG00000064393	1	5
GO:0043524	negative regulation of neuron apoptotic process	1/1	43/6587	0.00652800971610734	0.00979201457416101	0.000763509908316648	ENSG00000064393	1	5
GO:0051301	cell division	36/79	221/6587	5.43244962497151e-33	1.21143626636865e-30	8.9778378012687e-31	ENSG00000080986/ENSG00000088325/ENSG00000089685/ENSG00000101447/ENSG00000104147/ENSG00000109805/ENSG00000111665/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000121152/ENSG00000129195/ENSG00000129810/ENSG00000134057/ENSG00000134690/ENSG00000137812/ENSG00000138160/ENSG00000138778/ENSG00000142945/ENSG00000143228/ENSG00000145386/ENSG00000146670/ENSG00000156970/ENSG00000157456/ENSG00000158402/ENSG00000161888/ENSG00000164109/ENSG00000164611/ENSG00000170312/ENSG00000175063/ENSG00000186185/ENSG00000186871/ENSG00000198901/ENSG00000237649/ENSG00000076382/ENSG00000122952	36	918
GO:0000070	mitotic sister chromatid segregation	11/79	25/6587	1.40084439179774e-15	1.56194149685449e-13	1.15753983953814e-13	ENSG00000080986/ENSG00000117650/ENSG00000134690/ENSG00000135476/ENSG00000137804/ENSG00000164109/ENSG00000166851/ENSG00000186185/ENSG00000237649/ENSG00000076382/ENSG00000122952	11	918
GO:0007018	microtubule-based movement	10/79	35/6587	4.94454136513566e-12	3.34438805951444e-10	2.47849386520541e-10	ENSG00000090889/ENSG00000112984/ENSG00000137807/ENSG00000138160/ENSG00000138778/ENSG00000142945/ENSG00000161800/ENSG00000163808/ENSG00000186185/ENSG00000237649	10	918
GO:0000281	mitotic cytokinesis	8/79	31/6587	1.88377446437884e-09	7.00136175927469e-08	5.18864194574523e-08	ENSG00000090889/ENSG00000112984/ENSG00000115163/ENSG00000135476/ENSG00000137804/ENSG00000137807/ENSG00000161800/ENSG00000166851	8	918
GO:0000086	G2/M transition of mitotic cell cycle	10/79	76/6587	1.73388960019461e-08	5.5236768691914e-07	4.09354386812863e-07	ENSG00000111206/ENSG00000117650/ENSG00000127564/ENSG00000134057/ENSG00000142731/ENSG00000145386/ENSG00000157456/ENSG00000158402/ENSG00000166851/ENSG00000170312	10	918
GO:0007094	mitotic spindle assembly checkpoint	6/79	17/6587	2.73614761024788e-08	7.62701146356597e-07	5.65230493169628e-07	ENSG00000112742/ENSG00000117399/ENSG00000117724/ENSG00000156970/ENSG00000164109/ENSG00000166851	6	918
GO:0007052	mitotic spindle organization	7/79	30/6587	4.44500787667179e-08	1.10137417388645e-06	8.16217820628621e-07	ENSG00000080986/ENSG00000090889/ENSG00000112742/ENSG00000134057/ENSG00000138160/ENSG00000138778/ENSG00000143228	7	918
GO:0010389	regulation of G2/M transition of mitotic cell cycle	7/79	46/6587	1.00204944122793e-06	1.84708454270805e-05	1.36885661177797e-05	ENSG00000072571/ENSG00000088325/ENSG00000117650/ENSG00000117724/ENSG00000142731/ENSG00000166851/ENSG00000170312	7	918
GO:0031145	anaphase-promoting complex-dependent catabolic process	8/79	67/6587	1.10067669946794e-06	1.84708454270805e-05	1.36885661177797e-05	ENSG00000117399/ENSG00000134057/ENSG00000156970/ENSG00000164109/ENSG00000164611/ENSG00000166851/ENSG00000170312/ENSG00000175063	8	918
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	6/79	30/6587	1.15960464564631e-06	1.84708454270805e-05	1.36885661177797e-05	ENSG00000100526/ENSG00000127564/ENSG00000134057/ENSG00000145386/ENSG00000157456/ENSG00000158402	6	918
GO:0051726	regulation of cell cycle	8/79	70/6587	1.54766950014504e-06	2.3008686568823e-05	1.70515165980893e-05	ENSG00000111206/ENSG00000117724/ENSG00000134057/ENSG00000143476/ENSG00000157456/ENSG00000166803/ENSG00000166851/ENSG00000007968	8	918
GO:0006260	DNA replication	9/79	98/6587	2.1467629236485e-06	2.99205082483509e-05	2.2173801250843e-05	ENSG00000085840/ENSG00000092853/ENSG00000093009/ENSG00000143476/ENSG00000166803/ENSG00000170312/ENSG00000171848/ENSG00000065328/ENSG00000140534	9	918
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	7/79	61/6587	7.0712271911487e-06	8.29938770329558e-05	6.15059650421244e-05	ENSG00000090889/ENSG00000137807/ENSG00000138160/ENSG00000138778/ENSG00000142945/ENSG00000161800/ENSG00000163808	7	918
GO:0006890	retrograde vesicle-mediated transport, Golgi to ER	7/79	62/6587	7.89499552381398e-06	8.80292000905259e-05	6.52375945915155e-05	ENSG00000090889/ENSG00000137807/ENSG00000138160/ENSG00000138778/ENSG00000142945/ENSG00000161800/ENSG00000163808	7	918
GO:0007088	regulation of mitotic nuclear division	4/79	17/6587	4.05167830487073e-05	0.000347509331533144	0.000257535827475589	ENSG00000117650/ENSG00000127564/ENSG00000148773/ENSG00000158402	4	918
GO:0000132	establishment of mitotic spindle orientation	4/79	18/6587	5.16198331719154e-05	0.00042634158508656	0.000315957653332971	ENSG00000080986/ENSG00000115163/ENSG00000164109/ENSG00000166851	4	918
GO:0007093	mitotic cell cycle checkpoint	4/79	20/6587	8.02539709040611e-05	0.000639165553985915	0.000473679452328481	ENSG00000156970/ENSG00000164109/ENSG00000122952/ENSG00000140534	4	918
GO:0034080	CENP-A containing nucleosome assembly	4/79	21/6587	9.82375038574331e-05	0.00075541252966233	0.000559828969350889	ENSG00000104147/ENSG00000115163/ENSG00000123485/ENSG00000137812	4	918
GO:1904668	positive regulation of ubiquitin protein ligase activity	3/79	10/6587	0.000187556422637902	0.00139416940827507	0.00103320555628599	ENSG00000117399/ENSG00000166851/ENSG00000175063	3	918
GO:0008283	cell proliferation	7/79	107/6587	0.000271806391461312	0.00195525242889912	0.00144901879318934	ENSG00000101447/ENSG00000117724/ENSG00000126787/ENSG00000148773/ENSG00000158402/ENSG00000170312/ENSG00000065328	7	918
GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	3/79	12/6587	0.000337946111343234	0.00235506196342316	0.00174531379871341	ENSG00000085840/ENSG00000093009/ENSG00000171848	3	918
GO:0006281	DNA repair	8/79	149/6587	0.000380955186374854	0.00257433353216947	0.0019078138520208	ENSG00000085999/ENSG00000092853/ENSG00000111206/ENSG00000164611/ENSG00000170312/ENSG00000276043/ENSG00000051180/ENSG00000140534	8	918
GO:0051321	meiotic cell cycle	4/79	30/6587	0.000414434792842335	0.0027182046707012	0.00201443537078163	ENSG00000085999/ENSG00000117650/ENSG00000127564/ENSG00000051180	4	918
GO:1900182	positive regulation of protein localization to nucleus	3/79	14/6587	0.00054955024357877	0.00331215417075853	0.00245460563988241	ENSG00000075218/ENSG00000166851/ENSG00000170312	3	918
GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	4/79	34/6587	0.000676289180369624	0.00396874966374806	0.00294120225257704	ENSG00000075218/ENSG00000134057/ENSG00000158402/ENSG00000170312	4	918
GO:0007283	spermatogenesis	7/79	126/6587	0.000733615338854712	0.00419477488627182	0.00310870737382429	ENSG00000066279/ENSG00000134057/ENSG00000158402/ENSG00000161800/ENSG00000164611/ENSG00000237649/ENSG00000105011	7	918
GO:0030316	osteoclast differentiation	3/6	15/6587	1.90346644189345e-07	1.27532251606861e-05	3.40620310654618e-06	ENSG00000095970/ENSG00000158869/ENSG00000011600	3	357
GO:0045087	innate immune response	4/6	142/6587	3.00400546831426e-06	0.000100634183188528	2.68779436638644e-05	ENSG00000095970/ENSG00000135077/ENSG00000158869/ENSG00000011600	4	357
GO:0006911	phagocytosis, engulfment	2/6	10/6587	3.10182151728581e-05	0.000507803607202106	0.000135627043557515	ENSG00000095970/ENSG00000158869	2	357
GO:0032733	positive regulation of interleukin-10 production	2/6	11/6587	3.78957915822467e-05	0.000507803607202106	0.000135627043557515	ENSG00000095970/ENSG00000158869	2	357
GO:2000010	positive regulation of protein localization to cell surface	2/6	11/6587	3.78957915822467e-05	0.000507803607202106	0.000135627043557515	ENSG00000158869/ENSG00000011600	2	357
GO:0032720	negative regulation of tumor necrosis factor production	2/6	16/6587	8.25143320981053e-05	0.000921410041762176	0.000246095376432946	ENSG00000095970/ENSG00000135077	2	357
GO:0042742	defense response to bacterium	2/6	20/6587	0.000130435985125449	0.00124845871477215	0.000333445375508666	ENSG00000095970/ENSG00000158869	2	357
GO:1901224	positive regulation of NIK/NF-kappaB signaling	2/6	25/6587	0.000205534355245894	0.00172135022518436	0.000459747899892132	ENSG00000095970/ENSG00000135077	2	357
GO:0007229	integrin-mediated signaling pathway	2/6	39/6587	0.000504793875191561	0.0037579099597594	0.00100368372845106	ENSG00000158869/ENSG00000011600	2	357
GO:0050776	regulation of immune response	2/6	42/6587	0.000585827871209998	0.00392504673710699	0.00104832355900737	ENSG00000095970/ENSG00000011600	2	357
GO:0070374	positive regulation of ERK1 and ERK2 cascade	2/6	52/6587	0.000898558546072904	0.00547303841698951	0.00146176988356358	ENSG00000095970/ENSG00000135077	2	357
GO:1990138	neuron projection extension	1/1	10/6587	0.00151814179444332	0.00743889479277288	NA	ENSG00000067606	1	6
GO:0046627	negative regulation of insulin receptor signaling pathway	1/1	11/6587	0.00166995597388786	0.00743889479277288	NA	ENSG00000067606	1	6
GO:0001954	positive regulation of cell-matrix adhesion	1/1	12/6587	0.00182177015333218	0.00743889479277288	NA	ENSG00000067606	1	6
GO:0031333	negative regulation of protein complex assembly	1/1	12/6587	0.00182177015333218	0.00743889479277288	NA	ENSG00000067606	1	6
GO:0030010	establishment of cell polarity	1/1	13/6587	0.00197358433277661	0.00743889479277288	NA	ENSG00000067606	1	6
GO:0060291	long-term synaptic potentiation	1/1	14/6587	0.00212539851222082	0.00743889479277288	NA	ENSG00000067606	1	6
GO:0071353	cellular response to interleukin-4	1/1	10/6587	0.00151814179444332	0.00584484590860751	NA	ENSG00000073111	1	8
GO:0006268	DNA unwinding involved in DNA replication	1/1	11/6587	0.00166995597388786	0.00584484590860751	NA	ENSG00000073111	1	8
GO:0016601	Rac protein signal transduction	1/1	12/6587	0.00182177015333218	0.00624606909713929	NA	ENSG00000074696	1	9
GO:0007257	activation of JUN kinase activity	1/1	16/6587	0.00242902687110969	0.00624606909713929	NA	ENSG00000074696	1	9
GO:0045070	positive regulation of viral genome replication	1/1	16/6587	0.00242902687110969	0.00624606909713929	NA	ENSG00000074696	1	9
GO:0030148	sphingolipid biosynthetic process	1/1	23/6587	0.00349172612722026	0.00624606909713929	NA	ENSG00000074696	1	9
GO:0007266	Rho protein signal transduction	1/1	32/6587	0.00485805374221948	0.00624606909713929	NA	ENSG00000074696	1	9
GO:0007264	small GTPase mediated signal transduction	1/1	33/6587	0.00500986792166369	0.00624606909713929	NA	ENSG00000074696	1	9
GO:0007249	I-kappaB kinase/NF-kappaB signaling	1/1	36/6587	0.00546531045999687	0.00624606909713929	NA	ENSG00000074696	1	9
GO:0000077	DNA damage checkpoint	5/78	21/6587	3.58924190301452e-06	0.0010372909099712	0.000993653284729283	ENSG00000149311/ENSG00000149554/ENSG00000172273/ENSG00000188486/ENSG00000048028	5	677
GO:0006383	transcription by RNA polymerase III	1/2	27/6587	0.00818178385671708	0.00818178385671708	NA	ENSG00000077235	1	910
GO:0009083	branched-chain amino acid catabolic process	1/1	11/6587	0.00166995597388786	0.00500986792166358	NA	ENSG00000083123	1	11
GO:0007584	response to nutrient	1/1	23/6587	0.00349172612722026	0.00523758919083039	NA	ENSG00000083123	1	11
GO:0010906	regulation of glucose metabolic process	1/1	10/6587	0.00151814179444332	0.00555206141967928	NA	ENSG00000084073	1	12
GO:0032006	regulation of TOR signaling	1/1	11/6587	0.00166995597388786	0.00555206141967928	NA	ENSG00000084073	1	12
GO:0001942	hair follicle development	1/1	12/6587	0.00182177015333218	0.00555206141967928	NA	ENSG00000084073	1	12
GO:0030282	bone mineralization	1/1	12/6587	0.00182177015333218	0.00555206141967928	NA	ENSG00000084073	1	12
GO:0040014	regulation of multicellular organism growth	1/1	13/6587	0.00197358433277661	0.00555206141967928	NA	ENSG00000084073	1	12
GO:0006998	nuclear envelope organization	1/1	14/6587	0.00212539851222082	0.00555206141967928	NA	ENSG00000084073	1	12
GO:0003007	heart morphogenesis	1/1	16/6587	0.00242902687110969	0.00555206141967928	NA	ENSG00000084073	1	12
GO:0048538	thymus development	1/1	21/6587	0.0031880977683314	0.00620751311505824	NA	ENSG00000084073	1	12
GO:0071480	cellular response to gamma radiation	1/1	23/6587	0.00349172612722026	0.00620751311505824	NA	ENSG00000084073	1	12
GO:0010506	regulation of autophagy	1/1	31/6587	0.00470623956277516	0.00672653595076539	NA	ENSG00000084073	1	12
GO:0019216	regulation of lipid metabolic process	1/1	34/6587	0.00516168210110823	0.00672653595076539	NA	ENSG00000084073	1	12
GO:0035264	multicellular organism growth	1/1	36/6587	0.00546531045999687	0.00672653595076539	NA	ENSG00000084073	1	12
GO:0008360	regulation of cell shape	1/1	49/6587	0.00743889479277338	0.00850159404888386	NA	ENSG00000084073	1	12
GO:0007623	circadian rhythm	1/1	28/6587	0.00425079702444209	0.00850159404888418	NA	ENSG00000013583	1	917
GO:0051260	protein homooligomerization	2/2	82/6587	0.000153105037939484	0.00168415541733432	0.000161163197831035	ENSG00000085978/ENSG00000077044	2	920
GO:0015031	protein transport	2/2	184/6587	0.000776174772282189	0.00426896124755204	0.000408513038043257	ENSG00000085978/ENSG00000077044	2	920
GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	1/1	10/6587	0.00151814179444332	0.00455442538333062	NA	ENSG00000088808	1	16
GO:1900740	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	1/1	11/6587	0.00166995597388786	0.00455442538333062	NA	ENSG00000088808	1	16
GO:0045786	negative regulation of cell cycle	1/1	16/6587	0.00242902687110969	0.00455442538333062	NA	ENSG00000088808	1	16
GO:1901216	positive regulation of neuron death	1/1	20/6587	0.00303628358888708	0.00455442538333062	NA	ENSG00000088808	1	16
GO:0007051	spindle organization	1/1	12/6587	0.00182177015333218	0.00182177015333218	NA	ENSG00000088970	1	17
GO:0006378	mRNA polyadenylation	1/1	21/6587	0.0031880977683314	0.00910885076666161	NA	ENSG00000090060	1	18
GO:0006369	termination of RNA polymerase II transcription	1/1	30/6587	0.00455442538333084	0.00910885076666161	NA	ENSG00000090060	1	18
GO:0031124	mRNA 3'-end processing	1/1	45/6587	0.0068316380749962	0.00910885076666161	NA	ENSG00000090060	1	18
GO:0000266	mitochondrial fission	1/1	10/6587	0.00151814179444332	0.00680127523910712	NA	ENSG00000090432	1	19
GO:0090141	positive regulation of mitochondrial fission	1/1	11/6587	0.00166995597388786	0.00680127523910712	NA	ENSG00000090432	1	19
GO:0010821	regulation of mitochondrion organization	1/1	12/6587	0.00182177015333218	0.00680127523910712	NA	ENSG00000090432	1	19
GO:0051881	regulation of mitochondrial membrane potential	1/1	13/6587	0.00197358433277661	0.00680127523910712	NA	ENSG00000090432	1	19
GO:0007257	activation of JUN kinase activity	1/1	16/6587	0.00242902687110969	0.00680127523910712	NA	ENSG00000090432	1	19
GO:0051898	negative regulation of protein kinase B signaling	1/1	22/6587	0.00333991194777594	0.00779312787814387	NA	ENSG00000090432	1	19
GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	1/1	31/6587	0.00470623956277516	0.00823591923485653	NA	ENSG00000090432	1	19
