gene_symbol	i_am_tf	gene_description	chromosome_name	upstream	upstream_source	downstream	organism	p_value
C19orf12	0	"chromosome 19 open reading frame 12"	chr19	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ATPAF1	0	"ATP synthase mitochondrial F1 complex assembly factor 1"	chr1	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DKK3	0	"dickkopf WNT signaling pathway inhibitor 3"	chr11	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NKAIN4	0	"Na+/K+ transporting ATPase interacting 4"	chr20	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GPX3	0	"glutathione peroxidase 3"	chr5	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZNF513	0	"zinc finger protein 513"	chr2	11	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CSPG5	0	"chondroitin sulfate proteoglycan 5 (neuroglycan C)"	chr3	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
IL17RC	0	"interleukin 17 receptor C"	chr3	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PPCS	0	"phosphopantothenoylcysteine synthetase"	chr1	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SH3YL1	0	"SH3 and SYLF domain containing 1"	chr2	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLAIN1	0	"SLAIN motif family, member 1"	chr13	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KRTAP10-10	0	"keratin associated protein 10-10"	chr21	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FXR2	0	"fragile X mental retardation, autosomal homolog 2"	chr17	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KLHDC8B	0	"kelch domain containing 8B"	chr3	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PGAP2	0	"post-GPI attachment to proteins 2"	chr11	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SMARCA4	0	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"	chr19	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
IL1RAP	0	"interleukin 1 receptor accessory protein"	chr3	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CELF2	0	"CUGBP, Elav-like family member 2"	chr10	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TMEM216	0	"transmembrane protein 216"	chr11	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RASGEF1B	0	"RasGEF domain family, member 1B"	chr4	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RHNO1	0	"RAD9-HUS1-RAD1 interacting nuclear orphan 1"	chr12	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC39A8	0	"solute carrier family 39 (zinc transporter), member 8"	chr4	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TMEM127	0	"transmembrane protein 127"	chr2	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
VPS26A	0	"VPS26 retromer complex component A"	chr10	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GHR	0	"growth hormone receptor"	chr5	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MMS19	0	"MMS19 homolog, cytosolic iron-sulfur assembly component"	chr10	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
WRNIP1	0	"Werner helicase interacting protein 1"	chr6	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KIAA0825	0	KIAA0825	chr5	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ENPP1	0	"ectonucleotide pyrophosphatase/phosphodiesterase 1"	chr6	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CCDC148	0	"coiled-coil domain containing 148"	chr2	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KIRREL	0	"kin of IRRE like (Drosophila)"	chr1	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PYCR1	0	"pyrroline-5-carboxylate reductase 1"	chr17	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ELMO1	0	"engulfment and cell motility 1"	chr7	9	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
METTL1	0	"methyltransferase like 1"	chr12	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
WDHD1	0	"WD repeat and HMG-box DNA binding protein 1"	chr14	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PMF1-BGLAP	0	"PMF1-BGLAP readthrough"	chr1	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KLHL5	0	"kelch-like family member 5"	chr4	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TFF3	0	"trefoil factor 3 (intestinal)"	chr21	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZNF124	0	"zinc finger protein 124"	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PKDCC	0	"protein kinase domain containing, cytoplasmic"	chr2	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PRMT3	0	"protein arginine methyltransferase 3"	chr11	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SEC31A	0	"SEC31 homolog A, COPII coat complex component"	chr4	8	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ME3	0	"malic enzyme 3, NADP(+)-dependent, mitochondrial"	chr11	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZNF540	0	"zinc finger protein 540"	chr19	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C6orf203	0	"chromosome 6 open reading frame 203"	chr6	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RYK	0	"receptor-like tyrosine kinase"	chr3	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TNIP2	0	"TNFAIP3 interacting protein 2"	chr4	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MICU3	0	"mitochondrial calcium uptake family, member 3"	chr8	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZNF200	0	"zinc finger protein 200"	chr16	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C11orf95	0	"chromosome 11 open reading frame 95"	chr11	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
VPS54	0	"vacuolar protein sorting 54 homolog (S. cerevisiae)"	chr2	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HSD17B4	0	"hydroxysteroid (17-beta) dehydrogenase 4"	chr5	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FDFT1	0	"farnesyl-diphosphate farnesyltransferase 1"	chr8	10	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GPR137	0	"G protein-coupled receptor 137"	chr11	9	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ST8SIA3	0	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3"	chr18	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ACTL6A	0	"actin-like 6A"	chr3	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DCAF10	0	"DDB1 and CUL4 associated factor 10"	chr9	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
BDNF	0	"brain-derived neurotrophic factor"	chr11	15	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RAD9B	0	"RAD9 checkpoint clamp component B"	chr12	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
AMD1	0	"adenosylmethionine decarboxylase 1"	chr6	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RASGEF1A	0	"RasGEF domain family, member 1A"	chr10	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FAM72D	0	"family with sequence similarity 72, member D"	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC25A14	0	"solute carrier family 25 (mitochondrial carrier, brain), member 14"	chrX	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TCF7L2	1	"transcription factor 7-like 2 (T-cell specific, HMG-box)"	chr10	4	"Kulakovskiy 2013"	6	"Homo sapiens"	0.00001
ZNF605	0	"zinc finger protein 605"	chr12	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
APBB1	0	"amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)"	chr11	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ANKLE1	0	"ankyrin repeat and LEM domain containing 1"	chr19	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
IRX6	0	"iroquois homeobox 6"	chr16	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HIP1	0	"huntingtin interacting protein 1"	chr7	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ESRRA	1	"estrogen-related receptor alpha"	chr11	7	"Kulakovskiy 2013"	65	"Homo sapiens"	0.00001
SLC52A2	0	"solute carrier family 52 (riboflavin transporter), member 2"	chr8	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KMT2C	0	"lysine (K)-specific methyltransferase 2C"	chr7	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ESR1	1	"estrogen receptor 1"	chr6	6	"Kulakovskiy 2013"	67	"Homo sapiens"	0.00001
VEGFA	0	"vascular endothelial growth factor A"	chr6	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FAM102A	0	"family with sequence similarity 102, member A"	chr9	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KCNJ3	0	"potassium channel, inwardly rectifying subfamily J, member 3"	chr2	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MARCH8	0	"membrane-associated ring finger (C3HC4) 8, E3 ubiquitin protein ligase"	chr10	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ATP2C2	0	"ATPase, Ca++ transporting, type 2C, member 2"	chr16	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DMTN	0	"dematin actin binding protein"	chr8	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FAM47E	0	"family with sequence similarity 47, member E"	chr4	8	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HOXA1	1	"homeobox A1"	chr7	3	"Kulakovskiy 2013"	10	"Homo sapiens"	0.00001
NKX2-6	0	"NK2 homeobox 6"	chr8	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CCDC12	0	"coiled-coil domain containing 12"	chr3	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C2	0	"complement component 2"	chr6	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MXRA8	0	"matrix-remodelling associated 8"	chr1	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NLGN4X	0	"neuroligin 4, X-linked"	chrX	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MATK	0	"megakaryocyte-associated tyrosine kinase"	chr19	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FOXP4	0	"forkhead box P4"	chr6	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HTR4	0	"5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled"	chr5	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
OTUD6A	0	"OTU deubiquitinase 6A"	chrX	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZNF79	0	"zinc finger protein 79"	chr9	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
EAF1	0	"ELL associated factor 1"	chr3	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HVCN1	0	"hydrogen voltage gated channel 1"	chr12	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RHOF	0	"ras homolog family member F (in filopodia)"	chr12	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C3orf58	0	"chromosome 3 open reading frame 58"	chr3	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ODC1	0	"ornithine decarboxylase 1"	chr2	8	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GLS2	0	"glutaminase 2 (liver, mitochondrial)"	chr12	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ODF2	0	"outer dense fiber of sperm tails 2"	chr9	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PRKAA1	0	"protein kinase, AMP-activated, alpha 1 catalytic subunit"	chr5	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
STRBP	0	"spermatid perinuclear RNA binding protein"	chr9	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HNRNPH1	0	"heterogeneous nuclear ribonucleoprotein H1 (H)"	chr5	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
BSG	0	"basigin (Ok blood group)"	chr19	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
IGF2	0	"insulin-like growth factor 2"	chr11	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
AVPI1	0	"arginine vasopressin-induced 1"	chr10	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TMEM120A	0	"transmembrane protein 120A"	chr7	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LOC79999	0	"uncharacterized LOC79999"	chr17	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DST	0	dystonin	chr6	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FAM189B	0	"family with sequence similarity 189, member B"	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NFATC1	1	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1"	chr18	5	"Kulakovskiy 2013"	99	"Homo sapiens"	0.00001
MAN2B2	0	"mannosidase, alpha, class 2B, member 2"	chr4	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZNF268	0	"zinc finger protein 268"	chr12	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CLUL1	0	"clusterin-like 1 (retinal)"	chr18	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CNOT11	0	"CCR4-NOT transcription complex, subunit 11"	chr2	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PARD3B	0	"par-3 family cell polarity regulator beta"	chr2	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CYP4F22	0	"cytochrome P450, family 4, subfamily F, polypeptide 22"	chr19	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MYO5A	0	"myosin VA"	chr15	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
JAG2	0	"jagged 2"	chr14	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GCGR	0	"glucagon receptor"	chr17	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FAM181A	0	"family with sequence similarity 181, member A"	chr14	10	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MTRF1	0	"mitochondrial translational release factor 1"	chr13	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
BBS12	0	"Bardet-Biedl syndrome 12"	chr4	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC43A1	0	"solute carrier family 43 (amino acid system L transporter), member 1"	chr11	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
BCAP31	0	"B-cell receptor-associated protein 31"	chrX	10	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
UBE2I	0	"ubiquitin-conjugating enzyme E2I"	chr16	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FRG1	0	"FSHD region gene 1"	chr4	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TTC39C	0	"tetratricopeptide repeat domain 39C"	chr18	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ARL4C	0	"ADP-ribosylation factor-like 4C"	chr2	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
UPF2	0	"UPF2 regulator of nonsense transcripts homolog (yeast)"	chr10	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PLEKHG5	0	"pleckstrin homology domain containing, family G (with RhoGef domain) member 5"	chr1	13	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NCALD	0	"neurocalcin delta"	chr8	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CAPN1	0	"calpain 1, (mu/I) large subunit"	chr11	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CDSN	0	corneodesmosin	chr6	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PAICS	0	"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase"	chr4	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CRHR1	0	"corticotropin releasing hormone receptor 1"	chr17	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
POFUT2	0	"protein O-fucosyltransferase 2"	chr21	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PARD3	0	"par-3 family cell polarity regulator"	chr10	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SCN5A	0	"sodium channel, voltage gated, type V alpha subunit"	chr3	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GFI1	1	"growth factor independent 1 transcription repressor"	chr1	4	"Kulakovskiy 2013"	54	"Homo sapiens"	0.00001
SLC25A39	0	"solute carrier family 25, member 39"	chr17	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SAMD3	0	"sterile alpha motif domain containing 3"	chr6	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
BBC3	0	"BCL2 binding component 3"	chr19	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TOMM22	0	"translocase of outer mitochondrial membrane 22 homolog (yeast)"	chr22	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MBD4	0	"methyl-CpG binding domain 4 DNA glycosylase"	chr3	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GRM8	0	"glutamate receptor, metabotropic 8"	chr7	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FOXO6	0	"forkhead box O6"	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TBL1XR1	0	"transducin (beta)-like 1 X-linked receptor 1"	chr3	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FAM160A1	0	"family with sequence similarity 160, member A1"	chr4	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PYROXD1	0	"pyridine nucleotide-disulphide oxidoreductase domain 1"	chr12	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FANCA	0	"Fanconi anemia, complementation group A"	chr16	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NT5C2	0	"5'-nucleotidase, cytosolic II"	chr10	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RAB40C	0	"RAB40C, member RAS oncogene family"	chr16	11	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
UBE3B	0	"ubiquitin protein ligase E3B"	chr12	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
EIF4E	0	"eukaryotic translation initiation factor 4E"	chr4	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZMIZ2	0	"zinc finger, MIZ-type containing 2"	chr7	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LINGO1	0	"leucine rich repeat and Ig domain containing 1"	chr15	11	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C9orf50	0	"chromosome 9 open reading frame 50"	chr9	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
IGF1R	0	"insulin-like growth factor 1 receptor"	chr15	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC25A25	0	"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25"	chr9	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CLEC3B	0	"C-type lectin domain family 3, member B"	chr3	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CASP3	0	"caspase 3, apoptosis-related cysteine peptidase"	chr4	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
OTUD5	0	"OTU deubiquitinase 5"	chrX	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
OCLN	0	occludin	chr5	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
VPS9D1	0	"VPS9 domain containing 1"	chr16	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
WHSC1	0	"Wolf-Hirschhorn syndrome candidate 1"	chr4	9	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HSP90AA1	0	"heat shock protein 90kDa alpha (cytosolic), class A member 1"	chr14	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
QRICH1	0	"glutamine-rich 1"	chr3	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
INIP	0	"INTS3 and NABP interacting protein"	chr9	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SNX3	0	"sorting nexin 3"	chr6	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
WDR83	0	"WD repeat domain 83"	chr19	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C9orf116	0	"chromosome 9 open reading frame 116"	chr9	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ATP5G2	0	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)"	chr12	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LAMTOR1	0	"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1"	chr11	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC35B2	0	"solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B2"	chr6	9	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C2CD4B	0	"C2 calcium-dependent domain containing 4B"	chr15	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SMARCA2	0	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"	chr9	8	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MBP	0	"myelin basic protein"	chr18	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC25A1	0	"solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1"	chr22	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MAFF	0	"v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog F"	chr22	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC11A2	0	"solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2"	chr12	10	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CD63	0	"CD63 molecule"	chr12	13	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PIGP	0	"phosphatidylinositol glycan anchor biosynthesis, class P"	chr21	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TBC1D10B	0	"TBC1 domain family, member 10B"	chr16	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ADAM17	0	"ADAM metallopeptidase domain 17"	chr2	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
