gene_symbol	i_am_tf	gene_description	chromosome_name	upstream	upstream_source	downstream	organism	p_value
ATP1A3	0	"ATPase, Na+/K+ transporting, alpha 3 polypeptide"	chr19	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GPR85	0	"G protein-coupled receptor 85"	chr7	10	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LY75-CD302	0	"LY75-CD302 readthrough"	chr2	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TMEM184C	0	"transmembrane protein 184C"	chr4	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TSPAN13	0	"tetraspanin 13"	chr7	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CSF2	0	"colony stimulating factor 2 (granulocyte-macrophage)"	chr5	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RECQL	0	"RecQ helicase-like"	chr12	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
AMER2	0	"APC membrane recruitment protein 2"	chr13	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NECAP2	0	"NECAP endocytosis associated 2"	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SOX30	0	"SRY (sex determining region Y)-box 30"	chr5	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MMGT1	0	"membrane magnesium transporter 1"	chrX	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TOP2A	0	"topoisomerase (DNA) II alpha"	chr17	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TALDO1	0	"transaldolase 1"	chr11	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NUP93	0	"nucleoporin 93kDa"	chr16	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KBTBD8	0	"kelch repeat and BTB (POZ) domain containing 8"	chr3	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RPN2	0	"ribophorin II"	chr20	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RAVER2	0	"ribonucleoprotein, PTB-binding 2"	chr1	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZBTB5	0	"zinc finger and BTB domain containing 5"	chr9	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RHOB	0	"ras homolog family member B"	chr2	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LIPG	0	"lipase, endothelial"	chr18	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C3orf67	0	"chromosome 3 open reading frame 67"	chr3	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
VPS26B	0	"VPS26 retromer complex component B"	chr11	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SH2B2	0	"SH2B adaptor protein 2"	chr7	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TMA16	0	"translation machinery associated 16 homolog (S. cerevisiae)"	chr4	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PRPF31	0	"pre-mRNA processing factor 31"	chr19	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
