gene_symbol	i_am_tf	gene_description	chromosome_name	upstream	upstream_source	downstream	organism	p_value
NDUFA2	0	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa"	chr5	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
STARD10	0	"StAR-related lipid transfer (START) domain containing 10"	chr11	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLITRK4	0	"SLIT and NTRK-like family, member 4"	chrX	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
STAT6	1	"signal transducer and activator of transcription 6, interleukin-4 induced"	chr12	3	"Kulakovskiy 2013"	65	"Homo sapiens"	0.00001
RAB28	0	"RAB28, member RAS oncogene family"	chr4	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NCK2	0	"NCK adaptor protein 2"	chr2	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC4A2	0	"solute carrier family 4 (anion exchanger), member 2"	chr7	9	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C14orf132	0	"chromosome 14 open reading frame 132"	chr14	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC13A4	0	"solute carrier family 13 (sodium/sulfate symporter), member 4"	chr7	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ANXA6	0	"annexin A6"	chr5	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
POU4F2	1	"POU class 4 homeobox 2"	chr4	1	"Kulakovskiy 2013"	14	"Homo sapiens"	0.00001
GRIK5	0	"glutamate receptor, ionotropic, kainate 5"	chr19	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CREM	1	"cAMP responsive element modulator"	chr10	7	"Kulakovskiy 2013"	142	"Homo sapiens"	0.00001
SLC25A34	0	"solute carrier family 25, member 34"	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PCDHGC3	0	"protocadherin gamma subfamily C, 3"	chr5	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DHX30	0	"DEAH (Asp-Glu-Ala-His) box helicase 30"	chr3	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MID1	0	"midline 1"	chrX	9	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RNF145	0	"ring finger protein 145"	chr5	12	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RUFY1	0	"RUN and FYVE domain containing 1"	chr5	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZNF189	0	"zinc finger protein 189"	chr9	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ADAP2	0	"ArfGAP with dual PH domains 2"	chr17	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DYTN	0	dystrotelin	chr2	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ARHGAP32	0	"Rho GTPase activating protein 32"	chr11	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TBCK	0	"TBC1 domain containing kinase"	chr4	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
OBP2A	0	"odorant binding protein 2A"	chr9	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CDCA4	0	"cell division cycle associated 4"	chr14	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SRPK1	0	"SRSF protein kinase 1"	chr6	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MEMO1	0	"mediator of cell motility 1"	chr2	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
OS9	0	"osteosarcoma amplified 9, endoplasmic reticulum lectin"	chr12	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HTR4	0	"5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled"	chr5	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FAM83A	0	"family with sequence similarity 83, member A"	chr8	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PAM	0	"peptidylglycine alpha-amidating monooxygenase"	chr5	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
POLA2	0	"polymerase (DNA directed), alpha 2, accessory subunit"	chr11	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SPINK7	0	"serine peptidase inhibitor, Kazal type 7 (putative)"	chr5	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PDE9A	0	"phosphodiesterase 9A"	chr21	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
EPX	0	"eosinophil peroxidase"	chr17	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KCNMB2	0	"potassium channel subfamily M regulatory beta subunit 2"	chr3	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MTMR2	0	"myotubularin related protein 2"	chr11	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ST6GALNAC4	0	"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4"	chr9	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MST4	0		chrX	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DEFB121	0	"defensin, beta 121"	chr20	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ETV7	1	"ets variant 7"	chr6	3	"Kulakovskiy 2013"	17	"Homo sapiens"	0.00001
HELZ	0	"helicase with zinc finger"	chr17	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FGD5	0	"FYVE, RhoGEF and PH domain containing 5"	chr3	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RCAN3	0	"RCAN family member 3"	chr1	15	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
WISP3	0	"WNT1 inducible signaling pathway protein 3"	chr6	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ELP5	0	"elongator acetyltransferase complex subunit 5"	chr17	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LRMP	0	"lymphoid-restricted membrane protein"	chr12	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KRT13	0	"keratin 13, type I"	chr17	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ITPRIP	0	"inositol 1,4,5-trisphosphate receptor interacting protein"	chr10	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SOCS2	0	"suppressor of cytokine signaling 2"	chr12	11	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MRAS	0	"muscle RAS oncogene homolog"	chr3	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DMTF1	0	"cyclin D binding myb-like transcription factor 1"	chr7	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PANK2	0	"pantothenate kinase 2"	chr20	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SP3	1	"Sp3 transcription factor"	chr2	3	"Kulakovskiy 2013"	519	"Homo sapiens"	0.00001
ARMCX5	0	"armadillo repeat containing, X-linked 5"	chrX	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RANGAP1	0	"Ran GTPase activating protein 1"	chr22	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FAM181A	0	"family with sequence similarity 181, member A"	chr14	10	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CD79A	0	"CD79a molecule, immunoglobulin-associated alpha"	chr19	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CLEC7A	0	"C-type lectin domain family 7, member A"	chr12	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CREB5	0	"cAMP responsive element binding protein 5"	chr7	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC26A11	0	"solute carrier family 26 (anion exchanger), member 11"	chr17	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
BTN2A1	0	"butyrophilin, subfamily 2, member A1"	chr6	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SUPT6H	0	"suppressor of Ty 6 homolog (S. cerevisiae)"	chr17	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
UBE2I	0	"ubiquitin-conjugating enzyme E2I"	chr16	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NUP98	0	"nucleoporin 98kDa"	chr11	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HLA-B	0	"major histocompatibility complex, class I, B"	chr6	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SAMD12	0	"sterile alpha motif domain containing 12"	chr8	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
VNN2	0	"vanin 2"	chr6	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
BPTF	0	"bromodomain PHD finger transcription factor"	chr17	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SGK3	0	"serum/glucocorticoid regulated kinase family, member 3"	chr8	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DPF3	0	"D4, zinc and double PHD fingers, family 3"	chr14	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NREP	0	"neuronal regeneration related protein"	chr5	12	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NTF4	0	"neurotrophin 4"	chr19	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TRERF1	0	"transcriptional regulating factor 1"	chr6	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CMKLR1	0	"chemerin chemokine-like receptor 1"	chr12	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KAZN	0	"kazrin, periplakin interacting protein"	chr1	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PAPD7	0	"PAP associated domain containing 7"	chr5	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GRHL3	0	"grainyhead-like transcription factor 3"	chr1	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FAM149A	0	"family with sequence similarity 149, member A"	chr4	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
OR10Q1	0	"olfactory receptor, family 10, subfamily Q, member 1"	chr11	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RCAN1	0	"regulator of calcineurin 1"	chr21	13	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FOLH1	0	"folate hydrolase (prostate-specific membrane antigen) 1"	chr11	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MSANTD4	0	"Myb/SANT-like DNA-binding domain containing 4 with coiled-coils"	chr11	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NEK2	0	"NIMA-related kinase 2"	chr1	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MAP3K7CL	0	"MAP3K7 C-terminal like"	chr21	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RGS2	0	"regulator of G-protein signaling 2"	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CGGBP1	0	"CGG triplet repeat binding protein 1"	chr3	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HIST1H3E	0	"histone cluster 1, H3e"	chr6	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CNTN4	0	"contactin 4"	chr3	9	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CDKN2A	0	"cyclin-dependent kinase inhibitor 2A"	chr9	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CHODL	0	chondrolectin	chr21	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SPRY1	0	"sprouty RTK signaling antagonist 1"	chr4	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MC3R	0	"melanocortin 3 receptor"	chr20	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ENPP4	0	"ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative)"	chr6	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CLIC1	0	"chloride intracellular channel 1"	chr6	8	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RELA	1	"v-rel avian reticuloendotheliosis viral oncogene homolog A"	chr11	5	"Kulakovskiy 2013"	163	"Homo sapiens"	0.00001
SLC35E2	0	"solute carrier family 35, member E2"	chr1	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NTM	0	neurotrimin	chr11	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NADSYN1	0	"NAD synthetase 1"	chr11	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CHN1	0	"chimerin 1"	chr2	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RRNAD1	0	"ribosomal RNA adenine dimethylase domain containing 1"	chr1	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SYNPO2	0	"synaptopodin 2"	chr4	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC20A2	0	"solute carrier family 20 (phosphate transporter), member 2"	chr8	9	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
INTS6	0	"integrator complex subunit 6"	chr13	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ANGEL2	0	"angel homolog 2 (Drosophila)"	chr1	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LSP1	0	"lymphocyte-specific protein 1"	chr11	11	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
VASH2	0	"vasohibin 2"	chr1	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GABBR1	0	"gamma-aminobutyric acid (GABA) B receptor, 1"	chr6	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MED1	0	"mediator complex subunit 1"	chr17	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TMPRSS2	0	"transmembrane protease, serine 2"	chr21	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
POLD1	0	"polymerase (DNA directed), delta 1, catalytic subunit"	chr19	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ELAVL4	0	"ELAV like neuron-specific RNA binding protein 4"	chr1	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NCF2	0	"neutrophil cytosolic factor 2"	chr1	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CES4A	0	"carboxylesterase 4A"	chr16	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PPP1R3C	0	"protein phosphatase 1, regulatory subunit 3C"	chr10	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ADCYAP1	0	"adenylate cyclase activating polypeptide 1 (pituitary)"	chr18	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HMG20B	0	"high mobility group 20B"	chr19	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CCDC83	0	"coiled-coil domain containing 83"	chr11	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PRAMEF8	0	"PRAME family member 8"	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TFPI2	0	"tissue factor pathway inhibitor 2"	chr7	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MEPCE	0	"methylphosphate capping enzyme"	chr7	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LRRC17	0	"leucine rich repeat containing 17"	chr7	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PTCHD1	0	"patched domain containing 1"	chrX	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
BEX4	0	"brain expressed, X-linked 4"	chrX	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SYNCRIP	0	"synaptotagmin binding, cytoplasmic RNA interacting protein"	chr6	9	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RTN4	0	"reticulon 4"	chr2	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GLUL	0	"glutamate-ammonia ligase"	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RFX3	1	"regulatory factor X, 3 (influences HLA class II expression)"	chr9	5	"Kulakovskiy 2013"	135	"Homo sapiens"	0.00001
VGLL1	0	"vestigial-like family member 1"	chrX	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
AP2M1	0	"adaptor-related protein complex 2, mu 1 subunit"	chr3	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ARHGEF2	0	"Rho/Rac guanine nucleotide exchange factor (GEF) 2"	chr1	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
POTEF	0	"POTE ankyrin domain family, member F"	chr2	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZNF580	0	"zinc finger protein 580"	chr19	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C5orf24	0	"chromosome 5 open reading frame 24"	chr5	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FBXO4	0	"F-box protein 4"	chr5	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
STOML2	0	"stomatin (EPB72)-like 2"	chr9	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NDRG4	0	"NDRG family member 4"	chr16	10	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PAX2	0	"paired box 2"	chr10	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
IKZF1	0	"IKAROS family zinc finger 1 (Ikaros)"	chr7	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DDR1	0	"discoidin domain receptor tyrosine kinase 1"	chr6	9	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
WDR72	0	"WD repeat domain 72"	chr15	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FAM120B	0	"family with sequence similarity 120B"	chr6	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZDHHC13	0	"zinc finger, DHHC-type containing 13"	chr11	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CCDC129	0	"coiled-coil domain containing 129"	chr7	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLITRK2	0	"SLIT and NTRK-like family, member 2"	chrX	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CORO2B	0	"coronin, actin binding protein, 2B"	chr15	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C9orf131	0	"chromosome 9 open reading frame 131"	chr9	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PCDH9	0	"protocadherin 9"	chr13	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
AANAT	0	"aralkylamine N-acetyltransferase"	chr17	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PHKG1	0	"phosphorylase kinase, gamma 1 (muscle)"	chr7	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
METTL5	0	"methyltransferase like 5"	chr2	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PPP2R5E	0	"protein phosphatase 2, regulatory subunit B', epsilon isoform"	chr14	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RNFT2	0	"ring finger protein, transmembrane 2"	chr12	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CAMK1	0	"calcium/calmodulin-dependent protein kinase I"	chr3	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
