gene_symbol	i_am_tf	gene_description	chromosome_name	upstream	upstream_source	downstream	organism	p_value
MYO1E	0	"myosin IE"	chr15	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
EXTL2	0	"exostosin-like glycosyltransferase 2"	chr1	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LRRC3B	0	"leucine rich repeat containing 3B"	chr3	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C19orf67	0	"chromosome 19 open reading frame 67"	chr19	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RAB22A	0	"RAB22A, member RAS oncogene family"	chr20	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CIR1	0	"corepressor interacting with RBPJ, 1"	chr2	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LSM5	0	"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated"	chr7	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TES	0	"testin LIM domain protein"	chr7	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PAFAH1B1	0	"platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)"	chr17	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TAAR2	0	"trace amine associated receptor 2"	chr6	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C9orf85	0	"chromosome 9 open reading frame 85"	chr9	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MAPK3	0	"mitogen-activated protein kinase 3"	chr16	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZNF766	0	"zinc finger protein 766"	chr19	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NBEAL2	0	"neurobeachin-like 2"	chr3	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TMOD1	0	"tropomodulin 1"	chr9	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NUDT9	0	"nudix (nucleoside diphosphate linked moiety X)-type motif 9"	chr4	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GRSF1	0	"G-rich RNA sequence binding factor 1"	chr4	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CSNK2A3	0	"casein kinase 2, alpha 3 polypeptide"	chr11	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NCLN	0	nicalin	chr19	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PFKFB3	0	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"	chr10	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
BCL2L2	0	"BCL2-like 2"	chr14	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KIF19	0	"kinesin family member 19"	chr17	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PCNA	0	"proliferating cell nuclear antigen"	chr20	8	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HNRNPK	0	"heterogeneous nuclear ribonucleoprotein K"	chr9	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
BFAR	0	"bifunctional apoptosis regulator"	chr16	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DMGDH	0	"dimethylglycine dehydrogenase"	chr5	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HEATR1	0	"HEAT repeat containing 1"	chr1	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZNF16	0	"zinc finger protein 16"	chr8	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CYP2C8	0	"cytochrome P450, family 2, subfamily C, polypeptide 8"	chr10	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ACSBG1	0	"acyl-CoA synthetase bubblegum family member 1"	chr15	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DYNAP	0	"dynactin associated protein"	chr18	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KLHL3	0	"kelch-like family member 3"	chr5	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ANKK1	0	"ankyrin repeat and kinase domain containing 1"	chr11	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GNS	0	"glucosamine (N-acetyl)-6-sulfatase"	chr12	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GRB2	0	"growth factor receptor-bound protein 2"	chr17	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
UGGT1	0	"UDP-glucose glycoprotein glucosyltransferase 1"	chr2	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NMS	0	"neuromedin S"	chr2	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TAP2	0	"transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)"	chr6	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZNF277	0	"zinc finger protein 277"	chr7	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TMPRSS11A	0	"transmembrane protease, serine 11A"	chr4	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ERI2	0	"ERI1 exoribonuclease family member 2"	chr16	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GRN	0	granulin	chr17	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZAN	0	"zonadhesin (gene/pseudogene)"	chr7	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C9orf129	0	"chromosome 9 open reading frame 129"	chr9	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ALG10B	0	"ALG10B, alpha-1,2-glucosyltransferase"	chr12	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HNRNPL	0	"heterogeneous nuclear ribonucleoprotein L"	chr19	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC25A45	0	"solute carrier family 25, member 45"	chr11	9	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C1orf35	0	"chromosome 1 open reading frame 35"	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RLN3	0	"relaxin 3"	chr19	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SERPINB4	0	"serpin peptidase inhibitor, clade B (ovalbumin), member 4"	chr18	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
OR8J3	0	"olfactory receptor, family 8, subfamily J, member 3"	chr11	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GPR87	0	"G protein-coupled receptor 87"	chr3	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ITPR3	0	"inositol 1,4,5-trisphosphate receptor, type 3"	chr6	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
UGGT2	0	"UDP-glucose glycoprotein glucosyltransferase 2"	chr13	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
