comm1	comm2	jaccard
573	230	0
573	32	0
573	38	0
573	447	0
573	632	0
573	39	0
573	391	0
573	277	0
573	138	0.14285714285714285
573	143	0
573	46	0
573	65	0.25
573	633	0
573	124	0
573	94	0
573	142	0
573	174	0
573	88	0
573	531	0
573	692	0
573	52	0
573	539	0
573	243	1
573	434	1
628	11	0
628	13	0
628	20	0
628	459	0
628	43	0
628	230	0
628	32	0
628	38	0
628	447	0
628	632	0
628	39	0
628	391	0
628	277	0
628	138	0.14285714285714285
628	143	0
628	46	0
628	65	0.25
628	633	0
628	124	0
628	94	0
628	142	0
628	174	0
628	88	0
628	531	0
628	692	0
628	52	0
628	539	0
628	243	1
628	434	1
