comm1	comm2	jaccard
71	222	0.027777777777777776
71	255	0
71	356	0
71	413	0
71	482	0
71	490	0
71	519	0.20689655172413793
71	573	0
71	628	0
72	671	0
72	672	0
72	673	0
72	665	0
72	19	0
72	47	0
72	50	0
72	71	0
72	72	1
72	77	0
72	87	0
72	678	0
72	95	0
72	107	0
72	111	0
72	136	0.043478260869565216
72	138	0
72	142	0
72	184	0
72	203	0
72	222	0
72	255	0
72	356	0
72	413	0
72	482	0
72	490	0
72	519	0
72	573	0
72	628	0
77	671	0
77	672	0
77	673	0
77	665	0
77	19	0.023255813953488372
77	47	0
77	50	0
77	71	0
77	72	0
77	77	1
77	87	0
77	678	0
77	95	0
77	107	0
77	111	0
77	136	0
77	138	0
77	142	0.375
77	184	0
77	203	0
77	222	0
77	255	0
77	356	0
77	413	0.3333333333333333
77	482	0
77	490	0
77	519	0
77	573	0
77	628	0
87	671	0
87	672	0
87	673	0
87	665	0
87	19	0
87	47	0
87	50	0
87	71	0
87	72	0
87	77	0
87	87	1
87	678	0
87	95	0
87	107	0
87	111	0
87	136	0.014705882352941176
87	138	0
87	142	0
87	184	0
87	203	0
87	222	0
87	255	0
87	356	0
87	413	0
87	482	0
87	490	0
87	519	0
87	573	0
87	628	0
678	671	0
678	672	0
678	673	0
678	665	0
678	19	0.01694915254237288
678	47	0
678	50	0
678	71	0
678	72	0
678	77	0
678	87	0
678	678	1
678	95	0
678	107	0
678	111	0
678	136	0
678	138	0
678	142	0
678	184	0
678	203	0
678	222	0
678	255	0
678	356	0
678	413	0
678	482	0
678	490	0
678	519	0
678	573	0
678	628	0
95	671	0.06666666666666667
95	672	0
95	673	0
95	665	0
95	19	0
95	47	0.043478260869565216
95	50	0
95	71	0.047619047619047616
95	72	0
95	77	0
95	87	0
95	678	0
95	95	1
95	107	0
95	111	0
95	136	0
95	138	0
95	142	0
95	184	0
95	203	0
95	222	0
95	255	0
95	356	0
95	413	0
95	482	0
95	490	0
95	519	0.05714285714285714
95	573	0
95	628	0
107	671	0
107	672	0
107	673	0
107	665	0
107	19	0
107	47	0
107	50	0
107	71	0
107	72	0
107	77	0
107	87	0
107	678	0
107	95	0
107	107	1
107	111	0
107	136	0
107	138	0.1
107	142	0
107	184	0
107	203	0
107	222	0.045454545454545456
107	255	0
107	356	0
107	413	0
107	482	0
107	490	0
107	519	0
107	573	0.14285714285714285
107	628	0.14285714285714285
111	671	0
111	672	0
111	673	0
111	665	0
111	19	0
111	47	0
111	50	0
111	71	0
111	72	0
111	77	0
111	87	0
111	678	0
111	95	0
111	107	0
111	111	1
111	136	0
111	138	0
111	142	0
111	184	0
111	203	0
111	222	0
111	255	0
111	356	0
111	413	0
111	482	0
111	490	0
111	519	0
111	573	0
111	628	0
136	671	0
136	672	0.02040816326530612
136	673	0.0196078431372549
136	665	0
136	19	0.012987012987012988
136	47	0
136	50	0
136	71	0.05172413793103448
136	72	0.043478260869565216
136	77	0
136	87	0.014705882352941176
136	678	0
136	95	0
136	107	0
136	111	0
136	136	1
136	138	0
136	142	0
136	184	0
136	203	0
136	222	0
136	255	0
136	356	0
136	413	0
136	482	0
136	490	0
136	519	0
136	573	0
136	628	0
138	671	0
138	672	0
138	673	0
138	665	0
138	19	0
138	47	0
138	50	0
138	71	0
138	72	0
138	77	0
138	87	0
138	678	0
138	95	0
138	107	0.1
138	111	0
138	136	0
138	138	1
138	142	0
138	184	0
138	203	0
138	222	0
138	255	0
138	356	0
138	413	0
138	482	0
138	490	0
138	519	0
138	573	0.25
138	628	0.25
142	671	0
142	672	0
142	673	0
142	665	0
142	19	0
142	47	0
142	50	0
142	71	0
142	72	0
142	77	0.375
142	87	0
142	678	0
142	95	0
142	107	0
142	111	0
142	136	0
142	138	0
142	142	1
142	184	0
142	203	0
142	222	0
142	255	0
142	356	0
142	413	0.4
142	482	0
142	490	0
142	519	0
142	573	0
142	628	0
184	671	0
184	672	0
184	673	0
184	665	0
184	19	0
184	47	0
184	50	0
184	71	0
184	72	0
184	77	0
184	87	0
184	678	0
184	95	0
184	107	0
184	111	0
184	136	0
184	138	0
184	142	0
184	184	1
184	203	0
184	222	0
184	255	0
184	356	0
184	413	0
184	482	0
184	490	0
184	519	0
184	573	0
184	628	0
203	671	0
203	672	0
203	673	0
203	665	0
203	19	0
203	47	0
203	50	0
203	71	0
203	72	0
203	77	0
203	87	0
203	678	0
203	95	0
203	107	0
203	111	0
203	136	0
203	138	0
203	142	0
203	184	0
203	203	1
203	222	0
203	255	0
203	356	0
203	413	0
203	482	0
203	490	0
203	519	0
203	573	0
203	628	0
222	671	0
222	672	0
222	673	0
222	665	0
222	19	0
222	47	0
222	50	0
222	71	0.027777777777777776
222	72	0
222	77	0
222	87	0
222	678	0
222	95	0
222	107	0.045454545454545456
222	111	0
222	136	0
222	138	0
222	142	0
222	184	0
222	203	0
222	222	1
222	255	0
222	356	0
222	413	0
222	482	0
222	490	0
222	519	0
222	573	0
222	628	0
255	671	0
255	672	0
255	673	0
255	665	0
255	19	0
255	47	0
255	50	0.2
255	71	0
255	72	0
255	77	0
255	87	0
255	678	0
255	95	0
255	107	0
255	111	0
255	136	0
255	138	0
255	142	0
255	184	0
255	203	0
255	222	0
255	255	1
255	356	0
255	413	0
255	482	0
255	490	0
255	519	0
255	573	0
255	628	0
356	671	0
356	672	0
356	673	0
356	665	0
356	19	0
356	47	0
356	50	0
356	71	0
356	72	0
356	77	0
356	87	0
356	678	0
356	95	0
356	107	0
356	111	0
356	136	0
356	138	0
356	142	0
356	184	0
356	203	0
356	222	0
356	255	0
356	356	1
356	413	0
356	482	0
356	490	0
356	519	0
356	573	0
356	628	0
413	671	0
413	672	0
413	673	0
413	665	0
413	19	0
413	47	0
413	50	0
413	71	0
413	72	0
413	77	0.3333333333333333
413	87	0
413	678	0
413	95	0
413	107	0
413	111	0
413	136	0
413	138	0
413	142	0.4
413	184	0
413	203	0
413	222	0
413	255	0
413	356	0
413	413	1
413	482	0
413	490	0
413	519	0
413	573	0
413	628	0
482	671	0
482	672	0
482	673	0
482	665	0.03508771929824561
482	19	0
482	47	0
482	50	0
482	71	0
482	72	0
482	77	0
482	87	0
482	678	0
482	95	0
482	107	0
482	111	0
482	136	0
482	138	0
482	142	0
482	184	0
482	203	0
482	222	0
482	255	0
482	356	0
482	413	0
482	482	1
482	490	0
482	519	0
482	573	0
482	628	0
490	671	0
490	672	0
490	673	0
490	665	0
490	19	0
490	47	0
490	50	0
490	71	0
490	72	0
490	77	0
490	87	0
490	678	0
490	95	0
490	107	0
490	111	0
490	136	0
490	138	0
490	142	0
490	184	0
490	203	0
490	222	0
490	255	0
490	356	0
490	413	0
490	482	0
490	490	1
490	519	0
490	573	0
490	628	0
519	671	0
519	672	0
519	673	0
519	665	0.01818181818181818
519	19	0
519	47	0.07142857142857142
519	50	0
519	71	0.20689655172413793
519	72	0
519	77	0
519	87	0
519	678	0
519	95	0.05714285714285714
519	107	0
519	111	0
519	136	0
519	138	0
519	142	0
519	184	0
519	203	0
519	222	0
519	255	0
519	356	0
519	413	0
519	482	0
519	490	0
519	519	1
519	573	0
519	628	0
573	671	0
573	672	0
573	673	0
573	665	0
573	19	0
573	47	0
573	50	0
573	71	0
573	72	0
573	77	0
573	87	0
573	678	0
573	95	0
573	107	0.14285714285714285
573	111	0
573	136	0
573	138	0.25
573	142	0
573	184	0
573	203	0
573	222	0
573	255	0
573	356	0
573	413	0
573	482	0
573	490	0
573	519	0
573	573	1
573	628	1
628	671	0
628	672	0
628	673	0
628	665	0
628	19	0
628	47	0
628	50	0
628	71	0
628	72	0
628	77	0
628	87	0
628	678	0
628	95	0
628	107	0.14285714285714285
628	111	0
628	136	0
628	138	0.25
628	142	0
628	184	0
628	203	0
628	222	0
628	255	0
628	356	0
628	413	0
628	482	0
628	490	0
628	519	0
628	573	1
628	628	1
